date,month,weekday,expert,precision,recall,f1,hit_at_2,hit_at_3,pred_span,n_items,status,window,lambda
2026-01-01,2026-01,Thursday,2F_A,0.0,0.0,0.0,0.0,0.0,0.997739788404215,10,ok,full_2025,0.75
2026-01-01,2026-01,Thursday,2F_N,0.0,0.0,0.0,0.0,0.0,0.9908191107117817,10,ok,full_2025,0.75
2026-01-01,2026-01,Thursday,3F_A,0.0,0.0,0.0,0.0,0.0,0.0008810281918119326,10,ok,full_2025,1.0
2026-01-01,2026-01,Thursday,3F_N,0.0,0.0,0.0,0.0,0.0,0.9689475836716016,10,ok,recent_60d,0.75
2026-01-02,2026-01,Friday,2F_A,0.0,0.0,0.0,0.0,0.0,0.9977558056970897,10,ok,full_2025,0.75
2026-01-02,2026-01,Friday,2F_N,0.0,0.0,0.0,0.0,0.0,0.9161482203590418,10,ok,full_2025,0.75
2026-01-02,2026-01,Friday,3F_A,0.0,0.0,0.0,0.0,0.0,0.766266299841874,10,ok,full_2025,1.0
2026-01-02,2026-01,Friday,3F_N,0.0,0.0,0.0,0.0,0.0,0.9811133765675819,10,ok,full_2025,1.0
2026-01-03,2026-01,Saturday,2F_A,0.0,0.0,0.0,0.0,0.0,0.9421583854784801,10,ok,full_2025,0.75
2026-01-03,2026-01,Saturday,2F_N,0.0,0.0,0.0,0.0,0.0,0.922105768240275,10,ok,full_2025,0.75
2026-01-03,2026-01,Saturday,3F_A,0.0,0.0,0.0,0.0,0.0,0.9259917990108759,10,ok,full_2025,1.0
2026-01-03,2026-01,Saturday,3F_N,0.0,0.0,0.0,0.0,0.0,0.9974994867775652,10,ok,full_2025,1.0
2026-01-04,2026-01,Sunday,2F_A,0.0,0.0,0.0,0.0,0.0,0.9844407539099956,10,ok,full_2025,0.75
2026-01-04,2026-01,Sunday,2F_N,0.0,0.0,0.0,0.0,0.0,0.9891959886112405,10,ok,recent_60d,0.75
2026-01-04,2026-01,Sunday,3F_A,0.0,0.0,0.0,0.0,0.0,0.9672541266270721,10,ok,full_2025,1.0
2026-01-04,2026-01,Sunday,3F_N,0.0,0.0,0.0,0.0,0.0,0.9975941482879329,10,ok,full_2025,1.0
2026-01-05,2026-01,Monday,2F_A,0.0,0.0,0.0,0.0,0.0,0.030872212815871613,10,ok,full_2025,0.75
2026-01-05,2026-01,Monday,2F_N,0.0,0.0,0.0,0.0,0.0,0.34745372049264434,10,ok,full_2025,0.75
2026-01-05,2026-01,Monday,3F_A,0.0,0.0,0.0,0.0,0.0,0.9935997372721178,10,ok,full_2025,1.0
2026-01-05,2026-01,Monday,3F_N,0.0,0.0,0.0,0.0,0.0,0.9924324431240076,10,ok,full_2025,1.0
2026-01-06,2026-01,Tuesday,2F_A,0.0,0.0,0.0,0.0,0.0,0.7150994631783397,10,ok,recent_60d,0.75
2026-01-06,2026-01,Tuesday,2F_N,0.0,0.0,0.0,0.0,0.0,0.9944516762347629,10,ok,full_2025,0.75
2026-01-06,2026-01,Tuesday,3F_A,0.0,0.0,0.0,0.0,0.0,0.970870777061949,10,ok,full_2025,1.0
2026-01-06,2026-01,Tuesday,3F_N,0.0,0.0,0.0,0.0,0.0,0.5921876919579047,10,ok,full_2025,1.0
2026-01-07,2026-01,Wednesday,2F_A,0.0,0.0,0.0,0.0,0.0,0.41041437129694824,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,2F_N,0.0,0.0,0.0,0.0,1.0,0.4501503257056572,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,3F_A,0.0,0.0,0.0,0.0,0.0,0.8072480913185155,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,3F_N,0.0,0.0,0.0,0.0,0.0,0.19082689557878316,10,ok,full_2025,0.75
2026-01-08,2026-01,Thursday,2F_A,0.0,0.0,0.0,0.0,0.0,0.7135202682419399,10,ok,full_2025,0.75
2026-01-08,2026-01,Thursday,2F_N,0.0,0.0,0.0,0.0,0.0,0.09515708027542283,10,ok,full_2025,0.75
2026-01-08,2026-01,Thursday,3F_A,0.0,0.0,0.0,0.0,0.0,0.9277173102747036,10,ok,full_2025,1.0
2026-01-08,2026-01,Thursday,3F_N,0.0,0.0,0.0,0.0,0.0,0.9970819898208689,10,ok,full_2025,1.0
