step,added_lag,chosen_lags,n_features,n_rows_used,folds_used,auc_mean,auc_std,recall_at_2_mean,recall_at_2_std,hit_at_2_any_mean,hit_at_2_any_std
1,1,1,1,3789,5,0.5272289735798757,0.01507384124396597,0.34716981132075475,0.04193605805828845,0.4301886792452831,0.04368240340675556
2,15,"1,15",2,3622,5,0.5182222751026503,0.008272015910734417,0.346,0.01624807680927191,0.43600000000000005,0.0344093010681705
