date,weekday,avg_diff,is_anomaly,anomaly_direction,zscore,rolling_median,iqd_bound_upper,iqd_bound_lower
2025-10-14,火,242.0,0,,0.3737267552182163,205.5,469.0,-58.0
2025-10-15,水,94.0,0,,-1.0623992673992675,201.5,474.5,-71.5
2025-10-16,木,189.0,0,,-0.06648049281314168,195.0,438.5,-48.5
2025-10-17,金,99.0,0,,-0.9522352941176471,195.0,467.0,-77.0
2025-10-18,土,-16.0,0,,-1.7823690280065898,184.5,488.0,-119.0
2025-10-19,日,161.0,0,,-0.24961811023622046,184.5,438.5,-69.5
2025-10-20,月,-23.0,0,,-2.2040748031496062,184.5,438.5,-69.5
2025-10-21,火,259.0,0,,0.7866966731898238,184.5,440.0,-71.0
2025-10-22,水,149.0,0,,-0.33315384615384613,179.5,426.5,-67.5
2025-10-23,木,179.0,0,,-0.005916666666666666,179.5,407.5,-48.5
2025-10-24,金,123.0,0,,-0.5901875,179.0,435.0,-77.0
2025-10-25,土,63.0,0,,-1.0449682804674458,179.0,478.5,-120.5
2025-10-26,日,51.0,0,,-1.065667711598746,177.0,496.0,-142.0
2025-10-27,月,222.0,0,,0.3805956112852665,177.0,496.0,-142.0
2025-10-28,火,188.0,0,,0.10468430335097002,177.0,460.5,-106.5
2025-10-29,水,189.0,0,,0.09516754850088184,179.0,462.5,-104.5
2025-10-30,木,584.0,1,high,3.6078430717863106,183.5,483.0,-116.0
2025-10-31,金,94.0,0,,-0.8089241622574956,179.0,462.5,-104.5
2025-11-01,土,203.0,0,,0.2621538461538461,179.0,426.0,-68.0
2025-11-02,日,327.0,0,,1.466526515151515,183.5,447.5,-80.5
2025-11-03,月,281.0,0,,0.9964204545454545,183.5,447.5,-80.5
2025-11-04,火,163.0,0,,-0.18974945054945055,179.0,406.5,-48.5
2025-11-05,水,210.0,0,,0.39922673031026257,179.0,388.5,-30.5
2025-11-06,木,31.0,0,,-1.7436855895196506,179.0,408.0,-50.0
2025-11-07,金,259.0,0,,0.8230262626262627,183.5,431.0,-64.0
2025-11-08,土,124.0,0,,-0.6486101010101011,183.5,431.0,-64.0
2025-11-09,日,148.0,0,,-0.25072323232323235,171.0,418.5,-76.5
2025-11-10,月,141.0,0,,-0.22892121212121214,162.0,409.5,-85.5
2025-11-11,火,358.0,0,,1.9110833333333332,171.0,435.0,-93.0
2025-11-12,水,228.0,0,,0.6328641975308642,171.0,414.0,-72.0
2025-11-13,木,86.0,0,,-0.8284767676767677,162.0,409.5,-85.5
2025-11-14,金,-13.0,0,,-1.9076767676767676,162.0,409.5,-85.5
2025-11-15,土,135.0,0,,-0.21802020202020203,155.0,402.5,-92.5
2025-11-16,日,155.0,0,,-0.03436942675159235,158.0,393.5,-77.5
2025-11-17,月,225.0,0,,0.8414554455445544,162.0,364.0,-40.0
2025-11-18,火,123.0,0,,-0.4796444444444445,159.0,361.5,-43.5
2025-11-19,水,161.0,0,,-0.013356435643564356,162.0,364.0,-40.0
2025-11-20,木,86.0,0,,-1.01175,158.0,350.0,-34.0
2025-11-21,金,253.0,0,,1.2124345679012347,162.0,364.5,-40.5
2025-11-22,土,-251.0,1,low,-4.485699186991869,158.0,404.0,-88.0
2025-11-23,日,168.0,0,,0.06580487804878048,162.0,408.0,-84.0
2025-11-24,月,161.0,0,,-0.013356435643564356,162.0,364.0,-40.0
2025-11-25,火,321.0,0,,2.0872587064676615,165.5,366.5,-35.5
2025-11-26,水,133.0,0,,-0.38733663366336635,162.0,364.0,-40.0
2025-11-27,木,379.0,0,,2.4293195020746885,162.0,403.0,-79.0
2025-11-28,金,124.0,0,,-0.4066232179226069,161.0,406.5,-84.5
2025-11-29,土,413.0,1,high,2.7694338085539716,161.0,406.5,-84.5
2025-11-30,日,204.0,0,,0.4701908713692946,162.0,403.0,-79.0
2025-12-01,月,127.0,0,,-0.3759508196721312,161.0,405.0,-83.0
2025-12-02,火,156.0,0,,-0.03290243902439024,158.5,363.5,-46.5
2025-12-03,水,254.0,0,,1.2568731707317073,158.5,363.5,-46.5
2025-12-04,木,91.0,0,,-0.8427167070217917,155.5,362.0,-51.0
2025-12-05,金,0.0,0,,-1.9651298076923078,151.5,359.5,-56.5
2025-12-06,土,400.0,0,,2.687010183299389,155.5,401.0,-90.0
2025-12-07,日,326.0,0,,1.8737637474541753,155.5,401.0,-90.0
2025-12-08,月,308.0,0,,1.5633759689922482,158.5,416.5,-99.5
2025-12-09,火,115.0,0,,-0.44966666666666666,158.5,419.5,-102.5
2025-12-10,水,45.0,0,,-1.1196453382084095,158.5,432.0,-115.0
2025-12-11,木,93.0,0,,-0.5687183811129848,155.5,452.0,-141.0
2025-12-12,金,377.0,0,,1.9246602254428342,155.5,466.0,-155.0
2025-12-13,土,44.0,0,,-0.9688470209339775,155.5,466.0,-155.0
2025-12-14,日,88.0,0,,-0.5865217391304348,155.5,466.0,-155.0
2025-12-15,月,148.0,0,,-0.06516908212560386,155.5,466.0,-155.0
2025-12-16,火,336.0,0,,1.2216709183673469,158.5,550.5,-233.5
2025-12-17,水,214.0,0,,0.38198724489795916,158.5,550.5,-233.5
2025-12-18,木,181.0,0,,0.13765306122448978,161.0,553.0,-231.0
2025-12-19,金,-33.0,0,,-1.27257881773399,158.5,564.5,-247.5
2025-12-20,土,-85.0,0,,-1.6181354679802955,158.5,564.5,-247.5
2025-12-21,日,-160.0,0,,-2.0456281895504254,152.0,563.5,-259.5
2025-12-22,月,110.0,0,,-0.27910344827586203,152.0,558.0,-254.0
2025-12-23,火,140.0,0,,-0.026581280788177338,144.0,550.0,-262.0
2025-12-24,水,235.0,0,,0.6047241379310344,144.0,550.0,-262.0
2025-12-25,木,135.0,0,,-0.02137876386687797,137.5,453.0,-178.0
2025-12-26,金,16.0,0,,-1.0212056074766356,137.5,458.5,-183.5
2025-12-27,土,328.0,0,,1.6011495327102803,137.5,458.5,-183.5
2025-12-28,日,201.0,0,,0.4790841121495327,144.0,465.0,-177.0
2025-12-29,月,-104.0,0,,-1.8723189655172412,137.5,485.5,-210.5
2025-12-30,火,173.0,0,,0.2752270114942528,137.5,485.5,-210.5
2025-12-31,水,299.0,0,,1.080594315245478,144.0,531.0,-243.0
2026-01-01,木,370.0,0,,1.3141120689655172,144.0,608.0,-320.0
2026-01-02,金,180.0,0,,0.2137029702970297,144.0,598.5,-310.5
2026-01-03,土,54.0,0,,-0.5149946977730646,144.0,615.5,-327.5
2026-01-04,日,-220.0,0,,-2.082867444326617,144.0,615.5,-327.5
2026-01-05,月,449.0,0,,1.7452598091198301,144.0,615.5,-327.5
2026-01-06,火,226.0,0,,0.5963234501347708,144.0,515.0,-227.0
2026-01-07,水,349.0,0,,1.4908086253369273,144.0,515.0,-227.0
2026-01-08,木,136.0,0,,-0.05817789757412399,144.0,515.0,-227.0
2026-01-09,金,80.0,0,,-0.5012249637155297,144.0,488.5,-200.5
2026-01-10,土,244.0,0,,0.6214703448275861,160.5,523.0,-202.0
2026-01-11,日,160.0,0,,0.04698984034833092,154.0,498.5,-190.5
2026-01-12,月,-33.0,0,,-1.4645166908563134,154.0,498.5,-190.5
2026-01-13,火,-154.0,0,,-2.0047864897466825,154.0,568.5,-260.5
2026-01-14,水,190.0,0,,0.15296260554885405,166.5,581.0,-248.0
2026-01-15,木,166.0,0,,0.02049113924050633,163.0,558.0,-232.0
2026-01-16,金,432.0,0,,1.7509336550060313,163.0,577.5,-251.5
2026-01-17,土,115.0,0,,-0.22781664656212303,150.0,564.5,-264.5
2026-01-18,日,-9.0,0,,-1.0349384800965018,150.0,564.5,-264.5
2026-01-19,月,14.0,0,,-0.8852303980699638,150.0,564.5,-264.5
2026-01-20,火,243.0,0,,0.5978947368421053,163.0,524.0,-198.0
2026-01-21,水,316.0,0,,1.0784638472032742,169.5,536.0,-197.0
2026-01-22,木,215.0,0,,0.283418826739427,176.5,543.0,-190.0
2026-01-23,金,9.0,0,,-0.9920481099656357,169.5,606.0,-267.0
2026-01-24,土,208.0,0,,0.19470103092783506,176.5,613.0,-260.0
2026-01-25,日,106.0,0,,-0.518987721691678,176.5,543.0,-190.0
2026-01-26,月,178.0,0,,0.018920056100981766,175.5,532.0,-181.0
2026-01-27,火,333.0,0,,1.1594406548431104,175.5,542.0,-191.0
2026-01-28,水,-27.0,0,,-1.4907094133697134,175.5,542.0,-191.0
2026-01-29,木,-5.0,0,,-1.0865665529010238,172.0,611.5,-267.5
2026-01-30,金,226.0,0,,0.3392130384167637,172.0,601.5,-257.5
2026-01-31,土,-331.0,1,low,-3.0887879490150634,163.0,594.5,-268.5
2026-02-01,日,49.0,0,,-0.6190081112398609,148.0,579.5,-283.5
2026-02-02,月,104.0,0,,-0.2751147161066049,148.0,579.5,-283.5
2026-02-03,火,-39.0,0,,-1.1692375434530706,148.0,579.5,-283.5
2026-02-04,水,80.0,0,,-0.2881666666666667,125.5,551.5,-300.5
2026-02-05,木,121.0,0,,0.019935960591133003,118.0,524.0,-288.0
2026-02-06,金,35.0,0,,-0.5270349288486417,110.5,497.0,-276.0
2026-02-07,土,213.0,0,,0.6862158808933002,110.5,513.5,-292.5
2026-02-08,日,211.0,0,,0.6203065512978987,118.0,522.5,-286.5
2026-02-09,月,150.0,0,,0.21584,118.0,518.0,-282.0
2026-02-10,火,313.0,0,,1.3006427688504327,118.0,522.5,-286.5
2026-02-11,水,47.0,0,,-0.4956222509702458,118.0,504.5,-268.5
2026-02-12,木,219.0,0,,0.6381954674220963,135.5,488.5,-217.5
2026-02-13,金,70.0,0,,-0.3668668555240793,118.0,471.0,-235.0
2026-02-14,土,135.0,0,,0.12993201133144475,118.0,471.0,-235.0
2026-02-15,日,-29.0,0,,-0.9737930142302716,110.5,497.0,-276.0
2026-02-16,月,30.0,0,,-0.5201799485861183,105.0,494.0,-284.0
2026-02-17,火,42.0,0,,-0.46889379310344825,105.0,467.5,-257.5
2026-02-18,水,112.0,0,,0.023027027027027025,109.0,460.5,-242.5
2026-02-19,木,226.0,0,,0.8980540540540539,109.0,460.5,-242.5
2026-02-20,金,-3.0,0,,-0.8139217877094973,105.0,463.0,-253.0
2026-02-21,土,-192.0,0,,-2.056998657718121,92.0,464.5,-280.5
2026-02-22,日,655.0,1,high,4.144972067039107,105.0,463.0,-253.0
2026-02-23,月,-182.0,0,,-1.8715240506329112,92.0,487.0,-303.0
2026-02-24,火,83.0,0,,0.010245569620253164,81.5,476.5,-313.5
2026-02-25,水,33.0,0,,-0.29741732283464567,75.0,456.0,-306.0
2026-02-26,木,81.0,0,,0.05740425531914894,75.0,357.0,-207.0
2026-02-27,金,-6.0,0,,-0.7749574468085106,75.0,357.0,-207.0
2026-02-28,土,516.0,1,high,3.560542424242424,80.5,410.5,-249.5
2026-03-01,日,275.0,0,,1.5901848484848484,80.5,410.5,-249.5
2026-03-02,月,97.0,0,,0.12471494607087827,82.0,406.5,-242.5
2026-03-03,火,272.0,0,,1.3716089385474861,90.0,448.0,-268.0
2026-03-04,水,106.0,0,,0.12058100558659218,90.0,448.0,-268.0
2026-03-05,木,88.0,0,,-0.03454054054054054,92.5,444.0,-259.0
2026-03-06,金,50.0,0,,-0.32621621621621616,92.5,444.0,-259.0
2026-03-07,土,-107.0,0,,-1.4507402234636873,85.5,443.5,-272.5
2026-03-08,日,112.0,0,,0.14840902679830748,92.5,447.0,-262.0
2026-03-09,月,-31.0,0,,-0.9524757575757575,85.5,415.5,-244.5
2026-03-10,火,-56.0,0,,-1.3202978723404255,82.0,364.0,-200.0
2026-03-11,水,214.0,0,,0.9421587301587301,82.0,460.0,-296.0
2026-03-12,木,43.0,0,,-0.3535685483870967,75.5,323.5,-172.5
2026-03-13,金,-25.0,0,,-1.0079888475836432,75.5,344.5,-193.5
2026-03-14,土,302.0,0,,2.271736059479554,75.5,344.5,-193.5
2026-03-15,日,94.0,0,,0.12035687732342008,82.0,351.0,-187.0
2026-03-16,月,266.0,0,,1.2811148387096774,82.0,469.5,-305.5
2026-03-17,火,179.0,0,,0.6306575,85.5,485.5,-314.5
2026-03-18,水,-39.0,0,,-0.7978646080760095,85.5,506.5,-335.5
2026-03-19,木,59.0,0,,-0.16982660332541566,85.5,506.5,-335.5
2026-03-20,金,7.0,0,,-0.48064133016627075,82.0,503.0,-339.0
2026-03-21,土,227.0,0,,0.9292399049881235,82.0,503.0,-339.0
2026-03-22,日,-158.0,0,,-1.4357427937915743,82.0,533.0,-369.0
2026-03-23,月,128.0,0,,0.2756370192307692,85.5,501.5,-330.5
2026-03-24,火,97.0,0,,0.09179585798816567,85.5,423.5,-252.5
2026-03-25,水,10.0,0,,-0.642583596214511,85.5,402.5,-231.5
2026-03-26,木,53.0,0,,-0.2680977917981072,84.5,401.5,-232.5
2026-03-27,金,70.0,0,,-0.12341009463722397,84.5,401.5,-232.5
2026-03-28,土,313.0,0,,1.5163443037974682,91.0,486.0,-304.0
2026-03-29,日,-101.0,0,,-1.311432911392405,91.0,486.0,-304.0
2026-03-30,月,268.0,0,,1.2089772151898732,91.0,486.0,-304.0
2026-03-31,火,43.0,0,,-0.306397476340694,79.0,396.0,-238.0
2026-04-01,水,255.0,0,,1.2021468354430378,79.0,474.0,-316.0
2026-04-02,木,217.0,0,,0.942592405063291,79.0,474.0,-316.0
2026-04-03,金,121.0,0,,0.2868759493670886,79.0,474.0,-316.0
2026-04-04,土,338.0,0,,1.656326139088729,82.0,499.0,-335.0
2026-04-05,日,32.0,0,,-0.32350119904076735,82.0,499.0,-335.0
2026-04-06,月,72.0,0,,-0.07391780821917808,83.0,484.5,-318.5
2026-04-07,火,180.0,0,,0.6518206724782067,83.0,484.5,-318.5
2026-04-08,水,209.0,0,,0.8435895316804407,95.5,458.5,-267.5
2026-04-09,木,15.0,0,,-0.5983168044077134,95.5,458.5,-267.5
2026-04-10,金,76.0,0,,-0.06735644937586685,85.0,445.5,-275.5
2026-04-11,土,269.0,0,,1.2334729907773387,95.5,475.0,-284.0
2026-04-12,日,183.0,0,,0.5576871508379888,109.0,467.0,-249.0
2026-04-13,月,-15.0,0,,-0.8269875173370319,95.5,456.0,-265.0
2026-04-14,火,105.0,0,,0.029936199722607488,101.0,461.5,-259.5
2026-04-15,水,68.0,0,,-0.1487719821162444,86.5,422.0,-249.0
2026-04-16,木,-17.0,0,,-0.6698990450204638,74.0,440.5,-292.5
2026-04-17,金,-58.0,0,,-0.9717216916780353,74.0,440.5,-292.5
2026-04-18,土,164.0,0,,0.5705184174624829,86.5,453.0,-280.0
2026-04-19,日,39.0,0,,-0.3797185185185185,86.5,424.0,-251.0
2026-04-20,月,69.0,0,,-0.04542087542087542,74.0,371.0,-223.0
2026-04-21,火,87.0,0,,0.05215817223198594,81.5,366.0,-203.0
2026-04-22,水,47.0,0,,-0.25604920913884005,74.0,358.5,-210.5
2026-04-23,木,-133.0,0,,-1.853171717171717,71.0,368.0,-226.0
2026-04-24,金,-20.0,0,,-0.8266599326599327,71.0,368.0,-226.0
2026-04-25,土,50.0,0,,-0.19076767676767675,71.0,368.0,-226.0
2026-04-26,日,263.0,0,,1.51088,74.0,411.5,-263.5
2026-04-27,月,170.0,0,,0.872080808080808,74.0,371.0,-223.0
2026-04-28,火,77.0,0,,0.004741652021089631,76.5,361.0,-208.0
2026-04-29,水,-82.0,0,,-1.4639582608695652,74.0,361.5,-213.5
2026-04-30,木,236.0,0,,1.448925925925926,76.5,373.5,-220.5
2026-05-01,金,285.0,0,,1.894050505050505,76.5,373.5,-220.5
2026-05-02,土,386.0,1,high,2.8115521885521884,76.5,373.5,-220.5
2026-05-03,日,-181.0,0,,-2.110398773006135,74.0,400.0,-252.0
2026-05-04,月,-280.0,0,,-2.555808108108108,70.5,440.5,-299.5
2026-05-05,火,400.0,0,,2.3176495388669305,74.0,453.5,-305.5
2026-05-06,水,-123.0,0,,-1.3269408805031446,72.5,470.0,-325.0
2026-05-07,木,131.0,0,,0.40212229299363056,72.5,465.0,-320.0
2026-05-08,金,141.0,0,,0.49949459459459455,72.5,442.5,-297.5
2026-05-09,土,66.0,0,,-0.047397297297297296,72.5,442.5,-297.5
2026-05-10,日,173.0,0,,0.7147019867549669,73.0,450.5,-304.5
2026-05-11,月,-43.0,0,,-0.8011371504660453,68.5,444.0,-307.0
2026-05-12,火,110.0,0,,0.31539999999999996,68.5,423.5,-286.5
2026-05-13,水,15.0,0,,-0.40659999999999996,68.5,423.5,-286.5
2026-05-14,木,133.0,0,,0.4901999999999999,68.5,423.5,-286.5
2026-05-15,金,-18.0,0,,-0.648886075949367,67.5,423.0,-288.0
2026-05-16,土,247.0,0,,1.2485425531914893,73.0,449.0,-303.0
2026-05-17,日,364.0,0,,2.090208791208791,82.0,446.0,-282.0
2026-05-18,月,73.0,0,,-0.014824175824175823,75.0,439.0,-289.0
2026-05-19,火,190.0,0,,0.7452276214833761,82.0,473.0,-309.0
2026-05-20,水,166.0,0,,0.46576726342711,98.5,489.5,-292.5
2026-05-21,木,245.0,0,,0.7169711846318036,120.5,589.0,-348.0
2026-05-22,金,84.0,0,,-0.21019637139807898,120.5,589.0,-348.0
2026-05-23,土,-88.0,0,,-1.2007107790821772,120.5,589.0,-348.0
