feature,vif,is_high_vif_10
roll14_avg_diff,80.73670403345893,1
win_rate,72.0098349830632,1
avg_games,66.49094493991218,1
roll28_avg_diff,37.07916776232504,1
roll7_avg_diff,34.46282597176468,1
day_of_month,5.063835233210083,0
weekday_num,4.105626800335606,0
lag14_avg_diff,4.0044152970449165,0
day_last_digit,3.435272844594272,0
lag7_avg_diff,3.32179373433992,0
lag1_avg_diff,3.195480809125187,0
