group_key,last_digit,mean_diff,n_rows,pct_rows,rank
2F_A,0,160.140562248996,996,8.861998398434025,7
2F_A,1,318.6102236421725,1252,11.139781119316664,1
2F_A,2,126.53225806451613,1240,11.033010054275291,8
2F_A,3,179.87012987012986,1232,10.96182934424771,4
2F_A,4,174.83766233766235,1232,10.96182934424771,5
2F_A,5,109.45194598888007,1259,11.2020642405908,10
2F_A,6,116.58496732026144,1224,10.890648634220126,9
2F_A,7,191.03982300884957,904,8.043420233116825,3
2F_A,8,160.9513274336283,904,8.043420233116825,6
2F_A,9,261.7469879518072,996,8.861998398434025,2
2F_N,0,257.1736573892591,10204,10.094874407653268,6
2F_N,1,183.74561745227894,10268,10.15818996646254,9
2F_N,2,271.0240963855422,9960,9.85348383969292,4
2F_N,3,173.88643659711076,9968,9.861398284544078,10
2F_N,4,224.1573033707865,9968,9.861398284544078,7
2F_N,5,210.21024041846897,9941,9.834687033171416,8
2F_N,6,330.2225340817963,9976,9.869312729395237,1
2F_N,7,279.477466977467,10296,10.185890523441596,3
2F_N,8,268.2012432012432,10296,10.185890523441596,5
2F_N,9,292.92434339474715,10204,10.094874407653268,2
3F_A,0,220.42232277526395,6630,9.872535588778367,7
3F_A,1,236.78828081813157,7236,10.774912144856753,2
3F_A,2,228.02197802197801,6916,10.29840967300018,4
3F_A,3,242.99619771863118,6575,9.79063672642802,1
3F_A,4,235.22374145431945,6436,9.58365596521532,3
3F_A,5,218.72919818456884,6610,9.842754184287331,8
3F_A,6,222.86273329319687,6644,9.893382571922093,6
3F_A,7,199.4947243275375,6729,10.019953541008993,10
3F_A,8,225.2888888888889,6750,10.051224015724582,5
3F_A,9,212.48868778280544,6630,9.872535588778367,9
3F_N,0,58.09980806142035,5210,10.562809180115156,6
3F_N,1,34.077985377741676,4924,9.982969751033979,8
3F_N,2,51.543460601137284,4924,9.982969751033979,7
3F_N,3,-94.37815975733064,4945,10.025545373449031,10
3F_N,4,59.97246262785208,5084,10.307355445624848,5
3F_N,5,69.938900203666,4910,9.954586002757278,4
3F_N,6,79.59392945036916,4876,9.88565404265672,2
3F_N,7,-13.462742642454602,4791,9.71332414240532,9
3F_N,8,150.83857442348008,4770,9.67074851999027,1
3F_N,9,72.67893660531698,4890,9.914037790933419,3
