last_digit,lag,acf_value,pacf_value,acf_significant,pacf_significant
3,29,0.040236513203445665,0.0313655509977932,0,0
3,30,-0.008508000760938066,-0.013722496023538809,0,0
4,0,1.0,1.0,0,0
4,1,0.06915975891774565,0.06915975891774565,0,0
4,2,0.10124294490690418,0.0969234645875311,0,0
4,3,0.19217345195823252,0.1817150135046098,1,1
4,4,0.07159234843498777,0.04378762256277006,0,0
4,5,0.06183834891713087,0.02337985648855581,0,0
4,6,0.04707353697218533,-0.0008834608874941593,0,0
4,7,-0.00979129027444901,-0.041639296381144365,0,0
4,8,0.020156054768766692,-0.00023550879475496276,0,0
4,9,0.07647845794489909,0.07072928402738868,0,0
4,10,-0.008059596038996359,-0.009609623119294648,0,0
4,11,0.03735485518809044,0.02646700863245205,0,0
4,12,0.06302837899258809,0.04000464710099667,0,0
4,13,0.013789785183199631,0.0013117320797315303,0,0
4,14,0.08622894206875394,0.06472571940157139,0,0
4,15,0.05610740723267513,0.02888860647867281,0,0
4,16,0.07157505467175906,0.054145804845750406,0,0
4,17,0.024303885018603054,-0.02061260522158325,0,0
4,18,0.133090577748631,0.10282359925024794,1,0
4,19,0.10571538324714407,0.07612684777445922,0,0
4,20,-0.05034178453974706,-0.09602309201882121,0,0
4,21,-0.01768601499898559,-0.07898941202855456,0,0
4,22,0.03526013409363868,0.008864285163883786,0,0
4,23,0.01434440366992671,0.023333861122620078,0,0
4,24,0.043418675540446705,0.05557389500437583,0,0
4,25,0.04202954521802446,0.04170120026109455,0,0
4,26,0.08301322052976476,0.07893527972373869,0,0
4,27,0.10153387109683538,0.05387984446004447,0,0
4,28,0.0911315388603351,0.040330421002988046,0,0
4,29,0.059078615021824064,0.015774524174655385,0,0
4,30,0.07783178425596524,0.009421354342240723,0,0
5,0,1.0,1.0,0,0
5,1,0.051660234411735784,0.051660234411735784,0,0
5,2,-0.022745184683185874,-0.02548197027068022,0,0
5,3,0.10964753444280993,0.11254213466405713,0,1
5,4,0.03082666526468933,0.01846869941199482,0,0
5,5,0.12842136451935002,0.13390974834633024,1,1
5,6,0.08048872770265429,0.057936797932758494,0,0
5,7,0.06389708753271663,0.06383016147364942,0,0
5,8,0.09643217098743148,0.07037265577611626,0,0
5,9,0.1015446342044412,0.08437076014337169,0,0
5,10,0.04461835939349765,0.015166259557752547,0,0
5,11,0.087998984402609,0.06320483379256601,0,0
5,12,0.06582099925771148,0.025894457279393452,0,0
5,13,0.04344773720412899,0.014656438095885259,0,0
5,14,0.1286273743270152,0.08685429949460809,1,0
5,15,-0.03112539149863052,-0.07499805709788758,0,0
5,16,-0.010721469843559091,-0.039925743254426625,0,0
5,17,0.06501939294763814,0.004267843921471637,0,0
5,18,0.05156527389341064,0.023821445250038334,0,0
5,19,0.047696606275701,0.005777633916556753,0,0
5,20,0.07166701279444031,0.04945772008251079,0,0
5,21,-0.01735137606089048,-0.043449200774047375,0,0
5,22,0.03475445829224862,0.014446445555600866,0,0
5,23,-0.022467228704485295,-0.06897969472623933,0,0
5,24,0.05384879116289561,0.057737105028945926,0,0
5,25,0.10512258709823458,0.06423389334559253,0,0
5,26,0.05766706331104238,0.05968726703052841,0,0
5,27,-0.013977837361286667,-0.033769791727720634,0,0
5,28,0.006296652473893905,-0.012386972659411079,0,0
5,29,0.05560365884802267,0.03550187503039674,0,0
5,30,0.0402221909239863,0.020363820169895644,0,0
6,0,1.0,1.0,0,0
6,1,0.129160379875903,0.12916037987590304,1,1
6,2,0.17662423221557688,0.16265531003669897,1,1
6,3,0.10559078016131102,0.06840048699308539,0,0
6,4,0.1305811241211062,0.08824213468692362,1,0
6,5,0.12678913727981406,0.08249808197567299,1,0
6,6,0.033543443584815175,-0.026530021686350796,0,0
6,7,0.048260083624163105,0.0009431711927951344,0,0
6,8,0.0911857939213232,0.06476115953079523,0,0
6,9,0.062246330051616665,0.023280720279512987,0,0
6,10,0.057517659897296874,0.017293686850448572,0,0
6,11,-0.002379443364955343,-0.03519716839363634,0,0
6,12,0.00974923172949802,-0.021231996927470145,0,0
6,13,0.05758818096867065,0.041709033608152216,0,0
6,14,0.10341490632944636,0.09331928721194128,0,0
6,15,0.08037751243114989,0.052392606652308625,0,0
6,16,0.03328995802693718,-0.01022507242069297,0,0
6,17,0.07354190468521725,0.03081056828930638,0,0
6,18,0.0854388561488656,0.038883633428026296,0,0
6,19,0.1010331655528039,0.05520210208121201,0,0
6,20,0.08664638866828632,0.04807594368539667,0,0
6,21,0.15530414333451306,0.11387272844064988,1,1
6,22,0.05018355852421445,-0.03269200400696046,0,0
6,23,0.044457163853131185,-0.043338239103867734,0,0
6,24,0.030645947926171722,-0.01822986588626238,0,0
6,25,0.13466405614668114,0.11170582794516891,1,1
6,26,-0.010290720875635853,-0.058107137937317054,0,0
6,27,0.06455216050003261,0.025440897922816584,0,0
6,28,0.007237795840629968,-0.031358608757334656,0,0
6,29,0.08788104367613177,0.039955305486517045,0,0
6,30,-0.009845062840119448,-0.04850360218977355,0,0
7,0,1.0,1.0,0,0
7,1,0.042949817675860646,0.04294981767586066,0,0
7,2,0.10737510548447841,0.10572544899032406,0,0
7,3,0.05486179849464299,0.046805306624950346,0,0
7,4,0.11750690275197673,0.10407996461017839,1,0
7,5,0.09315257499247936,0.07756669329704562,0,0
7,6,0.13924447012215171,0.11415558528488935,1,1
7,7,0.02230379980985571,-0.008749227954323533,0,0
7,8,0.13905420810119568,0.10243968594248858,1,0
7,9,0.1952812565112648,0.17244645565581532,1,1
7,10,0.01039578504146828,-0.04647132799351578,0,0
7,11,0.10574612209626821,0.055650091733928334,0,0
7,12,0.05263890133277492,0.009881490116052745,0,0
7,13,-0.023462016835951248,-0.09270288377191609,0,0
7,14,0.05963889160021374,0.004059124072847635,0,0
7,15,0.0805809466705509,0.0384315193506611,0,0
7,16,0.06794286468410278,0.04327832766719431,0,0
7,17,0.04425214681234361,-0.02064348449581734,0,0
7,18,0.070451274999683,0.036273915006159,0,0
7,19,0.09906878163269728,0.095523203211293,0,0
7,20,0.17179668607975004,0.11741563752575791,1,1
7,21,0.004375823877952078,-0.022784009474303046,0,0
7,22,0.13804991228256291,0.1255321789694701,1,1
7,23,0.1081316112025847,0.06898235863439485,0,0
7,24,0.09507055969697913,0.016631453051793397,0,0
7,25,0.02146600742516921,-0.04228378030267286,0,0
7,26,0.08171272747598037,0.010963308822793907,0,0
7,27,0.041179742613886655,-0.02363067230140534,0,0
7,28,0.05098811206444108,-0.06595297359219278,0,0
7,29,0.031808970898870186,-0.03377618445237447,0,0
7,30,0.04349116680063533,0.0022576686851020844,0,0
8,0,1.0,1.0,0,0
8,1,0.14325879907536226,0.14325879907536218,1,1
8,2,0.12640111549743738,0.10809650559669437,1,0
8,3,0.0709548534165643,0.04061687048648217,0,0
8,4,0.14701718844088352,0.12358447632678517,1,1
8,5,0.014104212981073241,-0.032161959353492336,0,0
8,6,0.12374559306016805,0.10007474281606328,1,0
8,7,-0.015724376432439936,-0.056548718065107424,0,0
8,8,0.047760386225153544,0.021091214237111813,0,0
8,9,0.16257705990600274,0.164904403935655,1,1
8,10,0.1777293149268634,0.11550242658656752,1,1
8,11,0.11497938637148114,0.07096730606370477,0,0
8,12,0.059201063268505175,-0.020236037343563266,0,0
8,13,0.1360409021685592,0.0856974693073493,1,0
8,14,0.08125991617985541,0.0173928003419492,0,0
8,15,0.08972468053802804,0.02173430369036047,0,0
8,16,0.06442640868474592,0.03153750866745265,0,0
8,17,0.041715674080175805,-0.008958608391288163,0,0
8,18,0.08138190978747545,0.05492092665708071,0,0
8,19,0.11793020064248977,0.03515751246185527,0,0
8,20,0.12251519484666425,0.061256095495044884,0,0
8,21,0.028187706109507278,-0.03904902208887737,0,0
8,22,0.0059577669786272675,-0.06900556309930811,0,0
8,23,0.07844616080966979,0.03920835209298073,0,0
8,24,0.05873373918392085,-0.010903823613775633,0,0
8,25,0.0041692053175543965,-0.035499975701183684,0,0
8,26,0.004645274194545112,-0.0328290900037037,0,0
8,27,0.027194831766469942,0.00022176158459059,0,0
8,28,0.07527663580744799,0.04170071039158787,0,0
8,29,0.07760967684172611,-0.002251188487189065,0,0
8,30,0.05399154176828595,0.009106760720258008,0,0
9,0,1.0,1.0,0,0
9,1,0.09638854790697485,0.0963885479069748,0,0
9,2,0.12234937896844744,0.1141188770047297,1,1
9,3,-0.016800498634075026,-0.03911560529013774,0,0
9,4,0.14418156605530277,0.1383682040060114,1,1
9,5,0.11852811237054721,0.10386468014004412,1,0
9,6,0.13973753146050646,0.09291014517698636,1,0
9,7,0.029847121983009036,-0.0020858839354573402,0,0
9,8,0.13072851619609177,0.10152960060556354,1,0
9,9,0.031950521508942904,-0.005767150851827111,0,0
9,10,0.16474960045532464,0.1098064123194528,1,1
9,11,0.04940226507543242,0.013252398023376785,0,0
9,12,0.12023111487970944,0.058057488309045654,0,0
9,13,0.05250742280517542,0.023930860776187744,0,0
9,14,0.09548469051606391,0.028178364436273202,0,0
9,15,-0.002855860068949175,-0.04716137132171978,0,0
9,16,0.10598757568110337,0.048312210631662994,0,0
9,17,0.0590442378359168,0.02978449926837704,0,0
9,18,0.16269767681962508,0.09029084623347894,1,0
9,19,0.0663050837452048,0.035692614923038435,0,0
9,20,0.12900774485934932,0.06525851764795247,0,0
9,21,0.07740869202312071,0.04792634717368076,0,0
9,22,0.016699693657922107,-0.07748170122124352,0,0
9,23,0.01659657625448103,-0.0231297259720829,0,0
9,24,0.05713141880776039,-0.009698521334575456,0,0
9,25,0.07723436167774976,0.034920345497134984,0,0
9,26,0.08564844005797514,0.01434226051166842,0,0
9,27,0.08431976649329632,0.06339698048914987,0,0
9,28,0.006377095863834595,-0.059621201135967555,0,0
9,29,0.013361540292328954,-0.030767710213930027,0,0
9,30,0.04778007837601658,-0.0036039393117045307,0,0
