analysis_type,chi2,p_value,cramers_v,dof,is_significant
weekday_vs_top2,1.0260046144832242,0.9846072819112146,0.017906044845973315,6,0
day_last_digit_vs_top2,0.9317075848252616,0.9995794271224897,0.017063370717941232,9,0
