segment,section_size_group,dd,rank_from_min,lr_side,diff_sum,games_sum,machine_count,pay_rate
3F,large,11,5,R,12400,377708,6,101.09
3F,large,11,6,R,13300,373231,6,101.19
3F,large,11,7,R,-9100,327259,6,99.07
3F,large,11,8,R,21800,114187,2,106.36
3F,large,11,9,R,6000,314664,5,100.64
3F,large,11,10,R,21700,497639,8,101.45
3F,large,11,11,R,-5700,471662,7,99.6
3F,large,11,12,R,26100,431531,7,102.02
3F,large,11,13,R,-9300,455647,7,99.32
3F,small,12,2,L,3800,39453,1,103.21
3F,small,12,1,R,3900,23946,1,105.43
3F,medium,12,1,L,-31100,231658,5,95.53
3F,medium,12,2,L,-23200,174345,5,95.56
3F,medium,12,3,L,-17800,189241,5,96.86
3F,medium,12,4,L,28300,230127,5,104.1
3F,medium,12,5,L,-17200,237636,6,97.59
3F,medium,12,6,L,3000,300567,7,100.33
3F,medium,12,7,L,34000,337363,9,103.36
3F,medium,12,8,L,46400,335522,8,104.61
3F,medium,12,9,L,12300,268916,7,101.52
3F,medium,12,10,L,14600,252057,6,101.93
3F,medium,12,11,L,6600,207712,5,101.06
3F,medium,12,12,L,24200,184573,5,104.37
3F,medium,12,13,L,-3600,164353,4,99.27
3F,medium,12,1,R,-14200,287414,6,98.35
3F,medium,12,2,R,4300,239576,6,100.6
3F,medium,12,3,R,20700,254444,6,102.71
3F,medium,12,4,R,1800,226679,6,100.26
3F,medium,12,5,R,0,195274,5,100.0
3F,medium,12,6,R,14700,171383,4,102.86
3F,medium,12,7,R,12000,64151,2,106.24
3F,medium,12,8,R,5600,147897,3,101.26
3F,medium,12,9,R,8700,196604,4,101.48
3F,medium,12,10,R,2500,150323,4,100.55
3F,medium,12,11,R,21800,181434,4,104.01
3F,medium,12,12,R,-17800,197241,4,96.99
3F,medium,12,13,R,-1900,98289,2,99.36
3F,large,12,1,L,5300,438819,8,100.4
3F,large,12,2,L,24500,399941,8,102.04
3F,large,12,3,L,7700,328327,8,100.78
3F,large,12,4,L,-29000,337812,8,97.14
3F,large,12,5,L,-11800,347750,8,98.87
3F,large,12,6,L,38300,367583,8,103.47
3F,large,12,7,L,1300,339868,8,100.13
3F,large,12,8,L,51300,517585,12,103.3
3F,large,12,9,L,5500,382865,9,100.48
3F,large,12,10,L,48500,266193,6,106.07
3F,large,12,11,L,37600,285647,7,104.39
3F,large,12,12,L,-14100,310932,7,98.49
3F,large,12,13,L,-13900,270357,7,98.29
3F,large,12,1,R,40900,282060,6,104.83
3F,large,12,2,R,-20900,252643,6,97.24
3F,large,12,3,R,-2100,236048,6,99.7
3F,large,12,4,R,13500,228936,6,101.97
3F,large,12,5,R,-37700,222909,6,94.36
3F,large,12,6,R,-12400,257228,6,98.39
3F,large,12,7,R,30200,248335,6,104.05
3F,large,12,8,R,17600,76852,2,107.63
3F,large,12,9,R,29000,205809,5,104.7
3F,large,12,10,R,12800,345488,8,101.23
3F,large,12,11,R,22100,328855,7,102.24
3F,large,12,12,R,5700,294716,7,100.64
3F,large,12,13,R,42300,322089,7,104.38
3F,small,13,2,L,6300,43590,1,104.82
3F,small,13,1,R,-10300,30788,1,88.85
3F,medium,13,1,L,3400,293061,5,100.39
3F,medium,13,2,L,14400,250705,5,101.91
3F,medium,13,3,L,24000,256841,5,103.11
3F,medium,13,4,L,1700,236835,5,100.24
3F,medium,13,5,L,56400,332020,6,105.66
3F,medium,13,6,L,35400,363762,7,103.24
3F,medium,13,7,L,37400,452246,9,102.76
3F,medium,13,8,L,-4600,406794,8,99.62
3F,medium,13,9,L,34500,337566,7,103.41
3F,medium,13,10,L,26800,300464,6,102.97
3F,medium,13,11,L,-23900,236170,5,96.63
3F,medium,13,12,L,-24700,239972,5,96.57
3F,medium,13,13,L,15100,183679,4,102.74
3F,medium,13,1,R,-6000,319105,6,99.37
3F,medium,13,2,R,-26800,301428,6,97.04
3F,medium,13,3,R,-3500,333254,6,99.65
3F,medium,13,4,R,37400,325198,6,103.83
3F,medium,13,5,R,-13500,232642,5,98.07
3F,medium,13,6,R,10600,210493,4,101.68
3F,medium,13,7,R,10000,92966,2,103.59
3F,medium,13,8,R,-2900,151786,3,99.36
3F,medium,13,9,R,3100,238541,4,100.43
3F,medium,13,10,R,-13200,206560,4,97.87
3F,medium,13,11,R,5200,208620,4,100.83
3F,medium,13,12,R,-11700,216915,4,98.2
3F,medium,13,13,R,16900,141137,2,103.99
3F,large,13,1,L,-8500,501703,8,99.44
3F,large,13,2,L,3700,432741,8,100.29
3F,large,13,3,L,5800,455520,8,100.42
3F,large,13,4,L,4400,437109,8,100.34
3F,large,13,5,L,5200,445058,8,100.39
3F,large,13,6,L,16300,445315,8,101.22
3F,large,13,7,L,58700,462132,8,104.23
3F,large,13,8,L,8700,699244,12,100.41
3F,large,13,9,L,17000,471008,9,101.2
3F,large,13,10,L,52300,305417,6,105.71
3F,large,13,11,L,47000,367882,7,104.26
3F,large,13,12,L,19600,339020,7,101.93
3F,large,13,13,L,62800,371556,7,105.63
3F,large,13,1,R,-35900,375282,6,96.81
3F,large,13,2,R,-51600,356539,6,95.18
3F,large,13,3,R,-3700,292539,6,99.58
3F,large,13,4,R,-700,340409,6,99.93
3F,large,13,5,R,-5000,313251,6,99.47
3F,large,13,6,R,6700,337183,6,100.66
3F,large,13,7,R,-20700,313142,6,97.8
3F,large,13,8,R,31300,99688,2,110.47
3F,large,13,9,R,-19900,278736,5,97.62
3F,large,13,10,R,5700,441926,8,100.43
3F,large,13,11,R,-1600,388333,7,99.86
3F,large,13,12,R,-25300,369824,7,97.72
3F,large,13,13,R,25200,375895,7,102.23
3F,small,14,2,L,5300,51051,1,103.46
3F,small,14,1,R,5900,35090,1,105.6
3F,medium,14,1,L,22100,305189,5,102.41
3F,medium,14,2,L,21500,257162,5,102.79
3F,medium,14,3,L,62100,268022,5,107.72
3F,medium,14,4,L,5800,254394,5,100.76
3F,medium,14,5,L,58100,316997,6,106.11
3F,medium,14,6,L,33700,383390,7,102.93
3F,medium,14,7,L,37100,519010,9,102.38
3F,medium,14,8,L,9300,399280,8,100.78
3F,medium,14,9,L,16200,375166,7,101.44
3F,medium,14,10,L,2200,303873,6,100.24
3F,medium,14,11,L,18700,263819,5,102.36
3F,medium,14,12,L,-10200,236185,5,98.56
3F,medium,14,13,L,-13100,226572,4,98.07
3F,medium,14,1,R,-10500,371743,6,99.06
3F,medium,14,2,R,14000,332348,6,101.4
3F,medium,14,3,R,31700,308128,6,103.43
3F,medium,14,4,R,67400,305468,6,107.35
3F,medium,14,5,R,21400,274486,5,102.6
3F,medium,14,6,R,-8300,219090,4,98.74
3F,medium,14,7,R,18300,83117,2,107.34
3F,medium,14,8,R,31500,152136,3,106.9
3F,medium,14,9,R,27100,239132,4,103.78
3F,medium,14,10,R,22700,234794,4,103.22
3F,medium,14,11,R,26100,228678,4,103.8
3F,medium,14,12,R,4600,234713,4,100.65
3F,medium,14,13,R,1300,123972,2,100.35
3F,large,14,1,L,9300,486763,8,100.64
3F,large,14,2,L,8000,442462,8,100.6
3F,large,14,3,L,42100,404848,8,103.47
3F,large,14,4,L,15900,442733,8,101.2
3F,large,14,5,L,-4700,416481,8,99.62
3F,large,14,6,L,58200,428944,8,104.52
3F,large,14,7,L,17300,437849,8,101.32
3F,large,14,8,L,22300,630689,12,101.18
3F,large,14,9,L,51400,484374,9,103.54
3F,large,14,10,L,11300,276943,6,101.36
3F,large,14,11,L,11700,339249,7,101.15
3F,large,14,12,L,-22000,353592,7,97.93
3F,large,14,13,L,70800,370413,7,106.37
3F,large,14,1,R,57500,334457,6,105.73
3F,large,14,2,R,12000,330081,6,101.21
3F,large,14,3,R,13900,341044,6,101.36
3F,large,14,4,R,-24400,306019,6,97.34
3F,large,14,5,R,-3200,331661,6,99.68
3F,large,14,6,R,13800,308475,6,101.49
3F,large,14,7,R,-17700,322237,6,98.17
3F,large,14,8,R,-7800,101472,2,97.44
3F,large,14,9,R,-8800,242142,5,98.79
3F,large,14,10,R,2900,390970,8,100.25
3F,large,14,11,R,22700,410584,7,101.84
3F,large,14,12,R,-1600,401154,7,99.87
3F,large,14,13,R,1900,384124,7,100.16
3F,small,15,2,L,2900,49391,1,101.96
3F,small,15,1,R,300,28097,1,100.36
3F,medium,15,1,L,1400,277633,5,100.17
3F,medium,15,2,L,-8900,263407,5,98.87
3F,medium,15,3,L,33100,267318,5,104.13
3F,medium,15,4,L,27100,286784,5,103.15
3F,medium,15,5,L,-12300,347618,6,98.82
3F,medium,15,6,L,15200,386616,7,101.31
3F,medium,15,7,L,13500,487642,9,100.92
3F,medium,15,8,L,25800,441754,8,101.95
3F,medium,15,9,L,3200,364261,7,100.29
3F,medium,15,10,L,800,344777,6,100.08
3F,medium,15,11,L,18600,259563,5,102.39
3F,medium,15,12,L,7500,255989,5,100.98
3F,medium,15,13,L,400,224762,4,100.06
3F,medium,15,1,R,4500,362953,6,100.41
3F,medium,15,2,R,11200,329914,6,101.13
3F,medium,15,3,R,42200,326439,6,104.31
3F,medium,15,4,R,6800,347976,6,100.65
3F,medium,15,5,R,54700,271393,5,106.72
3F,medium,15,6,R,12600,214038,4,101.96
3F,medium,15,7,R,14600,82819,2,105.88
3F,medium,15,8,R,6300,141539,3,101.48
3F,medium,15,9,R,15900,235633,4,102.25
3F,medium,15,10,R,-6400,235204,4,99.09
3F,medium,15,11,R,-9300,229209,4,98.65
3F,medium,15,12,R,-27900,216978,4,95.71
3F,medium,15,13,R,4800,131007,2,101.22
3F,large,15,1,L,-16000,474475,8,98.88
3F,large,15,2,L,100,419783,8,100.01
3F,large,15,3,L,36600,427147,8,102.86
3F,large,15,4,L,13300,416341,8,101.06
3F,large,15,5,L,2400,405044,8,100.2
3F,large,15,6,L,69900,430838,8,105.41
3F,large,15,7,L,-47700,400584,8,96.03
3F,large,15,8,L,39500,661484,12,101.99
3F,large,15,9,L,6400,502513,9,100.42
3F,large,15,10,L,25600,317111,6,102.69
3F,large,15,11,L,8700,325900,7,100.89
3F,large,15,12,L,36900,345120,7,103.56
3F,large,15,13,L,42000,385979,7,103.63
3F,large,15,1,R,-59300,356411,6,94.45
3F,large,15,2,R,14400,304424,6,101.58
3F,large,15,3,R,-53600,308081,6,94.2
3F,large,15,4,R,31000,314473,6,103.29
3F,large,15,5,R,17100,306653,6,101.86
3F,large,15,6,R,53300,317929,6,105.59
3F,large,15,7,R,-4800,326294,6,99.51
3F,large,15,8,R,-13300,87055,2,94.91
3F,large,15,9,R,19300,246622,5,102.61
3F,large,15,10,R,-900,447244,8,99.93
3F,large,15,11,R,52900,390081,7,104.52
3F,large,15,12,R,10900,418480,7,100.87
3F,large,15,13,R,-32400,382103,7,97.17
3F,small,16,2,L,1900,61474,1,101.03
3F,small,16,1,R,3100,29499,1,103.5
3F,medium,16,1,L,18300,277254,5,102.2
3F,medium,16,2,L,3600,250717,5,100.48
3F,medium,16,3,L,8000,242729,5,101.1
3F,medium,16,4,L,10200,257172,5,101.32
3F,medium,16,5,L,45200,316581,6,104.76
3F,medium,16,6,L,5200,358587,7,100.48
3F,medium,16,7,L,24400,463101,9,101.76
3F,medium,16,8,L,18700,396039,8,101.57
3F,medium,16,9,L,16400,357810,7,101.53
3F,medium,16,10,L,42400,289809,6,104.88
3F,medium,16,11,L,38500,221679,5,105.79
3F,medium,16,12,L,19500,236153,5,102.75
3F,medium,16,13,L,5400,183731,4,100.98
3F,medium,16,1,R,-3200,332244,6,99.68
3F,medium,16,2,R,6800,295820,6,100.77
3F,medium,16,3,R,8400,292103,6,100.96
3F,medium,16,4,R,13700,271076,6,101.68
3F,medium,16,5,R,36500,272029,5,104.47
3F,medium,16,6,R,-13600,180088,4,97.48
3F,medium,16,7,R,9200,91787,2,103.34
3F,medium,16,8,R,-20000,127860,3,94.79
3F,medium,16,9,R,18000,205036,4,102.93
3F,medium,16,10,R,22900,217792,4,103.5
3F,medium,16,11,R,-2500,232103,4,99.64
3F,medium,16,12,R,-19900,219014,4,96.97
3F,medium,16,13,R,-2200,119245,2,99.39
3F,large,16,1,L,-17100,489579,8,98.84
3F,large,16,2,L,-400,345442,8,99.96
3F,large,16,3,L,5700,441991,8,100.43
3F,large,16,4,L,30100,397255,8,102.53
3F,large,16,5,L,41600,447818,8,103.1
3F,large,16,6,L,31100,391441,8,102.65
3F,large,16,7,L,13500,421217,8,101.07
3F,large,16,8,L,-21800,586732,12,98.76
3F,large,16,9,L,7800,426579,9,100.61
3F,large,16,10,L,33200,286699,6,103.86
3F,large,16,11,L,36200,343945,7,103.51
3F,large,16,12,L,42200,328062,7,104.29
3F,large,16,13,L,30600,338300,7,103.02
3F,large,16,1,R,40500,319242,6,104.23
3F,large,16,2,R,15500,309323,6,101.67
3F,large,16,3,R,4600,274498,6,100.56
3F,large,16,4,R,35800,306433,6,103.89
3F,large,16,5,R,12100,323508,6,101.25
3F,large,16,6,R,-5200,279192,6,99.38
3F,large,16,7,R,-12300,295340,6,98.61
3F,large,16,8,R,6000,88387,2,102.26
3F,large,16,9,R,-1400,246123,5,99.81
3F,large,16,10,R,16700,419921,8,101.33
3F,large,16,11,R,11300,345775,7,101.09
3F,large,16,12,R,-14200,354596,7,98.67
3F,large,16,13,R,44700,382392,7,103.9
3F,small,17,2,L,7600,68283,1,103.71
3F,small,17,1,R,10400,34085,1,110.17
3F,medium,17,1,L,9300,357373,5,100.87
3F,medium,17,2,L,18200,326132,5,101.86
3F,medium,17,3,L,7400,339475,5,100.73
3F,medium,17,4,L,15000,326576,5,101.53
3F,medium,17,5,L,-3600,382700,6,99.69
3F,medium,17,6,L,-2800,472931,7,99.8
3F,medium,17,7,L,45300,593130,9,102.55
3F,medium,17,8,L,15000,484257,8,101.03
3F,medium,17,9,L,15500,438700,7,101.18
3F,medium,17,10,L,12600,383970,6,101.09
3F,medium,17,11,L,-5300,324609,5,99.46
3F,medium,17,12,L,23600,313019,5,102.51
3F,medium,17,13,L,-11300,244129,4,98.46
3F,medium,17,1,R,2800,441217,6,100.21
3F,medium,17,2,R,100,404820,6,100.01
3F,medium,17,3,R,33200,380035,6,102.91
3F,medium,17,4,R,3200,389836,6,100.27
3F,medium,17,5,R,34900,315693,5,103.69
3F,medium,17,6,R,47000,249057,4,106.29
3F,medium,17,7,R,10500,115349,2,103.03
3F,medium,17,8,R,52400,195197,3,108.95
3F,medium,17,9,R,-16000,264000,4,97.98
3F,medium,17,10,R,23500,287964,4,102.72
3F,medium,17,11,R,10200,269311,4,101.26
3F,medium,17,12,R,20000,288004,4,102.31
3F,medium,17,13,R,7600,160645,2,101.58
3F,large,17,1,L,60800,610104,8,103.32
3F,large,17,2,L,27500,561093,8,101.63
3F,large,17,3,L,60800,557609,8,103.63
3F,large,17,4,L,19900,545076,8,101.22
3F,large,17,5,L,3000,553762,8,100.18
3F,large,17,6,L,-5900,543337,8,99.64
3F,large,17,7,L,22500,541241,8,101.39
3F,large,17,8,L,-32700,789364,12,98.62
3F,large,17,9,L,35400,607438,9,101.94
3F,large,17,10,L,33400,397123,6,102.8
3F,large,17,11,L,38300,455254,7,102.8
3F,large,17,12,L,55700,433874,7,104.28
3F,large,17,13,L,-34900,430725,7,97.3
3F,large,17,1,R,-43500,411795,6,96.48
3F,large,17,2,R,-51500,378828,6,95.47
3F,large,17,3,R,20600,384530,6,101.79
3F,large,17,4,R,-10900,374118,6,99.03
3F,large,17,5,R,-6900,364768,6,99.37
3F,large,17,6,R,-10700,384062,6,99.07
3F,large,17,7,R,-1500,377847,6,99.87
3F,large,17,8,R,-4800,128519,2,98.76
3F,large,17,9,R,24200,345511,5,102.33
3F,large,17,10,R,-11500,564314,8,99.32
3F,large,17,11,R,18100,445208,7,101.36
3F,large,17,12,R,68800,489378,7,104.69
3F,large,17,13,R,-1100,507612,7,99.93
3F,small,18,2,L,1200,60500,1,100.66
3F,small,18,1,R,12900,29214,1,114.72
3F,medium,18,1,L,4700,211125,5,100.74
3F,medium,18,2,L,11100,226347,5,101.63
3F,medium,18,3,L,9200,198382,5,101.55
3F,medium,18,4,L,-11900,186522,5,97.87
3F,medium,18,5,L,3800,254306,6,100.5
3F,medium,18,6,L,-13700,312646,7,98.54
3F,medium,18,7,L,17500,397935,9,101.47
3F,medium,18,8,L,200,337496,8,100.02
3F,medium,18,9,L,-8400,273916,7,98.98
3F,medium,18,10,L,11700,231262,6,101.69
3F,medium,18,11,L,-9400,192438,5,98.37
3F,medium,18,12,L,-16700,215326,5,97.41
3F,medium,18,13,L,2300,163991,4,100.47
3F,medium,18,1,R,6400,297344,6,100.72
3F,medium,18,2,R,1400,270762,6,100.17
3F,medium,18,3,R,5500,231807,6,100.79
3F,medium,18,4,R,16200,251587,6,102.15
3F,medium,18,5,R,-5800,185453,5,98.96
3F,medium,18,6,R,5600,193606,4,100.96
3F,medium,18,7,R,-6200,62076,2,96.67
3F,medium,18,8,R,26600,124592,3,107.12
3F,medium,18,9,R,900,146813,4,100.2
3F,medium,18,10,R,-18800,149976,4,95.82
3F,medium,18,11,R,3800,160370,4,100.79
3F,medium,18,12,R,-14700,175120,4,97.2
3F,medium,18,13,R,-1300,123965,2,99.65
3F,large,18,1,L,-18700,395875,8,98.43
3F,large,18,2,L,-7700,345647,8,99.26
3F,large,18,3,L,9300,319157,8,100.97
3F,large,18,4,L,-700,359106,8,99.94
3F,large,18,5,L,52800,376353,8,104.68
3F,large,18,6,L,-14900,372135,8,98.67
3F,large,18,7,L,-3300,347681,8,99.68
3F,large,18,8,L,81000,544414,12,104.96
3F,large,18,9,L,-17000,389033,9,98.54
3F,large,18,10,L,24900,268967,6,103.09
3F,large,18,11,L,-13900,302324,7,98.47
3F,large,18,12,L,32500,266515,7,104.06
3F,large,18,13,L,12500,285142,7,101.46
3F,large,18,1,R,-27800,295483,6,96.86
3F,large,18,2,R,-37500,262888,6,95.25
3F,large,18,3,R,37800,229325,6,105.49
3F,large,18,4,R,-19200,259777,6,97.54
3F,large,18,5,R,11100,266594,6,101.39
3F,large,18,6,R,37900,278054,6,104.54
3F,large,18,7,R,-20800,232162,6,97.01
3F,large,18,8,R,-7500,92410,2,97.29
3F,large,18,9,R,4100,210312,5,100.65
3F,large,18,10,R,29100,379681,8,102.55
3F,large,18,11,R,17300,352957,7,101.63
3F,large,18,12,R,15100,294609,7,101.71
3F,large,18,13,R,5800,327234,7,100.59
3F,small,19,2,L,5400,46157,1,103.9
3F,small,19,1,R,4700,31829,1,104.92
3F,medium,19,1,L,-32200,232582,5,95.39
3F,medium,19,2,L,-18100,216112,5,97.21
3F,medium,19,3,L,600,195068,5,100.1
3F,medium,19,4,L,42500,212416,5,106.67
3F,medium,19,5,L,-7200,229040,6,98.95
3F,medium,19,6,L,9500,286454,7,101.11
3F,medium,19,7,L,20900,383123,9,101.82
3F,medium,19,8,L,19000,380130,8,101.67
3F,medium,19,9,L,-19100,265736,7,97.6
3F,medium,19,10,L,30800,225568,6,104.55
3F,medium,19,11,L,-10800,189807,5,98.1
3F,medium,19,12,L,5200,216971,5,100.8
3F,medium,19,13,L,-9500,187073,4,98.31
3F,medium,19,1,R,-9500,295075,6,98.93
3F,medium,19,2,R,-10500,250596,6,98.6
3F,medium,19,3,R,31200,290897,6,103.58
3F,medium,19,4,R,16800,218601,6,102.56
3F,medium,19,5,R,3400,209213,5,100.54
3F,medium,19,6,R,19100,152819,4,104.17
3F,medium,19,7,R,3100,71829,2,101.44
3F,medium,19,8,R,-6600,114027,3,98.07
3F,medium,19,9,R,26700,157402,4,105.65
3F,medium,19,10,R,-400,167714,4,99.92
3F,medium,19,11,R,31800,192494,4,105.51
3F,medium,19,12,R,9100,188803,4,101.61
3F,medium,19,13,R,-6300,106481,2,98.03
3F,large,19,1,L,-17800,401242,8,98.52
3F,large,19,2,L,48500,355782,8,104.54
3F,large,19,3,L,-7500,347197,8,99.28
3F,large,19,4,L,700,380573,8,100.06
3F,large,19,5,L,-1800,327463,8,99.82
3F,large,19,6,L,20400,334836,8,102.03
3F,large,19,7,L,35300,372516,8,103.16
3F,large,19,8,L,65200,570337,12,103.81
3F,large,19,9,L,24100,428719,9,101.87
3F,large,19,10,L,56300,270284,6,106.94
3F,large,19,11,L,-13200,294696,7,98.51
3F,large,19,12,L,32000,328975,7,103.24
3F,large,19,13,L,52400,313878,7,105.56
3F,large,19,1,R,-46600,275816,6,94.37
3F,large,19,2,R,-6600,270298,6,99.19
3F,large,19,3,R,700,263412,6,100.09
3F,large,19,4,R,-7900,267052,6,99.01
3F,large,19,5,R,6900,249790,6,100.92
3F,large,19,6,R,-8700,252080,6,98.85
3F,large,19,7,R,7300,278887,6,100.87
3F,large,19,8,R,14000,75389,2,106.19
3F,large,19,9,R,2600,246829,5,100.35
3F,large,19,10,R,-20900,349600,8,98.01
3F,large,19,11,R,-5800,317435,7,99.39
3F,large,19,12,R,11300,330073,7,101.14
3F,large,19,13,R,8300,317581,7,100.87
3F,small,20,2,L,6400,54308,1,103.93
3F,small,20,1,R,8700,26208,1,111.07
3F,medium,20,1,L,4800,249324,5,100.64
3F,medium,20,2,L,26500,237689,5,103.72
3F,medium,20,3,L,-15500,215843,5,97.61
3F,medium,20,4,L,16600,211048,5,102.62
3F,medium,20,5,L,14100,290355,6,101.62
3F,medium,20,6,L,19800,301267,7,102.19
3F,medium,20,7,L,30700,449415,9,102.28
3F,medium,20,8,L,-19000,361480,8,98.25
3F,medium,20,9,L,25900,319040,7,102.71
3F,medium,20,10,L,5400,253124,6,100.71
3F,medium,20,11,L,18800,233653,5,102.68
3F,medium,20,12,L,-14500,221674,5,97.82
3F,medium,20,13,L,47100,191323,4,108.21
3F,medium,20,1,R,-15800,307154,6,98.29
3F,medium,20,2,R,16200,284872,6,101.9
3F,medium,20,3,R,-5500,256191,6,99.28
3F,medium,20,4,R,-12800,253704,6,98.32
3F,medium,20,5,R,2300,216408,5,100.35
3F,medium,20,6,R,3900,181636,4,100.72
3F,medium,20,7,R,-7600,68716,2,96.31
3F,medium,20,8,R,21900,140458,3,105.2
3F,medium,20,9,R,-2500,180570,4,99.54
3F,medium,20,10,R,-2600,177678,4,99.51
3F,medium,20,11,R,-4800,165554,4,99.03
3F,medium,20,12,R,-19800,186872,4,96.47
3F,medium,20,13,R,-100,110419,2,99.97
3F,large,20,1,L,-23000,442758,8,98.27
3F,large,20,2,L,33700,406044,8,102.77
3F,large,20,3,L,22000,404925,8,101.81
3F,large,20,4,L,15400,377907,8,101.36
3F,large,20,5,L,23400,374537,8,102.08
3F,large,20,6,L,-21100,334296,8,97.9
3F,large,20,7,L,3400,392162,8,100.29
3F,large,20,8,L,43500,582755,12,102.49
3F,large,20,9,L,-6400,414175,9,99.48
3F,large,20,10,L,2600,296714,6,100.29
3F,large,20,11,L,21100,309638,7,102.27
3F,large,20,12,L,-34100,295034,7,96.15
3F,large,20,13,L,-10800,331832,7,98.92
3F,large,20,1,R,-44800,314519,6,95.25
3F,large,20,2,R,13300,303019,6,101.46
3F,large,20,3,R,-23800,309421,6,97.44
3F,large,20,4,R,21400,283261,6,102.52
3F,large,20,5,R,-41200,260346,6,94.72
3F,large,20,6,R,15400,286953,6,101.79
3F,large,20,7,R,-6600,282640,6,99.22
3F,large,20,8,R,16400,92488,2,105.91
3F,large,20,9,R,23100,230922,5,103.33
3F,large,20,10,R,36100,383572,8,103.14
3F,large,20,11,R,21000,347784,7,102.01
3F,large,20,12,R,26400,330245,7,102.66
3F,large,20,13,R,16600,305661,7,101.81
3F,small,21,2,L,1000,55594,1,100.6
3F,small,21,1,R,-600,39014,1,99.49
3F,medium,21,1,L,-7600,249948,5,98.99
3F,medium,21,2,L,20000,227900,5,102.93
3F,medium,21,3,L,26200,235010,5,103.72
3F,medium,21,4,L,7000,277817,5,100.84
3F,medium,21,5,L,10700,292503,6,101.22
3F,medium,21,6,L,-19800,363543,7,98.18
3F,medium,21,7,L,-30700,469762,9,97.82
3F,medium,21,8,L,-12900,411530,8,98.96
3F,medium,21,9,L,-900,348566,7,99.91
3F,medium,21,10,L,48300,320896,6,105.02
3F,medium,21,11,L,-16200,216092,5,97.5
3F,medium,21,12,L,26200,241754,5,103.61
3F,medium,21,13,L,3000,206029,4,100.49
3F,medium,21,1,R,-6800,353383,6,99.36
3F,medium,21,2,R,11800,311607,6,101.26
3F,medium,21,3,R,30900,314148,6,103.28
3F,medium,21,4,R,27000,321699,6,102.8
3F,medium,21,5,R,4300,240976,5,100.59
3F,medium,21,6,R,10600,217496,4,101.62
3F,medium,21,7,R,41400,79172,2,117.43
3F,medium,21,8,R,8600,129951,3,102.21
3F,medium,21,9,R,14800,205253,4,102.4
3F,medium,21,10,R,6300,196250,4,101.07
3F,medium,21,11,R,-5500,194082,4,99.06
3F,medium,21,12,R,6500,261044,4,100.83
3F,medium,21,13,R,12300,107934,2,103.8
3F,large,21,1,L,53200,450201,8,103.94
3F,large,21,2,L,-2200,443550,8,99.83
3F,large,21,3,L,-2600,385369,8,99.78
3F,large,21,4,L,32500,438965,8,102.47
3F,large,21,5,L,100,387825,8,100.01
3F,large,21,6,L,56400,428808,8,104.38
3F,large,21,7,L,-6000,397906,8,99.5
3F,large,21,8,L,28700,616429,12,101.55
3F,large,21,9,L,61700,464257,9,104.43
3F,large,21,10,L,21900,288910,6,102.53
3F,large,21,11,L,48600,350765,7,104.62
3F,large,21,12,L,4000,324265,7,100.41
3F,large,21,13,L,64300,366388,7,105.85
3F,large,21,1,R,21900,346239,6,102.11
3F,large,21,2,R,66700,303536,6,107.32
3F,large,21,3,R,2400,301468,6,100.27
3F,large,21,4,R,-25400,315991,6,97.32
3F,large,21,5,R,29700,299711,6,103.3
3F,large,21,6,R,69400,324546,6,107.13
3F,large,21,7,R,10600,304704,6,101.16
3F,large,21,8,R,11300,88237,2,104.27
3F,large,21,9,R,-2700,260236,5,99.65
3F,large,21,10,R,-13900,428836,8,98.92
3F,large,21,11,R,6500,341071,7,100.64
3F,large,21,12,R,-1100,355568,7,99.9
3F,large,21,13,R,29700,374456,7,102.64
3F,small,22,2,L,-2500,48909,1,98.3
3F,small,22,1,R,4300,42930,1,103.34
3F,medium,22,1,L,-29800,300794,5,96.7
3F,medium,22,2,L,34800,271071,5,104.28
3F,medium,22,3,L,33700,301603,5,103.72
3F,medium,22,4,L,29000,271232,5,103.56
3F,medium,22,5,L,13900,327105,6,101.42
3F,medium,22,6,L,4900,403759,7,100.4
3F,medium,22,7,L,17400,509460,9,101.14
3F,medium,22,8,L,-5400,454095,8,99.6
3F,medium,22,9,L,-14200,372834,7,98.73
3F,medium,22,10,L,-25300,297151,6,97.16
3F,medium,22,11,L,19100,264034,5,102.41
3F,medium,22,12,L,-2700,254315,5,99.65
3F,medium,22,13,L,-17700,193160,4,96.95
3F,medium,22,1,R,6400,390470,6,100.55
3F,medium,22,2,R,8100,327212,6,100.83
3F,medium,22,3,R,-3800,303493,6,99.58
3F,medium,22,4,R,-7700,318859,6,99.2
3F,medium,22,5,R,3700,276181,5,100.45
3F,medium,22,6,R,19800,211812,4,103.12
3F,medium,22,7,R,-15600,88582,2,94.13
3F,medium,22,8,R,3900,153492,3,100.85
3F,medium,22,9,R,-8300,215221,4,98.71
3F,medium,22,10,R,22200,231405,4,103.2
3F,medium,22,11,R,11900,260074,4,101.53
3F,medium,22,12,R,14000,237003,4,101.97
3F,medium,22,13,R,2400,133722,2,100.6
3F,large,22,1,L,-47900,462176,8,96.55
3F,large,22,2,L,15400,477145,8,101.08
3F,large,22,3,L,-15300,434560,8,98.83
3F,large,22,4,L,57700,451050,8,104.26
3F,large,22,5,L,45400,477712,8,103.17
3F,large,22,6,L,7300,434899,8,100.56
3F,large,22,7,L,7400,441208,8,100.56
3F,large,22,8,L,28100,687829,12,101.36
3F,large,22,9,L,-1600,502240,9,99.89
