hall,dd,dominant_category,dominant_category_share_of_majority,n_machines_excl_dominant,n_positive_excl_dominant,agreement_rate_excl_dominant,p_value_excl_dominant,signal_survives_without_dominant_category,note
みとや,14,other,0.6779661016949152,26,19,0.7307692307692307,0.028959274291992188,True,
みとや,22,other,0.6481481481481481,26,7,0.2692307692307692,0.028959274291992188,True,
みとや,29,other,0.6923076923076923,26,10,0.38461538461538464,0.32693958282470703,False,
