hall,machine_name,dd,n,hit104_rate,baseline_hit104_rate,residual,category
レイトギャップ, サラリーマン金太郎,1,11,36.36363636363637,28.825622775800714,7.538013587835653,other
レイトギャップ, サラリーマン金太郎,2,9,22.22222222222222,28.825622775800714,-6.603400553578492,other
レイトギャップ, サラリーマン金太郎,3,10,10.0,28.825622775800714,-18.825622775800714,other
レイトギャップ, サラリーマン金太郎,4,10,30.0,28.825622775800714,1.1743772241992865,other
レイトギャップ, サラリーマン金太郎,5,9,55.55555555555556,28.825622775800714,26.729932779754844,other
レイトギャップ, サラリーマン金太郎,6,10,40.0,28.825622775800714,11.174377224199286,other
レイトギャップ, サラリーマン金太郎,7,8,0.0,28.825622775800714,-28.825622775800714,other
レイトギャップ, サラリーマン金太郎,8,9,0.0,28.825622775800714,-28.825622775800714,other
レイトギャップ, サラリーマン金太郎,9,9,11.11111111111111,28.825622775800714,-17.714511664689603,other
レイトギャップ, サラリーマン金太郎,10,7,57.14285714285714,28.825622775800714,28.317234367056425,other
レイトギャップ, サラリーマン金太郎,11,9,11.11111111111111,28.825622775800714,-17.714511664689603,other
レイトギャップ, サラリーマン金太郎,12,10,20.0,28.825622775800714,-8.825622775800714,other
レイトギャップ, サラリーマン金太郎,13,10,20.0,28.825622775800714,-8.825622775800714,other
レイトギャップ, サラリーマン金太郎,14,8,25.0,28.825622775800714,-3.8256227758007135,other
レイトギャップ, サラリーマン金太郎,15,8,25.0,28.825622775800714,-3.8256227758007135,other
レイトギャップ, サラリーマン金太郎,16,10,50.0,28.825622775800714,21.174377224199286,other
レイトギャップ, サラリーマン金太郎,17,7,42.857142857142854,28.825622775800714,14.03152008134214,other
レイトギャップ, サラリーマン金太郎,18,7,14.285714285714285,28.825622775800714,-14.539908490086429,other
レイトギャップ, サラリーマン金太郎,19,10,40.0,28.825622775800714,11.174377224199286,other
レイトギャップ, サラリーマン金太郎,20,7,28.57142857142857,28.825622775800714,-0.25419420437214413,other
レイトギャップ, サラリーマン金太郎,21,10,30.0,28.825622775800714,1.1743772241992865,other
レイトギャップ, サラリーマン金太郎,22,9,44.44444444444444,28.825622775800714,15.61882166864373,other
レイトギャップ, サラリーマン金太郎,23,10,40.0,28.825622775800714,11.174377224199286,other
レイトギャップ, サラリーマン金太郎,24,9,33.33333333333333,28.825622775800714,4.507710557532615,other
レイトギャップ, サラリーマン金太郎,25,11,36.36363636363637,28.825622775800714,7.538013587835653,other
レイトギャップ, サラリーマン金太郎,26,11,27.27272727272727,28.825622775800714,-1.5528955030734437,other
レイトギャップ, サラリーマン金太郎,27,9,22.22222222222222,28.825622775800714,-6.603400553578492,other
レイトギャップ, サラリーマン金太郎,28,9,22.22222222222222,28.825622775800714,-6.603400553578492,other
レイトギャップ, サラリーマン金太郎,29,9,33.33333333333333,28.825622775800714,4.507710557532615,other
レイトギャップ, サラリーマン金太郎,30,9,44.44444444444444,28.825622775800714,15.61882166864373,other
レイトギャップ, サラリーマン金太郎,31,7,14.285714285714285,28.825622775800714,-14.539908490086429,other
レイトギャップ,HEY！エリートサラリーマン鏡,1,23,34.78260869565217,32.69230769230769,2.0903010033444787,other
レイトギャップ,HEY！エリートサラリーマン鏡,2,22,31.818181818181817,32.69230769230769,-0.8741258741258768,other
レイトギャップ,HEY！エリートサラリーマン鏡,3,19,15.789473684210526,32.69230769230769,-16.902834008097166,other
レイトギャップ,HEY！エリートサラリーマン鏡,4,21,33.33333333333333,32.69230769230769,0.6410256410256352,other
レイトギャップ,HEY！エリートサラリーマン鏡,5,20,45.0,32.69230769230769,12.307692307692307,other
レイトギャップ,HEY！エリートサラリーマン鏡,6,24,45.83333333333333,32.69230769230769,13.141025641025635,other
レイトギャップ,HEY！エリートサラリーマン鏡,7,21,28.57142857142857,32.69230769230769,-4.120879120879124,other
レイトギャップ,HEY！エリートサラリーマン鏡,8,16,25.0,32.69230769230769,-7.692307692307693,other
レイトギャップ,HEY！エリートサラリーマン鏡,9,17,17.647058823529413,32.69230769230769,-15.04524886877828,other
レイトギャップ,HEY！エリートサラリーマン鏡,10,18,22.22222222222222,32.69230769230769,-10.470085470085472,other
レイトギャップ,HEY！エリートサラリーマン鏡,11,17,41.17647058823529,32.69230769230769,8.484162895927597,other
レイトギャップ,HEY！エリートサラリーマン鏡,12,18,44.44444444444444,32.69230769230769,11.75213675213675,other
レイトギャップ,HEY！エリートサラリーマン鏡,13,20,40.0,32.69230769230769,7.307692307692307,other
レイトギャップ,HEY！エリートサラリーマン鏡,14,20,30.0,32.69230769230769,-2.6923076923076934,other
レイトギャップ,HEY！エリートサラリーマン鏡,15,19,21.052631578947366,32.69230769230769,-11.639676113360327,other
レイトギャップ,HEY！エリートサラリーマン鏡,16,25,32.0,32.69230769230769,-0.6923076923076934,other
レイトギャップ,HEY！エリートサラリーマン鏡,17,20,50.0,32.69230769230769,17.307692307692307,other
レイトギャップ,HEY！エリートサラリーマン鏡,18,19,26.31578947368421,32.69230769230769,-6.376518218623485,other
レイトギャップ,HEY！エリートサラリーマン鏡,19,23,39.130434782608695,32.69230769230769,6.438127090301002,other
レイトギャップ,HEY！エリートサラリーマン鏡,20,19,21.052631578947366,32.69230769230769,-11.639676113360327,other
レイトギャップ,HEY！エリートサラリーマン鏡,21,23,39.130434782608695,32.69230769230769,6.438127090301002,other
レイトギャップ,HEY！エリートサラリーマン鏡,22,21,28.57142857142857,32.69230769230769,-4.120879120879124,other
レイトギャップ,HEY！エリートサラリーマン鏡,23,22,18.181818181818183,32.69230769230769,-14.51048951048951,other
レイトギャップ,HEY！エリートサラリーマン鏡,24,20,30.0,32.69230769230769,-2.6923076923076934,other
レイトギャップ,HEY！エリートサラリーマン鏡,25,19,31.57894736842105,32.69230769230769,-1.113360323886642,other
レイトギャップ,HEY！エリートサラリーマン鏡,26,25,32.0,32.69230769230769,-0.6923076923076934,other
レイトギャップ,HEY！エリートサラリーマン鏡,27,18,33.33333333333333,32.69230769230769,0.6410256410256352,other
レイトギャップ,HEY！エリートサラリーマン鏡,28,23,39.130434782608695,32.69230769230769,6.438127090301002,other
レイトギャップ,HEY！エリートサラリーマン鏡,29,19,21.052631578947366,32.69230769230769,-11.639676113360327,other
レイトギャップ,HEY！エリートサラリーマン鏡,30,22,45.45454545454545,32.69230769230769,12.76223776223776,other
レイトギャップ,HEY！エリートサラリーマン鏡,31,11,45.45454545454545,32.69230769230769,12.76223776223776,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,1,9,33.33333333333333,30.102040816326532,3.2312925170067963,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,2,7,28.57142857142857,30.102040816326532,-1.5306122448979629,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,4,6,16.666666666666664,30.102040816326532,-13.435374149659868,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,5,6,33.33333333333333,30.102040816326532,3.2312925170067963,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,6,7,28.57142857142857,30.102040816326532,-1.5306122448979629,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,10,5,40.0,30.102040816326532,9.897959183673468,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,11,5,40.0,30.102040816326532,9.897959183673468,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,12,7,28.57142857142857,30.102040816326532,-1.5306122448979629,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,13,6,16.666666666666664,30.102040816326532,-13.435374149659868,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,14,5,0.0,30.102040816326532,-30.102040816326532,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,16,7,42.857142857142854,30.102040816326532,12.755102040816322,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,17,6,50.0,30.102040816326532,19.897959183673468,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,18,6,66.66666666666666,30.102040816326532,36.56462585034012,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,19,7,42.857142857142854,30.102040816326532,12.755102040816322,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,20,14,28.57142857142857,30.102040816326532,-1.5306122448979629,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,21,10,30.0,30.102040816326532,-0.10204081632653228,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,22,9,11.11111111111111,30.102040816326532,-18.99092970521542,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,23,7,28.57142857142857,30.102040816326532,-1.5306122448979629,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,25,6,33.33333333333333,30.102040816326532,3.2312925170067963,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,26,8,37.5,30.102040816326532,7.397959183673468,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,27,6,16.666666666666664,30.102040816326532,-13.435374149659868,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,28,7,28.57142857142857,30.102040816326532,-1.5306122448979629,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,29,7,14.285714285714285,30.102040816326532,-15.816326530612248,other
レイトギャップ,Re:ゼロから始める異世界生活 season2,30,7,14.285714285714285,30.102040816326532,-15.816326530612248,other
