hall,dd,category,n_machines,n_positive,n_negative,agreement_rate,mean_residual,median_residual
ARROW,1,bt,13,6,7,0.46153846153846156,-0.09738284384904662,-0.3777148253068958
ARROW,1,hana,3,1,2,0.3333333333333333,-2.945770585409528,-5.543577212399981
ARROW,1,jug,9,2,7,0.2222222222222222,-5.355187716044766,-3.5854274221973412
ARROW,1,oki,2,0,2,0.0,-7.534017457765048,-7.534017457765048
ARROW,1,other,74,40,34,0.5405405405405406,2.1780629969895084,1.5486187900564747
ARROW,2,bt,13,6,7,0.46153846153846156,-1.059774028912297,-2.049339549339546
ARROW,2,hana,3,1,2,0.3333333333333333,-2.345777274244908,-8.633474576271187
ARROW,2,jug,9,3,6,0.3333333333333333,-4.663901426406856,-5.6921166977032875
ARROW,2,oki,2,1,1,0.5,4.732542797622022,4.732542797622022
ARROW,2,other,73,28,45,0.3835616438356164,-2.57961559690868,-2.1010436104775785
ARROW,3,bt,13,10,3,0.7692307692307693,7.262875275970052,5.204607239948487
ARROW,3,hana,3,1,2,0.3333333333333333,4.864186092025174,-0.12054354178842885
ARROW,3,jug,9,0,9,0.0,-6.118897063776977,-5.75747617482747
ARROW,3,oki,2,0,2,0.0,-8.199497229390067,-8.199497229390067
ARROW,3,other,70,39,31,0.5571428571428572,0.4629362608835449,0.5823892275007445
ARROW,4,bt,13,5,8,0.38461538461538464,-0.026735066604460875,-3.57941834451902
ARROW,4,hana,3,1,2,0.3333333333333333,-0.7761641388422961,-4.831326500149267
ARROW,4,jug,9,4,5,0.4444444444444444,0.034632773271814604,-0.7568285530174528
ARROW,4,oki,2,1,1,0.5,-7.597864225522427,-7.597864225522427
ARROW,4,other,71,37,34,0.5211267605633803,-0.6584142750344769,0.9433962264150928
ARROW,5,bt,13,5,8,0.38461538461538464,-3.9201936230780206,-11.158578263841422
ARROW,5,hana,3,2,1,0.6666666666666666,9.96635722867907,7.9379042690815
ARROW,5,jug,9,9,0,1.0,14.873768472219618,13.765972589501999
ARROW,5,oki,2,2,0,1.0,2.7216041411495056,2.7216041411495056
ARROW,5,other,73,36,37,0.4931506849315068,-0.565514153468347,-0.2013323464100658
ARROW,6,bt,13,4,9,0.3076923076923077,-5.688901087189151,-4.666188083273511
ARROW,6,hana,3,0,3,0.0,-11.180596176338852,-12.0620957309185
ARROW,6,jug,9,4,5,0.4444444444444444,-0.6265028650063367,-0.7761630117507323
ARROW,6,oki,2,2,0,1.0,3.1609587939873,3.1609587939873
ARROW,6,other,73,36,37,0.4931506849315068,-0.3831942236159237,-0.4166666666666714
ARROW,7,bt,14,6,8,0.42857142857142855,-4.872193393292814,-2.6812763245573485
ARROW,7,hana,3,3,0,1.0,9.722629630112761,7.9379042690815
ARROW,7,jug,9,1,8,0.1111111111111111,-4.290218246869352,-1.8001241464928626
ARROW,7,oki,2,1,1,0.5,-0.2355338184992828,-0.2355338184992828
ARROW,7,other,73,45,28,0.6164383561643836,2.6786408947685763,1.8535326752060044
ARROW,8,bt,14,9,5,0.6428571428571429,-0.5543951530886544,3.327919440086742
ARROW,8,hana,3,1,2,0.3333333333333333,-1.5461875741883115,-0.44702467343976693
ARROW,8,jug,9,2,7,0.2222222222222222,-1.7375646856444742,-3.041995190963487
ARROW,8,oki,2,0,2,0.0,-4.2953458252386625,-4.2953458252386625
ARROW,8,other,74,42,32,0.5675675675675675,3.3609535212100083,1.2078261435108022
ARROW,9,bt,13,10,3,0.7692307692307693,2.8303126651546417,5.598695909899224
ARROW,9,hana,3,1,2,0.3333333333333333,0.42529442674670354,-0.9251412429378547
ARROW,9,jug,9,3,6,0.3333333333333333,1.1175929120202268,-0.8197729687412654
ARROW,9,oki,2,2,0,1.0,13.183286653393816,13.183286653393816
ARROW,9,other,74,45,29,0.6081081081081081,2.9733962474704208,2.6146798725562324
ARROW,10,bt,13,5,8,0.38461538461538464,-4.047029504337833,-3.57941834451902
ARROW,10,hana,3,1,2,0.3333333333333333,-0.8935461529634416,-0.44702467343976693
ARROW,10,jug,9,2,7,0.2222222222222222,-3.9130562390376045,-3.669379758935193
ARROW,10,oki,2,1,1,0.5,-0.06269021617856474,-0.06269021617856474
ARROW,10,other,76,38,38,0.5,-1.3495635662449583,0.3128234250438453
ARROW,11,bt,13,8,5,0.6153846153846154,-0.45856392811896013,1.7968142968143006
ARROW,11,hana,3,3,0,1.0,9.421554361295557,4.773783488244945
ARROW,11,jug,9,6,3,0.6666666666666666,4.5848961662442935,2.085661080074491
ARROW,11,oki,2,1,1,0.5,-7.119940082417191,-7.119940082417191
ARROW,11,other,76,50,26,0.6578947368421053,2.7041525202427286,1.7367389993972218
ARROW,12,bt,13,6,7,0.46153846153846156,1.1418723806314337,-1.1984659635666333
ARROW,12,hana,3,0,3,0.0,-5.4709187569840125,-4.903635866593767
ARROW,12,jug,9,0,9,0.0,-7.196836941378221,-6.248294679399724
ARROW,12,oki,2,2,0,1.0,12.99372131676965,12.99372131676965
ARROW,12,other,73,36,37,0.4931506849315068,1.4336955733356127,-0.2194898994465042
ARROW,13,bt,14,9,5,0.6428571428571429,-2.760696696712084,2.6970706288762543
ARROW,13,hana,3,2,1,0.6666666666666666,0.4896547197184944,4.886308659893558
ARROW,13,jug,9,4,5,0.4444444444444444,-0.17376138801220697,-1.9681563854702375
ARROW,13,oki,2,0,2,0.0,-6.107214512107353,-6.107214512107353
ARROW,13,other,75,29,46,0.38666666666666666,-2.408907348662057,-1.806853582554524
ARROW,14,bt,14,7,7,0.5,0.5508674394318839,0.8763104472636112
ARROW,14,hana,3,0,3,0.0,-6.700309437987598,-7.395429064251836
ARROW,14,jug,9,3,6,0.3333333333333333,-2.2643675894970703,-2.5260364412582454
ARROW,14,oki,2,2,0,1.0,6.37659706737462,6.37659706737462
ARROW,14,other,76,41,35,0.5394736842105263,1.2026905666725702,1.3855613984951543
ARROW,15,bt,13,6,7,0.46153846153846156,-1.9167425016821507,-3.423423423423422
ARROW,15,hana,3,1,2,0.3333333333333333,-2.922531660209818,-4.258474576271187
ARROW,15,jug,9,9,0,1.0,12.961067141012817,13.361540348295318
ARROW,15,oki,2,1,1,0.5,-11.069335724228566,-11.069335724228566
ARROW,15,other,76,33,43,0.4342105263157895,-1.367783128579534,-1.3464243852270084
ARROW,16,bt,13,8,5,0.6153846153846154,3.9852353727891745,4.420731707317071
ARROW,16,hana,3,1,2,0.3333333333333333,-2.1572986852994247,-3.4470246734397705
ARROW,16,jug,9,3,6,0.3333333333333333,-0.2288717906353948,-2.070558417136784
ARROW,16,oki,2,1,1,0.5,-0.7341722921550193,-0.7341722921550193
ARROW,16,other,75,32,43,0.4266666666666667,-3.353202532331143,-0.9756980545640381
ARROW,17,bt,12,5,7,0.4166666666666667,1.8142791772949822,-3.1350593850593835
ARROW,17,hana,3,2,1,0.6666666666666666,-0.22687948629677615,2.024860790820629
ARROW,17,jug,9,7,2,0.7777777777777778,1.9362984497825042,2.4778179428195877
