hall,dd,category,n_machines,n_positive,n_negative,agreement_rate,mean_residual,median_residual
ARROW,17,oki,2,1,1,0.5,-1.5969331268259666,-1.5969331268259666
ARROW,17,other,72,31,41,0.4305555555555556,-1.1470157358810629,-1.0445127833283099
ARROW,18,bt,13,7,6,0.5384615384615384,1.1953163796074997,1.5242881072026826
ARROW,18,hana,3,0,3,0.0,-2.8669761046542632,-3.2287623975851645
ARROW,18,jug,9,6,3,0.6666666666666666,0.051947925718182596,1.924270639354436
ARROW,18,oki,2,2,0,1.0,9.151271182830856,9.151271182830856
ARROW,18,other,76,44,32,0.5789473684210527,1.3298660285161343,1.2088227928154875
ARROW,19,bt,12,5,7,0.4166666666666667,-0.7339120463993362,-5.025327369725712
ARROW,19,hana,3,2,1,0.6666666666666666,4.3263162660574634,4.773783488244945
ARROW,19,jug,9,1,8,0.1111111111111111,-4.051131625153411,-2.176228341284819
ARROW,19,oki,2,1,1,0.5,0.19451839354121425,0.19451839354121425
ARROW,19,other,72,29,43,0.4027777777777778,-1.3437393086689802,-2.8245023253264367
ARROW,20,bt,13,4,9,0.3076923076923077,-4.1729329815066265,-5.874125874125873
ARROW,20,hana,3,3,0,1.0,4.203428401234112,4.509332840510069
ARROW,20,jug,9,4,5,0.4444444444444444,-1.8632226697108507,-1.9374416433239965
ARROW,20,oki,2,1,1,0.5,-13.187581434341746,-13.187581434341746
ARROW,20,other,71,39,32,0.5492957746478874,-0.40457766655954785,0.5524565183827761
ARROW,21,bt,12,5,7,0.4166666666666667,-0.3343918684348866,-7.75117430326644
ARROW,21,hana,3,2,1,0.6666666666666666,-3.6844364221145813,0.7415254237288131
ARROW,21,jug,9,2,7,0.2222222222222222,-2.322735875189701,-2.6500783563173016
ARROW,21,oki,2,1,1,0.5,-4.15892241958449,-4.15892241958449
ARROW,21,other,70,34,36,0.4857142857142857,0.6517598175864537,-0.30137910225418985
ARROW,22,bt,14,12,2,0.8571428571428571,12.774080243140043,11.28856208001937
ARROW,22,hana,3,2,1,0.6666666666666666,6.120678216333391,5.567533898711126
ARROW,22,jug,9,4,5,0.4444444444444444,-0.2642742197431269,-0.4149613460663879
ARROW,22,oki,2,2,0,1.0,11.37659706737462,11.37659706737462
ARROW,22,other,72,44,28,0.6111111111111112,0.4851487592218904,1.9801856360442702
ARROW,23,bt,14,4,10,0.2857142857142857,-4.535459632189306,-4.704646931595612
ARROW,23,hana,3,2,1,0.6666666666666666,1.9663572286790725,2.408192090395481
ARROW,23,jug,9,3,6,0.3333333333333333,-0.628408314689049,-0.38515406162465027
ARROW,23,oki,2,1,1,0.5,1.641960195866238,1.641960195866238
ARROW,23,other,70,39,31,0.5571428571428572,1.5286494091000151,0.8507081365447995
ARROW,24,bt,12,9,3,0.75,9.15132650009802,6.676093271947433
ARROW,24,hana,3,1,2,0.3333333333333333,-1.2558649935431514,-0.44702467343976693
ARROW,24,jug,9,4,5,0.4444444444444444,1.3305478700128812,-0.07301221669203173
ARROW,24,oki,2,1,1,0.5,0.49009309795386,0.49009309795386
ARROW,24,other,71,33,38,0.4647887323943662,0.08769681109552638,-0.9224318658280914
ARROW,25,bt,12,4,8,0.3333333333333333,-0.4891044660654402,-0.731068996519971
ARROW,25,hana,3,1,2,0.3333333333333333,4.3691350064568475,-2.383474576271187
ARROW,25,jug,9,9,0,1.0,10.69515925401898,9.536641472231352
ARROW,25,oki,2,0,2,0.0,-0.4114469563098542,-0.4114469563098542
ARROW,25,other,70,32,38,0.45714285714285713,-0.11918520093407235,-0.362173323775945
ARROW,26,bt,13,4,9,0.3076923076923077,0.4928581316026947,-2.9418173894094544
ARROW,26,hana,3,0,3,0.0,-4.964745917477839,-4.903635866593767
ARROW,26,jug,9,2,7,0.2222222222222222,-2.125283737992638,-1.9187607555306734
ARROW,26,oki,2,2,0,1.0,7.644325174247269,7.644325174247269
ARROW,26,other,69,31,38,0.4492753623188406,0.35272817091911535,-1.7206020130132451
ARROW,27,bt,14,8,6,0.5714285714285714,-0.1942915410212149,0.8101692572282015
ARROW,27,hana,3,3,0,1.0,6.95146889121009,4.773783488244945
ARROW,27,jug,9,4,5,0.4444444444444444,0.07464767490173646,-0.2187065652849327
ARROW,27,oki,2,1,1,0.5,6.466202239680188,6.466202239680188
ARROW,27,other,71,31,40,0.43661971830985913,-2.257948738461242,-2.32662192393736
ARROW,28,bt,13,5,8,0.38461538461538464,-3.658812268529044,-5.895420369104581
ARROW,28,hana,3,2,1,0.6666666666666666,-4.786729191074017,0.7415254237288131
ARROW,28,jug,9,4,5,0.4444444444444444,-0.5030978265910417,-0.4149613460663879
ARROW,28,oki,2,2,0,1.0,5.249361604084148,5.249361604084148
ARROW,28,other,70,29,41,0.4142857142857143,-2.4934925592892383,-2.3992912221750498
ARROW,29,bt,12,4,8,0.3333333333333333,-6.9292004829324325,-2.30855307345635
ARROW,29,hana,3,2,1,0.6666666666666666,-0.9998263462001559,1.5529753265602295
ARROW,29,jug,9,3,6,0.3333333333333333,-1.2304975827898161,-2.821538533308452
ARROW,29,oki,2,0,2,0.0,-10.610859452073047,-10.610859452073047
ARROW,29,other,67,27,40,0.40298507462686567,-3.197290224376602,-2.027643844423018
ARROW,30,bt,13,9,4,0.6923076923076923,2.338291584878856,6.565656565656575
ARROW,30,hana,3,0,3,0.0,-3.3669761046542646,-1.7803580067731026
ARROW,30,jug,9,5,4,0.5555555555555556,0.5574029169162381,0.02820701496198552
ARROW,30,oki,2,0,2,0.0,-3.4545553703542495,-3.4545553703542495
ARROW,30,other,65,31,34,0.47692307692307695,0.1511614370813057,-0.4837929366231286
ARROW,31,bt,11,6,5,0.5454545454545454,4.207998716596877,6.576576576576578
ARROW,31,hana,3,1,2,0.3333333333333333,-5.827293564971725,-8.44702467343977
ARROW,31,jug,9,3,6,0.3333333333333333,1.6494076200320538,-1.496265172735761
ARROW,31,oki,2,0,2,0.0,-7.532307276485831,-7.532307276485831
ARROW,31,other,59,28,31,0.4745762711864407,0.31141175703765905,-0.39581205311542433
