hall,dd,dominant_category,dominant_category_share_of_majority,n_machines_excl_dominant,n_positive_excl_dominant,agreement_rate_excl_dominant,p_value_excl_dominant,signal_survives_without_dominant_category,note
レイトギャップ,6,other,0.7926829268292683,30,17,0.5666666666666667,0.5846647117286922,False,
レイトギャップ,15,other,0.7083333333333334,30,9,0.3,0.042773945257067694,True,
レイトギャップ,19,other,0.8157894736842105,30,14,0.4666666666666667,0.8555355519056321,False,
レイトギャップ,23,other,0.8108108108108109,29,15,0.5172413793103449,1.0,False,
レイトギャップ,26,other,0.775,34,18,0.5294117647058824,0.8641662404406816,False,
