hall,dd,dominant_category,dominant_category_share_of_majority,n_machines_excl_dominant,n_positive_excl_dominant,agreement_rate_excl_dominant,p_value_excl_dominant,signal_survives_without_dominant_category,note
金時,23,other,0.6530612244897959,25,8,0.32,0.10775214433670044,False,
