hall,machine_name,dd,n,hit104_rate,baseline_hit104_rate,residual,category
楽園, サラリーマン金太郎,1,10,10.0,26.222222222222225,-16.222222222222225,other
楽園, サラリーマン金太郎,2,9,33.33333333333333,26.222222222222225,7.111111111111104,other
楽園, サラリーマン金太郎,3,10,30.0,26.222222222222225,3.777777777777775,other
楽園, サラリーマン金太郎,4,10,10.0,26.222222222222225,-16.222222222222225,other
楽園, サラリーマン金太郎,5,11,27.27272727272727,26.222222222222225,1.0505050505050448,other
楽園, サラリーマン金太郎,6,6,50.0,26.222222222222225,23.777777777777775,other
楽園, サラリーマン金太郎,7,8,25.0,26.222222222222225,-1.222222222222225,other
楽園, サラリーマン金太郎,9,5,20.0,26.222222222222225,-6.222222222222225,other
楽園, サラリーマン金太郎,11,5,40.0,26.222222222222225,13.777777777777775,other
楽園, サラリーマン金太郎,12,6,33.33333333333333,26.222222222222225,7.111111111111104,other
楽園, サラリーマン金太郎,13,5,40.0,26.222222222222225,13.777777777777775,other
楽園, サラリーマン金太郎,15,6,16.666666666666664,26.222222222222225,-9.55555555555556,other
楽園, サラリーマン金太郎,17,6,33.33333333333333,26.222222222222225,7.111111111111104,other
楽園, サラリーマン金太郎,18,5,20.0,26.222222222222225,-6.222222222222225,other
楽園, サラリーマン金太郎,19,9,11.11111111111111,26.222222222222225,-15.111111111111114,other
楽園, サラリーマン金太郎,20,9,33.33333333333333,26.222222222222225,7.111111111111104,other
楽園, サラリーマン金太郎,22,11,27.27272727272727,26.222222222222225,1.0505050505050448,other
楽園, サラリーマン金太郎,23,8,25.0,26.222222222222225,-1.222222222222225,other
楽園, サラリーマン金太郎,24,10,10.0,26.222222222222225,-16.222222222222225,other
楽園, サラリーマン金太郎,25,12,33.33333333333333,26.222222222222225,7.111111111111104,other
楽園, サラリーマン金太郎,26,12,33.33333333333333,26.222222222222225,7.111111111111104,other
楽園, サラリーマン金太郎,27,11,27.27272727272727,26.222222222222225,1.0505050505050448,other
楽園, サラリーマン金太郎,28,7,28.57142857142857,26.222222222222225,2.3492063492063444,other
楽園, サラリーマン金太郎,30,8,12.5,26.222222222222225,-13.722222222222225,other
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,1,25,40.0,34.8111658456486,5.188834154351397,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,2,25,16.0,34.8111658456486,-18.811165845648603,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,3,24,29.166666666666668,34.8111658456486,-5.644499178981935,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,4,18,38.88888888888889,34.8111658456486,4.07772304324029,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,5,23,30.434782608695656,34.8111658456486,-4.376383236952947,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,6,18,38.88888888888889,34.8111658456486,4.07772304324029,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,7,14,42.857142857142854,34.8111658456486,8.045977011494251,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,8,15,40.0,34.8111658456486,5.188834154351397,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,9,16,43.75,34.8111658456486,8.938834154351397,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,10,22,40.909090909090914,34.8111658456486,6.097925063442311,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,11,24,45.83333333333333,34.8111658456486,11.022167487684726,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,12,19,31.57894736842105,34.8111658456486,-3.2322184772275513,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,13,23,39.130434782608695,34.8111658456486,4.319268936960093,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,14,19,42.10526315789473,34.8111658456486,7.29409731224613,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,15,18,33.33333333333333,34.8111658456486,-1.477832512315274,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,16,19,36.84210526315789,34.8111658456486,2.0309394175092876,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,17,20,45.0,34.8111658456486,10.188834154351397,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,18,19,31.57894736842105,34.8111658456486,-3.2322184772275513,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,19,21,47.61904761904761,34.8111658456486,12.80788177339901,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,20,16,25.0,34.8111658456486,-9.811165845648603,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,21,18,50.0,34.8111658456486,15.188834154351397,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,22,23,17.391304347826086,34.8111658456486,-17.419861497822517,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,23,23,34.78260869565217,34.8111658456486,-0.028557149996430553,bt
楽園,A‐SLOT+ この素晴らしい世界に祝福を！,24,21,42.857142857142854,34.8111658456486,8.045977011494251,bt
