hall,dd,n_machines,n_positive,n_negative,agreement_rate,mean_residual,median_residual,p_value,cohens_h,note,q_value,is_significant,dd_event_coverage_rate,is_known_event_dd,pooled_n,pooled_hit104_rate,pooled_diff,hall_overall_hit104_rate,hall_overall_diff,pooled_hit104_rate_vs_hall,pooled_diff_vs_hall
ザシティ,1,62,28,34,0.45161290322580644,-1.0493812119670334,-1.9172100605496052,0.52577336017565,-0.09692588604000929,,0.9554038949086944,False,0.11437095972153158,False,2011,24.117354549975136,-160.105917454003,25.218369862279623,-105.22106710965829,-1.1010153123044866,-54.8848503443447
ザシティ,2,55,27,28,0.4909090909090909,0.3268633436458342,-0.22208121827411276,1.0,-0.01818282008393668,,1.0,False,0.11336254107338445,False,1826,24.041621029572838,-141.24096385542168,25.218369862279623,-105.22106710965829,-1.1767488327067852,-36.01989674576339
ザシティ,3,57,27,30,0.47368421052631576,-1.345306422417161,-1.5256588072122064,0.7913664277791806,-0.05265590826157007,,0.9554038949086944,False,0.10503751339764202,False,1866,24.59807073954984,-64.91103965702037,25.218369862279623,-105.22106710965829,-0.6202991227297829,40.310027452637925
ザシティ,4,55,30,25,0.5454545454545454,0.845221293316959,2.599999999999998,0.5900533317766354,0.091034778037415,,0.9554038949086944,False,0.12032967032967033,False,1820,25.439560439560438,-131.88846153846154,25.218369862279623,-105.22106710965829,0.22119057728081515,-26.66739442880325
ザシティ,5,55,31,24,0.5636363636363636,0.7061590585082748,1.1763877148492519,0.4187541882690154,0.1276188575913757,,0.9455948965429224,False,1.0,True,1881,26.741095162147793,-38.11217437533227,25.218369862279623,-105.22106710965829,1.5227252998681706,67.10889273432602
ザシティ,6,57,38,19,0.6666666666666666,1.7861070164434556,2.1247982786444304,0.016348103897376145,0.3398369094541218,,0.1689304069395535,False,0.11538461538461539,False,1872,28.579059829059826,55.623931623931625,25.218369862279623,-105.22106710965829,3.3606899667802033,160.84499873358993
ザシティ,7,57,21,36,0.3684210526315789,-1.3325878250105516,-2.9424947335395117,0.06273668035582848,-0.2662940171181831,,0.4640677078892433,False,0.06199021207177814,False,1839,23.110386079390974,-167.98912452419793,25.218369862279623,-105.22106710965829,-2.107983782888649,-62.76805741453964
ザシティ,8,60,35,25,0.5833333333333334,4.105334539538997,1.2460885942667304,0.2450608330229457,0.1674480792196893,,0.7596885823711317,False,1.0,True,2044,29.10958904109589,55.389921722113506,25.218369862279623,-105.22106710965829,3.891219178816268,160.6109888317718
ザシティ,9,57,25,32,0.43859649122807015,-0.7909285146951665,-2.2889842632331963,0.42704285650325524,-0.12311781848623493,,0.9455948965429224,False,0.058823529411764705,False,1768,24.773755656108598,-117.92420814479638,25.218369862279623,-105.22106710965829,-0.44461420617102476,-12.703141035138088
ザシティ,10,54,21,33,0.3888888888888889,-1.0463354089798396,-3.3502955535675376,0.13367423536410522,-0.2240930923013711,,0.5179876620359077,False,0.04865771812080537,False,1788,22.706935123042506,-157.47371364653245,25.218369862279623,-105.22106710965829,-2.5114347392371172,-52.25264653687415
ザシティ,11,56,30,26,0.5357142857142857,1.929276365395093,1.6006308504258584,0.6888797607233395,0.07148944988552053,,0.9554038949086944,False,0.051462621885157094,False,1846,26.81473456121343,-33.79360780065005,25.218369862279623,-105.22106710965829,1.596364698933808,71.42745930900824
ザシティ,12,54,16,38,0.2962962962962963,-3.804496044297395,-2.4540159411404083,0.003838265880326096,-0.4196133835698441,,0.059493121145054485,False,0.0629080118694362,False,1685,22.433234421364986,-207.38100890207716,25.218369862279623,-105.22106710965829,-2.7851354409146367,-102.15994179241886
ザシティ,13,55,29,26,0.5272727272727272,3.0809513286338484,1.2714132762312644,0.7877061896700431,0.05457253815467844,,0.9554038949086944,False,0.0,False,1800,24.72222222222222,-97.23055555555555,25.218369862279623,-105.22106710965829,-0.4961476400574014,7.9905115541027385
ザシティ,14,58,27,31,0.46551724137931033,0.6777400776358521,-1.2281594119014976,0.6940040940761318,-0.06902030403806458,,0.9554038949086944,False,0.0,False,1823,24.90400438837082,-124.74273176083379,25.218369862279623,-105.22106710965829,-0.3143654739088042,-19.5216646511755
ザシティ,15,55,23,32,0.41818181818181815,-0.6464327041603902,-3.5595468925400553,0.2806097176983541,-0.16437558403065133,,0.7908092044226341,False,1.0,True,1884,24.840764331210192,-115.60084925690022,25.218369862279623,-105.22106710965829,-0.37760553106943107,-10.379782147241926
ザシティ,16,55,25,30,0.45454545454545453,-0.09838746700239731,-0.7444168734491328,0.5900533317766354,-0.09103477803741544,,0.9554038949086944,False,0.0,False,1788,23.993288590604024,-178.79697986577182,25.218369862279623,-105.22106710965829,-1.2250812716755988,-73.57591275611352
ザシティ,17,53,25,28,0.4716981132075472,0.36342878630453357,-0.8168214890404037,0.7838463022094988,-0.056634043542486356,,0.9554038949086944,False,0.0,False,1676,24.701670644391406,-163.24821002386633,25.218369862279623,-105.22106710965829,-0.5166992178882168,-58.02714291420804
ザシティ,18,58,36,22,0.6206896551724138,3.5421678875457854,1.9966921235956736,0.08694889972991102,0.24378693846833555,,0.4640677078892433,False,1.0,True,2024,28.26086956521739,60.79397233201581,25.218369862279623,-105.22106710965829,3.042499702937768,166.0150394416741
ザシティ,19,54,23,31,0.42592592592592593,-2.0853166317788423,-0.594580772211069,0.3408909412200971,-0.14869549426756246,,0.8806349314852508,False,0.0,False,1752,25.34246575342466,-166.10616438356163,25.218369862279623,-105.22106710965829,0.12409589114503561,-60.88509727390334
ザシティ,20,59,24,35,0.4067796610169492,-1.4379581100191199,-0.9267563527653202,0.19252645776146274,-0.18753804819761233,,0.6631466878450383,False,0.0,False,1821,26.194398682042834,-101.36847885777046,25.218369862279623,-105.22106710965829,0.9760288197632114,3.8525882518878376
ザシティ,21,57,29,28,0.5087719298245614,-0.31564461523909376,0.03287310979618496,1.0,0.017544759735815596,,1.0,False,0.0,False,1832,25.272925764192138,-124.90775109170306,25.218369862279623,-105.22106710965829,0.054555901912515026,-19.68668398204477
ザシティ,22,59,29,30,0.4915254237288136,0.29191730502999663,-0.31259768677712074,1.0,-0.016949964155127173,,1.0,False,0.0,False,1804,24.057649667405766,-162.38580931263857,25.218369862279623,-105.22106710965829,-1.160720194873857,-57.16474220298028
