hall,dd,category,n_machines,n_positive,n_negative,agreement_rate,mean_residual,median_residual
蒲田7,1,bt,21,9,12,0.42857142857142855,-3.5006048281196236,-2.1212121212121176
蒲田7,1,hana,2,0,2,0.0,-7.238490866332516,-7.238490866332516
蒲田7,1,jug,9,8,1,0.8888888888888888,5.242062330652047,6.663643999336621
蒲田7,1,oki,2,1,1,0.5,0.9520988702600217,0.9520988702600217
蒲田7,1,other,62,29,33,0.46774193548387094,0.18481627833010889,-0.5193132961807692
蒲田7,2,bt,20,8,12,0.4,-3.770322405841816,-1.7360694599148907
蒲田7,2,hana,2,1,1,0.5,-7.735649957241607,-7.735649957241607
蒲田7,2,jug,9,5,4,0.5555555555555556,0.38000807594164837,1.8438052386308854
蒲田7,2,oki,2,1,1,0.5,-2.3741410998155654,-2.3741410998155654
蒲田7,2,other,59,23,36,0.3898305084745763,-1.7377009717654497,-2.496704206467406
蒲田7,3,bt,20,8,12,0.4,-0.030265364481157596,-1.8159429567196597
蒲田7,3,hana,2,1,1,0.5,-1.7697408663325156,-1.7697408663325156
蒲田7,3,jug,9,3,6,0.3333333333333333,-1.6122609987664402,-1.962847300473264
蒲田7,3,oki,2,1,1,0.5,-2.5757938327369096,-2.5757938327369096
蒲田7,3,other,60,32,28,0.5333333333333333,0.77782959579766,0.6923219412799853
蒲田7,4,bt,19,8,11,0.42105263157894735,-3.105235607124849,-7.003360716952951
蒲田7,4,hana,2,1,1,0.5,7.507763238757796,7.507763238757796
蒲田7,4,jug,9,2,7,0.2222222222222222,-2.6806536517165434,-1.8683433377347285
蒲田7,4,oki,2,1,1,0.5,-4.493498333753344,-4.493498333753344
蒲田7,4,other,58,31,27,0.5344827586206896,2.3534538455372225,0.7980690720775527
蒲田7,5,bt,19,9,10,0.47368421052631576,0.13767546022396884,-0.17452006980803247
蒲田7,5,hana,2,2,0,1.0,8.552228830637182,8.552228830637182
蒲田7,5,jug,9,2,7,0.2222222222222222,-0.9984355209187071,-3.689247694141759
蒲田7,5,oki,2,1,1,0.5,-1.797917418909817,-1.797917418909817
蒲田7,5,other,59,32,27,0.5423728813559322,0.13304306249373946,0.8196721311475414
蒲田7,6,bt,20,8,12,0.4,-0.4946594967211583,-3.737632175372333
蒲田7,6,hana,2,1,1,0.5,1.2830047984073687,1.2830047984073687
蒲田7,6,jug,9,1,8,0.1111111111111111,-4.511820049842064,-4.3896041555947924
蒲田7,6,oki,2,1,1,0.5,-2.7059047984457028,-2.7059047984457028
蒲田7,6,other,60,25,35,0.4166666666666667,-0.7210608232037391,-0.8858042023491954
蒲田7,7,bt,21,11,10,0.5238095238095238,4.876150891923498,3.3333333333333286
蒲田7,7,hana,2,2,0,1.0,5.78234246700082,5.78234246700082
蒲田7,7,jug,9,5,4,0.5555555555555556,1.9316927626079456,2.5649013499480766
蒲田7,7,oki,2,1,1,0.5,0.09004983212971318,0.09004983212971318
蒲田7,7,other,62,45,17,0.7258064516129032,4.781601810137252,4.47376492786319
蒲田7,8,bt,21,11,10,0.5238095238095238,1.6112009440859787,3.264567600231935
蒲田7,8,hana,2,1,1,0.5,-4.37390753299918,-4.37390753299918
蒲田7,8,jug,9,7,2,0.7777777777777778,3.5680019191363197,3.5814930853841354
蒲田7,8,oki,2,1,1,0.5,1.7969261895378548,1.7969261895378548
蒲田7,8,other,60,32,28,0.5333333333333333,-0.9336991313098167,0.14996026436829624
蒲田7,9,bt,20,9,11,0.45,1.7049803872077582,-2.1116280342887155
蒲田7,9,hana,2,2,0,1.0,12.557744513784442,12.557744513784442
蒲田7,9,jug,9,4,5,0.4444444444444444,2.441423743632043,-1.1221853082318205
蒲田7,9,oki,2,2,0,1.0,4.289137536670163,4.289137536670163
蒲田7,9,other,60,23,37,0.38333333333333336,-1.1516162342221246,-1.3235119577473178
蒲田7,10,bt,20,13,7,0.65,2.3103098844196057,3.712173607278501
