hall,machine_name,dd,n,hit104_rate,baseline_hit104_rate,residual,category
みとや,Re:ゼロから始める異世界生活 season2,1,12,41.66666666666667,25.510204081632654,16.156462585034017,other
みとや,Re:ゼロから始める異世界生活 season2,2,9,44.44444444444444,25.510204081632654,18.93424036281179,other
みとや,Re:ゼロから始める異世界生活 season2,3,6,16.666666666666664,25.510204081632654,-8.84353741496599,other
みとや,Re:ゼロから始める異世界生活 season2,4,8,50.0,25.510204081632654,24.489795918367346,other
みとや,Re:ゼロから始める異世界生活 season2,5,8,37.5,25.510204081632654,11.989795918367346,other
みとや,Re:ゼロから始める異世界生活 season2,6,8,12.5,25.510204081632654,-13.010204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,7,7,42.857142857142854,25.510204081632654,17.3469387755102,other
みとや,Re:ゼロから始める異世界生活 season2,8,7,0.0,25.510204081632654,-25.510204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,9,8,0.0,25.510204081632654,-25.510204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,10,5,0.0,25.510204081632654,-25.510204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,11,8,0.0,25.510204081632654,-25.510204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,12,8,25.0,25.510204081632654,-0.5102040816326543,other
みとや,Re:ゼロから始める異世界生活 season2,13,7,14.285714285714285,25.510204081632654,-11.22448979591837,other
みとや,Re:ゼロから始める異世界生活 season2,14,8,25.0,25.510204081632654,-0.5102040816326543,other
みとや,Re:ゼロから始める異世界生活 season2,15,6,33.33333333333333,25.510204081632654,7.823129251700674,other
みとや,Re:ゼロから始める異世界生活 season2,16,6,66.66666666666666,25.510204081632654,41.15646258503401,other
みとや,Re:ゼロから始める異世界生活 season2,17,7,28.57142857142857,25.510204081632654,3.061224489795915,other
みとや,Re:ゼロから始める異世界生活 season2,18,7,42.857142857142854,25.510204081632654,17.3469387755102,other
みとや,Re:ゼロから始める異世界生活 season2,19,8,12.5,25.510204081632654,-13.010204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,23,5,60.0,25.510204081632654,34.48979591836735,other
みとや,Re:ゼロから始める異世界生活 season2,24,5,20.0,25.510204081632654,-5.510204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,25,5,20.0,25.510204081632654,-5.510204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,26,5,0.0,25.510204081632654,-25.510204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,27,5,0.0,25.510204081632654,-25.510204081632654,other
みとや,Re:ゼロから始める異世界生活 season2,28,5,20.0,25.510204081632654,-5.510204081632654,other
みとや,SHAKE BONUS TRIGGER,1,11,9.090909090909092,32.99319727891156,-23.902288188002466,bt
みとや,SHAKE BONUS TRIGGER,2,9,11.11111111111111,32.99319727891156,-21.88208616780045,bt
みとや,SHAKE BONUS TRIGGER,3,9,0.0,32.99319727891156,-32.99319727891156,bt
みとや,SHAKE BONUS TRIGGER,4,9,44.44444444444444,32.99319727891156,11.451247165532884,bt
みとや,SHAKE BONUS TRIGGER,5,9,33.33333333333333,32.99319727891156,0.34013605442176953,bt
みとや,SHAKE BONUS TRIGGER,6,9,44.44444444444444,32.99319727891156,11.451247165532884,bt
みとや,SHAKE BONUS TRIGGER,7,9,55.55555555555556,32.99319727891156,22.562358276643998,bt
みとや,SHAKE BONUS TRIGGER,8,9,33.33333333333333,32.99319727891156,0.34013605442176953,bt
みとや,SHAKE BONUS TRIGGER,9,9,55.55555555555556,32.99319727891156,22.562358276643998,bt
みとや,SHAKE BONUS TRIGGER,10,9,33.33333333333333,32.99319727891156,0.34013605442176953,bt
みとや,SHAKE BONUS TRIGGER,11,9,33.33333333333333,32.99319727891156,0.34013605442176953,bt
みとや,SHAKE BONUS TRIGGER,12,8,25.0,32.99319727891156,-7.993197278911559,bt
みとや,SHAKE BONUS TRIGGER,13,9,11.11111111111111,32.99319727891156,-21.88208616780045,bt
みとや,SHAKE BONUS TRIGGER,14,9,44.44444444444444,32.99319727891156,11.451247165532884,bt
みとや,SHAKE BONUS TRIGGER,15,9,33.33333333333333,32.99319727891156,0.34013605442176953,bt
みとや,SHAKE BONUS TRIGGER,16,9,22.22222222222222,32.99319727891156,-10.770975056689338,bt
みとや,SHAKE BONUS TRIGGER,17,9,44.44444444444444,32.99319727891156,11.451247165532884,bt
みとや,SHAKE BONUS TRIGGER,18,9,11.11111111111111,32.99319727891156,-21.88208616780045,bt
みとや,SHAKE BONUS TRIGGER,19,9,33.33333333333333,32.99319727891156,0.34013605442176953,bt
みとや,SHAKE BONUS TRIGGER,20,11,36.36363636363637,32.99319727891156,3.370439084724808,bt
みとや,SHAKE BONUS TRIGGER,21,11,45.45454545454545,32.99319727891156,12.461348175633894,bt
みとや,SHAKE BONUS TRIGGER,22,10,30.0,32.99319727891156,-2.993197278911559,bt
みとや,SHAKE BONUS TRIGGER,23,11,36.36363636363637,32.99319727891156,3.370439084724808,bt
みとや,SHAKE BONUS TRIGGER,24,11,27.27272727272727,32.99319727891156,-5.720470006184289,bt
みとや,SHAKE BONUS TRIGGER,25,11,63.63636363636363,32.99319727891156,30.643166357452074,bt
みとや,SHAKE BONUS TRIGGER,26,11,36.36363636363637,32.99319727891156,3.370439084724808,bt
みとや,SHAKE BONUS TRIGGER,27,11,27.27272727272727,32.99319727891156,-5.720470006184289,bt
みとや,SHAKE BONUS TRIGGER,28,11,27.27272727272727,32.99319727891156,-5.720470006184289,bt
みとや,SHAKE BONUS TRIGGER,29,10,50.0,32.99319727891156,17.00680272108844,bt
みとや,SHAKE BONUS TRIGGER,30,9,33.33333333333333,32.99319727891156,0.34013605442176953,bt
みとや,SHAKE BONUS TRIGGER,31,5,20.0,32.99319727891156,-12.993197278911559,bt
みとや,ToLOVEるダークネス,1,30,10.0,30.69182389937107,-20.69182389937107,other
みとや,ToLOVEるダークネス,2,29,20.689655172413794,30.69182389937107,-10.002168726957276,other
みとや,ToLOVEるダークネス,3,29,31.03448275862069,30.69182389937107,0.3426588592496209,other
みとや,ToLOVEるダークネス,4,28,39.285714285714285,30.69182389937107,8.593890386343215,other
みとや,ToLOVEるダークネス,5,26,23.076923076923077,30.69182389937107,-7.614900822447993,other
みとや,ToLOVEるダークネス,6,27,33.33333333333333,30.69182389937107,2.641509433962259,other
みとや,ToLOVEるダークネス,7,27,29.629629629629626,30.69182389937107,-1.0621942697414433,other
みとや,ToLOVEるダークネス,8,26,26.923076923076923,30.69182389937107,-3.768746976294146,other
みとや,ToLOVEるダークネス,9,28,17.857142857142858,30.69182389937107,-12.834681042228212,other
みとや,ToLOVEるダークネス,10,24,29.166666666666668,30.69182389937107,-1.5251572327044016,other
みとや,ToLOVEるダークネス,11,28,14.285714285714285,30.69182389937107,-16.406109613656785,other
みとや,ToLOVEるダークネス,12,28,21.428571428571427,30.69182389937107,-9.263252470799642,other
みとや,ToLOVEるダークネス,13,28,28.57142857142857,30.69182389937107,-2.1203953279425,other
みとや,ToLOVEるダークネス,14,28,28.57142857142857,30.69182389937107,-2.1203953279425,other
みとや,ToLOVEるダークネス,15,28,17.857142857142858,30.69182389937107,-12.834681042228212,other
みとや,ToLOVEるダークネス,16,26,46.15384615384615,30.69182389937107,15.462022254475084,other
みとや,ToLOVEるダークネス,17,28,39.285714285714285,30.69182389937107,8.593890386343215,other
みとや,ToLOVEるダークネス,18,26,38.46153846153847,30.69182389937107,7.7697145621673975,other
みとや,ToLOVEるダークネス,19,26,46.15384615384615,30.69182389937107,15.462022254475084,other
みとや,ToLOVEるダークネス,20,24,25.0,30.69182389937107,-5.6918238993710695,other
みとや,ToLOVEるダークネス,21,24,37.5,30.69182389937107,6.8081761006289305,other
みとや,ToLOVEるダークネス,22,25,28.000000000000004,30.69182389937107,-2.691823899371066,other
みとや,ToLOVEるダークネス,23,24,25.0,30.69182389937107,-5.6918238993710695,other
みとや,ToLOVEるダークネス,24,26,26.923076923076923,30.69182389937107,-3.768746976294146,other
みとや,ToLOVEるダークネス,25,25,20.0,30.69182389937107,-10.69182389937107,other
みとや,ToLOVEるダークネス,26,25,44.0,30.69182389937107,13.30817610062893,other
みとや,ToLOVEるダークネス,27,25,48.0,30.69182389937107,17.30817610062893,other
みとや,ToLOVEるダークネス,28,23,52.17391304347826,30.69182389937107,21.48208914410719,other
みとや,ToLOVEるダークネス,29,19,42.10526315789473,30.69182389937107,11.413439258523663,other
みとや,ToLOVEるダークネス,30,21,33.33333333333333,30.69182389937107,2.641509433962259,other
みとや,ToLOVEるダークネス,31,14,50.0,30.69182389937107,19.30817610062893,other
みとや,ToLOVEるダークネス TRANCE ver.8.7,1,15,33.33333333333333,31.382978723404253,1.9503546099290752,other
みとや,ToLOVEるダークネス TRANCE ver.8.7,2,12,41.66666666666667,31.382978723404253,10.283687943262418,other
みとや,ToLOVEるダークネス TRANCE ver.8.7,3,13,46.15384615384615,31.382978723404253,14.7708674304419,other
みとや,ToLOVEるダークネス TRANCE ver.8.7,4,12,33.33333333333333,31.382978723404253,1.9503546099290752,other
みとや,ToLOVEるダークネス TRANCE ver.8.7,5,11,36.36363636363637,31.382978723404253,4.980657640232113,other
みとや,ToLOVEるダークネス TRANCE ver.8.7,6,10,40.0,31.382978723404253,8.617021276595747,other
みとや,ToLOVEるダークネス TRANCE ver.8.7,7,12,25.0,31.382978723404253,-6.382978723404253,other
