hall,dd,category,n_machines,n_positive,n_negative,agreement_rate,mean_residual,median_residual
楽園,1,bt,33,18,15,0.5454545454545454,1.266301715373369,1.3974358974358978
楽園,1,hana,3,0,3,0.0,-6.767914991193625,-7.21484562470005
楽園,1,jug,7,5,2,0.7142857142857143,1.130076687947602,0.8100831033528415
楽園,1,oki,3,1,2,0.3333333333333333,-0.13600871893211183,-1.464007967869982
楽園,1,other,124,54,70,0.43548387096774194,-1.9914504666247919,-1.191767716015729
楽園,2,bt,33,17,16,0.5151515151515151,0.5664018422104684,0.7145682741755692
楽園,2,hana,3,1,2,0.3333333333333333,-2.952235706512552,-3.2674772036474167
楽園,2,jug,7,3,4,0.42857142857142855,-0.39981070517536005,-1.2248616577729692
楽園,2,oki,3,2,1,0.6666666666666666,0.4437305358187385,1.4652014652014635
楽園,2,other,123,62,61,0.5040650406504065,0.11228739569350148,0.788212544139899
楽園,3,bt,33,14,19,0.42424242424242425,-1.8363252330506181,-1.1006289308176136
楽園,3,hana,3,1,2,0.3333333333333333,-1.322225256081251,-2.6278894617924813
楽園,3,jug,7,2,5,0.2857142857142857,-1.5404386365288738,-2.2162397623411145
楽園,3,oki,3,2,1,0.6666666666666666,2.193358651817666,2.876167727369399
楽園,3,other,119,50,69,0.42016806722689076,-1.2207490037423958,-1.1010184420589049
楽園,4,bt,33,17,16,0.5151515151515151,0.5041907334686943,0.2332657200811319
楽園,4,hana,3,0,3,0.0,-4.364935573582954,-4.5310040919106065
楽園,4,jug,7,3,4,0.42857142857142855,-0.7958167706940854,-0.16865572910117876
楽園,4,oki,3,2,1,0.6666666666666666,3.881642835797866,4.944536758431752
楽園,4,other,118,52,66,0.4406779661016949,-1.1028507829082177,-2.05916305916306
楽園,5,bt,32,17,15,0.53125,-0.17673467197835918,0.9400359316849105
楽園,5,hana,3,2,1,0.6666666666666666,-3.489520317326575,3.744061757719713
楽園,5,jug,7,6,1,0.8571428571428571,4.99174539257814,3.8302397525135348
楽園,5,oki,3,1,2,0.3333333333333333,-4.759629462595174,-7.856546410917492
楽園,5,other,124,50,74,0.4032258064516129,-0.9199636572732552,-1.8613129785885008
楽園,6,bt,33,18,15,0.5454545454545454,1.694230690582998,0.12804097311139273
楽園,6,hana,3,1,2,0.3333333333333333,-2.5965140504885333,-3.2068728217195392
楽園,6,jug,7,2,5,0.2857142857142857,-2.611308360112743,-1.7715239274067294
楽園,6,oki,3,2,1,0.6666666666666666,-0.6250957086765266,0.3935460789086278
楽園,6,other,120,60,60,0.5,0.10875393346920106,0.02304097308125108
楽園,7,bt,33,14,19,0.42424242424242425,-0.8710747824853673,-2.310924369747898
楽園,7,hana,3,1,2,0.3333333333333333,3.0555855530931026,-0.7674772036474131
楽園,7,jug,7,2,5,0.2857142857142857,-1.452984485537962,-0.3364269141531331
楽園,7,oki,3,2,1,0.6666666666666666,3.0308188649707,3.663003663003664
楽園,7,other,125,55,70,0.44,0.12294147845407892,-1.1958649376070447
楽園,8,bt,33,16,17,0.48484848484848486,-0.04648995607644472,-1.016114720783122
楽園,8,hana,3,1,2,0.3333333333333333,-0.5501483335458831,-2.553191489361705
楽園,8,jug,7,4,3,0.5714285714285714,0.44524433571872485,0.7513844181052463
楽園,8,oki,3,1,2,0.3333333333333333,-6.752670262107466,-2.9611497880314914
楽園,8,other,122,62,60,0.5081967213114754,1.9322178798504253,0.26574180931411107
楽園,9,bt,33,15,18,0.45454545454545453,-0.0491803824524698,-0.8739495798319332
楽園,9,hana,3,3,0,1.0,2.120749042942787,0.8991894630192512
楽園,9,jug,7,2,5,0.2857142857142857,-0.9714172127581995,-0.8368628512362193
楽園,9,oki,3,2,1,0.6666666666666666,1.2456155869752348,0.6715506715506727
楽園,9,other,120,56,64,0.4666666666666667,-0.05371052498810395,-0.8069858763904652
楽園,10,bt,33,14,19,0.42424242424242425,-0.7491948834903761,-2.884243128145563
楽園,10,hana,3,1,2,0.3333333333333333,-0.16674859130633615,-1.3785493115488485
楽園,10,jug,7,4,3,0.5714285714285714,0.22152864252667367,1.4667537209466737
楽園,10,oki,3,2,1,0.6666666666666666,9.361801565956599,3.0873939012888982
楽園,10,other,120,62,58,0.5166666666666667,0.5620359569669467,0.3305774200359757
楽園,11,bt,33,17,16,0.5151515151515151,-0.2007280497660536,0.8167298539969323
楽園,11,hana,3,2,1,0.6666666666666666,2.400677106122078,0.14019772214835058
楽園,11,jug,7,7,0,1.0,2.7362042844692986,2.4413508636246455
楽園,11,oki,3,1,2,0.3333333333333333,0.8501056595238469,-3.702079782921629
楽園,11,other,127,62,65,0.4881889763779528,1.193596471409863,-0.47700277988375106
楽園,12,bt,33,19,14,0.5757575757575758,0.24925335152783756,1.8370580105841512
楽園,12,hana,3,1,2,0.3333333333333333,-2.8373411195047495,-5.516409446468767
楽園,12,jug,7,2,5,0.2857142857142857,-2.538129137834941,-3.1142046919309117
楽園,12,oki,3,2,1,0.6666666666666666,4.444829648984679,0.18263199652699313
楽園,12,other,121,71,50,0.5867768595041323,3.1499133044888272,1.868862844472602
楽園,13,bt,33,18,15,0.5454545454545454,2.9771846503433403,1.6136919315403446
楽園,13,hana,3,2,1,0.6666666666666666,1.2945769260097986,1.604261608572486
楽園,13,jug,7,2,5,0.2857142857142857,-0.09907808377712815,-1.15357161864749
楽園,13,oki,3,1,2,0.3333333333333333,-5.165313784688166,-1.6380962947895341
楽園,13,other,124,47,77,0.3790322580645161,-2.9498009717265283,-2.4733779279566335
楽園,14,bt,33,19,14,0.5757575757575758,2.741413886876991,2.4502712477396003
楽園,14,hana,3,2,1,0.6666666666666666,1.8080718337138524,2.223791487449443
楽園,14,jug,7,1,6,0.14285714285714285,-2.6101661684197777,-2.597017616884937
楽園,14,oki,3,2,1,0.6666666666666666,-0.1036781330478469,0.7666391843077704
楽園,14,other,120,54,66,0.45,0.658957174932051,-0.9671389139652469
楽園,15,bt,33,18,15,0.5454545454545454,2.1465785642767377,0.9290871438965667
楽園,15,hana,3,2,1,0.6666666666666666,2.483035286235893,0.3887985998249732
楽園,15,jug,7,6,1,0.8571428571428571,3.118240230679548,2.2172148982064463
楽園,15,oki,3,1,2,0.3333333333333333,2.3141825183375495,-0.22909543052533365
楽園,15,other,124,56,68,0.45161290322580644,0.4733455790773355,-0.6700035788635343
楽園,16,bt,32,15,17,0.46875,-0.21048989738323942,-0.5998938461420558
楽園,16,hana,3,1,2,0.3333333333333333,-2.092213920020178,-2.505938242280287
楽園,16,jug,7,4,3,0.5714285714285714,0.43373663623706193,1.0062538503710456
楽園,16,oki,3,0,3,0.0,-5.508822074578547,-5.5893737754787765
楽園,16,other,118,64,54,0.5423728813559322,0.25469955802568933,0.620109884061435
楽園,17,bt,32,22,10,0.6875,2.1272767582396144,1.875844846357321
楽園,17,hana,3,1,2,0.3333333333333333,-5.70894257335971,-5.642115203021721
楽園,17,jug,7,2,5,0.2857142857142857,-1.8536179373123645,-3.1142046919309117
楽園,17,oki,3,2,1,0.6666666666666666,-2.1058721244893697,2.117058415628513
楽園,17,other,122,60,62,0.4918032786885246,-0.23046016293816057,-0.2097501723406534
楽園,18,bt,33,13,20,0.3939393939393939,-2.805388743938306,-1.2849453030039903
楽園,18,hana,3,3,0,1.0,5.482376065860131,7.216393764094519
楽園,18,jug,7,1,6,0.14285714285714285,-2.344419634859301,-2.093349445938447
楽園,18,oki,3,2,1,0.6666666666666666,2.941322263124352,5.215349013919109
楽園,18,other,116,56,60,0.4827586206896552,1.4735512088977145,-0.5111807693784058
楽園,19,bt,32,17,15,0.53125,2.4324426079470105,2.5922476860859938
楽園,19,hana,3,1,2,0.3333333333333333,-2.505909701363018,-2.308781869688385
楽園,19,jug,7,1,6,0.14285714285714285,-2.4018846202293247,-2.5958403465200846
楽園,19,oki,3,2,1,0.6666666666666666,6.121438754165214,4.087393901288898
楽園,19,other,121,60,61,0.49586776859504134,0.20964935898091688,-0.28970281584770063
楽園,20,bt,33,15,18,0.45454545454545453,-1.1505773920489848,-1.6386554621848788
楽園,20,hana,3,2,1,0.6666666666666666,4.2389902788310785,2.135662574756058
楽園,20,jug,7,4,3,0.5714285714285714,1.7058232863049594,1.0524619747357562
楽園,20,oki,3,1,2,0.3333333333333333,-3.272390825245141,-4.276242462347469
楽園,20,other,122,48,74,0.39344262295081966,-2.1722515436283363,-3.3153869987641755
楽園,21,bt,33,12,21,0.36363636363636365,-1.976757955794934,-2.3836032388663995
楽園,21,hana,3,3,0,1.0,6.247966278506277,6.959510813238442
楽園,21,jug,7,3,4,0.42857142857142855,0.4966878005422046,-0.09685679788772816
楽園,21,oki,3,3,0,1.0,0.5315534830215185,0.23172379819611422
楽園,21,other,116,51,65,0.4396551724137931,-0.9459532362694204,-0.8317981086626816
楽園,22,bt,33,14,19,0.42424242424242425,0.25120986418641433,-2.144686299615877
楽園,22,hana,3,2,1,0.6666666666666666,5.266902727601612,4.106312469934256
楽園,22,jug,7,6,1,0.8571428571428571,4.813602135063093,5.219128641402424
楽園,22,oki,3,1,2,0.3333333333333333,-2.1530753699729694,-3.991000192430093
楽園,22,other,130,66,64,0.5076923076923077,-1.0681762889892454,0.4251662189881511
楽園,23,bt,33,13,20,0.3939393939393939,0.5064166128344098,-1.2997287522603997
楽園,23,hana,3,3,0,1.0,3.1773862572154683,2.7670055549732737
楽園,23,jug,7,6,1,0.8571428571428571,1.8506731340742333,2.7790126510154316
楽園,23,oki,3,1,2,0.3333333333333333,-1.2469544552765928,-2.106227106227106
楽園,23,other,124,64,60,0.5161290322580645,0.40846900617731413,0.2828018359330713
楽園,24,bt,32,17,15,0.53125,1.8013898686306853,0.37125125180821783
楽園,24,hana,3,1,2,0.3333333333333333,0.1743975894251264,-0.3575623574932614
楽園,24,jug,7,2,5,0.2857142857142857,-2.0433207138310436,-3.5720186811889825
楽園,24,oki,3,2,1,0.6666666666666666,-1.7029417215589657,2.355062985316252
楽園,24,other,121,60,61,0.49586776859504134,1.018441833684786,-0.004554200680857434
楽園,25,bt,33,16,17,0.48484848484848486,-0.2566221078479418,-0.31347962382445616
楽園,25,hana,3,2,1,0.6666666666666666,0.46720253745506213,3.2231330239286358
楽園,25,jug,7,7,0,1.0,5.238511753048722,6.7161619491969695
楽園,25,oki,3,1,2,0.3333333333333333,-5.287268318407406,-3.5988806085150244
