hall,machine_name,dd,n,hit104_rate,baseline_hit104_rate,residual,category
ヒロキ, サラリーマン金太郎,1,8,50.0,26.351351351351347,23.648648648648653,other
ヒロキ, サラリーマン金太郎,2,9,44.44444444444444,26.351351351351347,18.093093093093096,other
ヒロキ, サラリーマン金太郎,3,12,8.333333333333332,26.351351351351347,-18.018018018018015,other
ヒロキ, サラリーマン金太郎,4,9,22.22222222222222,26.351351351351347,-4.129129129129126,other
ヒロキ, サラリーマン金太郎,5,8,12.5,26.351351351351347,-13.851351351351347,other
ヒロキ, サラリーマン金太郎,6,12,41.66666666666667,26.351351351351347,15.315315315315324,other
ヒロキ, サラリーマン金太郎,7,10,10.0,26.351351351351347,-16.351351351351347,other
ヒロキ, サラリーマン金太郎,8,11,36.36363636363637,26.351351351351347,10.01228501228502,other
ヒロキ, サラリーマン金太郎,9,6,33.33333333333333,26.351351351351347,6.981981981981981,other
ヒロキ, サラリーマン金太郎,10,7,0.0,26.351351351351347,-26.351351351351347,other
ヒロキ, サラリーマン金太郎,11,14,21.428571428571427,26.351351351351347,-4.92277992277992,other
ヒロキ, サラリーマン金太郎,12,8,50.0,26.351351351351347,23.648648648648653,other
ヒロキ, サラリーマン金太郎,13,12,16.666666666666664,26.351351351351347,-9.684684684684683,other
ヒロキ, サラリーマン金太郎,15,7,28.57142857142857,26.351351351351347,2.220077220077222,other
ヒロキ, サラリーマン金太郎,16,10,40.0,26.351351351351347,13.648648648648653,other
ヒロキ, サラリーマン金太郎,17,8,25.0,26.351351351351347,-1.3513513513513473,other
ヒロキ, サラリーマン金太郎,18,5,60.0,26.351351351351347,33.64864864864865,other
ヒロキ, サラリーマン金太郎,19,8,37.5,26.351351351351347,11.148648648648653,other
ヒロキ, サラリーマン金太郎,20,13,53.84615384615385,26.351351351351347,27.4948024948025,other
ヒロキ, サラリーマン金太郎,21,9,22.22222222222222,26.351351351351347,-4.129129129129126,other
ヒロキ, サラリーマン金太郎,22,15,26.666666666666668,26.351351351351347,0.31531531531532053,other
ヒロキ, サラリーマン金太郎,23,13,7.6923076923076925,26.351351351351347,-18.659043659043654,other
ヒロキ, サラリーマン金太郎,24,8,25.0,26.351351351351347,-1.3513513513513473,other
ヒロキ, サラリーマン金太郎,25,12,16.666666666666664,26.351351351351347,-9.684684684684683,other
ヒロキ, サラリーマン金太郎,26,15,6.666666666666667,26.351351351351347,-19.68468468468468,other
ヒロキ, サラリーマン金太郎,27,12,16.666666666666664,26.351351351351347,-9.684684684684683,other
ヒロキ, サラリーマン金太郎,28,8,62.5,26.351351351351347,36.14864864864865,other
ヒロキ, サラリーマン金太郎,29,10,10.0,26.351351351351347,-16.351351351351347,other
ヒロキ, サラリーマン金太郎,30,8,37.5,26.351351351351347,11.148648648648653,other
ヒロキ, サラリーマン金太郎,31,5,0.0,26.351351351351347,-26.351351351351347,other
ヒロキ,Re:ゼロから始める異世界生活 season2,1,18,22.22222222222222,27.364864864864863,-5.142642642642642,other
ヒロキ,Re:ゼロから始める異世界生活 season2,2,12,16.666666666666664,27.364864864864863,-10.698198198198199,other
ヒロキ,Re:ゼロから始める異世界生活 season2,3,12,25.0,27.364864864864863,-2.364864864864863,other
ヒロキ,Re:ゼロから始める異世界生活 season2,4,6,50.0,27.364864864864863,22.635135135135137,other
ヒロキ,Re:ゼロから始める異世界生活 season2,5,13,38.46153846153847,27.364864864864863,11.096673596673604,other
ヒロキ,Re:ゼロから始める異世界生活 season2,6,11,36.36363636363637,27.364864864864863,8.998771498771504,other
ヒロキ,Re:ゼロから始める異世界生活 season2,7,11,63.63636363636363,27.364864864864863,36.27149877149877,other
ヒロキ,Re:ゼロから始める異世界生活 season2,8,5,20.0,27.364864864864863,-7.364864864864863,other
ヒロキ,Re:ゼロから始める異世界生活 season2,9,8,37.5,27.364864864864863,10.135135135135137,other
ヒロキ,Re:ゼロから始める異世界生活 season2,10,7,28.57142857142857,27.364864864864863,1.2065637065637063,other
