hall,dd,n_machines,n_positive,n_negative,agreement_rate,mean_residual,median_residual,p_value,cohens_h,note,q_value,is_significant,dd_event_coverage_rate,is_known_event_dd,pooled_n,pooled_hit104_rate,pooled_diff,hall_overall_hit104_rate,hall_overall_diff,pooled_hit104_rate_vs_hall,pooled_diff_vs_hall
蒲田1,1,98,55,43,0.5612244897959183,1.9986906286633808,0.6505064814851824,0.2664055944111921,0.12275705776501256,,0.5898981019104969,False,1.0,True,6456,33.798017348203224,259.58798017348204,30.635593220338986,79.93034594845601,3.162424127864238,179.65763422502602
蒲田1,2,95,44,51,0.4631578947368421,0.027361194030956312,-0.5381604696673215,0.5383940262921677,-0.07375105034562823,,0.8410457449711064,False,0.11326583147417196,False,5827,30.392998112236143,57.782735541445,30.635593220338986,79.93034594845601,-0.24259510810284368,-22.14761040701101
蒲田1,3,94,47,47,0.5,0.3848364167532444,0.05231538352514775,1.0,0.0,,1.0,False,0.11064331424722129,False,5938,30.801616705961603,41.411249578982826,30.635593220338986,79.93034594845601,0.16602348562261682,-38.51909636947318
蒲田1,4,94,50,44,0.5319148936170213,1.7591293115842084,0.4952631903705811,0.6062959376939658,0.06387320988994172,,0.8543260940233155,False,0.12512980269989615,False,5778,30.010384215991692,66.2859120803046,30.635593220338986,79.93034594845601,-0.625209004347294,-13.64443386815141
蒲田1,5,92,41,51,0.44565217391304346,-2.3457577614654763,-1.1702040825330862,0.34814129031920615,-0.10891083342068786,,0.719491999993026,False,0.11677829297612914,False,5823,29.93302421432251,33.90005151983514,30.635593220338986,79.93034594845601,-0.7025690060164749,-46.03029442862087
蒲田1,6,92,39,53,0.42391304347826086,-0.5009254433810403,-1.4802068132121988,0.17498389846296175,-0.15276743158514883,,0.5898981019104969,False,0.11620635747785305,False,5757,30.3804064616988,86.29494528400208,30.635593220338986,79.93034594845601,-0.2551867586401855,6.364599335546075
蒲田1,7,101,57,44,0.5643564356435643,0.6103171397371506,1.7462422634836443,0.23230046428473797,0.12907094501662364,,0.5898981019104969,False,1.0,True,6198,34.430461439173925,216.5053242981607,30.635593220338986,79.93034594845601,3.7948682188349387,136.57497834970468
蒲田1,8,97,45,52,0.4639175257731959,0.33497452019132207,-0.8900523560209415,0.5426101580458751,-0.07222773222563728,,0.8410457449711064,False,0.06282631395753567,False,5746,30.19491820396798,94.69195962408632,30.635593220338986,79.93034594845601,-0.4406750163710065,14.761613675630315
蒲田1,9,96,44,52,0.4583333333333333,-0.47875431321653555,-0.41884456614892684,0.47515204998657284,-0.08343008661061524,,0.8410457449711064,False,0.055404023184452776,False,5866,32.42413910671667,201.70473917490625,30.635593220338986,79.93034594845601,1.7885458863776869,121.77439322645024
蒲田1,10,97,49,48,0.5051546391752577,0.12477584238451864,0.370157724178668,1.0,0.010309460973029871,,1.0,False,0.053143336127409894,False,5965,31.98658843252305,159.89941324392288,30.635593220338986,79.93034594845601,1.3509952121840634,79.96906729546687
蒲田1,11,97,57,40,0.5876288659793815,3.9328631379097114,1.7514749262536853,0.10376938287271767,0.17616754575999738,,0.5856124958910064,False,1.0,True,6116,33.175277959450625,255.2648790058862,30.635593220338986,79.93034594845601,2.539684739111639,175.33453305743018
蒲田1,12,92,40,52,0.43478260869565216,-0.9620442971598047,-1.5152081655672127,0.2513221034748542,-0.13080749607770725,,0.5898981019104969,False,0.057383040935672515,False,5472,27.960526315789476,-87.24415204678363,30.635593220338986,79.93034594845601,-2.67506690454951,-167.17449799523962
蒲田1,13,96,48,48,0.5,0.4328236439185127,-0.008335523860889538,1.0,0.0,,1.0,False,0.0,False,5858,30.96620006828269,82.55377261864118,30.635593220338986,79.93034594845601,0.3306068479437023,2.623426670185168
