date,day_of_week,top1,top2,top3,triplet_label,triplet_kind,contains_7,is_consecutive,top3_avg_diff
20250718,金,0,5,2,0-2-5,non_consecutive,False,False,1254.5744680851064
20250725,金,9,2,6,2-6-9,non_consecutive,False,False,971.0144927536231
20250801,金,6,7,1,1-6-7,non_consecutive,True,False,1075.485008818342
20250808,金,8,5,6,5-6-8,non_consecutive,False,False,970.0
20250815,金,1,6,8,1-6-8,non_consecutive,False,False,644.074074074074
20250822,金,7,8,1,1-7-8,non_consecutive,True,False,1067.2030350601779
20250829,金,8,6,9,6-8-9,non_consecutive,False,False,685.9336488218477
20250905,金,3,6,4,3-4-6,non_consecutive,False,False,761.3804713804715
20250912,金,0,2,5,0-2-5,non_consecutive,False,False,674.5310245310246
20250919,金,8,7,5,5-7-8,non_consecutive,True,False,409.5117845117845
20250926,金,9,5,0,0-5-9,non_consecutive,False,False,1105.4834246010716
20251003,金,4,1,2,1-2-4,non_consecutive,False,False,898.3277591973243
20251010,金,6,2,3,2-3-6,non_consecutive,False,False,792.4917417077696
20251017,金,0,9,8,0-8-9,consecutive_without7,False,True,836.3457794465304
20251024,金,6,5,1,1-5-6,non_consecutive,False,False,1360.2067669172932
20251031,金,9,3,8,3-8-9,non_consecutive,False,False,930.5822935234701
20251107,金,0,8,9,0-8-9,consecutive_without7,False,True,939.7163120567376
20251114,金,7,8,1,1-7-8,non_consecutive,True,False,392.11517165005534
20251121,金,9,8,2,2-8-9,non_consecutive,False,False,814.2404478989844
20251128,金,4,0,9,0-4-9,non_consecutive,False,False,1004.3940886699506
20251205,金,1,7,9,1-7-9,non_consecutive,True,False,589.8564811481508
20251212,金,3,8,7,3-7-8,non_consecutive,True,False,1238.9816647424268
20251219,金,6,8,1,1-6-8,non_consecutive,False,False,347.86324786324786
20251226,金,2,8,9,2-8-9,non_consecutive,False,False,995.7204380460195
20260102,金,3,6,5,3-5-6,non_consecutive,False,False,646.195652173913
20260109,金,2,6,4,2-4-6,non_consecutive,False,False,912.5529100529101
20260116,金,2,3,5,2-3-5,non_consecutive,False,False,802.5641025641025
20260123,金,4,5,2,2-4-5,non_consecutive,False,False,553.7878787878789
20260130,金,3,6,7,3-6-7,non_consecutive,True,False,971.7085188850405
20260206,金,2,1,0,0-1-2,consecutive_without7,False,True,710.7936507936507
20260213,金,5,4,8,4-5-8,non_consecutive,False,False,643.9142556789616
20260220,金,4,5,9,4-5-9,non_consecutive,False,False,737.1737412913884
20260227,金,9,4,8,4-8-9,non_consecutive,False,False,479.12301587301585
20260306,金,9,7,0,0-7-9,non_consecutive,True,False,560.6060606060606
20260313,金,0,2,3,0-2-3,non_consecutive,False,False,506.8623517404005
20260320,金,5,0,9,0-5-9,non_consecutive,False,False,368.0113906027528
20260327,金,1,0,3,0-1-3,non_consecutive,False,False,250.55555555555554
20260403,金,4,5,9,4-5-9,non_consecutive,False,False,573.8548071881405
20260410,金,6,2,8,2-6-8,non_consecutive,False,False,1024.6402593295381
20260417,金,1,9,6,1-6-9,non_consecutive,False,False,333.0930889441527
20260424,金,5,9,0,0-5-9,non_consecutive,False,False,663.7626262626263
20260501,金,9,7,3,3-7-9,non_consecutive,True,False,975.5435507536348
20260508,金,4,1,5,1-4-5,non_consecutive,False,False,1073.2827324478178
20260515,金,4,9,8,4-8-9,non_consecutive,False,False,667.2675521821633
20260522,金,6,2,7,2-6-7,non_consecutive,True,False,785.074074074074
20260529,金,9,1,6,1-6-9,non_consecutive,False,False,722.7598566308244
20260605,金,6,4,3,3-4-6,non_consecutive,False,False,912.7327533577533
20260619,金,9,1,7,1-7-9,non_consecutive,True,False,727.3473869126043
20250712,土,6,5,4,4-5-6,consecutive_without7,False,True,2330.954248366013
20250719,土,8,9,7,7-8-9,consecutive_with7,True,True,1285.897435897436
20250726,土,7,9,4,4-7-9,non_consecutive,True,False,1107.7129518474055
20250802,土,1,2,3,1-2-3,consecutive_without7,False,True,870.1305819322838
20250809,土,9,8,4,4-8-9,non_consecutive,False,False,802.2961287078934
20250816,土,9,8,4,4-8-9,non_consecutive,False,False,793.5897435897436
20250823,土,7,3,6,3-6-7,non_consecutive,True,False,676.5737784228351
20250830,土,3,8,5,3-5-8,non_consecutive,False,False,868.4327577184721
20250906,土,9,2,6,2-6-9,non_consecutive,False,False,1281.2281322785523
20250913,土,5,2,7,2-5-7,non_consecutive,True,False,832.5303555384418
20250920,土,1,5,9,1-5-9,non_consecutive,False,False,780.8055152394776
20250927,土,8,4,0,0-4-8,non_consecutive,False,False,739.7435897435897
20251004,土,5,4,6,4-5-6,consecutive_without7,False,True,1419.820512820513
20251011,土,7,6,9,6-7-9,non_consecutive,True,False,380.00497300369426
20251018,土,2,3,7,2-3-7,non_consecutive,True,False,793.8819117390545
20251025,土,1,6,5,1-5-6,non_consecutive,False,False,590.592718568909
20251101,土,0,4,9,0-4-9,non_consecutive,False,False,674.2093305633816
20251108,土,8,0,7,0-7-8,non_consecutive,True,False,885.3605442176871
20251115,土,7,0,2,0-2-7,non_consecutive,True,False,521.0136388434262
20251122,土,2,0,7,0-2-7,non_consecutive,True,False,284.3267973856209
20251129,土,3,4,5,3-4-5,consecutive_without7,False,True,1343.482993197279
20251206,土,5,6,4,4-5-6,consecutive_without7,False,True,1508.12968591692
20251213,土,5,2,0,0-2-5,non_consecutive,False,False,541.8993141523663
20251220,土,2,3,9,2-3-9,non_consecutive,False,False,669.5523492415834
20251227,土,8,6,1,1-6-8,non_consecutive,False,False,616.2372594725535
20260103,土,7,2,4,2-4-7,non_consecutive,True,False,469.0960660993957
20260110,土,2,6,3,2-3-6,non_consecutive,False,False,922.5718492525216
20260117,土,9,5,2,2-5-9,non_consecutive,False,False,564.7435897435897
20260124,土,6,4,7,4-6-7,non_consecutive,True,False,724.3204515848893
20260131,土,7,0,1,0-1-7,non_consecutive,True,False,-113.61477987421382
20260207,土,4,8,7,4-7-8,non_consecutive,True,False,803.7742584213171
20260214,土,7,6,5,5-6-7,consecutive_with7,True,True,497.63888888888886
20260221,土,0,1,8,0-1-8,non_consecutive,False,False,289.4247060526338
20260228,土,7,9,5,5-7-9,non_consecutive,True,False,929.7040816326531
20260307,土,8,0,3,0-3-8,non_consecutive,False,False,125.37707390648568
20260314,土,2,3,4,2-3-4,consecutive_without7,False,True,938.6308369501647
20260321,土,2,6,5,2-5-6,non_consecutive,False,False,684.6411564625851
20260328,土,0,6,8,0-6-8,non_consecutive,False,False,914.3001881603706
20260404,土,0,8,6,0-6-8,non_consecutive,False,False,962.2946204122676
20260411,土,9,1,6,1-6-9,non_consecutive,False,False,461.5308641975309
20260418,土,4,7,0,0-4-7,non_consecutive,True,False,883.2424242424241
20260425,土,8,9,0,0-8-9,consecutive_without7,False,True,695.34942182001
20260502,土,6,8,3,3-6-8,non_consecutive,False,False,1094.8529411764705
20260509,土,0,3,4,0-3-4,non_consecutive,False,False,403.19398199531383
20260516,土,5,2,7,2-5-7,non_consecutive,True,False,643.3876811594204
20260523,土,1,6,8,1-6-8,non_consecutive,False,False,550.5212842712842
20260530,土,5,2,3,2-3-5,non_consecutive,False,False,740.3846153846154
20260606,土,4,8,6,4-6-8,non_consecutive,False,False,239.45876850982287
20260613,土,3,5,2,2-3-5,non_consecutive,False,False,670.1412872841444
20260620,土,8,7,5,5-7-8,non_consecutive,True,False,1170.2498190765668
20250713,日,1,9,6,1-6-9,non_consecutive,False,False,1215.9277389277388
20250720,日,9,3,8,3-8-9,non_consecutive,False,False,987.6571141277024
20250727,日,9,8,1,1-8-9,non_consecutive,False,False,851.5432606609078
20250803,日,3,1,7,1-3-7,non_consecutive,True,False,809.7075079317033
20250810,日,6,1,0,0-1-6,non_consecutive,False,False,424.3293310463121
20250817,日,6,1,9,1-6-9,non_consecutive,False,False,450.6037296037296
20250824,日,8,0,3,0-3-8,non_consecutive,False,False,571.1538461538462
20250831,日,4,9,5,4-5-9,non_consecutive,False,False,150.8110936682365
20250907,日,6,4,1,1-4-6,non_consecutive,False,False,755.1002331002331
20250914,日,6,7,0,0-6-7,non_consecutive,True,False,681.5890878090366
20250921,日,2,6,0,0-2-6,non_consecutive,False,False,1183.3782569631626
20250928,日,0,6,4,0-4-6,non_consecutive,False,False,771.0265924551637
20251005,日,8,7,2,2-7-8,non_consecutive,True,False,816.9934640522875
20251019,日,5,1,4,1-4-5,non_consecutive,False,False,607.408165120931
20251026,日,4,3,0,0-3-4,non_consecutive,False,False,672.3222109875295
20251102,日,4,8,1,1-4-8,non_consecutive,False,False,573.7730496453901
20251109,日,6,8,3,3-6-8,non_consecutive,False,False,884.4119385342789
20251116,日,1,9,8,1-8-9,non_consecutive,False,False,723.3036309632054
20251123,日,5,4,7,4-5-7,non_consecutive,True,False,749.288139028221
20251130,日,2,1,5,1-2-5,non_consecutive,False,False,710.89883246746
20251207,日,4,0,1,0-1-4,non_consecutive,False,False,851.3570750237417
20251214,日,9,4,5,4-5-9,non_consecutive,False,False,648.8638008394847
20251221,日,8,6,9,6-8-9,non_consecutive,False,False,276.11544617847136
20251228,日,8,2,5,2-5-8,non_consecutive,False,False,487.3268921095009
20260104,日,7,8,6,6-7-8,consecutive_with7,True,True,196.23620104841197
20260111,日,3,6,1,1-3-6,non_consecutive,False,False,656.403608736942
20260118,日,0,8,7,0-7-8,non_consecutive,True,False,543.8635596082405
20260125,日,5,0,4,0-4-5,non_consecutive,False,False,454.72855808990266
20260201,日,6,7,4,4-6-7,non_consecutive,True,False,605.6388888888888
20260208,日,6,2,0,0-2-6,non_consecutive,False,False,812.7375201288245
20260215,日,2,7,3,2-3-7,non_consecutive,True,False,120.14745820808945
20260222,日,7,5,3,3-5-7,non_consecutive,True,False,1458.433886375063
20260301,日,1,8,3,1-3-8,non_consecutive,False,False,495.3293020912068
20260308,日,5,8,3,3-5-8,non_consecutive,False,False,980.8083233293318
20260315,日,0,8,4,0-4-8,non_consecutive,False,False,656.126423812594
20260322,日,5,0,2,0-2-5,non_consecutive,False,False,199.89285714285714
20260329,日,1,0,6,0-1-6,non_consecutive,False,False,611.0523843081983
20260405,日,9,1,6,1-6-9,non_consecutive,False,False,524.4651162790698
20260412,日,5,6,0,0-5-6,non_consecutive,False,False,946.6004728132389
20260419,日,8,3,1,1-3-8,non_consecutive,False,False,568.7557292420514
20260426,日,1,7,0,0-1-7,non_consecutive,True,False,953.139146567718
20260503,日,0,5,6,0-5-6,non_consecutive,False,False,-2.7423167848699754
20260510,日,9,6,0,0-6-9,non_consecutive,False,False,994.3333333333334
20260517,日,2,0,1,0-1-2,consecutive_without7,False,True,931.3376874697628
20260524,日,8,2,4,2-4-8,non_consecutive,False,False,1067.0884353741496
20260607,日,7,3,1,1-3-7,non_consecutive,True,False,1009.58605664488
20260614,日,4,9,0,0-4-9,non_consecutive,False,False,503.8014184397163
20260621,日,8,1,0,0-1-8,non_consecutive,False,False,296.7195767195767
