dd_mod10,day_of_week,segment,machine_digit,n,avg_diff,plus_rate,hit104_rate,rank
3,日,A,8,76,233.0,44.7,28.9,7.0
3,日,A,0,76,116.0,42.1,31.6,8.0
3,日,A,7,76,20.0,40.8,22.4,9.0
3,日,A,4,72,-115.0,36.1,19.4,10.0
3,日,N,1,218,478.0,44.5,40.8,1.0
3,日,N,6,206,401.0,42.2,37.9,2.0
3,日,N,7,207,360.0,41.1,35.3,3.0
3,日,N,5,207,342.0,46.4,40.1,4.0
3,日,N,9,207,255.0,37.7,31.9,5.0
3,日,N,3,209,165.0,44.5,37.8,6.0
3,日,N,0,210,74.0,41.4,36.2,7.0
3,日,N,2,208,73.0,41.3,35.6,8.0
3,日,N,4,207,43.0,41.1,37.7,9.0
3,日,N,8,207,42.0,43.0,35.3,10.0
4,月,A,0,76,445.0,52.6,38.2,1.0
4,月,A,9,76,384.0,47.4,32.9,2.0
4,月,A,2,76,367.0,42.1,32.9,3.0
4,月,A,8,76,339.0,56.6,32.9,4.0
4,月,A,6,76,334.0,52.6,31.6,5.0
4,月,A,3,72,261.0,45.8,27.8,6.0
4,月,A,4,71,254.0,49.3,31.0,7.0
4,月,A,7,76,180.0,47.4,28.9,8.0
4,月,A,1,76,141.0,48.7,30.3,9.0
4,月,A,5,76,55.0,38.2,22.4,10.0
4,月,N,1,215,618.0,46.0,40.9,1.0
4,月,N,2,208,451.0,44.2,36.1,2.0
4,月,N,6,204,397.0,42.6,35.3,3.0
4,月,N,0,209,317.0,41.1,36.4,4.0
4,月,N,7,205,309.0,38.5,33.2,5.0
4,月,N,4,209,192.0,43.1,34.0,6.0
4,月,N,5,207,82.0,41.1,35.3,7.0
4,月,N,3,209,64.0,38.3,33.5,8.0
4,月,N,9,206,-10.0,35.9,29.1,9.0
4,月,N,8,206,-343.0,34.5,26.2,10.0
4,火,A,3,92,292.0,42.4,30.4,1.0
4,火,A,2,95,242.0,42.1,28.4,2.0
4,火,A,0,96,238.0,43.8,33.3,3.0
4,火,A,4,91,190.0,39.6,33.0,4.0
4,火,A,1,97,186.0,38.1,30.9,5.0
4,火,A,8,96,145.0,33.3,22.9,6.0
4,火,A,9,95,125.0,40.0,29.5,7.0
4,火,A,6,93,122.0,37.6,29.0,8.0
4,火,A,7,95,-4.0,40.0,21.1,9.0
4,火,A,5,95,-24.0,27.4,20.0,10.0
4,火,N,5,250,457.0,38.0,36.0,1.0
4,火,N,7,246,320.0,39.8,33.7,2.0
4,火,N,8,250,228.0,37.2,31.6,3.0
4,火,N,6,250,207.0,36.8,33.6,4.0
4,火,N,3,255,174.0,37.6,32.2,5.0
4,火,N,9,251,173.0,34.7,30.7,6.0
4,火,N,2,252,104.0,36.1,31.7,7.0
4,火,N,0,254,60.0,37.8,32.7,8.0
4,火,N,4,253,-8.0,39.1,30.8,9.0
4,火,N,1,260,-325.0,31.5,26.9,10.0
4,水,A,1,91,497.0,51.6,36.3,1.0
4,水,A,3,92,452.0,47.8,34.8,2.0
4,水,A,0,98,370.0,45.9,31.6,3.0
4,水,A,5,94,314.0,51.1,35.1,4.0
4,水,A,6,93,266.0,38.7,28.0,5.0
4,水,A,9,93,123.0,38.7,31.2,6.0
4,水,A,4,90,97.0,38.9,22.2,7.0
4,水,A,8,95,-33.0,33.7,23.2,8.0
4,水,A,7,95,-88.0,28.4,16.8,9.0
4,水,A,2,93,-214.0,29.0,12.9,10.0
4,水,N,1,271,297.0,38.7,33.9,1.0
4,水,N,0,256,292.0,42.2,37.9,2.0
4,水,N,5,255,256.0,38.8,33.7,3.0
4,水,N,6,256,187.0,37.5,32.8,4.0
4,水,N,8,251,132.0,41.0,35.1,5.0
4,水,N,4,256,124.0,38.7,33.2,6.0
4,水,N,9,254,119.0,34.6,29.5,7.0
4,水,N,3,259,112.0,38.2,34.0,8.0
4,水,N,2,254,57.0,39.4,33.9,9.0
4,水,N,7,252,49.0,36.1,29.4,10.0
4,木,A,9,114,495.0,59.6,40.4,1.0
4,木,A,2,112,346.0,46.4,28.6,2.0
4,木,A,0,113,298.0,43.4,33.6,3.0
4,木,A,3,108,278.0,47.2,29.6,4.0
4,木,A,4,105,263.0,41.9,22.9,5.0
4,木,A,1,111,254.0,47.7,26.1,6.0
4,木,A,7,111,225.0,40.5,27.9,7.0
4,木,A,5,112,130.0,42.0,24.1,8.0
4,木,A,6,113,101.0,38.9,23.9,9.0
4,木,A,8,113,65.0,33.6,20.4,10.0
4,木,N,7,304,511.0,42.8,36.5,1.0
4,木,N,3,309,395.0,44.0,38.2,2.0
4,木,N,9,305,341.0,45.6,38.7,3.0
4,木,N,8,302,304.0,40.7,37.1,4.0
4,木,N,6,305,245.0,40.3,33.1,5.0
4,木,N,5,302,28.0,35.4,29.5,6.0
4,木,N,4,305,19.0,36.4,30.2,7.0
4,木,N,2,312,13.0,35.6,31.1,8.0
4,木,N,1,315,-27.0,40.0,33.3,9.0
4,木,N,0,303,-64.0,34.0,30.7,10.0
4,金,A,7,56,539.0,55.4,39.3,1.0
4,金,A,2,57,237.0,45.6,35.1,2.0
4,金,A,6,56,129.0,39.3,21.4,3.0
4,金,A,9,55,129.0,43.6,34.5,4.0
4,金,A,1,57,111.0,38.6,28.1,5.0
4,金,A,5,56,70.0,39.3,25.0,6.0
4,金,A,3,53,42.0,47.2,26.4,7.0
4,金,A,4,54,-19.0,29.6,16.7,8.0
4,金,A,0,56,-88.0,30.4,23.2,9.0
4,金,A,8,55,-165.0,25.5,18.2,10.0
4,金,N,5,154,460.0,46.1,39.6,1.0
4,金,N,6,153,350.0,34.0,28.8,2.0
4,金,N,1,158,184.0,41.8,36.7,3.0
4,金,N,8,154,97.0,35.1,28.6,4.0
4,金,N,0,156,1.0,35.3,29.5,5.0
4,金,N,9,150,-53.0,32.7,30.7,6.0
4,金,N,2,156,-187.0,35.3,29.5,7.0
4,金,N,4,154,-234.0,31.2,25.3,8.0
4,金,N,3,155,-250.0,34.8,29.0,9.0
4,金,N,7,153,-278.0,34.0,28.8,10.0
4,土,A,6,95,668.0,57.9,35.8,1.0
4,土,A,2,99,403.0,49.5,32.3,2.0
4,土,A,5,95,364.0,50.5,30.5,3.0
4,土,A,3,94,353.0,47.9,33.0,4.0
4,土,A,1,99,306.0,44.4,22.2,5.0
4,土,A,8,99,294.0,45.5,29.3,6.0
4,土,A,0,99,138.0,42.4,27.3,7.0
4,土,A,7,99,88.0,45.5,20.2,8.0
4,土,A,9,99,85.0,40.4,25.3,9.0
4,土,A,4,94,39.0,35.1,20.2,10.0
4,土,N,6,257,730.0,44.7,39.3,1.0
4,土,N,4,261,512.0,45.2,39.1,2.0
4,土,N,8,256,420.0,46.9,41.4,3.0
4,土,N,5,260,380.0,45.8,40.8,4.0
4,土,N,0,259,313.0,40.9,34.7,5.0
4,土,N,2,259,298.0,39.4,33.2,6.0
4,土,N,7,255,64.0,41.2,36.9,7.0
4,土,N,9,256,35.0,42.2,34.8,8.0
4,土,N,3,261,-97.0,37.5,31.0,9.0
4,土,N,1,270,-224.0,37.4,31.5,10.0
4,日,A,9,114,304.0,44.7,29.8,1.0
4,日,A,1,114,287.0,44.7,33.3,2.0
4,日,A,6,114,229.0,40.4,29.8,3.0
4,日,A,7,114,220.0,43.9,27.2,4.0
4,日,A,0,114,199.0,45.6,31.6,5.0
4,日,A,4,108,167.0,38.0,25.9,6.0
4,日,A,3,108,163.0,46.3,26.9,7.0
4,日,A,2,113,143.0,41.6,29.2,8.0
4,日,A,5,114,135.0,38.6,28.1,9.0
4,日,A,8,114,101.0,43.0,24.6,10.0
4,日,N,7,310,360.0,45.5,38.7,1.0
4,日,N,4,315,350.0,42.5,37.1,2.0
4,日,N,8,308,295.0,42.2,34.7,3.0
4,日,N,0,316,193.0,42.1,37.7,4.0
4,日,N,6,311,190.0,39.5,32.2,5.0
4,日,N,9,311,135.0,42.8,35.0,6.0
4,日,N,5,309,30.0,35.9,29.8,7.0
4,日,N,1,330,-104.0,37.0,32.7,8.0
4,日,N,2,317,-139.0,42.9,32.8,9.0
4,日,N,3,317,-160.0,38.2,31.5,10.0
5,月,A,6,114,339.0,48.2,34.2,1.0
5,月,A,1,115,317.0,49.6,30.4,2.0
5,月,A,8,114,186.0,47.4,28.1,3.0
5,月,A,0,114,184.0,38.6,21.9,4.0
5,月,A,7,113,181.0,42.5,30.1,5.0
5,月,A,4,109,119.0,38.5,27.5,6.0
5,月,A,3,109,92.0,39.4,27.5,7.0
5,月,A,2,114,63.0,36.8,21.9,8.0
5,月,A,9,115,63.0,40.0,27.0,9.0
5,月,A,5,114,-89.0,31.6,21.1,10.0
5,月,N,6,306,454.0,44.4,38.9,1.0
5,月,N,2,310,389.0,40.3,34.8,2.0
5,月,N,8,303,369.0,44.2,38.3,3.0
5,月,N,5,306,334.0,40.5,35.0,4.0
5,月,N,3,312,289.0,39.1,32.4,5.0
5,月,N,7,304,242.0,43.4,37.8,6.0
5,月,N,0,312,205.0,38.5,35.3,7.0
5,月,N,9,306,172.0,39.9,35.0,8.0
5,月,N,1,325,112.0,36.6,31.4,9.0
5,月,N,4,311,46.0,36.3,31.2,10.0
5,火,A,6,76,618.0,51.3,34.2,1.0
5,火,A,7,76,495.0,48.7,35.5,2.0
5,火,A,4,72,465.0,55.6,37.5,3.0
5,火,A,8,75,465.0,52.0,32.0,4.0
5,火,A,0,76,447.0,53.9,30.3,5.0
5,火,A,5,76,336.0,46.1,30.3,6.0
5,火,A,3,72,322.0,45.8,31.9,7.0
5,火,A,2,73,299.0,47.9,35.6,8.0
5,火,A,9,76,271.0,51.3,30.3,9.0
5,火,A,1,76,220.0,51.3,26.3,10.0
5,火,N,2,205,962.0,49.3,44.4,1.0
5,火,N,8,206,678.0,47.1,40.8,2.0
5,火,N,3,210,528.0,44.8,39.0,3.0
5,火,N,9,207,518.0,45.4,41.1,4.0
5,火,N,4,205,506.0,44.4,35.1,5.0
5,火,N,6,206,425.0,49.0,37.4,6.0
5,火,N,7,206,409.0,40.3,33.0,7.0
5,火,N,1,214,360.0,45.3,39.7,8.0
5,火,N,5,205,296.0,40.0,32.7,9.0
5,火,N,0,209,217.0,42.1,34.0,10.0
5,水,A,0,97,216.0,47.4,27.8,1.0
5,水,A,3,91,164.0,41.8,20.9,2.0
5,水,A,4,92,155.0,37.0,23.9,3.0
5,水,A,7,96,135.0,38.5,20.8,4.0
5,水,A,8,97,87.0,37.1,23.7,5.0
5,水,A,6,94,-20.0,30.9,21.3,6.0
5,水,A,5,95,-34.0,33.7,20.0,7.0
5,水,A,2,95,-39.0,32.6,20.0,8.0
5,水,A,1,96,-43.0,32.3,20.8,9.0
5,水,A,9,97,-143.0,23.7,13.4,10.0
5,水,N,5,256,509.0,41.4,35.5,1.0
5,水,N,0,257,309.0,40.5,35.8,2.0
5,水,N,9,251,244.0,39.8,35.5,3.0
5,水,N,4,260,212.0,41.9,35.8,4.0
5,水,N,2,257,177.0,38.1,35.4,5.0
5,水,N,6,252,33.0,33.3,29.4,6.0
5,水,N,7,251,6.0,32.3,29.5,7.0
5,水,N,1,261,-39.0,34.9,29.9,8.0
5,水,N,8,252,-156.0,32.9,27.4,9.0
5,水,N,3,257,-302.0,29.2,26.5,10.0
5,木,A,4,92,403.0,41.3,30.4,1.0
5,木,A,2,97,311.0,41.2,29.9,2.0
5,木,A,9,94,233.0,36.2,26.6,3.0
5,木,A,8,97,175.0,42.3,23.7,4.0
5,木,A,7,97,165.0,42.3,25.8,5.0
5,木,A,1,97,149.0,38.1,25.8,6.0
5,木,A,3,92,107.0,43.5,23.9,7.0
5,木,A,5,95,11.0,34.7,17.9,8.0
5,木,A,0,97,1.0,39.2,19.6,9.0
5,木,A,6,93,-103.0,31.2,20.4,10.0
5,木,N,0,251,306.0,40.6,35.9,1.0
5,木,N,7,245,296.0,42.4,37.1,2.0
5,木,N,4,246,247.0,38.2,33.7,3.0
5,木,N,9,247,195.0,34.8,30.4,4.0
5,木,N,2,253,162.0,37.9,31.2,5.0
5,木,N,8,248,139.0,38.7,34.3,6.0
5,木,N,3,252,106.0,37.3,30.6,7.0
5,木,N,6,252,15.0,36.9,31.7,8.0
5,木,N,5,252,12.0,38.1,32.5,9.0
5,木,N,1,259,-29.0,35.1,28.2,10.0
5,金,A,1,114,387.0,43.0,33.3,1.0
5,金,A,9,114,294.0,44.7,28.9,2.0
5,金,A,4,107,281.0,43.9,30.8,3.0
5,金,A,0,114,238.0,36.8,26.3,4.0
5,金,A,5,114,209.0,42.1,30.7,5.0
5,金,A,8,114,178.0,41.2,22.8,6.0
5,金,A,2,113,120.0,39.8,26.5,7.0
5,金,A,6,112,74.0,35.7,23.2,8.0
5,金,A,7,113,40.0,36.3,23.9,9.0
5,金,A,3,106,28.0,38.7,24.5,10.0
5,金,N,6,306,470.0,44.8,40.2,1.0
5,金,N,9,303,294.0,39.9,34.7,2.0
5,金,N,4,307,214.0,36.5,31.9,3.0
5,金,N,3,309,124.0,40.5,35.3,4.0
5,金,N,1,321,86.0,36.8,30.5,5.0
5,金,N,5,301,52.0,38.2,33.6,6.0
5,金,N,7,305,47.0,35.7,31.1,7.0
5,金,N,8,308,-34.0,36.4,30.5,8.0
5,金,N,2,310,-38.0,36.8,30.6,9.0
5,金,N,0,311,-131.0,33.1,28.9,10.0
5,土,A,2,57,939.0,61.4,50.9,1.0
5,土,A,3,54,830.0,57.4,40.7,2.0
5,土,A,6,57,153.0,45.6,26.3,3.0
5,土,A,4,54,119.0,42.6,25.9,4.0
5,土,A,8,57,77.0,40.4,17.5,5.0
5,土,A,5,57,-9.0,36.8,26.3,6.0
5,土,A,1,57,-44.0,38.6,21.1,7.0
5,土,A,9,57,-112.0,36.8,21.1,8.0
5,土,A,7,57,-114.0,38.6,17.5,9.0
5,土,A,0,57,-267.0,26.3,15.8,10.0
5,土,N,1,165,487.0,47.3,38.8,1.0
5,土,N,7,155,262.0,41.3,39.4,2.0
5,土,N,9,155,192.0,43.9,38.7,3.0
5,土,N,0,159,187.0,42.1,40.3,4.0
5,土,N,5,156,86.0,40.4,34.0,5.0
5,土,N,8,156,-13.0,37.8,31.4,6.0
5,土,N,6,156,-35.0,39.7,31.4,7.0
5,土,N,4,158,-172.0,38.6,32.9,8.0
5,土,N,2,159,-198.0,42.1,30.8,9.0
5,土,N,3,158,-225.0,36.1,29.1,10.0
5,日,A,5,95,495.0,48.4,31.6,1.0
5,日,A,6,95,295.0,45.3,28.4,2.0
5,日,A,0,99,256.0,43.4,32.3,3.0
5,日,A,8,99,194.0,46.5,28.3,4.0
5,日,A,2,99,138.0,42.4,26.3,5.0
5,日,A,3,94,137.0,38.3,27.7,6.0
5,日,A,9,99,16.0,35.4,21.2,7.0
5,日,A,1,99,15.0,37.4,20.2,8.0
5,日,A,4,94,-59.0,38.3,18.1,9.0
5,日,A,7,99,-107.0,34.3,20.2,10.0
5,日,N,0,259,308.0,40.2,36.3,1.0
5,日,N,8,256,252.0,41.8,34.0,2.0
5,日,N,9,256,174.0,38.3,32.0,3.0
5,日,N,7,255,143.0,36.5,31.8,4.0
5,日,N,5,260,137.0,40.0,31.5,5.0
5,日,N,6,257,103.0,40.1,34.6,6.0
5,日,N,1,270,48.0,42.6,34.4,7.0
5,日,N,2,259,-4.0,37.1,31.3,8.0
5,日,N,4,261,-72.0,35.2,31.0,9.0
5,日,N,3,260,-79.0,40.4,32.7,10.0
6,月,A,5,91,222.0,41.8,28.6,1.0
6,月,A,0,96,167.0,45.8,33.3,2.0
6,月,A,3,90,167.0,40.0,24.4,3.0
6,月,A,4,91,158.0,40.7,24.2,4.0
6,月,A,2,93,125.0,36.6,19.4,5.0
6,月,A,1,97,88.0,42.3,33.0,6.0
6,月,A,8,95,13.0,38.9,24.2,7.0
6,月,A,9,94,6.0,36.2,20.2,8.0
6,月,A,7,93,-127.0,33.3,22.6,9.0
6,月,A,6,94,-153.0,28.7,16.0,10.0
6,月,N,8,244,524.0,43.0,38.9,1.0
6,月,N,4,254,402.0,41.3,38.6,2.0
6,月,N,5,248,315.0,39.9,35.1,3.0
6,月,N,0,248,264.0,40.7,37.1,4.0
6,月,N,7,240,188.0,36.7,32.1,5.0
6,月,N,3,248,154.0,35.9,29.0,6.0
6,月,N,2,253,85.0,39.9,34.4,7.0
6,月,N,9,246,35.0,34.1,30.5,8.0
6,月,N,6,244,-23.0,34.0,29.1,9.0
6,月,N,1,260,-92.0,25.8,23.1,10.0
6,火,A,5,112,465.0,46.4,32.1,1.0
6,火,A,2,112,356.0,41.1,32.1,2.0
6,火,A,4,105,283.0,44.8,32.4,3.0
6,火,A,0,113,280.0,38.1,28.3,4.0
6,火,A,8,112,229.0,41.1,29.5,5.0
6,火,A,6,112,220.0,37.5,24.1,6.0
6,火,A,3,109,205.0,36.7,27.5,7.0
6,火,A,1,114,168.0,43.0,28.1,8.0
6,火,A,9,113,103.0,38.1,24.8,9.0
6,火,A,7,112,85.0,34.8,22.3,10.0
6,火,N,3,305,391.0,41.6,37.0,1.0
6,火,N,6,301,295.0,41.2,33.9,2.0
6,火,N,5,300,262.0,41.3,33.3,3.0
6,火,N,1,325,259.0,39.7,33.8,4.0
6,火,N,7,300,234.0,40.3,36.0,5.0
6,火,N,0,300,161.0,37.0,31.3,6.0
6,火,N,8,303,123.0,34.3,30.4,7.0
6,火,N,2,308,119.0,41.6,37.0,8.0
6,火,N,4,306,69.0,37.3,33.3,9.0
6,火,N,9,302,-4.0,38.4,34.4,10.0
6,水,A,7,76,662.0,51.3,35.5,1.0
6,水,A,1,76,630.0,53.9,38.2,2.0
6,水,A,2,75,153.0,45.3,22.7,3.0
6,水,A,4,72,131.0,43.1,26.4,4.0
6,水,A,8,75,104.0,37.3,22.7,5.0
6,水,A,6,76,30.0,39.5,21.1,6.0
6,水,A,0,76,25.0,38.2,19.7,7.0
6,水,A,9,76,-26.0,35.5,19.7,8.0
6,水,A,3,72,-101.0,33.3,18.1,9.0
6,水,A,5,76,-134.0,32.9,18.4,10.0
6,水,N,1,216,1005.0,52.3,44.9,1.0
6,水,N,7,206,457.0,41.3,36.4,2.0
6,水,N,8,205,376.0,42.4,36.1,3.0
6,水,N,2,207,172.0,36.2,30.9,4.0
6,水,N,5,204,132.0,39.2,33.3,5.0
6,水,N,0,210,125.0,39.5,33.8,6.0
6,水,N,9,206,113.0,40.3,36.9,7.0
6,水,N,4,207,-6.0,34.3,28.5,8.0
6,水,N,6,204,-143.0,33.3,29.4,9.0
6,水,N,3,208,-345.0,31.7,26.9,10.0
6,木,A,0,95,375.0,45.3,29.5,1.0
6,木,A,1,96,217.0,43.8,33.3,2.0
6,木,A,2,93,147.0,41.9,26.9,3.0
6,木,A,9,93,76.0,40.9,23.7,4.0
6,木,A,4,89,70.0,32.6,23.6,5.0
6,木,A,7,96,65.0,31.2,24.0,6.0
6,木,A,8,96,-29.0,33.3,25.0,7.0
6,木,A,5,94,-105.0,29.8,16.0,8.0
6,木,A,6,93,-111.0,33.3,18.3,9.0
6,木,A,3,91,-121.0,26.4,16.5,10.0
6,木,N,2,257,347.0,36.2,32.3,1.0
6,木,N,0,255,327.0,40.4,35.7,2.0
6,木,N,7,248,227.0,39.9,34.3,3.0
6,木,N,1,254,104.0,39.4,34.6,4.0
6,木,N,5,243,14.0,34.6,28.8,5.0
6,木,N,4,254,4.0,33.9,29.9,6.0
6,木,N,6,245,4.0,36.7,32.2,7.0
6,木,N,8,247,-41.0,32.4,30.8,8.0
6,木,N,9,243,-100.0,35.0,29.2,9.0
6,木,N,3,248,-132.0,32.7,28.6,10.0
6,金,A,8,97,461.0,55.7,36.1,1.0
6,金,A,5,95,207.0,40.0,30.5,2.0
6,金,A,7,94,178.0,45.7,24.5,3.0
6,金,A,4,93,151.0,38.7,28.0,4.0
6,金,A,9,96,86.0,33.3,19.8,5.0
6,金,A,6,92,77.0,41.3,29.3,6.0
6,金,A,2,98,42.0,41.8,27.6,7.0
6,金,A,1,98,13.0,40.8,21.4,8.0
6,金,A,0,96,-19.0,38.5,19.8,9.0
6,金,A,3,92,-23.0,34.8,23.9,10.0
6,金,N,2,258,496.0,41.9,36.8,1.0
6,金,N,5,251,375.0,45.0,37.1,2.0
6,金,N,9,253,373.0,42.7,35.2,3.0
6,金,N,1,271,290.0,39.5,32.1,4.0
6,金,N,8,254,290.0,39.8,35.4,5.0
6,金,N,0,253,131.0,41.1,34.4,6.0
6,金,N,7,253,43.0,38.3,33.2,7.0
6,金,N,4,256,16.0,35.9,31.6,8.0
6,金,N,3,258,-136.0,33.3,30.2,9.0
6,金,N,6,252,-310.0,36.1,31.7,10.0
6,土,A,3,108,601.0,56.5,34.3,1.0
6,土,A,2,113,465.0,53.1,36.3,2.0
6,土,A,5,114,433.0,50.9,28.1,3.0
6,土,A,0,114,380.0,53.5,33.3,4.0
6,土,A,1,114,313.0,50.9,30.7,5.0
6,土,A,4,108,253.0,45.4,33.3,6.0
6,土,A,9,114,174.0,44.7,27.2,7.0
6,土,A,6,114,159.0,43.0,28.9,8.0
6,土,A,8,114,137.0,45.6,27.2,9.0
6,土,A,7,114,72.0,50.0,24.6,10.0
6,土,N,5,308,686.0,43.2,38.0,1.0
6,土,N,4,314,671.0,50.0,41.7,2.0
6,土,N,6,309,635.0,46.0,39.5,3.0
6,土,N,7,310,634.0,45.8,41.0,4.0
6,土,N,8,309,504.0,42.1,37.2,5.0
6,土,N,9,310,397.0,44.2,38.4,6.0
6,土,N,2,316,52.0,37.0,31.3,7.0
6,土,N,0,316,15.0,41.8,36.4,8.0
6,土,N,3,315,-3.0,39.4,32.1,9.0
6,土,N,1,328,-4.0,40.5,33.5,10.0
6,日,A,8,57,284.0,47.4,31.6,1.0
6,日,A,7,57,282.0,43.9,28.1,2.0
6,日,A,4,54,281.0,48.1,29.6,3.0
6,日,A,1,57,240.0,40.4,35.1,4.0
6,日,A,0,57,191.0,40.4,29.8,5.0
6,日,A,6,57,168.0,43.9,26.3,6.0
6,日,A,5,57,133.0,35.1,24.6,7.0
6,日,A,9,57,88.0,31.6,22.8,8.0
6,日,A,2,57,86.0,40.4,24.6,9.0
6,日,A,3,54,-128.0,29.6,18.5,10.0
6,日,N,1,165,713.0,49.1,43.0,1.0
6,日,N,7,154,364.0,43.5,38.3,2.0
6,日,N,8,155,212.0,43.2,32.3,3.0
6,日,N,6,156,194.0,35.3,32.1,4.0
6,日,N,0,159,126.0,37.7,32.7,5.0
6,日,N,4,158,84.0,38.0,36.1,6.0
6,日,N,9,155,65.0,33.5,29.0,7.0
6,日,N,3,158,4.0,35.4,30.4,8.0
6,日,N,5,156,-8.0,39.7,32.1,9.0
6,日,N,2,159,-220.0,39.0,33.3,10.0
7,月,A,1,57,395.0,49.1,31.6,1.0
7,月,A,0,57,316.0,49.1,22.8,2.0
7,月,A,9,57,270.0,50.9,26.3,3.0
7,月,A,7,57,263.0,54.4,31.6,4.0
7,月,A,5,57,198.0,45.6,29.8,5.0
7,月,A,4,54,107.0,44.4,22.2,6.0
7,月,A,6,57,88.0,40.4,21.1,7.0
7,月,A,8,57,-5.0,45.6,19.3,8.0
7,月,A,2,57,-88.0,38.6,22.8,9.0
7,月,A,3,54,-93.0,31.5,16.7,10.0
7,月,N,4,158,620.0,44.9,38.6,1.0
7,月,N,0,159,598.0,45.3,40.3,2.0
7,月,N,3,157,371.0,43.3,38.9,3.0
7,月,N,8,155,370.0,43.2,38.7,4.0
7,月,N,9,155,277.0,40.0,32.3,5.0
7,月,N,6,156,163.0,41.0,32.1,6.0
7,月,N,5,155,135.0,40.0,32.9,7.0
7,月,N,2,159,19.0,39.6,33.3,8.0
7,月,N,7,155,-41.0,45.2,38.7,9.0
7,月,N,1,165,-212.0,37.6,28.5,10.0
7,火,A,5,95,466.0,54.7,34.7,1.0
7,火,A,3,93,422.0,46.2,30.1,2.0
7,火,A,7,98,362.0,45.9,30.6,3.0
7,火,A,4,93,320.0,50.5,33.3,4.0
7,火,A,1,98,260.0,41.8,28.6,5.0
7,火,A,6,95,192.0,44.2,27.4,6.0
7,火,A,0,98,150.0,41.8,25.5,7.0
7,火,A,9,98,140.0,45.9,28.6,8.0
7,火,A,8,98,50.0,42.9,17.3,9.0
7,火,A,2,97,-45.0,37.1,19.6,10.0
7,火,N,7,256,462.0,40.6,35.9,1.0
7,火,N,2,261,461.0,41.4,38.7,2.0
7,火,N,6,257,414.0,43.6,38.1,3.0
7,火,N,8,257,354.0,45.1,37.4,4.0
7,火,N,9,257,328.0,43.2,37.0,5.0
7,火,N,3,262,77.0,39.7,35.1,6.0
7,火,N,1,271,69.0,41.3,32.5,7.0
7,火,N,0,261,-6.0,39.1,30.7,8.0
7,火,N,4,262,-11.0,37.0,31.3,9.0
7,火,N,5,259,-472.0,33.6,27.8,10.0
7,水,A,0,115,450.0,57.4,32.2,1.0
7,水,A,4,109,340.0,47.7,33.0,2.0
7,水,A,3,109,336.0,44.0,31.2,3.0
7,水,A,5,114,255.0,50.0,28.9,4.0
7,水,A,6,114,246.0,47.4,28.1,5.0
7,水,A,7,115,219.0,45.2,28.7,6.0
7,水,A,9,115,213.0,47.0,28.7,7.0
7,水,A,1,115,180.0,47.8,24.3,8.0
7,水,A,2,114,143.0,45.6,24.6,9.0
7,水,A,8,114,9.0,48.2,16.7,10.0
7,水,N,7,309,521.0,46.6,39.8,1.0
7,水,N,4,315,493.0,45.7,39.0,2.0
7,水,N,8,309,441.0,41.4,37.9,3.0
7,水,N,2,316,309.0,41.1,36.7,4.0
7,水,N,9,310,301.0,45.8,39.7,5.0
7,水,N,0,314,234.0,35.0,31.5,6.0
7,水,N,3,316,227.0,42.1,36.4,7.0
7,水,N,5,310,226.0,41.3,36.8,8.0
7,水,N,6,311,211.0,41.8,37.3,9.0
7,水,N,1,329,110.0,42.2,35.0,10.0
7,木,A,5,76,570.0,56.6,39.5,1.0
7,木,A,3,72,558.0,55.6,33.3,2.0
7,木,A,0,76,557.0,55.3,39.5,3.0
7,木,A,8,76,445.0,55.3,30.3,4.0
7,木,A,2,75,431.0,49.3,34.7,5.0
7,木,A,9,76,299.0,50.0,27.6,6.0
7,木,A,6,76,243.0,50.0,27.6,7.0
7,木,A,1,76,217.0,48.7,35.5,8.0
7,木,A,7,76,134.0,38.2,23.7,9.0
7,木,A,4,72,3.0,40.3,25.0,10.0
7,木,N,8,206,887.0,54.4,47.6,1.0
7,木,N,2,208,693.0,45.2,39.9,2.0
7,木,N,7,207,542.0,44.4,35.3,3.0
7,木,N,1,216,537.0,50.5,44.4,4.0
7,木,N,5,207,434.0,48.3,40.6,5.0
7,木,N,9,207,215.0,43.5,38.2,6.0
7,木,N,6,206,202.0,46.1,36.9,7.0
7,木,N,3,210,174.0,42.9,34.8,8.0
7,木,N,4,209,166.0,43.5,37.8,9.0
7,木,N,0,210,162.0,41.0,37.1,10.0
7,金,A,5,95,483.0,51.6,33.7,1.0
7,金,A,1,97,415.0,47.4,28.9,2.0
7,金,A,0,97,331.0,50.5,35.1,3.0
7,金,A,2,96,262.0,41.7,31.2,4.0
7,金,A,3,92,202.0,41.3,26.1,5.0
7,金,A,7,97,189.0,43.3,28.9,6.0
7,金,A,4,92,172.0,40.2,25.0,7.0
7,金,A,9,97,160.0,41.2,26.8,8.0
7,金,A,6,95,137.0,46.3,23.2,9.0
7,金,A,8,97,-53.0,40.2,20.6,10.0
7,金,N,9,258,360.0,42.2,36.4,1.0
7,金,N,1,270,282.0,40.0,33.3,2.0
7,金,N,8,258,280.0,43.4,36.4,3.0
7,金,N,0,261,226.0,42.9,34.5,4.0
7,金,N,4,262,63.0,39.7,34.4,5.0
7,金,N,6,257,50.0,39.3,33.5,6.0
7,金,N,3,262,29.0,40.1,32.4,7.0
7,金,N,7,255,-119.0,36.5,29.8,8.0
7,金,N,5,260,-490.0,33.1,26.5,9.0
