date,machine_number,machine_name,games,diff,payout,day_baseline,edge,edge_vs_excluded,pool_size,universe_size
20260101,770,ゴーゴージャグラー3,4224,-946,0.9253472222222222,578.3488372093024,-1524.3488372093025,-1594.275,43,43
20260101,773,ゴーゴージャグラー3,6632,1070,1.0537796542018496,578.3488372093024,491.65116279069764,421.725,43,43
20260101,774,ゴーゴージャグラー3,2259,-1186,0.8249963110520879,578.3488372093024,-1764.3488372093025,-1834.275,43,43
20260102,770,ゴーゴージャグラー3,3009,-1661,0.8159964550792068,-321.7674418604651,-1339.2325581395348,-1317.15,43,43
20260102,773,ゴーゴージャグラー3,5666,1517,1.089245793622779,-321.7674418604651,1838.7674418604652,1860.85,43,43
20260102,774,ゴーゴージャグラー3,3722,62,1.0055525703027046,-321.7674418604651,383.7674418604651,405.85,43,43
20260103,770,ゴーゴージャグラー3,6466,-2065,0.8935457263635427,-413.3488372093023,-1651.6511627906978,-1685.425,43,43
20260103,773,ゴーゴージャグラー3,3303,-396,0.9600363306085377,-413.3488372093023,17.348837209302303,-16.42500000000001,43,43
20260103,774,ゴーゴージャグラー3,4821,-130,0.9910115467053862,-413.3488372093023,283.3488372093023,249.575,43,43
20260104,770,ゴーゴージャグラー3,6308,-409,0.9783872331430987,-275.95348837209303,-133.04651162790697,-134.02499999999998,43,43
20260104,773,ゴーゴージャグラー3,1440,-306,0.9291666666666667,-275.95348837209303,-30.046511627906966,-31.024999999999977,43,43
20260104,779,ゴーゴージャグラー3,1321,-152,0.9616452182689882,-275.95348837209303,123.95348837209303,122.97500000000002,43,43
20260105,770,ゴーゴージャグラー3,8131,3688,1.1511909154265567,294.1860465116279,3393.813953488372,3522.975,43,43
20260105,773,ゴーゴージャグラー3,7865,-322,0.9863530408984954,294.1860465116279,-616.1860465116279,-487.025,43,43
20260105,779,ゴーゴージャグラー3,8583,2683,1.104198221290147,294.1860465116279,2388.813953488372,2517.975,43,43
20260106,770,ゴーゴージャグラー3,4321,-154,0.9881200339427602,93.97674418604652,-247.97674418604652,-288.45,43,43
20260106,773,ゴーゴージャグラー3,3972,-387,0.9675226586102719,93.97674418604652,-480.9767441860465,-521.45,43,43
20260106,779,ゴーゴージャグラー3,3376,-796,0.9214060031595577,93.97674418604652,-889.9767441860465,-930.45,43,43
20260107,770,ゴーゴージャグラー3,1996,-146,0.9756179024716098,-318.2325581395349,172.2325581395349,170.55,43,43
20260107,773,ゴーゴージャグラー3,2118,-222,0.9650613786591123,-318.2325581395349,96.23255813953489,94.55000000000001,43,43
20260107,779,ゴーゴージャグラー3,3092,-654,0.9294954721862871,-318.2325581395349,-335.7674418604651,-337.45,43,43
20260108,770,ゴーゴージャグラー3,1685,-651,0.8712166172106824,-261.3953488372093,-389.6046511627907,-407.875,43,43
20260108,773,ゴーゴージャグラー3,2776,-1667,0.7998318924111432,-261.3953488372093,-1405.6046511627906,-1423.875,43,43
20260108,779,ゴーゴージャグラー3,6121,803,1.0437292381419159,-261.3953488372093,1064.3953488372094,1046.125,43,43
20260109,770,ゴーゴージャグラー3,978,-993,0.6615541922290389,-165.1627906976744,-827.8372093023256,-856.425,43,43
20260109,773,ゴーゴージャグラー3,1219,-442,0.8791359037462401,-165.1627906976744,-276.8372093023256,-305.425,43,43
20260109,774,ゴーゴージャグラー3,1735,-204,0.960806916426513,-165.1627906976744,-38.83720930232559,-67.42500000000001,43,43
20260110,770,ゴーゴージャグラー3,899,-462,0.8286985539488321,238.53488372093022,-700.5348837209302,-735.625,43,43
20260110,773,ゴーゴージャグラー3,5124,494,1.032136351808483,238.53488372093022,255.46511627906978,220.375,43,43
20260110,774,ゴーゴージャグラー3,2816,-720,0.9147727272727273,238.53488372093022,-958.5348837209302,-993.625,43,43
20260111,770,ゴーゴージャグラー3,7689,496,1.0215025794424937,221.0,275.0,259.6,43,43
20260111,771,ゴーゴージャグラー3,5478,393,1.0239138371668492,221.0,172.0,156.6,43,43
20260111,773,ゴーゴージャグラー3,2020,-842,0.861056105610561,221.0,-1063.0,-1078.4,43,43
20260112,770,ゴーゴージャグラー3,3155,-181,0.9808769149498151,-162.30232558139534,-18.697674418604663,-64.2,43,43
20260112,773,ゴーゴージャグラー3,2251,-1771,0.7377461868799052,-162.30232558139534,-1608.6976744186047,-1654.2,43,43
20260112,774,ゴーゴージャグラー3,1974,-355,0.9400540357987166,-162.30232558139534,-192.69767441860466,-238.2,43,43
20260113,770,ゴーゴージャグラー3,580,-320,0.8160919540229885,-185.5581395348837,-134.4418604651163,-166.1,43,43
20260113,773,ゴーゴージャグラー3,2157,-826,0.8723535774996136,-185.5581395348837,-640.4418604651163,-672.1,43,43
20260113,774,ゴーゴージャグラー3,2394,-677,0.9057365636313005,-185.5581395348837,-491.4418604651163,-523.1,43,43
20260114,770,ゴーゴージャグラー3,913,-767,0.7199707922599489,-45.0,-722.0,-731.2,43,43
20260114,771,ゴーゴージャグラー3,2628,216,1.0273972602739727,-45.0,261.0,251.8,43,43
20260114,773,ゴーゴージャグラー3,2811,48,1.0056919245819993,-45.0,93.0,83.8,43,43
20260115,770,ゴーゴージャグラー3,8758,3252,1.1237725508106873,-148.04651162790697,3400.046511627907,3438.0,43,43
20260115,773,ゴーゴージャグラー3,2806,-1272,0.8488952245188881,-148.04651162790697,-1123.953488372093,-1086.0,43,43
20260115,774,ゴーゴージャグラー3,1009,-906,0.7006937561942518,-148.04651162790697,-757.953488372093,-720.0,43,43
20260116,770,ゴーゴージャグラー3,1966,-265,0.9550695150898609,-200.09302325581396,-64.90697674418604,-90.30000000000001,43,43
20260116,771,ゴーゴージャグラー3,1314,-477,0.8789954337899544,-200.09302325581396,-276.90697674418607,-302.3,43,43
20260116,773,ゴーゴージャグラー3,1181,-874,0.7533163985323172,-200.09302325581396,-673.9069767441861,-699.3,43,43
20260117,770,ゴーゴージャグラー3,4251,-761,0.9403277660158395,-58.74418604651163,-702.2558139534883,-683.25,43,43
20260117,771,ゴーゴージャグラー3,3441,71,1.006877845587523,-58.74418604651163,129.74418604651163,148.75,43,43
20260117,773,ゴーゴージャグラー3,7756,1274,1.0547533092659447,-58.74418604651163,1332.7441860465117,1351.75,43,43
20260118,770,ゴーゴージャグラー3,7395,1197,1.0539553752535498,1264.7674418604652,-67.76744186046517,-152.5,43,43
20260118,771,ゴーゴージャグラー3,7008,-1243,0.940877092846271,1264.7674418604652,-2507.767441860465,-2592.5,43,43
20260118,773,ゴーゴージャグラー3,8750,451,1.0171809523809523,1264.7674418604652,-813.7674418604652,-898.5,43,43
20260119,770,ゴーゴージャグラー3,1102,-245,0.925892316999395,-125.53488372093024,-119.46511627906976,-107.225,43,43
20260119,773,ゴーゴージャグラー3,3714,977,1.0876862322742775,-125.53488372093024,1102.5348837209303,1114.775,43,43
20260119,785,マイジャグラーV,2850,-619,0.9276023391812865,-125.53488372093024,-493.4651162790698,-481.225,43,43
20260120,770,ゴーゴージャグラー3,730,-338,0.845662100456621,-184.65116279069767,-153.34883720930233,-144.55,43,43
20260120,771,ゴーゴージャグラー3,2455,364,1.0494229463679565,-184.65116279069767,548.6511627906976,557.45,43,43
20260120,773,ゴーゴージャグラー3,550,-228,0.8618181818181818,-184.65116279069767,-43.34883720930233,-34.55000000000001,43,43
20260121,770,ゴーゴージャグラー3,1396,-117,0.9720630372492837,-238.27906976744185,121.27906976744185,117.30000000000001,43,43
20260121,773,ゴーゴージャグラー3,796,-199,0.9166666666666666,-238.27906976744185,39.279069767441854,35.30000000000001,43,43
20260121,781,ゴーゴージャグラー3,2648,-558,0.9297583081570997,-238.27906976744185,-319.72093023255815,-323.7,43,43
20260122,770,ゴーゴージャグラー3,1914,-422,0.9265064437478231,-213.06976744186048,-208.93023255813952,-229.425,43,43
20260122,771,ゴーゴージャグラー3,2749,-604,0.9267612465138838,-213.06976744186048,-390.93023255813955,-411.425,43,43
20260122,773,ゴーゴージャグラー3,1116,-433,0.8706690561529271,-213.06976744186048,-219.93023255813952,-240.425,43,43
20260123,770,ゴーゴージャグラー3,1322,-828,0.7912254160363086,-146.62790697674419,-681.3720930232558,-751.275,43,43
20260123,771,ゴーゴージャグラー3,4626,-880,0.9365902867848394,-146.62790697674419,-733.3720930232558,-803.275,43,43
20260123,773,ゴーゴージャグラー3,2671,-1528,0.8093098714588793,-146.62790697674419,-1381.3720930232557,-1451.275,43,43
20260124,770,ゴーゴージャグラー3,2293,-1012,0.8528855938363135,-264.0232558139535,-747.9767441860465,-773.2,43,43
20260124,773,ゴーゴージャグラー3,7090,-961,0.9548189938881053,-264.0232558139535,-696.9767441860465,-722.2,43,43
20260124,781,ゴーゴージャグラー3,4077,172,1.014062627749162,-264.0232558139535,436.0232558139535,410.8,43,43
20260125,770,ゴーゴージャグラー3,4614,-570,0.9588209796272215,-87.32558139534883,-482.6744186046512,-533.425,43,43
20260125,771,ゴーゴージャグラー3,1814,-935,0.8281881661153988,-87.32558139534883,-847.6744186046511,-898.425,43,43
20260125,781,ゴーゴージャグラー3,1085,-787,0.7582181259600614,-87.32558139534883,-699.6744186046511,-750.425,43,43
20260126,770,ゴーゴージャグラー3,1732,-30,0.9942263279445728,-89.55813953488372,59.55813953488372,77.525,43,43
20260126,771,ゴーゴージャグラー3,3979,983,1.0823489989109492,-89.55813953488372,1072.5581395348838,1090.525,43,43
20260126,781,ゴーゴージャグラー3,1554,-503,0.8921063921063921,-89.55813953488372,-413.4418604651163,-395.475,43,43
20260127,770,ゴーゴージャグラー3,2107,-636,0.8993830090175605,-177.74418604651163,-458.25581395348837,-428.875,43,43
20260127,771,ゴーゴージャグラー3,3171,952,1.1000735835172921,-177.74418604651163,1129.7441860465117,1159.125,43,43
20260127,773,ゴーゴージャグラー3,2371,326,1.0458315759876282,-177.74418604651163,503.74418604651163,533.125,43,43
20260128,770,ゴーゴージャグラー3,6313,1000,1.052801098262844,197.46511627906978,802.5348837209302,827.1,43,43
20260128,771,ゴーゴージャグラー3,1874,-326,0.9420135183208822,197.46511627906978,-523.4651162790698,-498.9,43,43
20260128,773,ゴーゴージャグラー3,2457,901,1.1222357889024557,197.46511627906978,703.5348837209302,728.1,43,43
20260129,770,ゴーゴージャグラー3,3257,-1,0.999897656329956,-309.0,308.0,309.125,43,43
20260129,773,ゴーゴージャグラー3,3437,-572,0.9445252642808651,-309.0,-263.0,-261.875,43,43
20260129,782,ゴーゴージャグラー3,1167,-309,0.9117395029991431,-309.0,0.0,1.125,43,43
20260130,770,ゴーゴージャグラー3,3512,1006,1.0954821564160973,-308.69767441860466,1314.6976744186047,1343.225,43,43
20260130,771,ゴーゴージャグラー3,4535,-100,0.9926497611172364,-308.69767441860466,208.69767441860466,237.22500000000002,43,43
20260130,773,ゴーゴージャグラー3,2925,-691,0.9212535612535613,-308.69767441860466,-382.30232558139534,-353.775,43,43
20260131,770,ゴーゴージャグラー3,852,-509,0.8008607198748043,-382.5813953488372,-126.41860465116281,-187.39999999999998,43,43
20260131,771,ゴーゴージャグラー3,3413,-1464,0.8570172868444184,-382.5813953488372,-1081.4186046511627,-1142.4,43,43
20260131,781,ゴーゴージャグラー3,5320,-1614,0.8988721804511278,-382.5813953488372,-1231.4186046511627,-1292.4,43,43
