date,machine_number,machine_name,games,diff,payout,day_baseline,edge,edge_vs_excluded,pool_size,universe_size
20251001,3272,マイジャグラーV,8142,3800,1.1555719315483501,188.95348837209303,3611.046511627907,3627.810650887574,172,172
20251001,3330,アイムジャグラーEX-TP,8389,100,1.0039734573052013,188.95348837209303,-88.95348837209303,-72.18934911242604,172,172
20251001,3301,ハッピージャグラーVIII,1408,-500,0.8816287878787878,188.95348837209303,-688.953488372093,-672.189349112426,172,172
20251002,3272,マイジャグラーV,2960,0,1.0,113.95348837209302,-113.95348837209302,-114.20118343195266,172,172
20251002,3330,アイムジャグラーEX-TP,3277,-300,0.9694842844064693,113.95348837209302,-413.95348837209303,-414.20118343195264,172,172
20251002,3301,ハッピージャグラーVIII,9165,600,1.021822149481724,113.95348837209302,486.04651162790697,485.79881656804736,172,172
20251003,3272,マイジャグラーV,3773,-400,0.9646611891509851,211.04651162790697,-611.046511627907,-621.301775147929,172,172
20251003,3330,アイムジャグラーEX-TP,1011,-500,0.8351467194197164,211.04651162790697,-711.046511627907,-721.301775147929,172,172
20251003,3301,ハッピージャグラーVIII,1746,-200,0.9618174875906834,211.04651162790697,-411.04651162790697,-421.301775147929,172,172
20251004,3330,アイムジャグラーEX-TP,8039,1000,1.0414645270970684,131.97674418604652,868.0232558139535,870.4142011834319,172,172
20251004,3337,アイムジャグラーEX-TP,8125,700,1.0287179487179487,131.97674418604652,568.0232558139535,570.4142011834319,172,172
20251004,3301,ハッピージャグラーVIII,2320,-900,0.8706896551724138,131.97674418604652,-1031.9767441860465,-1029.585798816568,172,172
20251005,3135,マイジャグラーV,6551,-1100,0.9440289014399837,124.4186046511628,-1224.4186046511627,-1230.1775147928995,172,172
20251005,3330,アイムジャグラーEX-TP,8714,1600,1.0612041924871853,124.4186046511628,1475.5813953488373,1469.8224852071005,172,172
20251005,3301,ハッピージャグラーVIII,5161,-1100,0.9289543370147905,124.4186046511628,-1224.4186046511627,-1230.1775147928995,172,172
20251006,3135,マイジャグラーV,728,-600,0.7252747252747253,49.41860465116279,-649.4186046511628,-650.2958579881657,172,172
20251006,3330,アイムジャグラーEX-TP,824,800,1.3236245954692556,49.41860465116279,750.5813953488372,749.7041420118343,172,172
20251006,3301,ハッピージャグラーVIII,5644,-200,0.9881880463028585,49.41860465116279,-249.41860465116278,-250.29585798816566,172,172
20251007,3330,アイムジャグラーEX-TP,4367,-2500,0.8091748721471643,118.6046511627907,-2618.6046511627906,-2640.828402366864,172,172
20251007,3337,アイムジャグラーEX-TP,6956,-1800,0.9137435307648074,118.6046511627907,-1918.6046511627908,-1940.8284023668639,172,172
20251007,3159,ファンキージャグラー2,6461,900,1.046432440798638,118.6046511627907,781.3953488372093,759.1715976331361,172,172
20251008,3129,マイジャグラーV,3244,-300,0.969173859432799,241.86046511627907,-541.8604651162791,-549.112426035503,172,172
20251008,3330,アイムジャグラーEX-TP,690,0,1.0,241.86046511627907,-241.86046511627907,-249.11242603550295,172,172
20251008,3159,ファンキージャグラー2,1626,-200,0.9589995899959,241.86046511627907,-441.8604651162791,-449.11242603550295,172,172
20251009,3129,マイジャグラーV,668,-400,0.8003992015968064,217.4418604651163,-617.4418604651163,-605.9171597633136,172,172
20251009,3337,アイムジャグラーEX-TP,3052,-1200,0.8689384010484927,217.4418604651163,-1417.4418604651164,-1405.9171597633135,172,172
20251009,3159,ファンキージャグラー2,6437,4200,1.2174926207860806,217.4418604651163,3982.5581395348836,3994.0828402366865,172,172
20251010,3129,マイジャグラーV,1159,-800,0.7699165947656025,154.06976744186048,-954.0697674418604,-967.4556213017752,172,172
20251010,3328,アイムジャグラーEX-TP,804,-400,0.8341625207296849,154.06976744186048,-554.0697674418604,-567.4556213017752,172,172
20251010,3159,ファンキージャグラー2,3973,-600,0.9496602063931537,154.06976744186048,-754.0697674418604,-767.4556213017752,172,172
20251011,3129,マイジャグラーV,6927,-700,0.966315384245224,-197.67441860465115,-502.3255813953489,-505.91715976331363,172,172
20251011,3328,アイムジャグラーEX-TP,7138,-200,0.99066031568133,-197.67441860465115,-2.3255813953488484,-5.917159763313606,172,172
20251011,3159,ファンキージャグラー2,5488,-300,0.9817784256559767,-197.67441860465115,-102.32558139534885,-105.9171597633136,172,172
20251013,3332,アイムジャグラーEX-TP,3768,-500,0.9557678697806087,347.09302325581393,-847.0930232558139,-866.2721893491124,172,172
20251013,3338,アイムジャグラーEX-TP,5574,-1400,0.9162779571821552,347.09302325581393,-1747.093023255814,-1766.2721893491125,172,172
20251013,3159,ファンキージャグラー2,2843,-300,0.9648258881463243,347.09302325581393,-647.0930232558139,-666.2721893491124,172,172
20251014,3337,アイムジャグラーEX-TP,4464,1700,1.1269414575866188,165.11627906976744,1534.8837209302326,1549.7041420118344,172,172
20251014,3338,アイムジャグラーEX-TP,3251,1600,1.1640520865374757,165.11627906976744,1434.8837209302326,1449.7041420118344,172,172
