date,machine_number,machine_name,games,diff,payout,day_baseline,edge,edge_vs_excluded,pool_size,universe_size
20251001,641,マイジャグラーV,7405,997,1.0448795858654063,-114.60227272727273,1111.6022727272727,1144.2,88,88
20251001,642,マイジャグラーV,5211,-676,0.9567581398324058,-114.60227272727273,-561.3977272727273,-528.8,88,88
20251001,674,マイジャグラーV,7963,2106,1.0881577294989326,-114.60227272727273,2220.6022727272725,2253.2,88,88
20251004,641,マイジャグラーV,7349,-1685,0.9235723681226471,478.8068181818182,-2163.806818181818,-2186.4117647058824,88,88
20251004,642,マイジャグラーV,9470,1809,1.063674762407603,478.8068181818182,1330.1931818181818,1307.5882352941176,88,88
20251004,674,マイジャグラーV,8838,-609,0.977031002489251,478.8068181818182,-1087.8068181818182,-1110.4117647058824,88,88
20251007,641,マイジャグラーV,7393,853,1.0384598043194013,46.36363636363637,806.6363636363636,821.2588235294118,88,88
20251007,642,マイジャグラーV,7019,432,1.020515742983331,46.36363636363637,385.6363636363636,400.25882352941176,88,88
20251007,674,マイジャグラーV,7535,97,1.0042910860429108,46.36363636363637,50.63636363636363,65.25882352941176,88,88
20251014,641,マイジャグラーV,8506,-626,0.9754682968884709,376.2134831460674,-1002.2134831460673,-1040.8488372093022,89,89
20251014,642,マイジャグラーV,4851,-1244,0.9145193430907717,376.2134831460674,-1620.2134831460673,-1658.8488372093022,89,89
20251014,674,マイジャグラーV,7719,-324,0.9860085503303537,376.2134831460674,-700.2134831460673,-738.8488372093022,89,89
20251017,641,マイジャグラーV,6510,-1138,0.9417306707629288,16.280898876404493,-1154.2808988764045,-1167.906976744186,89,89
20251017,642,マイジャグラーV,9295,-626,0.9775506544737314,16.280898876404493,-642.2808988764045,-655.9069767441861,89,89
20251017,674,マイジャグラーV,6166,641,1.0346523948534976,16.280898876404493,624.7191011235955,611.0930232558139,89,89
20251024,641,マイジャグラーV,5894,-909,0.9485917882592467,175.25842696629215,-1084.258426966292,-1066.2209302325582,89,89
20251024,674,マイジャグラーV,9179,2271,1.0824708573918727,175.25842696629215,2095.741573033708,2113.779069767442,89,89
20251024,675,ネオアイムジャグラーEX,7996,715,1.0298065699516425,175.25842696629215,539.7415730337078,557.7790697674418,89,89
20251027,641,マイジャグラーV,7215,1376,1.0635712635712635,309.2022471910112,1066.7977528089887,1105.7674418604652,89,89
20251027,674,マイジャグラーV,8611,2365,1.0915495683815275,309.2022471910112,2055.7977528089887,2094.767441860465,89,89
20251027,675,ネオアイムジャグラーEX,8947,538,1.0200439625945381,309.2022471910112,228.79775280898878,267.7674418604651,89,89
20251030,641,マイジャグラーV,7052,-1721,0.9186519190773303,-51.80898876404494,-1669.191011235955,-1668.5116279069766,89,89
20251030,674,マイジャグラーV,8501,1668,1.065404070109399,-51.80898876404494,1719.808988764045,1720.4883720930234,89,89
20251030,675,ネオアイムジャグラーEX,5893,-44,0.9975111714463488,-51.80898876404494,7.8089887640449405,8.488372093023258,89,89
20251101,674,マイジャグラーV,8854,2953,1.1111738573902568,-48.03370786516854,3001.0337078651687,3005.2441860465115,89,89
20251101,675,ネオアイムジャグラーEX,6769,-1509,0.9256906485448367,-48.03370786516854,-1460.9662921348315,-1456.7558139534883,89,89
20251101,732,アイムジャグラーEX-TP,6430,-1226,0.9364437532400207,-48.03370786516854,-1177.9662921348315,-1173.7558139534883,89,89
20251104,674,マイジャグラーV,9237,556,1.0200642344195445,170.69662921348313,385.3033707865169,377.74418604651163,89,89
