date,machine_number,machine_name,games,diff,payout,day_baseline,edge,edge_vs_excluded,pool_size,universe_size
20251001,569,スマスロ北斗の拳,1005,-1279,0.575787728026534,157.06993006993008,-1436.06993006993,-1422.4142857142856,143,143
20251001,573,スマスロ北斗の拳,1047,-476,0.848455905762496,157.06993006993008,-633.06993006993,-619.4142857142857,143,143
20251001,638,かぐや様は告らせたい,1679,4138,1.821520746476077,157.06993006993008,3980.9300699300697,3994.5857142857144,143,143
20251004,569,スマスロ北斗の拳,4978,-1894,0.8731753046738985,847.4825174825174,-2741.4825174825173,-2794.807142857143,143,143
20251004,573,スマスロ北斗の拳,4820,-100,0.9930843706777317,847.4825174825174,-947.4825174825174,-1000.8071428571428,143,143
20251004,638,かぐや様は告らせたい,3319,-2929,0.7058350908908305,847.4825174825174,-3776.4825174825173,-3829.807142857143,143,143
20251007,584,東京喰種,2780,-3221,0.61378896882494,484.4965986394558,-3705.496598639456,-3741.5555555555557,147,147
20251007,638,かぐや様は告らせたい,7408,-897,0.9596382289416847,484.4965986394558,-1381.496598639456,-1417.5555555555557,147,147
20251007,559,からくりサーカス,2146,379,1.0588692140416278,484.4965986394558,-105.49659863945578,-141.55555555555554,147,147
20251014,518,マギアレコード 魔法少女まどか☆マギカ外伝,1768,-1950,0.6323529411764706,4.7482993197278915,-1954.748299319728,-1999.4305555555557,147,147
20251014,594,戦国乙女4 戦乱に閃く炯眼の軍師,3420,-2035,0.8016569200779727,4.7482993197278915,-2039.748299319728,-2084.4305555555557,147,147
20251014,559,からくりサーカス,2202,-2435,0.6313957008779897,4.7482993197278915,-2439.7482993197277,-2484.4305555555557,147,147
20251017,518,マギアレコード 魔法少女まどか☆マギカ外伝,6381,-2809,0.8532622890873949,126.421768707483,-2935.421768707483,-2919.2083333333335,147,147
20251017,594,戦国乙女4 戦乱に閃く炯眼の軍師,5755,7438,1.4308137851143934,126.421768707483,7311.578231292517,7327.791666666667,147,147
20251017,559,からくりサーカス,1529,-1915,0.5825158055373882,126.421768707483,-2041.421768707483,-2025.2083333333333,147,147
20251024,572,新鬼武者3,5535,-838,0.9495332731105088,461.1917808219178,-1299.1917808219177,-1294.979020979021,146,146
20251024,594,戦国乙女4 戦乱に閃く炯眼の軍師,5782,18,1.00103770321688,461.1917808219178,-443.1917808219178,-438.97902097902096,146,146
20251024,559,からくりサーカス,3857,2806,1.2425028087460028,461.1917808219178,2344.8082191780823,2349.020979020979,146,146
20251027,601,モンキーターンV,679,-794,0.6102110947471773,105.6917808219178,-899.6917808219177,-897.2587412587412,146,146
20251027,572,新鬼武者3,3867,-1526,0.8684596155503835,105.6917808219178,-1631.6917808219177,-1629.2587412587413,146,146
20251027,594,戦国乙女4 戦乱に閃く炯眼の軍師,7554,2985,1.1317182949430764,105.6917808219178,2879.3082191780823,2881.7412587412587,146,146
20251030,601,モンキーターンV,2094,-465,0.9259789875835721,260.23972602739724,-725.2397260273972,-755.3636363636364,146,146
20251030,572,新鬼武者3,4716,-3044,0.784845914616907,260.23972602739724,-3304.2397260273974,-3334.3636363636365,146,146
20251030,594,戦国乙女4 戦乱に閃く炯眼の軍師,1493,-18,0.9959812458137978,260.23972602739724,-278.23972602739724,-308.3636363636364,146,146
20251101,601,モンキーターンV,2173,3371,1.517103850283786,-198.25342465753425,3569.253424657534,3608.3006993006993,146,146
20251101,594,戦国乙女4 戦乱に閃く炯眼の軍師,3594,3515,1.3260063068076424,-198.25342465753425,3713.253424657534,3752.3006993006993,146,146
20251101,587,モンスターハンターライズ,1742,-1897,0.6370072713356295,-198.25342465753425,-1698.7465753424658,-1659.6993006993007,146,146
20251104,601,モンキーターンV,3147,6485,1.6868975744094905,851.9933333333333,5633.006666666666,5638.727891156463,150,150
20251104,587,モンスターハンターライズ,2244,-44,0.9934640522875817,851.9933333333333,-895.9933333333333,-890.2721088435375,150,150
20251104,594,戦国乙女4 戦乱に閃く炯眼の軍師,3400,-3044,0.7015686274509804,851.9933333333333,-3895.9933333333333,-3890.2721088435374,150,150
20251107,544,スマスロ北斗の拳,5262,1668,1.1056632459141011,228.98666666666668,1439.0133333333333,1438.6054421768708,150,150
20251107,601,モンキーターンV,4020,-203,0.983167495854063,228.98666666666668,-431.9866666666667,-432.3945578231293,150,150
20251107,587,モンスターハンターライズ,1779,-838,0.8429829492224096,228.98666666666668,-1066.9866666666667,-1067.3945578231292,150,150
20251114,569,革命機ヴァルヴレイヴ2,5407,-35,0.9978423031872264,-0.26666666666666666,-34.733333333333334,-46.97278911564626,150,150
20251114,573,革命機ヴァルヴレイヴ2,6920,-1068,0.9485549132947977,-0.26666666666666666,-1067.7333333333333,-1079.9727891156463,150,150
20251114,601,モンキーターンV,3406,-697,0.9317870424740654,-0.26666666666666666,-696.7333333333333,-708.9727891156463,150,150
20251117,569,革命機ヴァルヴレイヴ2,2444,4182,1.5703764320785598,153.56,4028.44,4060.4149659863947,150,150
20251117,522,主役は銭形5,2257,-609,0.9100575985821887,153.56,-762.56,-730.5850340136054,150,150
20251117,615,ToLOVEるダークネス TRANCE ver.8.7,2050,1588,1.2582113821138212,153.56,1434.44,1466.4149659863945,150,150
20251124,569,革命機ヴァルヴレイヴ2,4269,-647,0.9494807527133599,-34.72666666666667,-612.2733333333333,-607.6802721088435,150,150
20251124,531,新鬼武者3,3314,5718,1.5751357875678937,-34.72666666666667,5752.7266666666665,5757.319727891157,150,150
20251124,615,ToLOVEるダークネス TRANCE ver.8.7,4033,-4500,0.6280684354078849,-34.72666666666667,-4465.2733333333335,-4460.680272108843,150,150
20251127,569,革命機ヴァルヴレイヴ2,3248,-2412,0.7524630541871922,330.08,-2742.08,-2766.8231292517007,150,150
20251127,604,モンキーターンV,1792,1706,1.3173363095238095,330.08,1375.92,1351.1768707482993,150,150
20251127,531,新鬼武者3,2018,-1941,0.6793855302279485,330.08,-2271.08,-2295.8231292517007,150,150
20251130,569,革命機ヴァルヴレイヴ2,5462,-2647,0.8384596606859515,311.1,-2958.1,-2963.4897959183672,150,150
20251130,604,モンキーターンV,6615,-521,0.9737465356512975,311.1,-832.1,-837.4897959183673,150,150
20251130,531,新鬼武者3,3401,3309,1.3243163775360187,311.1,2997.9,2992.5102040816328,150,150
20251201,569,革命機ヴァルヴレイヴ2,3711,1753,1.157459804185754,-310.96,2063.96,2073.0884353741494,150,150
20251201,604,モンキーターンV,1171,-312,0.9111870196413322,-310.96,-1.0400000000000205,8.08843537414964,150,150
20251201,531,新鬼武者3,854,-1032,0.5971896955503513,-310.96,-721.04,-711.9115646258504,150,150
20251204,569,革命機ヴァルヴレイヴ2,5310,-3574,0.7756434400502197,-84.08666666666667,-3489.9133333333334,-3526.591836734694,150,150
20251204,531,新鬼武者3,4586,-1682,0.8777438581189126,-84.08666666666667,-1597.9133333333334,-1634.591836734694,150,150
20251204,587,モンスターハンターライズ,2637,-388,0.9509543673366199,-84.08666666666667,-303.9133333333333,-340.59183673469386,150,150
20251207,604,モンキーターンV,3910,-571,0.9513213981244671,170.90666666666667,-741.9066666666666,-770.1088435374149,150,150
20251207,640,かぐや様は告らせたい,5283,-3406,0.7850968515363745,170.90666666666667,-3576.9066666666668,-3605.108843537415,150,150
20251207,587,モンスターハンターライズ,1644,344,1.0697485806974858,170.90666666666667,173.09333333333333,144.89115646258503,150,150
20251214,503,東京リベンジャーズ,7482,-3632,0.8381894324155752,579.4900662251656,-4211.490066225166,-4244.918918918919,151,151
20251214,640,かぐや様は告らせたい,7063,-1353,0.9361461135494832,579.4900662251656,-1932.4900662251657,-1965.918918918919,151,151
20251214,596,戦国乙女4 戦乱に閃く炯眼の軍師,7409,1776,1.079902820893508,579.4900662251656,1196.5099337748343,1163.081081081081,151,151
20251217,566,革命機ヴァルヴレイヴ2,1270,-326,0.9144356955380577,370.04605263157896,-696.046052631579,-687.5033557046979,152,152
20251217,503,東京リベンジャーズ,9423,4147,1.1466977961724858,370.04605263157896,3776.953947368421,3785.496644295302,152,152
20251217,640,かぐや様は告らせたい,2385,-1438,0.7990216631726066,370.04605263157896,-1808.046052631579,-1799.503355704698,152,152
20251224,570,革命機ヴァルヴレイヴ2,3732,-3221,0.7123079671311182,421.8486842105263,-3642.8486842105262,-3689.3825503355706,152,152
20251224,505,東京リベンジャーズ,6661,-247,0.9876394935695341,421.8486842105263,-668.8486842105262,-715.3825503355704,152,152
20251224,632,ゴッドイーター リザレクション,1813,-2200,0.595513881228167,421.8486842105263,-2621.8486842105262,-2668.3825503355706,152,152
20251227,574,東京喰種,3846,-2765,0.7603570809499046,-81.22368421052632,-2683.7763157894738,-2645.8993288590605,152,152
20251227,585,東京喰種,2942,2956,1.3349195558576932,-81.22368421052632,3037.2236842105262,3075.1006711409395,152,152
20251227,603,モンキーターンV,3757,5209,1.4621595244432615,-81.22368421052632,5290.223684210527,5328.10067114094,152,152
20251230,566,革命機ヴァルヴレイヴ2,396,-547,0.5395622895622896,-369.07894736842104,-177.92105263157896,-144.46979865771812,152,152
20251230,585,東京喰種,2535,2718,1.357396449704142,-369.07894736842104,3087.078947368421,3120.530201342282,152,152
20251230,603,モンキーターンV,3113,1706,1.1826748045829318,-369.07894736842104,2075.078947368421,2108.530201342282,152,152
20260101,566,革命機ヴァルヴレイヴ2,4728,4550,1.3207839819514946,268.38157894736844,4281.618421052632,4327.10067114094,152,152
20260101,585,東京喰種,6447,-718,0.9628767902383537,268.38157894736844,-986.3815789473684,-940.8993288590605,152,152
20260101,521,主役は銭形5,735,3750,2.7006802721088436,268.38157894736844,3481.6184210526317,3527.1006711409395,152,152
20260104,566,革命機ヴァルヴレイヴ2,6378,-3688,0.8072541026445071,168.90131578947367,-3856.9013157894738,-3805.006711409396,152,152
20260104,585,東京喰種,3773,8853,1.7821362311158229,168.90131578947367,8684.098684210527,8735.993288590604,152,152
20260104,521,主役は銭形5,5139,3074,1.1993902834533308,168.90131578947367,2905.0986842105262,2956.993288590604,152,152
20260107,585,東京喰種,4594,5538,1.4018284719198955,24.913333333333334,5513.086666666667,5533.3877551020405,150,150
20260107,599,モンキーターンV,3206,-2788,0.7101268454980245,24.913333333333334,-2812.9133333333334,-2792.612244897959,150,150
20260107,602,モンキーターンV,4526,309,1.022757401679187,24.913333333333334,284.08666666666664,304.38775510204084,150,150
20260114,579,東京喰種,5770,4182,1.2415944540727903,534.0533333333333,3647.9466666666667,3714.115646258503,150,150
20260114,585,東京喰種,4154,7862,1.6308778687209116,534.0533333333333,7327.946666666667,7394.115646258503,150,150
20260114,510,東京リベンジャーズ,6577,-715,0.9637626070650246,534.0533333333333,-1249.0533333333333,-1182.8843537414966,150,150
20260117,570,北斗の拳 転生の章2,6743,-1121,0.9445845073903801,147.92666666666668,-1268.9266666666667,-1290.938775510204,150,150
20260117,585,東京喰種,4812,-600,0.9584372402327515,147.92666666666668,-747.9266666666667,-769.9387755102041,150,150
20260117,589,主役は銭形5,3238,-1071,0.8897467572575664,147.92666666666668,-1218.9266666666667,-1240.938775510204,150,150
20260124,579,東京喰種,3820,-3279,0.7138743455497382,56.906666666666666,-3335.9066666666668,-3369.700680272109,150,150
20260124,585,東京喰種,5468,3053,1.1861131431358205,56.906666666666666,2996.0933333333332,2962.299319727891,150,150
20260124,530,革命機ヴァルヴレイヴ2,3989,-4571,0.6180329238739868,56.906666666666666,-4627.906666666667,-4661.700680272109,150,150
20260127,579,東京喰種,5670,1494,1.0878306878306878,67.37333333333333,1426.6266666666666,1407.5578231292518,150,150
20260127,585,東京喰種,3133,-2224,0.7633790828811575,67.37333333333333,-2291.3733333333334,-2310.4421768707484,150,150
20260127,533,革命機ヴァルヴレイヴ2,2711,-1871,0.7699495880978728,67.37333333333333,-1938.3733333333334,-1957.4421768707482,150,150
20260130,579,東京喰種,2906,-26,0.9970176646019729,465.22,-491.22,-512.2993197278911,150,150
20260130,533,革命機ヴァルヴレイヴ2,1694,-2153,0.5763478945297127,465.22,-2618.2200000000003,-2639.299319727891,150,150
20260130,597,モンキーターンV,3661,476,1.0433397068196304,465.22,10.779999999999973,-10.299319727891145,150,150
20260201,579,東京喰種,3137,10271,2.091382424822017,12.706666666666667,10258.293333333333,10317.56462585034,150,150
20260201,543,スマスロ北斗の拳,1980,-382,0.9356902356902357,12.706666666666667,-394.70666666666665,-335.4353741496599,150,150
20260201,601,モンキーターンV,1301,-1138,0.7084294132718422,12.706666666666667,-1150.7066666666667,-1091.4353741496598,150,150
20260204,570,北斗の拳 転生の章2,5340,7226,1.4510611735330836,142.77333333333334,7083.2266666666665,7152.761904761905,150,150
