hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,share_of_total_diff,excess_vs_hall_day,hit104_lift
蒲田1,20250101,atype,A,148,617818,20600,139.1891891891892,0.4391891891891892,0.30405405405405406,0.40211399840538914,0.07145334720776969,-629.6108108108108,-0.08527927927927925
蒲田1,20250101,atype,N,227,918607,267700,1179.295154185022,0.5110132158590308,0.44493392070484583,0.5978860015946109,0.9285466527922304,410.4951541850221,0.05560058737151252
蒲田1,20250101,dd,1,375,1536425,288300,768.8,0.4826666666666667,0.3893333333333333,1.0,1.0,0.0,0.0
蒲田1,20250101,event_type,x_day,375,1536425,288300,768.8,0.4826666666666667,0.3893333333333333,1.0,1.0,0.0,0.0
蒲田1,20250101,kakuban_bin,1631-1640,3,2624,-700,-233.33333333333334,0.3333333333333333,0.3333333333333333,0.0017078607807084628,-0.002428026361429067,-1002.1333333333333,-0.055999999999999994
蒲田1,20250101,kakuban_bin,2001-2010,10,45851,17500,1750.0,0.5,0.4,0.02984265421351514,0.060700659035726676,981.2,0.010666666666666713
蒲田1,20250101,kakuban_bin,2011-2020,8,26774,-2000,-250.0,0.375,0.25,0.01742616788974405,-0.00693721817551162,-1018.8,-0.1393333333333333
蒲田1,20250101,kakuban_bin,2021-2030,10,42106,19700,1970.0,0.4,0.4,0.027405177603853102,0.06833159902878945,1201.2,0.010666666666666713
蒲田1,20250101,kakuban_bin,2031-2040,10,45209,23000,2300.0,0.8,0.7,0.02942480108043022,0.07977800901838362,1531.2,0.31066666666666665
蒲田1,20250101,kakuban_bin,2041-2050,9,39914,39100,4344.444444444444,0.6666666666666666,0.6666666666666666,0.02597848902484664,0.13562261533125217,3575.644444444444,0.2773333333333333
蒲田1,20250101,kakuban_bin,2051-2060,10,41814,6200,620.0,0.5,0.5,0.027215126023073043,0.021505376344086023,-148.79999999999995,0.11066666666666669
蒲田1,20250101,kakuban_bin,2061-2070,10,63773,25000,2500.0,0.8,0.8,0.04150739541468018,0.08671522719389525,1731.2,0.41066666666666674
蒲田1,20250101,kakuban_bin,2071-2080,9,46301,7600,844.4444444444445,0.6666666666666666,0.5555555555555556,0.030135541923621393,0.026361429066944154,75.6444444444445,0.16622222222222227
蒲田1,20250101,kakuban_bin,2081-2090,10,30289,-1400,-140.0,0.5,0.3,0.019713946336462892,-0.004856052722858134,-908.8,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2091-2100,10,45015,7800,780.0,0.4,0.4,0.029298533934295524,0.027055150884495317,11.200000000000045,0.010666666666666713
蒲田1,20250101,kakuban_bin,2101-2110,10,59880,32900,3290.0,0.9,0.8,0.038973591291472084,0.11411723898716615,2521.2,0.41066666666666674
蒲田1,20250101,kakuban_bin,2111-2120,10,36863,-1600,-160.0,0.3,0.2,0.023992710350326244,-0.005549774540409296,-928.8,-0.1893333333333333
蒲田1,20250101,kakuban_bin,2121-2130,10,63088,7700,770.0,0.6,0.6,0.041061555233740665,0.026708289975719737,1.2000000000000455,0.21066666666666667
蒲田1,20250101,kakuban_bin,2131-2140,10,44612,-2000,-200.0,0.4,0.2,0.029036236718355923,-0.00693721817551162,-968.8,-0.1893333333333333
蒲田1,20250101,kakuban_bin,2141-2150,10,46414,15300,1530.0,0.5,0.3,0.030209089281936965,0.053069719042663895,761.2,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2151-2160,10,63319,8600,860.0,0.6,0.4,0.04121190425826187,0.029830038154699964,91.20000000000005,0.010666666666666713
蒲田1,20250101,kakuban_bin,2161-2170,10,45614,18900,1890.0,0.6,0.6,0.029688400019525846,0.06555671175858481,1121.2,0.21066666666666667
蒲田1,20250101,kakuban_bin,2171-2180,10,50492,6300,630.0,0.3,0.3,0.03286330279707763,0.021852237252861603,-138.79999999999995,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2181-2190,10,50879,8500,850.0,0.5,0.3,0.03311518622776901,0.029483177245924384,81.20000000000005,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2191-2200,10,28738,-1900,-190.0,0.4,0.2,0.01870446002896334,-0.0065903572667360385,-958.8,-0.1893333333333333
蒲田1,20250101,kakuban_bin,2201-2210,10,49848,26900,2690.0,0.7,0.6,0.032444147940836686,0.09330558446063128,1921.2,0.21066666666666667
蒲田1,20250101,kakuban_bin,2211-2220,10,40583,-8900,-890.0,0.4,0.3,0.026413915420537937,-0.030870620881026708,-1658.8,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2221-2230,10,30659,2400,240.0,0.4,0.3,0.019954765120328035,0.008324661810613945,-528.8,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2231-2240,10,24033,-4700,-470.0,0.1,0.0,0.01564215630440796,-0.016302462712452306,-1238.8,-0.3893333333333333
蒲田1,20250101,kakuban_bin,2241-2250,10,58022,7500,750.0,0.7,0.4,0.03776429047952227,0.026014568158168574,-18.799999999999955,0.010666666666666713
蒲田1,20250101,kakuban_bin,2251-2260,10,43842,-1900,-190.0,0.5,0.4,0.028535073303285224,-0.0065903572667360385,-958.8,0.010666666666666713
蒲田1,20250101,kakuban_bin,2261-2270,10,26871,2200,220.0,0.5,0.4,0.017489301462811396,0.007630939993062782,-548.8,0.010666666666666713
蒲田1,20250101,kakuban_bin,2271-2280,10,32057,-1000,-100.0,0.4,0.3,0.02086466960639146,-0.00346860908775581,-868.8,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2281-2290,10,26301,-4100,-410.0,0.2,0.1,0.017118310363343475,-0.01422129725979882,-1178.8,-0.28933333333333333
蒲田1,20250101,kakuban_bin,2291-2300,10,40336,-800,-80.0,0.2,0.2,0.026253152610768504,-0.002774887270204648,-848.8,-0.1893333333333333
蒲田1,20250101,kakuban_bin,2301-2310,10,33694,0,0.0,0.3,0.3,0.02193013000960021,0.0,-768.8,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2311-2320,10,61390,6000,600.0,0.7,0.5,0.03995639227427307,0.02081165452653486,-168.79999999999995,0.11066666666666669
蒲田1,20250101,kakuban_bin,2321-2330,10,34710,7400,740.0,0.5,0.3,0.022591405372862326,0.025667707249392994,-28.799999999999955,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2331-2340,9,16980,-2000,-222.22222222222223,0.3333333333333333,0.3333333333333333,0.011051629594675953,-0.00693721817551162,-991.0222222222221,-0.055999999999999994
蒲田1,20250101,kakuban_bin,2341-2350,10,20530,9300,930.0,0.6,0.5,0.013362188196625283,0.03225806451612903,161.20000000000005,0.11066666666666669
蒲田1,20250101,kakuban_bin,2351-2360,10,33948,3200,320.0,0.3,0.3,0.022095448850415738,0.011099549080818592,-448.79999999999995,-0.08933333333333332
蒲田1,20250101,kakuban_bin,2361-2370,8,19906,-1800,-225.0,0.375,0.375,0.012956050571944612,-0.006243496357960458,-993.8,-0.014333333333333309
蒲田1,20250101,kakuban_bin,2371-2380,8,20068,5100,637.5,0.375,0.25,0.013061490147582863,0.01768990634755463,-131.29999999999995,-0.1393333333333333
蒲田1,20250101,kakuban_bin,2381-2390,1,3078,9000,9000.0,1.0,1.0,0.0020033519371267716,0.031217481789802288,8231.2,0.6106666666666667
蒲田1,20250101,machine_category,at_smart,126,580156,180300,1430.952380952381,0.5476190476190477,0.49206349206349204,0.3776012496542298,0.6253902185223725,662.152380952381,0.10273015873015873
蒲田1,20250101,machine_category,hana_oki,31,122931,1300,41.935483870967744,0.5161290322580645,0.41935483870967744,0.08001106464682624,0.004509191814082553,-726.8645161290322,0.030021505376344126
蒲田1,20250101,machine_category,juggler,117,494887,19300,164.95726495726495,0.4188034188034188,0.27350427350427353,0.3221029337585629,0.06694415539368713,-603.8427350427351,-0.11582905982905978
蒲田1,20250101,machine_category,other,101,338451,87400,865.3465346534654,0.46534653465346537,0.38613861386138615,0.22028475194038108,0.3031564342698578,96.54653465346541,-0.0031947194719471605
