hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,share_of_total_diff,excess_vs_hall_day,hit104_lift
みとや,20250101,atype,A,96,468558,-5542,-57.729166666666664,0.3958333333333333,0.22916666666666666,0.45281935758830333,0.19496235840427778,50.354483523447406,-0.040795310519645106
みとや,20250101,atype,N,167,566199,-22884,-137.02994011976048,0.32335329341317365,0.2934131736526946,0.5471806424116966,0.8050376415957222,-28.94628992964641,0.02345119646638283
みとや,20250101,dd,1,263,1034757,-28426,-108.08365019011407,0.34980988593155893,0.26996197718631176,1.0,1.0,0.0,0.0
みとや,20250101,event_type,weekday,263,1034757,-28426,-108.08365019011407,0.34980988593155893,0.26996197718631176,1.0,1.0,0.0,0.0
みとや,20250101,kakuban_bin,501-510,8,34189,-1236,-154.5,0.375,0.375,0.033040607601591485,0.043481319918384574,-46.41634980988593,0.10503802281368824
みとや,20250101,kakuban_bin,511-520,10,44945,13538,1353.8,0.4,0.4,0.04343531863036442,-0.4762541335397172,1461.883650190114,0.13003802281368826
みとや,20250101,kakuban_bin,521-530,10,37275,3938,393.8,0.3,0.3,0.036022950315871265,-0.1385351438823612,501.88365019011405,0.030038022813688225
みとや,20250101,kakuban_bin,531-540,10,30785,-10390,-1039.0,0.1,0.1,0.029750946357453973,0.3655104481812425,-930.9163498098859,-0.16996197718631176
みとや,20250101,kakuban_bin,541-550,10,56256,-321,-32.1,0.4,0.4,0.054366387470681524,0.01129247871666784,75.98365019011408,0.13003802281368826
みとや,20250101,kakuban_bin,551-560,10,25829,1250,125.0,0.3,0.3,0.024961416061935315,-0.043973826778301556,233.08365019011407,0.030038022813688225
みとや,20250101,kakuban_bin,561-570,10,39452,1217,121.7,0.3,0.3,0.03812682591178412,-0.042812917751354394,229.7836501901141,0.030038022813688225
みとや,20250101,kakuban_bin,571-580,10,32072,-13581,-1358.1,0.2,0.2,0.030994716633953673,0.47776683318089075,-1250.016349809886,-0.06996197718631175
