hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,share_of_total_diff,excess_vs_hall_day,hit104_lift
レイトギャップ,20250320,kakuban_bin,901-910,10,32045,-8149,-814.9,0.3,0.2,0.017283243478804902,0.15907316311392208,-692.0510791366906,-0.10935251798561152
レイトギャップ,20250320,kakuban_bin,911-920,10,36190,-12650,-1265.0,0.2,0.1,0.019518819831422982,0.24693526977434216,-1142.1510791366907,-0.20935251798561152
レイトギャップ,20250320,kakuban_bin,921-930,10,26086,1671,167.1,0.5,0.4,0.014069299091530806,-0.03261888029983603,289.94892086330935,0.09064748201438849
レイトギャップ,20250320,kakuban_bin,931-940,10,39241,-2020,-202.0,0.4,0.4,0.021164355042964055,0.03943156086515187,-79.15107913669065,0.09064748201438849
レイトギャップ,20250320,kakuban_bin,941-950,10,38286,2066,206.6,0.6,0.5,0.020649282566064114,-0.040329507300694935,329.44892086330935,0.19064748201438847
レイトギャップ,20250320,kakuban_bin,951-960,10,31748,-8564,-856.4,0.1,0.0,0.01712305863520356,0.16717420160849536,-733.5510791366906,-0.30935251798561153
レイトギャップ,20250320,kakuban_bin,961-970,10,30323,-8467,-846.7,0.2,0.1,0.01635449499166176,0.16528070586398064,-723.8510791366907,-0.20935251798561152
レイトギャップ,20250320,kakuban_bin,971-980,10,24180,-1965,-196.5,0.4,0.4,0.013041311509361914,0.03835792925743734,-73.65107913669065,0.09064748201438849
レイトギャップ,20250320,kakuban_bin,981-990,10,29708,9688,968.8,0.6,0.6,0.01602279910339635,-0.18911532755524324,1091.6489208633093,0.29064748201438845
レイトギャップ,20250320,kakuban_bin,991-1000,10,44298,9112,911.2,0.6,0.6,0.023891812127448887,-0.17787147653626922,1034.0489208633094,0.29064748201438845
レイトギャップ,20250320,machine_category,at_smart,145,687640,-43926,-302.93793103448274,0.3310344827586207,0.27586206896551724,0.3708737570842691,0.8574607636448817,-180.0890101711734,-0.03349044902009429
レイトギャップ,20250320,machine_category,hana_oki,40,155564,14315,357.875,0.575,0.5,0.08390234010100814,-0.27943702662606384,480.72392086330933,0.19064748201438847
レイトギャップ,20250320,machine_category,juggler,88,486956,19074,216.75,0.5,0.3068181818181818,0.2626362649856427,-0.3723354415553994,339.59892086330933,-0.002534336167429707
レイトギャップ,20250320,machine_category,other,144,523948,-40691,-282.5763888888889,0.3819444444444444,0.2916666666666667,0.2825876378290801,0.7943117045365815,-159.72746802557958,-0.017685851318944845
レイトギャップ,20250320,machine_name, サラリーマン金太郎,1,5028,-2300,-2300.0,0.0,0.0,0.00271181614016012,0.04489732177715312,-2177.1510791366904,-0.30935251798561153
レイトギャップ,20250320,machine_name,A‐SLOT+ この素晴らしい世界に祝福を！,1,2988,1219,1219.0,1.0,1.0,0.0016115566083529115,-0.023795580541891154,1341.8489208633093,0.6906474820143884
レイトギャップ,20250320,machine_name,D4DJ Pachi‐Slot Mix,1,1684,-204,-204.0,0.0,0.0,0.0009082534566486958,0.003982197235886624,-81.15107913669065,-0.30935251798561153
レイトギャップ,20250320,machine_name,HEY！エリートサラリーマン鏡,2,6741,-2045,-1022.5,0.0,0.0,0.0036357105411335263,0.03991957523229484,-899.6510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,Re:ゼロから始める異世界生活 season2,8,18087,-569,-71.125,0.375,0.375,0.009755095172449501,0.011107206996173968,51.723920863309345,0.06564748201438847
レイトギャップ,20250320,machine_name,Sister Quest,3,20204,-3228,-1076.0,0.3333333333333333,0.3333333333333333,0.010896884108153355,0.06301241508550012,-953.1510791366907,0.023980815347721784
レイトギャップ,20250320,machine_name,ToLOVEるダークネス,4,11552,-1190,-297.5,0.25,0.25,0.006230489270312193,0.02322948387600531,-174.65107913669067,-0.05935251798561153
レイトギャップ,20250320,machine_name,ありふれた職業で世界最強,1,7927,2267,2267.0,1.0,1.0,0.0042753712297234035,-0.044253142812524404,2389.8489208633096,0.6906474820143884
レイトギャップ,20250320,machine_name,かぐや様は告らせたい,8,60021,5863,732.875,0.375,0.375,0.03237190066598062,-0.11444912938236902,855.7239208633093,0.06564748201438847
レイトギャップ,20250320,machine_name,からくりサーカス,22,149571,-17702,-804.6363636363636,0.3181818181818182,0.2727272727272727,0.0806700580548706,0.34555321308659326,-681.7874427730543,-0.03662524525833882
レイトギャップ,20250320,machine_name,とある魔術の禁書目録,1,1179,-648,-648.0,0.0,0.0,0.0006358852882356367,0.012649332396345749,-525.1510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,にゃんこ大戦争 超神速,4,12503,-5093,-1273.25,0.0,0.0,0.006743404375581142,0.09941828687436557,-1150.4010791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,ひぐらしのなく頃に 業,1,3189,-362,-362.0,0.0,0.0,0.0017199645328103863,0.007066448036230187,-239.15107913669067,-0.30935251798561153
レイトギャップ,20250320,machine_name,アイムジャグラーEX-TP,45,242967,10972,243.82222222222222,0.5111111111111111,0.3333333333333333,0.1310425282669618,-0.2141797454517061,366.6711430855316,0.023980815347721784
レイトギャップ,20250320,machine_name,ウルトラミラクルジャグラー,4,18867,-970,-242.5,0.25,0.0,0.010175782640493434,0.018934957445147185,-119.65107913669065,-0.30935251798561153
レイトギャップ,20250320,machine_name,ガメラ2,1,1638,1161,1161.0,1.0,1.0,0.0008834436828922587,-0.022663387210119467,1283.8489208633093,0.6906474820143884
レイトギャップ,20250320,machine_name,ガールズ&パンツァー 最終章,1,2331,662,662.0,1.0,1.0,0.0012572083179620604,-0.01292262044194581,784.8489208633093,0.6906474820143884
レイトギャップ,20250320,machine_name,キン肉マン～7人の悪魔超人編～,6,15950,-3180,-530.0,0.16666666666666666,0.16666666666666666,0.008602519378590676,0.06207542750058562,-407.15107913669067,-0.14268585131894487
レイトギャップ,20250320,machine_name,ギャグダー,1,1948,3478,3478.0,1.0,1.0,0.0010506399842943345,-0.0678925587569298,3600.8489208633096,0.6906474820143884
レイトギャップ,20250320,machine_name,クランキークレスト,2,7886,1964,982.0,0.5,0.5,0.00425325817050571,-0.038338408682751624,1104.8489208633093,0.19064748201438847
レイトギャップ,20250320,machine_name,グランベルム,1,3814,-21,-21.0,0.0,0.0,0.002057053850153281,0.0004099320684000937,101.84892086330935,-0.30935251798561153
レイトギャップ,20250320,machine_name,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.,1,2710,-676,-676.0,0.0,0.0,0.0014616192799987919,0.013195908487545873,-553.1510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,ゴジラ対エヴァンゲリオン,4,11904,14427,3606.75,0.5,0.5,0.006420337973839712,-0.2816233309908644,3729.5989208633096,0.19064748201438847
レイトギャップ,20250320,machine_name,ゴッドイーター リザレクション,6,35978,-12713,-2118.8333333333335,0.0,0.0,0.019404479134980272,0.24816506597954244,-1995.9844124700242,-0.30935251798561153
レイトギャップ,20250320,machine_name,ゴブリンスレイヤー,1,2806,335,335.0,1.0,0.0,0.0015133961991426604,-0.006539392519715781,457.84892086330933,-0.30935251798561153
レイトギャップ,20250320,machine_name,ゴーゴージャグラー3,14,90681,15497,1106.9285714285713,0.7142857142857143,0.5714285714285714,0.04890815421755367,-0.3025103459045834,1229.7774922918807,0.26207605344295987
レイトギャップ,20250320,machine_name,ゴールデンカムイ,1,1093,-956,-956.0,0.0,0.0,0.0005895017981692544,0.018661669399547123,-833.1510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,シャーマンキング,1,5265,1847,1847.0,1.0,1.0,0.002839640409296546,-0.036054501444522526,1969.8489208633093,0.6906474820143884
レイトギャップ,20250320,machine_name,シン・エヴァンゲリオン,3,11586,-1404,-468.0,0.3333333333333333,0.3333333333333333,0.006248826929175647,0.027406886858749122,-345.15107913669067,0.023980815347721784
レイトギャップ,20250320,machine_name,ジャグラーガールズ,4,17905,-3746,-936.5,0.0,0.0,0.00965693476323925,0.07312407277270243,-813.6510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,ストライクウィッチーズ2,1,1804,-555,-555.0,0.0,0.0,0.0009729746055785316,0.010833918950573906,-432.15107913669067,-0.30935251798561153
レイトギャップ,20250320,machine_name,スマスロ北斗の拳,18,77252,7747,430.3888888888889,0.4444444444444444,0.3888888888888889,0.04166531830939729,-0.15122589209026313,553.2378097521982,0.07953637090327736
レイトギャップ,20250320,machine_name,スマスロ炎炎ノ消防隊,8,24078,72,9.0,0.375,0.25,0.012986298532771555,-0.0014054813773717498,131.84892086330933,-0.05935251798561153
レイトギャップ,20250320,machine_name,スマスロ真・北斗無双,4,8034,-4113,-1028.25,0.25,0.25,0.004333080920852507,0.08028812368236121,-905.4010791366907,-0.05935251798561153
レイトギャップ,20250320,machine_name,スーパーブラックジャック,4,29672,-14639,-3659.75,0.0,0.0,0.016003382758717398,0.28576169282423675,-3536.9010791366904,-0.30935251798561153
レイトギャップ,20250320,machine_name,ソードアート・オンライン,2,4767,-860,-430.0,0.5,0.0,0.0025710476412377273,0.016787694229718122,-307.15107913669067,-0.30935251798561153
レイトギャップ,20250320,machine_name,ゾンビランドサガ,3,6143,-1693,-564.3333333333334,0.6666666666666666,0.6666666666666666,0.0033131834822998445,0.03304833294292184,-441.48441247002404,0.3573141486810551
レイトギャップ,20250320,machine_name,ダンジョンに出会いを求めるのは間違っているだろうか2,2,3212,857,428.5,0.5,0.5,0.001732369419688605,-0.016729132505660965,551.3489208633093,0.19064748201438847
レイトギャップ,20250320,machine_name,ダンベル何キロ持てる？,4,18732,-1976,-494.0,0.25,0.25,0.01010297134794737,0.03857265557898024,-371.15107913669067,-0.05935251798561153
レイトギャップ,20250320,machine_name,ディスクアップ ULTRAREMIX,3,20052,-1437,-479.0,0.3333333333333333,0.3333333333333333,0.010814903986175562,0.02805106582337784,-356.15107913669067,0.023980815347721784
レイトギャップ,20250320,machine_name,ディスクアップ2,3,14826,-2582,-860.6666666666666,0.3333333333333333,0.3333333333333333,0.007996297950281213,0.050402123838525804,-737.8177458033573,0.023980815347721784
レイトギャップ,20250320,machine_name,ニューゲッターマウス,1,2061,401,401.0,1.0,1.0,0.00111158573286993,-0.007827750448973218,523.8489208633093,0.6906474820143884
レイトギャップ,20250320,machine_name,ハイパーラッシュ,4,12056,-1776,-444.0,0.5,0.25,0.006502318095817503,0.0346685406418365,-321.15107913669067,-0.05935251798561153
レイトギャップ,20250320,machine_name,ハッピージャグラーVIII,6,28991,-16,-2.6666666666666665,0.6666666666666666,0.16666666666666666,0.01563609023854058,0.00031232919497149996,120.18225419664267,-0.14268585131894487
レイトギャップ,20250320,machine_name,バイオハザード RE:2,6,9792,803,133.83333333333334,0.5,0.5,0.005281245752674602,-0.015675021472632153,256.6822541966427,0.19064748201438847
レイトギャップ,20250320,machine_name,バイオハザード5,3,24815,2870,956.6666666666666,0.6666666666666666,0.3333333333333333,0.013383794255782296,-0.056024049348012805,1079.515587529976,0.023980815347721784
レイトギャップ,20250320,machine_name,バキ 強くなりたくば喰らえ!!!,1,3457,-1139,-1139.0,0.0,0.0,0.0018645084320870198,0.022233934567033653,-1016.1510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,6,26735,-10274,-1712.3333333333333,0.16666666666666666,0.16666666666666666,0.014419332638659669,0.20055438432107442,-1589.484412470024,-0.14268585131894487
レイトギャップ,20250320,machine_name,バンドリ！,3,7348,-4016,-1338.6666666666667,0.3333333333333333,0.0,0.003963091686136946,0.07839462793784649,-1215.8177458033574,-0.30935251798561153
レイトギャップ,20250320,machine_name,バーサスリヴァイズ,3,12557,1953,651.0,0.6666666666666666,0.3333333333333333,0.006772528892599568,-0.038123682361208715,773.8489208633093,0.023980815347721784
レイトギャップ,20250320,machine_name,ファミスタ回胴版!!,2,4050,30,15.0,0.5,0.5,0.0021843387763819584,-0.0005856172405715624,137.84892086330933,0.19064748201438847
レイトギャップ,20250320,machine_name,ファンキージャグラー2,10,53934,-528,-52.8,0.5,0.2,0.029088920386514703,0.010306863434059498,70.04892086330935,-0.10935251798561152
レイトギャップ,20250320,machine_name,マイジャグラーV,5,33611,-2135,-427.0,0.2,0.2,0.01812785447233926,0.04167642695400953,-304.15107913669067,-0.10935251798561152
レイトギャップ,20250320,machine_name,マクロスフロンティア4,1,7333,195,195.0,1.0,0.0,0.003955001542520716,-0.0038065120637151557,317.84892086330933,-0.30935251798561153
レイトギャップ,20250320,machine_name,マジカルハロウィン8,3,9049,2631,877.0,1.0,0.6666666666666666,0.004880513972217368,-0.05135863199812603,999.8489208633093,0.3573141486810551
レイトギャップ,20250320,machine_name,モンキーターンV,10,77466,-7629,-762.9,0.3,0.2,0.0417807376916555,0.14892246427734832,-640.0510791366906,-0.10935251798561152
レイトギャップ,20250320,machine_name,モンスターハンターライズ,8,50171,-972,-121.5,0.5,0.25,0.0270593730246566,0.018973998594518624,1.3489208633093455,-0.05935251798561153
レイトギャップ,20250320,machine_name,モンスターハンターワールド:アイスボーン,1,4408,2648,2648.0,1.0,1.0,0.0023774235373559684,-0.05169048176778324,2770.8489208633096,0.6906474820143884
レイトギャップ,20250320,machine_name,ラブ嬢3～Wご指名はいかがですか?～,1,2966,-302,-302.0,0.0,0.0,0.0015996910643824415,0.005895213555087062,-179.15107913669067,-0.30935251798561153
レイトギャップ,20250320,machine_name,ルパン三世 大航海者の秘宝,4,17591,-2464,-616.0,0.5,0.5,0.00948758109020618,0.048098696025610996,-493.15107913669067,0.19064748201438847
レイトギャップ,20250320,machine_name,ワンパンマン,1,1028,-525,-525.0,0.0,0.0,0.0005544445091655933,0.010248301710002343,-402.15107913669067,-0.30935251798561153
レイトギャップ,20250320,machine_name,一方通行 とある魔術の禁書目録,3,9389,-213,-71.0,0.6666666666666666,0.3333333333333333,0.005063890560851903,0.004157882408058093,51.848920863309345,0.023980815347721784
レイトギャップ,20250320,machine_name,主役は銭形4,4,7673,-1544,-386.0,0.25,0.25,0.004138378131155251,0.030139767314749745,-263.15107913669067,-0.05935251798561153
レイトギャップ,20250320,machine_name,乃木坂46,1,838,-500,-500.0,0.0,0.0,0.00045196935669335333,0.009760287342859374,-377.15107913669067,-0.30935251798561153
レイトギャップ,20250320,machine_name,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,1,2286,-676,-676.0,0.0,0.0,0.001232937887113372,0.013195908487545873,-553.1510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,今日から俺は!! パチスロ編,1,4274,-2416,-2416.0,0.0,0.0,0.002305151587717652,0.0471617084406965,-2293.1510791366904,-0.30935251798561153
レイトギャップ,20250320,machine_name,南国育ち,4,12541,-1971,-492.75,0.5,0.5,0.00676389940607559,0.038475052705551654,-369.90107913669067,0.19064748201438847
レイトギャップ,20250320,machine_name,回胴黙示録カイジ 狂宴,1,6518,-1314,-1314.0,0.0,0.0,0.0035154370727055813,0.025650035137034434,-1191.1510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,忍魂参 ～奥義皆伝ノ章～,1,1635,-523,-523.0,0.0,0.0,0.0008818256541690128,0.010209260560630906,-400.15107913669067,-0.30935251798561153
レイトギャップ,20250320,machine_name,戦国乙女4 戦乱に閃く炯眼の軍師,8,31377,3601,450.125,0.5,0.5,0.016922962416428815,-0.07029358944327321,572.9739208633093,0.19064748201438847
レイトギャップ,20250320,machine_name,戦姫絶唱シンフォギア 正義の歌,4,11981,-236,-59.0,0.5,0.0,0.0064618673777363566,0.004606855625829624,63.848920863309345,-0.30935251798561153
レイトギャップ,20250320,machine_name,押忍!番長ZERO,1,4602,123,123.0,1.0,0.0,0.002482056061459203,-0.002401030686343406,245.84892086330933,-0.30935251798561153
レイトギャップ,20250320,machine_name,押忍！番長4,10,30829,-12441,-1244.1,0.1,0.1,0.016627402502982565,0.24285546966502694,-1121.2510791366906,-0.20935251798561152
レイトギャップ,20250320,machine_name,新ハナビ,4,18597,3974,993.5,1.0,0.5,0.010030160055401303,-0.0775747638010463,1116.3489208633093,0.19064748201438847
レイトギャップ,20250320,machine_name,東京喰種,4,31658,-2426,-606.5,0.5,0.25,0.017074517773506184,0.04735691418755368,-483.65107913669067,-0.05935251798561153
レイトギャップ,20250320,machine_name,桃太郎電鉄 ～パチスロも定番!～,1,3812,1913,1913.0,1.0,1.0,0.002055975164337784,-0.037342859373779964,2035.8489208633093,0.6906474820143884
レイトギャップ,20250320,machine_name,沖ドキ!BLACK,5,23957,5678,1135.6,0.8,0.8,0.012921038040933969,-0.11083782306551104,1258.4489208633092,0.4906474820143885
レイトギャップ,20250320,machine_name,沖ドキ!GOLD‐30,28,101224,12074,431.2142857142857,0.5357142857142857,0.5,0.05459444649394749,-0.23569141875536817,554.0632065775951,0.19064748201438847
レイトギャップ,20250320,machine_name,沖ドキ!ゴージャス 30Φ,3,11786,-7411,-2470.3333333333335,0.0,0.0,0.006356695510725373,0.14466697899586164,-2347.484412470024,-0.30935251798561153
レイトギャップ,20250320,machine_name,炎炎ノ消防隊,4,7959,-4895,-1223.75,0.0,0.0,0.00429263020277136,0.09555321308659327,-1100.9010791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,犬夜叉2,2,4167,-1995,-997.5,0.5,0.5,0.0022474418965885484,0.0389435464980089,-874.6510791366907,0.19064748201438847
レイトギャップ,20250320,machine_name,甲鉄城のカバネリ,6,21133,1540,256.6666666666667,0.5,0.5,0.011397933669451833,-0.03006168501600687,379.515587529976,0.19064748201438847
レイトギャップ,20250320,machine_name,痛いのは嫌なので防御力に極振りしたいと思います。,1,5612,1203,1203.0,1.0,1.0,0.003026792398285321,-0.023483251346919653,1325.8489208633093,0.6906474820143884
レイトギャップ,20250320,machine_name,真・一騎当千,4,12799,-6688,-1672.0,0.0,0.0,0.006903049876274737,0.13055360349808698,-1549.1510791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,聖戦士ダンバイン,1,2443,113,113.0,1.0,0.0,0.0013176147236299072,-0.0022058249394862183,235.84892086330933,-0.30935251798561153
レイトギャップ,20250320,machine_name,閃乱カグラ2 SHINOVI MASTER,4,9053,-2811,-702.75,0.0,0.0,0.004882671343848363,0.0548723354415554,-579.9010791366907,-0.30935251798561153
レイトギャップ,20250320,machine_name,革命機ヴァルヴレイヴ,22,89144,164,7.454545454545454,0.2727272727272727,0.22727272727272727,0.04807918416834402,-0.0032013742484578744,130.3034663178548,-0.08207979071288427
レイトギャップ,20250320,machine_name,頭文字D 2nd,4,11020,3339,834.75,0.5,0.5,0.005943558843389921,-0.0651791988756149,957.5989208633093,0.19064748201438847
レイトギャップ,20250320,machine_name,鬼武者3,1,1807,-151,-151.0,0.0,0.0,0.0009745926343017775,0.002947606777543531,-28.151079136690655,-0.30935251798561153
レイトギャップ,20250320,section,307-342,36,182182,-32540,-903.8888888888889,0.3055555555555556,0.1388888888888889,0.09825856961946122,0.6351995002732881,-781.0399680255796,-0.17046362909672264
レイトギャップ,20250320,section,544-640,64,282746,14577,227.765625,0.5,0.390625,0.15249704979429463,-0.2845514171937222,350.61454586330933,0.08127248201438847
レイトギャップ,20250320,section,701-1018,317,1389180,-33265,-104.93690851735016,0.40063091482649843,0.31230283911671924,0.7492443805862442,0.6493519169204341,17.912012345959184,0.0029503211311077138
レイトギャップ,20250321,atype,A,128,455189,37739,294.8359375,0.5078125,0.3671875,0.41541887408908174,-6.19993428618367,312.0308527542373,0.0479784604519774
レイトギャップ,20250321,atype,N,226,640546,-43826,-193.9203539823009,0.3495575221238938,0.2920353982300885,0.5845811259109183,7.19993428618367,-176.7254387280636,-0.027173641317934094
レイトギャップ,20250321,dd,21,354,1095735,-6087,-17.194915254237287,0.4067796610169492,0.3192090395480226,1.0,1.0,0.0,0.0
レイトギャップ,20250321,event_type,weekday,354,1095735,-6087,-17.194915254237287,0.4067796610169492,0.3192090395480226,1.0,1.0,0.0,0.0
レイトギャップ,20250321,kakuban_bin,1001-1010,10,31308,907,90.7,0.5,0.5,0.028572601952114335,-0.1490060785280105,107.89491525423729,0.1807909604519774
レイトギャップ,20250321,kakuban_bin,1011-1020,8,17243,2181,272.625,0.375,0.375,0.01573646912802822,-0.358304583538689,289.8199152542373,0.0557909604519774
レイトギャップ,20250321,kakuban_bin,301-310,2,1605,-1271,-635.5,0.0,0.0,0.0014647702227272106,0.20880565138820437,-618.3050847457628,-0.3192090395480226
レイトギャップ,20250321,kakuban_bin,311-320,8,49884,5688,711.0,0.625,0.5,0.045525606100015055,-0.9344504682109414,728.1949152542372,0.1807909604519774
レイトギャップ,20250321,kakuban_bin,321-330,10,34530,-9028,-902.8,0.2,0.1,0.031513093950635875,1.4831608345654674,-885.6050847457627,-0.2192090395480226
レイトギャップ,20250321,kakuban_bin,331-340,9,38893,-1655,-183.88888888888889,0.2222222222222222,0.1111111111111111,0.03549489611995601,0.2718909150648924,-166.6939736346516,-0.2080979284369115
レイトギャップ,20250321,kakuban_bin,341-350,1,3806,2353,2353.0,1.0,1.0,0.0034734675811213477,-0.3865615245605388,2370.1949152542375,0.6807909604519774
レイトギャップ,20250321,kakuban_bin,571-580,4,23616,2769,692.25,0.5,0.5,0.021552656436090844,-0.45490389354361754,709.4449152542372,0.1807909604519774
