test_date,variant,window,DD,dow,is_event,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,n_machines_scored,n_actual_machines,split_period,a_seg_hist_coverage,a_seg_fallback_count
2025-10-06,v6a_hit_an,90,6,0,False,non_event,230.0,165.96385542168676,64.03614457831324,40.0,99.09629568097871,1.0,2.0,5.0,1.4280000000000002,1.4280000000000002,1.428,714,714,front,100.0,0
2025-10-06,v8_dynamic,90,6,0,False,non_event,448.0,149.54819277108433,298.45180722891564,48.0,101.75779543598884,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,714,714,front,100.0,0
2025-10-07,v6a_hit_an,90,7,1,True,event,-266.0,210.84337349397592,-476.84337349397595,38.0,98.38886682239321,1.0,2.0,2.0,1.4280000000000002,1.4280000000000002,0.5712,714,714,front,100.0,0
2025-10-07,v8_dynamic,90,7,1,True,event,-356.0,217.62048192771084,-573.6204819277109,36.0,97.75182516907789,1.0,2.0,2.0,1.4280000000000002,1.4280000000000002,0.5712,714,714,front,100.0,0
2025-10-08,v6a_hit_an,90,8,2,False,non_event,116.0,136.44578313253012,-20.445783132530124,34.0,101.69895420715953,2.0,2.0,5.0,2.8560000000000003,1.4280000000000002,1.428,714,714,front,100.0,0
2025-10-08,v8_dynamic,90,8,2,False,non_event,-298.0,167.62048192771084,-465.62048192771084,34.0,97.77734636171377,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,714,714,front,100.0,0
2025-10-09,v6a_hit_an,90,9,3,False,non_event,426.0,194.4277108433735,231.5722891566265,44.0,99.0769196827508,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,714,714,front,100.0,0
2025-10-09,v8_dynamic,90,9,3,False,non_event,384.0,197.59036144578315,186.40963855421685,40.0,97.63875596205483,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,714,714,front,100.0,0
2025-10-10,v6a_hit_an,90,10,4,False,non_event,182.0,206.32530120481928,-24.325301204819283,44.0,101.08504493058294,0.0,0.0,1.0,0.0,0.0,0.2856,714,714,front,100.0,0
2025-10-10,v8_dynamic,90,10,4,False,non_event,56.0,215.8132530120482,-159.8132530120482,38.0,99.16126537151486,0.0,0.0,1.0,0.0,0.0,0.2856,714,714,front,100.0,0
2025-10-11,v6a_hit_an,90,11,5,True,event,-222.0,-183.8855421686747,-38.114457831325296,46.0,97.13203145769823,0.0,2.0,6.0,0.0,1.4280000000000002,1.7136,714,714,front,100.0,0
2025-10-11,v8_dynamic,90,11,5,True,event,-476.0,-164.75903614457832,-311.2409638554217,44.0,94.60572821617343,0.0,1.0,5.0,0.0,0.7140000000000001,1.428,714,714,front,100.0,0
2025-10-13,v6a_hit_an,90,13,0,False,non_event,100.0,358.43373493975906,-258.43373493975906,44.0,101.37823076631938,0.0,0.0,4.0,0.0,0.0,1.1424,714,714,front,100.0,0
2025-10-13,v8_dynamic,90,13,0,False,non_event,28.0,363.855421686747,-335.855421686747,40.0,100.68253188557733,0.0,0.0,4.0,0.0,0.0,1.1424,714,714,front,100.0,0
2025-10-14,v6a_hit_an,90,14,1,False,non_event,174.0,244.4277108433735,-70.42771084337349,38.0,100.27222512561508,0.0,0.0,2.0,0.0,0.0,0.5712,714,714,front,100.0,0
2025-10-14,v8_dynamic,90,14,1,False,non_event,-112.0,265.96385542168673,-377.96385542168673,32.0,97.92189532361849,0.0,0.0,2.0,0.0,0.0,0.5712,714,714,front,100.0,0
2025-10-15,v6a_hit_an,90,15,2,False,non_event,-102.0,109.78915662650603,-211.78915662650604,32.0,98.39300960529624,0.0,0.0,4.0,0.0,0.0,1.1424,714,714,front,100.0,0
2025-10-15,v8_dynamic,90,15,2,False,non_event,-126.0,111.59638554216868,-237.59638554216866,34.0,98.35337086710668,0.0,0.0,4.0,0.0,0.0,1.1424,714,714,front,100.0,0
2025-10-16,v6a_hit_an,90,16,3,False,non_event,758.0,140.210843373494,617.789156626506,42.0,102.45699967093218,0.0,1.0,7.0,0.0,0.7140000000000001,1.9992,714,714,front,100.0,0
2025-10-16,v8_dynamic,90,16,3,False,non_event,556.0,155.42168674698794,400.5783132530121,40.0,99.70960653607757,0.0,0.0,5.0,0.0,0.0,1.428,714,714,front,100.0,0
2025-10-17,v6a_hit_an,90,17,4,True,event,298.0,87.04819277108433,210.95180722891567,42.0,101.22524630174901,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,714,714,front,100.0,0
2025-10-17,v8_dynamic,90,17,4,True,event,212.0,93.52409638554217,118.47590361445783,40.0,100.25832265488114,1.0,1.0,2.0,1.4280000000000002,0.7140000000000001,0.5712,714,714,front,100.0,0
2025-10-18,v6a_hit_an,90,18,5,False,non_event,-20.0,-13.403614457831326,-6.596385542168674,42.0,99.31345790481559,0.0,1.0,4.0,0.0,0.7140000000000001,1.1424,714,714,front,100.0,0
2025-10-18,v8_dynamic,90,18,5,False,non_event,388.0,-44.126506024096386,432.1265060240964,46.0,102.40301027694733,0.0,2.0,5.0,0.0,1.4280000000000002,1.428,714,714,front,100.0,0
2025-10-19,v6a_hit_an,90,19,6,False,non_event,454.0,140.210843373494,313.78915662650604,54.0,100.43579258896743,0.0,0.0,3.0,0.0,0.0,0.8568,714,714,front,100.0,0
2025-10-19,v8_dynamic,90,19,6,False,non_event,368.0,146.6867469879518,221.3132530120482,52.0,100.16019583665924,0.0,0.0,3.0,0.0,0.0,0.8568,714,714,front,100.0,0
