segment,target,feature,importance_mean,importance_std,n_models
2F,target_is_top3,rank_pct_avg_2m,0.00782587389047775,0.002140016194449936,90
2F,target_is_top3,rolling_avg_games_7d,0.007722493989341375,0.003132413789965376,90
2F,target_is_top3,lag_3_avg_diff_coins_vs_mean,0.0076926719733617374,0.001784097086076311,90
2F,target_is_top3,ewm_efficiency_7d,0.00766656620738407,0.0033178913322869856,90
2F,target_is_top3,rolling_avg_efficiency_28d,0.007609943362573783,0.002659462936979786,90
2F,target_is_top3,days_since_last_top2,0.007569563065448569,0.0030275909410615543,90
2F,target_is_top3,lag_7_avg_diff_coins,0.007565818219963047,0.001801614317694213,90
2F,target_is_top3,prior_top5_rate,0.007527527518363462,0.0031426436726070275,90
2F,target_is_top3,rolling_std_efficiency_7d,0.007510272742042111,0.0020094599730610856,90
2F,target_is_top3,rolling_std_diff_14d,0.007486684734208716,0.0018636269996071323,90
2F,target_is_top3,lag_14_avg_diff_coins_zscore,0.00738689205609262,0.0017091652494922614,90
2F,target_is_top3,rolling_avg_diff_7d_vs_mean,0.00734259664443218,0.003457045339972484,90
2F,target_is_top3,ewm_avg_diff_21d_vs_mean,0.007334683861376511,0.0020607883924446025,90
2F,target_is_top3,lag_14_total_games,0.00730643386228217,0.0015455232606075102,90
2F,target_is_top3,prior_top2_rate_smooth,0.007275360341494282,0.0013271733879053167,90
2F,target_is_top3,ewm_avg_diff_21d_rank_pct,0.0072205633157864215,0.0031129926351322053,90
2F,target_is_top3,prior_top5_rate_smooth,0.007158327687324749,0.0014756786300938853,90
2F,target_is_top3,lag1_segment_rank_pct,0.0071504060424760815,0.0021298794423813545,90
2F,target_is_top3,rolling_avg_efficiency_14d,0.007137052368165718,0.00259938661156151,90
2F,target_is_top3,prior_segment_top1_rate,0.007091330348096865,0.003977870314680838,90
2F,target_is_top3,ewm_diff_momentum_7v21,0.0070906841998092,0.003011047963497965,90
2F,target_is_top3,days_since_last_count_decrease,0.007083231898852521,0.0037471676078208935,90
2F,target_is_top3,lag_21_efficiency,0.007035477878525853,0.0013462527848230503,90
2F,target_is_top3,lag_21_avg_diff_coins,0.007030235823347337,0.0016332019231437979,90
2F,target_is_top3,lag_7_total_games,0.00700121690881335,0.0017781064260141476,90
2F,target_is_top3,prior_rank1_rate_smooth,0.006999803331887556,0.0020564218198855194,90
2F,target_is_top3,ewm_avg_diff_7d_vs_mean,0.006990067967368911,0.0025450732308246915,90
2F,target_is_top3,rolling_avg_efficiency_7d_rank_pct,0.006983560222821931,0.003914384573818169,90
2F,target_is_top3,rolling_avg_efficiency_28d_rank_pct,0.006979686048968385,0.004427791808999373,90
2F,target_is_top3,rolling_avg_efficiency_14d_vs_mean,0.006967089565781255,0.0024696318710609815,90
2F,target_is_top3,rolling_avg_diff_14d,0.006930948592101535,0.001470271956464019,90
2F,target_is_top3,ewm_rank_7d,0.006915589864365757,0.0024109120594628217,90
2F,target_is_top3,rolling_avg_games_7d_vs_mean,0.006833124921346704,0.002515237870420983,90
2F,target_is_top3,rolling_avg_diff_14d_rank_pct,0.006813269563847118,0.00197415430552359,90
2F,target_is_top3,rolling_avg_efficiency_28d_zscore,0.006800711734427346,0.0020330112081900407,90
2F,target_is_top3,rank_pct_rolling_28d,0.006784400330959923,0.0022458929700904843,90
2F,target_is_top3,same_weekday_rolling_rank_sum_3,0.006782303843647241,0.0015083047104303274,90
2F,target_is_top3,ewm_rank_momentum_7v30,0.00678169067379915,0.0019005743092316678,90
2F,target_is_top3,diff_delta_1_vs_7,0.006722702639591363,0.0017563992409041352,90
2F,target_is_top3,lag_14_efficiency,0.006688980235614711,0.002239662244887266,90
2F,target_is_top3,rolling_avg_diff_7d_zscore,0.006621872232709494,0.002208973630852805,90
2F,target_is_top3,prior_rank1_rate,0.006614396358943648,0.0022604458420264284,90
2F,target_is_top3,ewm_avg_diff_7d_zscore,0.006584934685896668,0.0026314304749445036,90
2F,target_is_top3,ewm_avg_diff_21d,0.006556554397361146,0.002226102548751906,90
2F,target_is_top3,rolling_avg_diff_28d,0.006539980001333687,0.0024331722818675904,90
2F,target_is_top3,lag_14_avg_diff_coins_vs_mean,0.006531068255814413,0.0018361321077842445,90
2F,target_is_top3,rolling_avg_efficiency_14d_zscore,0.006515587364426917,0.0034704206698292495,90
2F,target_is_top3,count_delta_14d,0.006502461743851503,0.006065794587274924,90
2F,target_is_top3,rank_pct_avg_1m,0.006450048024352226,0.0018810735722668732,90
2F,target_is_top3,rolling_avg_games_14d,0.006438977932298763,0.0030916429742693908,90
2F,target_is_top3,diff_delta_1_vs_14,0.006370603639839424,0.0014609293530965367,90
2F,target_is_top3,lag_1_efficiency_vs_mean,0.006367651199818485,0.001997819804789248,90
2F,target_is_top3,rolling_avg_diff_28d_zscore,0.0063324545742943885,0.0026775793071562724,90
2F,target_is_top3,prior_top3_rate_smooth,0.006330325327710145,0.0022487185350293926,90
2F,target_is_top3,rank_pct_rolling_7d,0.006273889272577233,0.002266055598924064,90
2F,target_is_top3,rank_pct_trend_7vs28,0.006259565541727676,0.001602539107028618,90
2F,target_is_top3,rolling_avg_diff_14d_zscore,0.006222640547073549,0.002882961419808918,90
2F,target_is_top3,rank_trend_2m_vs_3m,0.0062021244440176,0.0027633331938836515,90
2F,target_is_top3,lag_1_avg_diff_coins,0.006169697743219634,0.0023818803031452826,90
2F,target_is_top3,ewm_efficiency_7d_vs_mean,0.006132442138914484,0.0031394686230576236,90
2F,target_is_top3,days_since_last_top5,0.006103207496926189,0.0012935104222712775,90
2F,target_is_top3,same_weekday_top5_rate,0.006090448336261842,0.0020985936511036325,90
2F,target_is_top3,rolling_avg_diff_28d_vs_mean,0.00606910418977754,0.0022467295006878283,90
2F,target_is_top3,lag_14_avg_diff_coins_rank_pct,0.006063870656200581,0.0012980447016922609,90
2F,target_is_top3,same_weekday_rank1_rate,0.006059738714571318,0.003179692226885336,90
2F,target_is_top3,rank_trend_1m_vs_2m,0.006035143900145259,0.0018477476937725607,90
2F,target_is_top3,machine_count,0.006025215497356839,0.00370423772061009,90
2F,target_is_top3,rolling_std_diff_7d,0.00595274127036747,0.0011744357327019123,90
2F,target_is_top3,ewm_avg_diff_21d_zscore,0.00592768421532431,0.0036270785250022675,90
2F,target_is_top3,same_weekday_avg_rank_pct,0.005922658112831413,0.001713250589186503,90
2F,target_is_top3,rolling_avg_games_14d_zscore,0.005914657180094056,0.0027170089710325303,90
2F,target_is_top3,ewm_efficiency_7d_zscore,0.005906647917638313,0.003257546108712024,90
2F,target_is_top3,hall_avg_efficiency_yesterday,0.005900917101340989,0.0015769883770404335,90
2F,target_is_top3,rolling_avg_efficiency_7d,0.005895603148059712,0.0026485578617424484,90
2F,target_is_top3,lag_1_avg_diff_coins_zscore,0.0058786208576445155,0.003754517289148364,90
2F,target_is_top3,lag_14_avg_diff_coins,0.0058318675689709686,0.0020681761520640724,90
2F,target_is_top3,lag_1_total_games,0.0057895750893900795,0.0017627766926468244,90
2F,target_is_top3,lag_21_total_games,0.005729485926632252,0.0025701921204895773,90
2F,target_is_top3,rolling_avg_diff_28d_rank_pct,0.005657166192152848,0.002882194002171847,90
2F,target_is_top3,ewm_avg_diff_7d,0.0055898648402136234,0.0025278284330254273,90
2F,target_is_top3,month_progress,0.005575539975608182,0.002617200918759058,90
2F,target_is_top3,days_since_last_top3,0.005554152375164752,0.0028524422293120777,90
2F,target_is_top3,weekday_segment_top1_rate,0.005517583569356551,0.0031829451331584443,90
2F,target_is_top3,rolling_avg_efficiency_7d_vs_mean,0.005445608861433963,0.003629501873977161,90
2F,target_is_top3,lag_1_avg_diff_coins_vs_mean,0.005322939675534144,0.0023053122768081913,90
2F,target_is_top3,ewm_efficiency_7d_rank_pct,0.005282398090962993,0.0033062332593084697,90
2F,target_is_top3,days_since_first_seen,0.0052348852209332915,0.001595430320691335,90
2F,target_is_top3,hall_total_games_yesterday,0.004943533089115388,0.0010687826260833858,90
2F,target_is_top3,hall_avg_diff_yesterday,0.004940443654130731,0.0012249646142123399,90
2F,target_is_top3,same_weekday_top2_rate,0.004763787466314776,0.002871345352391715,90
2F,target_is_top3,days_since_first_seen_effective,0.004672834401513784,0.004099216954559924,90
2F,target_is_top3,days_since_last_rank1,0.004670660279629778,0.0022785061326437085,90
2F,target_is_top3,hall_diff_spread_yesterday,0.0043590488377958534,0.0010139502975802883,90
2F,target_is_top3,day_of_month,0.004244212788115773,0.001841683809246313,90
2F,target_is_top3,hall_machine_type_count,0.003938215455531867,0.002648072847029081,90
2F,target_is_top3,day_of_week,0.003794294390051315,0.0014174619740553586,90
2F,target_is_top3,days_since_last_count_increase,0.0031880923166681895,0.00306480460699403,90
2F,target_is_top3,event_group,0.0031680651073757973,0.003985835851894723,90
2F,target_is_top3,count_delta_3d,0.0028444868706477187,0.003717173430801656,90
2F,target_is_top3,is_thursday,0.002657048896556565,0.0027053115591903223,90
2F,target_is_top3,count_delta_7d_bin,0.002516391035169363,0.005066078272735138,90
2F,target_is_top3,atype_is_n,0.002372313538257408,0.006489513316850704,90
2F,target_is_top3,is_event_day,0.0014466062343368928,0.006790081086704408,90
2F,target_is_top3,is_month_end_event,0.0012157538000287281,0.002789901607690938,90
2F,target_is_top3,count_delta_1d,0.0007929698434963939,0.0025811570435182074,90
2F,target_is_top3,days_since_first_seen_raw,0.0007785449913677035,0.0028187130856581265,90
2F,target_is_top3,days_since_first_seen_bin,0.0006556518039562636,0.002113388258826191,90
2F,target_is_top3,count_decrease_flag,0.00014533940702676773,0.0013788106799486003,90
2F,target_is_top3,bt_flag,0.0,0.0,90
2F,target_is_top3,count_delta_1d_bin,0.0,0.0,90
2F,target_is_top3,count_increase_flag,0.0,0.0,90
2F,target_is_top3,floor_is_2f,0.0,0.0,90
2F,target_is_top3,floor_is_3f,0.0,0.0,90
2F,target_is_top3,hana_flag,0.0,0.0,90
2F,target_is_top3,is_a_type,0.0,0.0,90
2F,target_is_top3,is_left_censored,0.0,0.0,90
2F,target_is_top3,jug_flag,0.0,0.0,90
2F,target_is_top3,new_machine_flag_effective,0.0,0.0,90
2F,target_is_top3,new_machine_flag_raw,0.0,0.0,90
2F,target_is_top3,oki_flag,0.0,0.0,90
2F,target_is_top3,prior_rank1_confidence,0.0,0.0,90
2F,target_is_top3,prior_top2_confidence,0.0,0.0,90
2F,target_is_top3,prior_top3_confidence,0.0,0.0,90
2F,target_is_top3,prior_top5_confidence,0.0,0.0,90
2F,target_is_top3,rank_trend_1m_available,0.0,0.0,90
2F,target_is_top3,rank_trend_2m_available,0.0,0.0,90
3F,target_is_top3,atype_is_a,0.04221266731619835,0.019322492401958595,90
3F,target_is_top3,same_weekday_top3_rate,0.021758012873275827,0.030162989772735387,90
3F,target_is_top3,atype_is_n,0.018173829859329596,0.01061184735295442,90
3F,target_is_top3,prior_segment_top1_rate,0.017489574469315507,0.009497022397558357,90
3F,target_is_top3,same_weekday_top5_rate,0.014186594164412883,0.006482931481351125,90
3F,target_is_top3,prior_rank1_rate,0.012689345583526624,0.0060519912682531355,90
3F,target_is_top3,days_since_last_count_decrease,0.01261767163200097,0.006750776505835608,90
3F,target_is_top3,same_weekday_top2_rate,0.011340825070833994,0.006011787308598932,90
3F,target_is_top3,rank_pct_std_14d,0.011210122893357443,0.005908086392910969,90
3F,target_is_top3,lag_7_avg_diff_coins,0.010904907021257612,0.0036726660945257945,90
3F,target_is_top3,prior_top3_rate_smooth,0.010633377003897396,0.005582835910046716,90
3F,target_is_top3,event_group,0.010414301448812087,0.003412582199340637,90
3F,target_is_top3,days_since_last_top2,0.010240878309640619,0.006622925819938796,90
3F,target_is_top3,rolling_avg_efficiency_14d,0.00994121588430264,0.00431826445255948,90
3F,target_is_top3,lag_1_avg_diff_coins_rank_pct,0.009878168718164994,0.0035388761413936306,90
3F,target_is_top3,prior_top5_rate,0.009638896727442949,0.008113815525747699,90
3F,target_is_top3,rank_pct_avg_2m,0.009547302675329977,0.0032721367530423695,90
3F,target_is_top3,rolling_avg_efficiency_7d,0.00920523033839547,0.005856803761770825,90
3F,target_is_top3,rolling_avg_diff_14d,0.00911153171521922,0.003956603629432846,90
3F,target_is_top3,prior_avg_rank_pct,0.008968388646220167,0.0032589859268621723,90
3F,target_is_top3,rank_trend_2m_vs_3m,0.008882679019330276,0.002899179629677979,90
3F,target_is_top3,lag_1_efficiency_zscore,0.008775792409303701,0.003644512274786398,90
3F,target_is_top3,lag_7_avg_diff_coins_zscore,0.00865958561706874,0.003640298055059266,90
3F,target_is_top3,weekday_segment_top1_rate,0.00847525084649937,0.003516975631474363,90
3F,target_is_top3,rolling_avg_efficiency_14d_vs_mean,0.008455002078941712,0.00488215453895811,90
3F,target_is_top3,lag_7_avg_diff_coins_vs_mean,0.008423076554511985,0.0034952466161444424,90
3F,target_is_top3,lag_1_avg_diff_coins_vs_mean,0.008408646389014191,0.007532177081222979,90
3F,target_is_top3,ewm_efficiency_21d,0.008396024502710335,0.0038004190576733966,90
3F,target_is_top3,ewm_avg_diff_21d_vs_mean,0.00835045737395477,0.00555697150848625,90
3F,target_is_top3,lag_1_avg_diff_coins_zscore,0.008311684923763904,0.0032653277318122767,90
3F,target_is_top3,lag_21_total_games,0.008028486922072867,0.003163803184330765,90
3F,target_is_top3,prior_top5_rate_smooth,0.008000162985020627,0.004589158205371807,90
3F,target_is_top3,is_event_day,0.007990019004015874,0.011814942522014253,90
3F,target_is_top3,lag_7_efficiency,0.007988335326727894,0.00168015330333244,90
3F,target_is_top3,lag_3_avg_diff_coins_zscore,0.007809042586531076,0.0032280383409000334,90
3F,target_is_top3,lag_1_efficiency,0.00776385727028052,0.0037500483064678582,90
3F,target_is_top3,rolling_avg_efficiency_7d_rank_pct,0.007644753482761896,0.005003221235007902,90
3F,target_is_top3,lag_1_total_games,0.00751182636918707,0.00362714610574879,90
3F,target_is_top3,days_since_last_top5,0.00749948160114905,0.00526149861542853,90
3F,target_is_top3,ewm_efficiency_7d_zscore,0.00744043965856286,0.008079537482421887,90
3F,target_is_top3,lag_1_avg_diff_coins,0.007390795443724427,0.0028844504978115687,90
3F,target_is_top3,rolling_avg_efficiency_14d_rank_pct,0.007385620987042785,0.0038581022308906646,90
3F,target_is_top3,rolling_avg_efficiency_28d,0.007355377321235008,0.003219718068676684,90
3F,target_is_top3,hall_machine_type_count,0.007328476595123195,0.004839764102360482,90
3F,target_is_top3,rolling_std_diff_7d,0.007307745355905758,0.001685365814182564,90
3F,target_is_top3,rolling_avg_diff_28d_zscore,0.007289550804610675,0.0047855042147983765,90
3F,target_is_top3,rolling_avg_efficiency_14d_zscore,0.007153344600616644,0.0033358690309144593,90
3F,target_is_top3,rolling_avg_games_7d_rank_pct,0.007032955525210128,0.002805263498335554,90
3F,target_is_top3,diff_delta_1_vs_7,0.007029341505323019,0.0022642680559304515,90
3F,target_is_top3,rolling_avg_diff_7d,0.006979499485654136,0.0044836143799932855,90
3F,target_is_top3,lag_1_efficiency_rank_pct,0.006968558684457093,0.004229239841176667,90
3F,target_is_top3,prior_top3_rate,0.006968413497411853,0.007547028990059688,90
3F,target_is_top3,hall_total_games_yesterday,0.006960741725439827,0.001993208958185819,90
3F,target_is_top3,lag_7_total_games,0.0068076862255111335,0.0024050495918552864,90
3F,target_is_top3,rolling_avg_games_28d,0.006790973313198063,0.004487667278193746,90
3F,target_is_top3,days_since_last_top3,0.006754346074821014,0.00465199022401845,90
3F,target_is_top3,rolling_avg_games_14d,0.006681659057115515,0.0020997104167832254,90
3F,target_is_top3,rolling_avg_efficiency_28d_zscore,0.006628318625088368,0.0033253894050390286,90
3F,target_is_top3,rolling_avg_diff_7d_rank_pct,0.0065213505204560025,0.004530967266046411,90
3F,target_is_top3,hall_avg_diff_yesterday,0.0064815420579786105,0.0019393479681883874,90
3F,target_is_top3,rolling_avg_diff_14d_zscore,0.0064636147315872625,0.003416754688179337,90
3F,target_is_top3,diff_delta_1_vs_14,0.006458291693383621,0.0022369110006156454,90
3F,target_is_top3,lag_7_avg_diff_coins_rank_pct,0.006411235368189713,0.001250089710921473,90
3F,target_is_top3,rolling_std_efficiency_7d,0.006382295821741637,0.001954099851105971,90
3F,target_is_top3,ewm_avg_diff_7d_zscore,0.006281843278621737,0.0035439069167613533,90
3F,target_is_top3,rolling_avg_diff_14d_vs_mean,0.006262058759522107,0.004327416756314926,90
3F,target_is_top3,lag1_segment_rank_pct,0.006231034490176373,0.0021504800898313613,90
3F,target_is_top3,hall_avg_efficiency_yesterday,0.0061952747378705274,0.0014240858133648577,90
3F,target_is_top3,rolling_avg_diff_7d_vs_mean,0.006181373471756362,0.003105685231211419,90
3F,target_is_top3,rolling_avg_games_14d_vs_mean,0.006157585423918337,0.00345512224531191,90
3F,target_is_top3,rank_pct_trend_7vs28,0.006130875089567982,0.002229364550116823,90
3F,target_is_top3,ewm_diff_momentum_7v21,0.006094263874304792,0.0029274736087528917,90
3F,target_is_top3,day_of_week,0.005957746021966967,0.0027313513589911193,90
3F,target_is_top3,rolling_avg_efficiency_7d_zscore,0.005951859791012894,0.00614251241094351,90
3F,target_is_top3,rank_trend_acceleration,0.005948603041987452,0.0016345858477316197,90
3F,target_is_top3,lag_1_efficiency_vs_mean,0.005927550632299649,0.003114609727183703,90
3F,target_is_top3,rank_pct_avg_3m,0.005909369070367473,0.0023784028171034807,90
3F,target_is_top3,lag_14_total_games,0.005856129423611694,0.001488632657717851,90
3F,target_is_top3,month_progress,0.0058422871710111695,0.0032504281459829025,90
3F,target_is_top3,prior_rank1_rate_smooth,0.005839419134685562,0.003344522009909866,90
3F,target_is_top3,ewm_avg_diff_7d_vs_mean,0.005796120173504783,0.0018940483553362383,90
3F,target_is_top3,ewm_avg_diff_21d_zscore,0.005793669515858508,0.005078385086474012,90
3F,target_is_top3,ewm_avg_diff_7d,0.005711433685953832,0.003120495447664677,90
3F,target_is_top3,rolling_avg_diff_7d_zscore,0.0057011603707602864,0.004177856144417364,90
3F,target_is_top3,days_since_last_rank1,0.005627931891811184,0.0033915183046777353,90
3F,target_is_top3,same_weekday_rolling_rank_sum_3,0.005600582138221297,0.002026249318757056,90
3F,target_is_top3,lag_21_avg_diff_coins,0.0055920983380120665,0.002995743328849643,90
3F,target_is_top3,lag_3_avg_diff_coins_rank_pct,0.005581328503063155,0.001923167099983868,90
3F,target_is_top3,rolling_avg_efficiency_28d_rank_pct,0.005562702125381394,0.0032952682744231644,90
3F,target_is_top3,ewm_avg_diff_7d_rank_pct,0.00554701278775206,0.004323691107919937,90
3F,target_is_top3,rolling_avg_games_7d_vs_mean,0.005545125018236124,0.002722253270260987,90
3F,target_is_top3,ewm_efficiency_7d_rank_pct,0.0055192195485384826,0.005727759342070664,90
3F,target_is_top3,lag_14_avg_diff_coins_rank_pct,0.0055146180183833675,0.002133800540533271,90
3F,target_is_top3,rolling_avg_games_7d_zscore,0.005423990105676542,0.002906978671886234,90
3F,target_is_top3,rank_pct_avg_1m,0.005407634558570054,0.002466063677489075,90
3F,target_is_top3,lag_3_avg_diff_coins_vs_mean,0.005405783520028409,0.002070652344255453,90
3F,target_is_top3,rolling_avg_games_14d_rank_pct,0.0054056143614515245,0.0034566748029992472,90
3F,target_is_top3,day_of_month,0.005391430451224247,0.002016545504518871,90
3F,target_is_top3,prior_top2_rate,0.005383239350178175,0.006090986865558231,90
3F,target_is_top3,rolling_avg_diff_14d_rank_pct,0.005315619180651589,0.0024452755094935188,90
3F,target_is_top3,ewm_rank_momentum_7v30,0.005288001609086577,0.002149878024755034,90
3F,target_is_top3,same_weekday_rank1_rate,0.00526582342831211,0.003927299550270682,90
3F,target_is_top3,rolling_avg_efficiency_7d_vs_mean,0.00523336230415023,0.003213347773860914,90
3F,target_is_top3,rolling_avg_diff_28d,0.005221703687372307,0.0027473588115856824,90
3F,target_is_top3,rolling_avg_diff_28d_vs_mean,0.005221108702244237,0.0036370996880995482,90
3F,target_is_top3,rolling_avg_efficiency_28d_vs_mean,0.005218103122509395,0.003517825882985613,90
3F,target_is_top3,machine_count,0.00518210737383116,0.014607219904317778,90
3F,target_is_top3,lag_14_avg_diff_coins_zscore,0.0051772933821969975,0.0027524433598780837,90
3F,target_is_top3,ewm_avg_diff_21d_rank_pct,0.00511956766131334,0.0031662216279839334,90
3F,target_is_top3,lag_21_efficiency,0.005105963443768107,0.002623172164247341,90
3F,target_is_top3,ewm_efficiency_7d_vs_mean,0.0050688790946474506,0.0027191839460539323,90
3F,target_is_top3,rank_pct_rolling_7d,0.005066784642015894,0.0015624541040599276,90
3F,target_is_top3,rolling_avg_games_7d,0.005000345903034839,0.001993035043405977,90
3F,target_is_top3,same_weekday_avg_rank_pct,0.004940404220380717,0.0019315969234640338,90
3F,target_is_top3,lag_14_avg_diff_coins,0.004934609316599866,0.0025852649033740933,90
3F,target_is_top3,ewm_avg_diff_21d,0.004914227140963906,0.0019581693424199843,90
3F,target_is_top3,ewm_efficiency_7d,0.004888167478202377,0.003337961052877069,90
3F,target_is_top3,rank_pct_rolling_28d,0.004881212703831908,0.003215556215539847,90
3F,target_is_top3,eff_delta_1_vs_14,0.004860042219257189,0.0012631931978383944,90
3F,target_is_top3,ewm_rank_7d,0.0048192981734044025,0.0020606270458082706,90
3F,target_is_top3,rolling_std_diff_14d,0.004813973846224447,0.002095866578885146,90
3F,target_is_top3,ewm_efficiency_momentum_7v21,0.0048129934403631424,0.0015463085998259113,90
3F,target_is_top3,rolling_std_efficiency_14d,0.00476609569741413,0.00207598822226332,90
3F,target_is_top3,rolling_avg_games_14d_zscore,0.004699116612189553,0.002917888643039412,90
3F,target_is_top3,lag_3_avg_diff_coins,0.004665962104789085,0.0014933816413213107,90
3F,target_is_top3,days_since_first_seen,0.004627252693494989,0.0022586877018814775,90
3F,target_is_top3,lag_14_efficiency,0.004502137070004311,0.003274697777470623,90
3F,target_is_top3,jug_flag,0.004468427180674755,0.0017437360200352834,90
3F,target_is_top3,eff_delta_1_vs_7,0.004410987646163752,0.001386403984873389,90
3F,target_is_top3,prior_top2_rate_smooth,0.004394757534868808,0.0035516021018218245,90
3F,target_is_top3,ewm_rank_30d,0.004235293372120294,0.0020874910351705756,90
3F,target_is_top3,rank_trend_1m_vs_2m,0.00422911911090422,0.0015084116442957306,90
3F,target_is_top3,lag_14_avg_diff_coins_vs_mean,0.004188201653434791,0.0027260033308027713,90
3F,target_is_top3,is_thursday,0.004179647148541537,0.006405313783341635,90
3F,target_is_top3,hall_diff_spread_yesterday,0.004083724980915172,0.0014829370975742453,90
3F,target_is_top3,days_since_last_count_increase,0.003996009483105607,0.0028424533682408926,90
3F,target_is_top3,rolling_avg_diff_28d_rank_pct,0.003970292321820226,0.002553424790741299,90
3F,target_is_top3,count_delta_7d,0.00394145862535677,0.004176281354918524,90
3F,target_is_top3,count_delta_14d,0.003927746039375456,0.002322338006495383,90
3F,target_is_top3,days_since_first_seen_effective,0.00329724238561337,0.004834613616936256,90
3F,target_is_top3,oki_flag,0.0016760974965614474,0.00343037888331429,90
3F,target_is_top3,count_delta_3d,0.0015162985771894455,0.003081753903345329,90
3F,target_is_top3,is_month_end_event,0.0010180068667978049,0.003202649691404331,90
3F,target_is_top3,days_since_first_seen_bin,0.0006221583412601224,0.002326348819881819,90
3F,target_is_top3,count_delta_7d_bin,0.0005915460888192886,0.0018035150449271136,90
3F,target_is_top3,count_decrease_flag,0.00040870763871478426,0.001325372013652124,90
3F,target_is_top3,days_since_first_seen_raw,0.0003248499476790635,0.0015173762407080663,90
3F,target_is_top3,bt_flag,8.528316086287507e-05,0.0007498930058354056,90
3F,target_is_top3,count_delta_1d,3.683997137058112e-05,0.0002458155242375697,90
3F,target_is_top3,count_delta_1d_bin,0.0,0.0,90
3F,target_is_top3,count_increase_flag,0.0,0.0,90
3F,target_is_top3,floor_is_2f,0.0,0.0,90
3F,target_is_top3,floor_is_3f,0.0,0.0,90
3F,target_is_top3,hana_flag,0.0,0.0,90
3F,target_is_top3,is_a_type,0.0,0.0,90
3F,target_is_top3,is_left_censored,0.0,0.0,90
3F,target_is_top3,new_machine_flag_effective,0.0,0.0,90
3F,target_is_top3,new_machine_flag_raw,0.0,0.0,90
3F,target_is_top3,prior_rank1_confidence,0.0,0.0,90
3F,target_is_top3,prior_top2_confidence,0.0,0.0,90
3F,target_is_top3,prior_top3_confidence,0.0,0.0,90
