condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,high_anomaly,33,11,1.0,1.0,1748.4848484848485,0.0,0.0,9059.999999999998,1.0,,0.0
anomaly_direction,low_anomaly,24,8,1.0,1.0,170.83333333333334,0.0,0.0,969.9999999999995,1.0,,0.0
anomaly_direction,normal,375,125,0.9893333333333333,0.992,781.8666666666667,0.0,0.0,4360.000000000002,0.7619047619047619,0.0,0.013333333333333334
difficulty_failure,hit_day,420,140,1.0,1.0,710.7142857142857,0.0,0.0,3819.999999999982,0.9523809523809523,0.0,0.002380952380952381
difficulty_failure,miss_day,12,4,0.6666666666666666,0.75,4708.333333333333,0.0,4975.0,20654.999999999993,0.2,0.0,0.3333333333333333
pred_span_quartile,Q1,108,77,0.9629629629629629,0.9722222222222222,2717.5925925925926,0.0,2825.0,14824.999999999996,0.6875,0.0,0.046296296296296294
pred_span_quartile,Q2,108,83,1.0,1.0,458.3333333333333,0.0,0.0,1664.999999999999,1.0,,0.0
pred_span_quartile,Q3,108,78,1.0,1.0,111.11111111111111,0.0,0.0,729.9999999999983,1.0,,0.0
pred_span_quartile,Q4,108,82,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
weekday,Friday,63,21,1.0,1.0,422.22222222222223,0.0,0.0,2869.999999999998,1.0,,0.0
weekday,Monday,60,20,1.0,1.0,740.0,0.0,0.0,3919.999999999993,1.0,,0.0
weekday,Saturday,63,21,1.0,1.0,195.23809523809524,0.0,0.0,1289.9999999999998,1.0,,0.0
weekday,Sunday,63,21,0.9841269841269841,0.9841269841269841,1580.952380952381,0.0,0.0,14049.999999999993,0.6,0.0,0.031746031746031744
weekday,Thursday,63,21,0.9682539682539683,0.9841269841269841,433.3333333333333,0.0,0.0,2559.9999999999995,0.5,0.0,0.031746031746031744
weekday,Tuesday,60,20,1.0,1.0,1165.0,0.0,0.0,5909.999999999999,1.0,,0.0
weekday,Wednesday,60,20,0.9833333333333333,0.9833333333333333,1248.3333333333333,0.0,0.0,7534.999999999998,0.8,0.0,0.016666666666666666
