score_type,rho,n_machines_avg,sample_reduction_pct,lift_5x5,avg_diff_per_machine,n_days
all_machines,0.17378346192952798,714.0,0.0,1.1258012063545826,286.85640096618357,60
current_machines,0.16581297875753756,600.4833333333333,15.10758688072059,1.1255532549025724,312.3995974235104,60
