hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
楽園,logistic_regression,548,384,164,280,268,0.5109489051094891,0.5304878048780488,0.5365853658536586,0.5370950888192267,0.5699358113151217,is_x_day:1.5080,weekday_nth_Mon3:1.0411,weekday_nth_Sun3:-0.9509,trained
