hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
ARROW,logistic_regression,538,377,161,174,364,0.32342007434944237,0.670807453416149,0.5900621118012422,0.5599231306778476,0.5358141160027953,weekday_nth_Fri2:1.3367,weekday_nth_Wed2:-1.1005,weekday_nth_Wed1:0.9070,trained
