hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
蒲田7,logistic_regression,360,252,108,285,75,0.7916666666666666,0.6481481481481481,0.4722222222222222,0.46654135338345865,0.46315789473684216,day_of_week_木:1.1494,weekday_nth_Wed4:-1.0424,weekday_nth_Mon5:-0.9347,trained
