hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
ザシティ,logistic_regression,548,384,164,112,436,0.20437956204379562,0.7926829268292683,0.676829268292683,0.5463800904977376,0.5404977375565612,weekday_nth_Tue3:-1.2748,is_x_day:1.1097,weekday_nth_Mon2:-0.9477,trained
