hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
金時,logistic_regression,547,383,164,216,331,0.39488117001828155,0.5548780487804879,0.5609756097560976,0.5461387927141352,0.5693210898690351,is_x_day:1.0826,weekday_nth_Thu4:-0.9860,weekday_nth_Sat4:0.8648,trained
