hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
レイトギャップ,logistic_regression,469,328,141,133,336,0.2835820895522388,0.75177304964539,0.6382978723404256,0.6828840970350405,0.7274932614555255,is_x_day:1.8086,weekday_nth_Mon2:-0.9725,weekday_nth_Sat1:-0.8023,trained
