hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
蒲田1,logistic_regression,535,374,161,270,265,0.5046728971962616,0.5590062111801242,0.5527950310559007,0.5449921752738655,0.5369327073552426,is_x_day:1.1346,weekday_nth_Wed3:0.7229,weekday_nth_Sun3:-0.6802,trained
