hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
ヒロキ,logistic_regression,547,383,164,141,406,0.2577696526508227,0.7378048780487805,0.6158536585365854,0.5897559100518931,0.6365558331731693,is_x_day:1.7438,weekday_nth_Sat3:1.0647,weekday_nth_Sun2:0.9627,trained
