variant,segment,event_type,n_days,mean_vs_other,ci_lower,ci_upper,se,wins,losses,win_pct,p_value_wilcoxon,p_value_sign,verdict,loo_min_mean,loo_max_mean,loo_sign_flips,loo_fragile,q_value_wilcoxon,q_value_sign
v11_seg_weights,2F_L_N,event,68,84.24636782423812,-32.68177932317505,198.02657911055968,58.932288363659055,37,31,54.4,0.1994310409820993,0.5446122234192592,ns,70.47824132350297,99.19349037942816,0,False,0.29914656147314894,0.653534668103111
v11_seg_weights,2F_L_N,non_event,189,112.10205902976988,57.83795180722891,167.6655518901001,28.225329715862195,114,75,60.3,0.0001518968538732705,0.005566130513722026,USEFUL,105.86913611894386,117.51365034606512,0,False,0.0013891038490000764,0.026717426465865723
v11_seg_weights,2F_R_N,event,68,67.70570517363572,-61.41482547838411,201.28876683203399,67.37328633086591,35,33,51.5,0.6120430216984374,0.9035973456835127,ns,40.58991188635138,82.31963675597915,0,False,0.6120430216984374,0.9035973456835128
v11_seg_weights,2F_R_N,non_event,189,41.291483393893024,-14.465534359660868,97.62358561229041,28.777315780591486,96,93,50.8,0.3150961029814814,0.8843829672609315,ns,34.78931684183542,45.67630094847474,0,False,0.34374120325252516,0.9035973456835128
v11_seg_weights,3F_L_A,event,68,127.29004252303332,46.212655031892275,218.45919782069447,44.152379782261136,38,30,55.9,0.03296466662989192,0.39612484029702977,maybe,99.82206437691063,134.6788347419529,0,False,0.0676733560155289,0.5281664537293731
v11_seg_weights,3F_L_A,non_event,189,57.46082743673106,27.910151717983048,86.90941065850704,15.08201440152805,116,73,61.4,0.00023167260617772573,0.0021659721611007577,USEFUL,54.24865419123302,60.90306972571136,0,False,0.0013891038490000764,0.012995832966604545
v11_seg_weights,3F_L_N,event,68,-215.19339121190646,-337.76853738483345,-89.56913093550673,62.92966309316009,23,45,33.8,0.0012276497494878625,0.01033766119369546,WORSE,-234.97032907750406,-197.18144218665708,0,False,0.0042090848553869575,0.03101298358108638
v11_seg_weights,3F_L_N,non_event,189,-28.392586217887423,-90.62229154714095,36.84779435201119,32.67064329279417,87,102,46.0,0.2788373986335443,0.30850513289883275,ns,-35.73381825173033,-22.818732376313765,0,False,0.33460487836025316,0.4627576993482491
v11_seg_weights,3F_R_A,event,68,74.97980155917789,-10.435491229624374,173.91469923812895,47.23186261909283,40,28,58.8,0.253189709269265,0.1818100545355934,ns,41.24222262183061,83.9670922495954,0,False,0.33460487836025316,0.3262139728215601
v11_seg_weights,3F_R_A,non_event,189,68.6007203416842,35.46642681838464,101.15361684834578,16.603406867437396,113,76,59.8,0.0002893966352083493,0.008653116386496589,USEFUL,64.88861830299923,71.40332607023839,0,False,0.0013891038490000764,0.03101298358108638
v11_seg_weights,3F_R_N,event,68,-146.02622253720767,-297.11803906803675,11.229624379872376,78.98491997978601,24,44,35.3,0.03947612434239186,0.02052693371370707,bad?,-174.0703110951268,-123.16399928070493,0,False,0.0676733560155289,0.049264640912896965
v11_seg_weights,3F_R_N,non_event,189,-92.4555045579142,-163.6814368585453,-18.042626856632914,37.32215021779511,67,122,35.4,0.002778980917985138,7.695888142232127e-05,WORSE,-101.07712765957447,-84.66406049730838,0,False,0.008336942753955414,0.0018470131541357105
v6a_hit_an,2F_L_N,event,68,84.24636782423812,-32.68177932317505,198.02657911055968,58.932288363659055,37,31,54.4,0.1994310409820993,0.5446122234192592,ns,70.47824132350297,99.19349037942816,0,False,0.29914656147314894,0.653534668103111
v6a_hit_an,2F_L_N,non_event,189,79.16029196149677,26.961497577612036,131.91942372665264,26.977535515793374,104,85,55.0,0.01528808941599562,0.19029148414591004,maybe,72.65976672648038,83.76355421686746,0,False,0.04076823844265499,0.3262139728215601
v6a_hit_an,2F_R_N,event,68,67.70570517363572,-61.41482547838411,201.28876683203399,67.37328633086591,35,33,51.5,0.6120430216984374,0.9035973456835127,ns,40.58991188635138,82.31963675597915,0,False,0.6120430216984374,0.9035973456835128
