hall,axis,focus_value,offset_value,n_days,focus_mean_excess,offset_mean_excess,offset_gap,corr_excess,verdict
ヒロキ,machine_category,at_smart,other,265,336.6710093400199,-33.79002593750515,370.46103527752507,-0.31460813444441105,offset_candidate
ヒロキ,machine_category,at_smart,juggler,265,336.6710093400199,-25.32868182601574,361.99969116603563,-0.19333931818372158,offset_candidate
ヒロキ,machine_category,juggler,other,291,141.2997186031984,-56.36743764731979,197.6671562505182,-0.7030668053664347,offset_candidate
ヒロキ,machine_category,juggler,at_smart,291,141.2997186031984,-45.06914547901337,186.36886408221176,-0.21005784078121154,offset_candidate
ヒロキ,machine_category,other,at_smart,256,55.34811067789733,-116.66041347775786,172.00852415565518,-0.2308884018393229,offset_candidate
ヒロキ,machine_category,other,juggler,256,55.34811067789733,-89.98995577820745,145.33806645610477,-0.6364701835842623,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,キン肉マン～7人の悪魔超人編～,6,7293.868846581304,-1374.964486752029,8668.833333333332,0.4082551388386342,offset_candidate
ヒロキ,machine_name,チバリヨ2,スマスロ真・北斗無双,5,7547.653176151573,-807.3468238484257,8354.999999999998,0.14082640197327306,offset_candidate
ヒロキ,machine_name,チバリヨ2,鬼武者3,6,7098.7366445851885,-1028.596688748145,8127.333333333334,-0.4356884061471323,offset_candidate
ヒロキ,machine_name,チバリヨ2,今日から俺は!! パチスロ編,5,8009.202196439418,154.0021964394188,7855.199999999999,-0.7828333647009681,no_offset
ヒロキ,machine_name,スーパービンゴネオ,スマスロ真・北斗無双,9,6652.891854924343,-973.6081450756568,7626.499999999999,0.2551595772810495,offset_candidate
ヒロキ,machine_name,チバリヨ2,A‐SLOT+ この素晴らしい世界に祝福を！,7,7329.281331425593,-45.004382860120536,7374.285714285713,0.11300400455806299,offset_candidate
ヒロキ,machine_name,Sister Quest,グランベルム,7,6729.813570604628,-585.3292865382298,7315.142857142858,-0.10579145583446806,offset_candidate
ヒロキ,machine_name,Sister Quest,にゃんこ大戦争 超神速,7,6516.990960927193,-565.4376105013781,7082.428571428571,-0.0732798056237362,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ストライク・ザ・ブラッド,9,6117.838941496671,-277.4943918366619,6395.333333333333,-0.06844252371400657,offset_candidate
ヒロキ,machine_name,Sister Quest,Re:ゼロから始める異世界生活 season2,10,5788.590049006359,-538.5099509936415,6327.1,-0.16407127104828534,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,押忍！番長4,22,5853.0443002816755,-357.02388153650685,6210.068181818182,0.00348433370773311,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,チバリヨ2,22,5166.658158508172,-831.705477855464,5998.363636363636,-0.22605746369915866,offset_candidate
ヒロキ,machine_name,Sister Quest,ニューパルサーSPⅢ,12,5746.974539800439,-162.35879353289394,5909.333333333333,-0.6132982774946537,offset_candidate
ヒロキ,machine_name,Sister Quest,主役は銭形4,12,5135.635349748789,-730.1146502512111,5865.75,-0.3849477608528449,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,聖闘士星矢 海皇覚醒 CUSTOM EDITION,20,5100.477882215481,-686.2387844511852,5786.716666666666,0.027679169961086547,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,A‐SLOT+ この素晴らしい世界に祝福を！,12,5423.2216616813685,-359.6950049852985,5782.916666666667,-0.372808309369498,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,犬夜叉2,16,5501.1337997789215,-156.14745022107817,5657.28125,-0.16821254149645243,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ニューパルサーSPⅢ,22,5491.634642954653,-117.36535704534714,5609.0,0.01700694258888395,offset_candidate
ヒロキ,machine_name,Sister Quest,炎炎ノ消防隊,14,5410.2094974452,-176.57621684051423,5586.785714285715,-0.4173613967176707,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,一方通行 とある魔術の禁書目録,21,4928.212229469733,-547.0734848159808,5475.285714285714,-0.29167936345647083,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,グランベルム,14,5411.048657851526,84.62008642295363,5326.428571428572,0.3548861489523923,no_offset
ヒロキ,machine_name,スーパービンゴネオ,Re:ゼロから始める異世界生活 season2,25,5323.081444727711,8.420111394378146,5314.661333333333,-0.25619563638458015,no_offset
ヒロキ,machine_name,スーパービンゴネオ,戦姫絶唱シンフォギア 正義の歌,46,4510.9736042710965,-708.921323265135,5219.894927536232,-0.3188745856703913,offset_candidate
ヒロキ,machine_name,Sister Quest,ガメラ2,11,5658.87936830716,459.24300467079723,5199.636363636363,-0.04783260874017591,no_offset
ヒロキ,machine_name,スーパービンゴネオ,新・必殺仕置人 回胴 CRASH SPEC,12,5148.18767651126,-50.6456568220727,5198.833333333333,0.5246100450184361,offset_candidate
ヒロキ,machine_name,Sister Quest,チバリヨ2,10,4975.232596623677,-214.46740337632386,5189.700000000001,0.5204192905537609,offset_candidate
ヒロキ,machine_name,Sister Quest,押忍！番長4,13,4815.929396080358,-364.4167577657955,5180.346153846153,0.4457800875284678,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,アレックス ブライト,12,4976.942871639883,-155.89046169344968,5132.833333333333,0.2448825708138382,offset_candidate
ヒロキ,machine_name,Re:ゼロから始める異世界生活 season2,仮面ライダー電王,7,3984.8836677614017,-1132.5449036671705,5117.4285714285725,-0.1218464076840444,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,バンドリ！,23,5375.201644230815,269.8864268395108,5105.315217391304,-0.3668848028783782,no_offset
ヒロキ,machine_name,プリズムナナ,翔べ！ハーレムエース,8,4602.391021271571,-466.60897872842895,5069.0,0.08172143531528117,offset_candidate
ヒロキ,machine_name,Sister Quest,聖闘士星矢 海皇覚醒 CUSTOM EDITION,7,3825.891068543338,-1220.966074313805,5046.857142857143,0.4289899047466915,offset_candidate
ヒロキ,machine_name,Sister Quest,一方通行 とある魔術の禁書目録,11,5167.244648346582,144.5173756193094,5022.727272727272,0.36529283850435834,no_offset
ヒロキ,machine_name,Sister Quest,仮面ライダー電王,19,4391.292794963516,-609.8124681943788,5001.105263157895,-0.1332991118635953,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ToLOVEるダークネス,29,4930.149323427129,-28.214469676317762,4958.363793103447,-0.212363286254632,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,わたしの幸せな結婚,15,4397.110368913285,-559.6896310867155,4956.800000000001,0.41912303748478064,offset_candidate
ヒロキ,machine_name,Sister Quest,桃太郎電鉄 ～パチスロも定番!～,20,5050.671756470458,144.4217564704586,4906.249999999999,-0.2166846323104187,no_offset
ヒロキ,machine_name,Sister Quest,ToLOVEるダークネス,19,4690.7050610330125,-214.1791494933033,4904.884210526316,0.0826257662083629,offset_candidate
ヒロキ,machine_name,チバリヨ2,新・必殺仕置人 回胴 CRASH SPEC,5,4574.9607090079135,-328.23929099208647,4903.2,0.5809771066951659,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,桃太郎電鉄 ～パチスロも定番!～,29,4628.482618208444,-272.5173817915544,4900.999999999999,-0.054020013091899265,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,主役は銭形4,22,4983.82731244264,89.4182215335488,4894.409090909091,-0.12412013697816876,no_offset
ヒロキ,machine_name,スーパービンゴネオ,炎炎ノ消防隊,25,4680.425153557055,-194.49484644294563,4874.92,-0.06071147381781279,offset_candidate
ヒロキ,machine_name,チバリヨ2,グランベルム,11,4171.772916207353,-684.8634474290105,4856.636363636363,-0.060043591133159394,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ガメラ2,25,5292.196842872641,450.79684287264206,4841.4,-0.08761502876268422,no_offset
ヒロキ,machine_name,プリズムナナ,真・一騎当千,8,4168.471618104091,-629.6533818959088,4798.125,0.24450415146159432,offset_candidate
ヒロキ,machine_name,ようこそ実力至上主義の教室へ,スーパービンゴネオ,16,3463.53961047547,-1333.5228895245302,4797.0625,-0.6447072256043942,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,麻雀格闘倶楽部参,31,4748.265969390782,-44.73403060921777,4792.999999999999,-0.23046260848358688,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ゾンビランドサガ,13,5252.40206738751,462.32514431058706,4790.076923076923,0.1553744389309296,no_offset
ヒロキ,machine_name,Sister Quest,聖戦士ダンバイン,26,4364.383982214846,-354.65447932361474,4719.03846153846,0.09646347404532862,offset_candidate
ヒロキ,machine_name,Sister Quest,麻雀格闘倶楽部参,27,4222.808136588674,-466.8647029174989,4689.672839506173,0.2339048591190893,offset_candidate
ヒロキ,machine_name,アズールレーン THE ANIMATION,1000ちゃんA,10,5267.330109867791,590.130109867791,4677.2,-0.3694655968327684,no_offset
ヒロキ,machine_name,スーパービンゴネオ,デビル メイ クライ5 スタイリッシュトライブ,19,3694.4307390890717,-969.6604889811033,4664.091228070175,-0.03427566655756662,offset_candidate
ヒロキ,machine_name,シャーマンキング,仮面ライダー電王,23,3851.9750748042634,-810.3292730218235,4662.304347826087,-0.08166389279106497,offset_candidate
ヒロキ,machine_name,チバリヨ2,ストライク・ザ・ブラッド,5,4237.107224165911,-403.8927758340891,4641.0,0.3134603749945789,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ヱヴァンゲリヲン ～約束の扉～,15,4397.110368913285,-236.08963108671526,4633.200000000001,0.20743898883109882,offset_candidate
ヒロキ,machine_name,わたしの幸せな結婚,シン・エヴァンゲリオン,6,3241.8142848459884,-1337.1857151540116,4579.0,-0.3514193944173773,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ファミスタ回胴版!!,50,4288.79085602159,-285.669143978411,4574.460000000001,-0.29988589189322634,offset_candidate
ヒロキ,machine_name,ヨルムンガンド,BIRDIE WING ‐Golf Girls' Story‐,5,2902.71318188659,-1638.08681811341,4540.8,-0.7215582216055447,offset_candidate
ヒロキ,machine_name,シャーマンキング,鬼武者3,5,3411.489619241597,-1121.3103807584025,4532.799999999999,-0.5088026141699721,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ルパン三世 大航海者の秘宝,53,4172.591657746902,-350.91148690718643,4523.503144654088,0.0420891138629692,offset_candidate
ヒロキ,machine_name,チバリヨ2,ゾンビランドサガ,10,4024.9238027064957,-455.67619729350383,4480.599999999999,-0.4445585976497019,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,バイオハザード RE:2,41,4402.935382215065,-52.0036421751788,4454.9390243902435,0.07081952063930122,offset_candidate
ヒロキ,machine_name,デビル メイ クライ5 スタイリッシュトライブ,ドッチ,12,2977.713296949378,-1470.7867030506213,4448.5,-0.4256432011954126,offset_candidate
ヒロキ,machine_name,Sister Quest,閃乱カグラ2 SHINOVI MASTER,41,4288.436107180697,-140.25901477052292,4428.69512195122,-0.0005709650658727767,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,今日から俺は!! パチスロ編,10,4499.227988454085,79.52798845408545,4419.7,-0.0327113060877152,no_offset
ヒロキ,machine_name,スーパービンゴネオ,麻雀格闘倶楽部 覚醒,46,4120.482113127974,-292.51788687202566,4413.0,-0.1733685962435772,offset_candidate
ヒロキ,machine_name,にゃんこ大戦争 超神速,新・必殺仕置人 回胴 CRASH SPEC,5,3541.428523896878,-869.5714761031231,4411.000000000001,0.4502507944557912,offset_candidate
ヒロキ,machine_name,プリズムナナ,転生したら剣でした,13,3817.200719927236,-591.4915877650711,4408.692307692308,-0.2156193016346873,offset_candidate
ヒロキ,machine_name,虚構推理,ミリオンゴッド‐神々の軌跡‐,24,3426.9587407523272,-970.5785608349746,4397.537301587302,0.09500993073694035,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,戦国†恋姫,41,4573.157476545603,181.47454971633425,4391.682926829269,0.1955954484537371,no_offset
ヒロキ,machine_name,主役は銭形4,アイドルマスター ミリオンライブ！ ネクストプロローグ,7,3289.9683986141526,-1087.8887442429896,4377.857142857142,-0.5657715265256519,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,ダーリン・イン・ザ・フランキス,9,3820.818706322822,-557.0035158994002,4377.822222222222,0.37459028404541206,offset_candidate
ヒロキ,machine_name,デビル メイ クライ5 スタイリッシュトライブ,ミリオンゴッド‐神々の軌跡‐,12,2977.713296949378,-1398.8323379712563,4376.545634920634,-0.4950923751129365,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,七つの魔剣が支配する,47,3742.9590251232357,-631.4665067916576,4374.425531914893,0.09439367074946342,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,戦国乙女4 戦乱に閃く炯眼の軍師,52,4079.3561345774333,-292.1877756789768,4371.5439102564105,-0.038232146566282724,offset_candidate
ヒロキ,machine_name,ゴブリンスレイヤーII,アクダマドライブ,8,2483.2541634858235,-1882.9958365141763,4366.25,-0.4479577142640511,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,かぐや様は告らせたい,53,4172.591657746902,-172.667147284545,4345.258805031446,-0.06996366819935523,offset_candidate
ヒロキ,machine_name,Re:ゼロから始める異世界生活 season2,Sister Quest,12,2653.6845625675574,-1688.9821040991094,4342.666666666667,-0.341342844578049,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,革命機ヴァルヴレイヴ,49,4195.948735388767,-142.02371359082454,4337.972448979592,-0.003476596731644717,offset_candidate
ヒロキ,machine_name,スーパービンゴネオ,モンスターハンターライズ,53,4172.591657746902,-162.87123533485945,4335.462893081761,-0.09087120836248894,offset_candidate
ヒロキ,machine_name,ゴブリンスレイヤーII,虚構推理,8,2483.2541634858235,-1850.6208365141763,4333.875,0.7018916262512788,offset_candidate
