hall,axis,focus_value,offset_value,n_days,focus_mean_excess,offset_mean_excess,offset_gap,corr_excess,verdict
みとや,machine_category,at_smart,hana_oki,301,500.84506954698674,-335.49889842545866,836.3439679724454,-0.1873359728512653,offset_candidate
みとや,machine_category,at_smart,other,301,500.84506954698674,-61.206554618002194,562.0516241649889,-0.3753064947133579,offset_candidate
みとや,machine_category,other,hana_oki,218,86.80314288899118,-471.1231550041804,557.9262978931715,-0.2330871999121147,offset_candidate
みとや,machine_category,hana_oki,other,187,441.8538730491737,-59.257186644517574,501.1110596936913,-0.24492651856460973,offset_candidate
みとや,machine_category,at_smart,juggler,301,500.84506954698674,18.294928325946824,482.5501412210399,-0.12359246451304981,no_offset
みとや,machine_category,juggler,hana_oki,326,144.54020953913013,-263.1901192211318,407.73032876026195,-0.06171785104472339,offset_candidate
みとや,machine_category,hana_oki,juggler,187,441.8538730491737,39.88174088043792,401.9721321687358,0.15718903583675678,no_offset
みとや,machine_category,hana_oki,at_smart,187,441.8538730491737,58.93093114585171,382.922941903322,-0.06470854355154929,no_offset
みとや,machine_category,juggler,other,326,144.54020953913013,-85.77186335783355,230.31207289696368,-0.6775787160131873,offset_candidate
みとや,machine_category,other,at_smart,218,86.80314288899118,-84.459984340748,171.26312722973915,-0.24515999111950587,offset_candidate
みとや,machine_category,other,juggler,218,86.80314288899118,-80.39708713214223,167.2002300211334,-0.6577674212371827,offset_candidate
みとや,machine_category,juggler,at_smart,326,144.54020953913013,75.41737635394644,69.1228331851837,-0.012341515871523611,no_offset
みとや,machine_name,ゴジラ,シャーマンキング,17,5538.109494158284,-554.07678035152,6092.186274509804,-0.11236593541937435,offset_candidate
みとや,machine_name,ゴジラ,真・一騎当千,14,5528.737581526235,-523.5481327594791,6052.285714285714,-0.15605753484184934,offset_candidate
みとや,machine_name,ゴジラ,ルパン三世 大航海者の秘宝,17,5538.109494158284,-498.5375646652456,6036.64705882353,-0.03923146082135317,offset_candidate
みとや,machine_name,ゴジラ,かぐや様は告らせたい,17,5538.109494158284,-496.5347635447973,6034.644257703081,-0.3984615047957316,offset_candidate
みとや,machine_name,ゴジラ,沖ドキ!BLACK,17,5538.109494158284,-442.4703377744892,5980.579831932773,-0.14303611206009167,offset_candidate
みとや,machine_name,ゴジラ,七つの魔剣が支配する,17,5538.109494158284,-437.86109407701025,5975.970588235295,-0.3844144736397843,offset_candidate
みとや,machine_name,ゴジラ,主役は銭形4,9,5599.872362054349,-331.4609712789847,5931.333333333333,-0.4907821622375012,offset_candidate
みとや,machine_name,ゴジラ,ダンベル何キロ持てる？,14,5528.737581526235,-401.7624184737648,5930.5,-0.04809875854495257,offset_candidate
みとや,machine_name,ゴジラ,チバリヨ2プラス,9,5599.872362054349,-329.8220823900959,5929.694444444444,0.09310331546681344,offset_candidate
みとや,machine_name,ゴジラ,バーサスリヴァイズ,17,5538.109494158284,-344.8316823123044,5882.941176470588,0.2227966656725734,offset_candidate
みとや,machine_name,ゴジラ,新ハナビ,17,5538.109494158284,-311.18462348877495,5849.2941176470595,0.13744755597582242,offset_candidate
みとや,machine_name,ゴジラ,東京喰種,17,5538.109494158284,-293.0522705475984,5831.161764705883,0.41357903675136987,offset_candidate
みとや,machine_name,ゴジラ,ゴジラ対エヴァンゲリオン,17,5538.109494158284,-285.97874113583384,5824.088235294118,0.04122977066848746,offset_candidate
みとや,machine_name,ゴジラ,バイオハザード5,17,5538.109494158284,-278.8708979985788,5816.980392156863,-0.1899396463106907,offset_candidate
みとや,machine_name,シャーマンキング,ゾンビランドサガ,5,4849.222910840888,-880.1770891591113,5729.4,-0.7362553860139758,offset_candidate
みとや,machine_name,ゴジラ,からくりサーカス,17,5538.109494158284,-190.13952544955924,5728.249019607843,-0.15510749466373203,offset_candidate
みとや,machine_name,ゴジラ,頭文字D 2nd,14,5528.737581526235,-151.7981327594791,5680.535714285714,-0.6435071205509072,offset_candidate
みとや,machine_name,ゴジラ,クランキークレスト,17,5538.109494158284,-131.12579995936318,5669.235294117648,-0.12288389608865535,offset_candidate
みとや,machine_name,ゴジラ,ジャグラーガールズ,17,5538.109494158284,-124.49834897897102,5662.607843137255,-0.3513762444385592,offset_candidate
みとや,machine_name,ゴジラ,マギアレコード 魔法少女まどか☆マギカ外伝,17,5538.109494158284,-113.12187839073579,5651.23137254902,0.32524002378518574,offset_candidate
みとや,machine_name,ゴジラ,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,17,5538.109494158284,-109.9493293711279,5648.058823529412,-0.14234158096081362,offset_candidate
みとや,machine_name,シャーマンキング,範馬刃牙,9,4984.239944402853,-663.4267222638126,5647.666666666666,-0.01086216395782161,offset_candidate
みとや,machine_name,ゴジラ,吉宗,8,5468.626267775211,-173.41539889145565,5642.041666666667,-0.4413929152282281,offset_candidate
みとや,machine_name,ゴジラ,マイジャグラーV,17,5538.109494158284,-66.62753006316942,5604.737024221454,-0.25197498431895016,offset_candidate
みとや,machine_name,ゴジラ,麻雀物語,8,5468.626267775211,-117.91539889145554,5586.541666666667,-0.2512396936000166,offset_candidate
みとや,machine_name,ゴジラ,モンキーターンV,17,5538.109494158284,-46.705362553631694,5584.814856711916,-0.30918542822427575,offset_candidate
みとや,machine_name,シャーマンキング,スマート沖スロ ニューキングハナハナV,9,4984.239944402853,-591.4637593008497,5575.703703703703,0.36601648354285227,offset_candidate
みとや,machine_name,ゴジラ,革命機ヴァルヴレイヴ,14,5528.737581526235,-43.45289466424102,5572.190476190476,0.24320700387095234,offset_candidate
みとや,machine_name,ゴジラ,ウルトラミラクルジャグラー,17,5538.109494158284,-32.361094077010236,5570.470588235295,-0.17234778965195965,offset_candidate
みとや,machine_name,シャーマンキング,ゴブリンスレイヤーII,5,4849.222910840888,-716.5104224924447,5565.733333333333,-0.6331820850666959,offset_candidate
みとや,machine_name,ゴジラ,ファンキージャグラー2,17,5538.109494158284,-13.434623488774948,5551.5441176470595,0.17049707969778305,offset_candidate
みとや,machine_name,ゴジラ,ミスタージャグラー,17,5538.109494158284,1.627141217107391,5536.482352941177,-0.14607070636075464,no_offset
みとや,machine_name,ゴジラ,スマスロ炎炎ノ消防隊,16,5651.101603702873,119.97660370287244,5531.125000000001,0.6134688721233666,no_offset
みとや,machine_name,ゴジラ,うしおととら 白面決戦,16,5282.887091359971,-245.92540864002942,5528.812500000001,0.31711561082585726,offset_candidate
みとや,machine_name,ゴジラ,ありふれた職業で世界最強,17,5538.109494158284,9.834984354362271,5528.274509803922,0.4138072177522466,no_offset
みとや,machine_name,シャーマンキング,不二子BT,9,4984.239944402853,-538.6489444860349,5522.888888888889,0.167377220868114,offset_candidate
みとや,machine_name,ゴジラ,戦国乙女4 戦乱に閃く炯眼の軍師,17,5538.109494158284,20.90151096500657,5517.207983193278,0.11186125252945357,no_offset
みとや,machine_name,サラリーマン金太郎～MAX～,一方通行 とある魔術の禁書目録,6,4486.379647889597,-1021.6203521104025,5508.0,-0.13698877504286294,offset_candidate
みとや,machine_name,ゴジラ,ゴーゴージャグラー3,17,5538.109494158284,43.71911982673307,5494.390374331551,-0.02677993679970293,no_offset
みとや,machine_name,ゴジラ,アイムジャグラーEX-TP,17,5538.109494158284,57.291186400398104,5480.818307757886,0.034747468344822174,no_offset
みとや,machine_name,ゴジラ,甲鉄城のカバネリ,17,5538.109494158284,57.39576866808779,5480.713725490196,0.26422281717287244,no_offset
みとや,machine_name,ゴジラ,回胴黙示録カイジ 狂宴,17,5538.109494158284,72.12910200142112,5465.980392156863,0.05691350904788732,no_offset
みとや,machine_name,ゴジラ,仮面ライダー電王,8,5581.071236208481,169.5712362084805,5411.500000000001,-0.38970372117434315,no_offset
みとや,machine_name,ゴジラ,ハイパーラッシュ,17,5538.109494158284,141.5212588641662,5396.588235294118,-0.13924819378852143,no_offset
みとや,machine_name,ゴジラ,スマスロ北斗の拳,17,5538.109494158284,144.7335822256584,5393.375911932626,0.13868517554447582,no_offset
みとや,machine_name,ゴジラ,アイドルマスター ミリオンライブ！ ネクストプロローグ,8,5468.626267775211,76.476267775211,5392.15,-0.2515368033537379,no_offset
みとや,machine_name,ゴジラ,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,17,5538.109494158284,178.32518043279367,5359.78431372549,-0.30553658684539714,no_offset
みとや,machine_name,ゴジラ,ディスクアップ ULTRAREMIX,17,5538.109494158284,179.17125886416622,5358.938235294118,-0.24941222864126156,no_offset
みとや,machine_name,サラリーマン金太郎～MAX～,真・一騎当千,6,4486.379647889597,-824.4536854437356,5310.833333333333,-0.13653903268637121,offset_candidate
みとや,machine_name,ゴジラ,ナイツ,17,5538.109494158284,244.10949415828392,5294.0,-0.06922769606472118,no_offset
みとや,machine_name,ゴジラ,ゴッドイーター リザレクション,17,5538.109494158284,250.03386390618306,5288.075630252101,-0.051669633518077906,no_offset
みとや,machine_name,ゴジラ,ToLOVEるダークネス,17,5538.109494158284,321.736945138676,5216.372549019608,0.17544210018760184,no_offset
みとや,machine_name,ゴジラ,モンスターハンターライズ,17,5538.109494158284,358.97146682613896,5179.138027332146,0.23713430792599216,no_offset
みとや,machine_name,サラリーマン金太郎～MAX～,主役は銭形4,6,4486.379647889597,-680.5092409992913,5166.888888888889,0.9228349374008583,offset_candidate
