hall,axis,focus_value,offset_value,n_days,focus_mean_excess,offset_mean_excess,offset_gap,corr_excess,verdict
蒲田1,floor,unknown,2F,206,795.2475813217454,-5.595705208917701,800.8432865306631,-0.9497379367590012,offset_candidate
蒲田1,floor,2F,unknown,282,4.147041799590568,-561.3641187167775,565.5111605163681,-0.9489266259967778,offset_candidate
蒲田1,machine_category,at_smart,hana_oki,264,485.68756551465503,-205.79265192666207,691.4802174413171,-0.08013026337789823,offset_candidate
蒲田1,machine_category,at_smart,other,264,485.68756551465503,-34.95280416046692,520.640369675122,-0.34936036279250265,offset_candidate
蒲田1,machine_category,at_smart,juggler,264,485.68756551465503,12.714157128475984,472.9734083861791,-0.2027471052699103,no_offset
蒲田1,machine_category,other,hana_oki,247,90.5626545874542,-320.9587739221576,411.52142850961184,-0.4499763381367924,offset_candidate
蒲田1,machine_category,hana_oki,other,173,265.7675452425456,-54.6139453832912,320.3814906258368,-0.2353592041111034,offset_candidate
蒲田1,machine_category,juggler,hana_oki,308,155.68347323457814,-127.68686204811335,283.3703352826915,-0.061972591697848266,offset_candidate
蒲田1,machine_category,hana_oki,juggler,173,265.7675452425456,40.17868788586693,225.5888573566787,0.05878747656072297,no_offset
蒲田1,machine_category,juggler,other,308,155.68347323457814,-65.5371910597132,221.22066429429134,-0.7178617134613341,offset_candidate
蒲田1,machine_category,hana_oki,at_smart,173,265.7675452425456,57.086897228428654,208.68064801411697,-0.18372156388149907,no_offset
蒲田1,machine_category,other,juggler,247,90.5626545874542,-87.10047837691134,177.66313296436556,-0.6264280377512084,offset_candidate
蒲田1,machine_category,other,at_smart,247,90.5626545874542,-81.63678086276468,172.19943545021889,-0.19616420517959846,offset_candidate
蒲田1,machine_category,juggler,at_smart,308,155.68347323457814,11.291117826690016,144.39235540788812,-0.18690639601942327,no_offset
蒲田1,machine_name,七つの魔剣が支配する,スマスロ ドルアーガの塔,8,4116.750712219413,-895.7492877805878,5012.500000000001,-0.5524061846675702,offset_candidate
蒲田1,machine_name, サラリーマン金太郎,戦姫絶唱シンフォギア 正義の歌,5,3691.493157872632,-855.1735087940348,4546.666666666667,0.20625935917992505,offset_candidate
蒲田1,machine_name,シャーマンキング,ダークハイビ,5,3010.8663709726034,-1339.1336290273966,4350.0,-0.048355100458413736,offset_candidate
蒲田1,machine_name,七つの魔剣が支配する, サラリーマン金太郎,25,3010.5512384463736,-1213.4487615536264,4224.0,-0.12471902207240136,offset_candidate
蒲田1,machine_name,範馬刃牙,ミリオンゴッド‐神々の軌跡‐,8,1193.789224380397,-2939.841728000555,4133.630952380952,-0.07710342036101157,offset_candidate
蒲田1,machine_name, サラリーマン金太郎,沖ドキ!GOLD‐30,5,3691.493157872632,-421.1735087940348,4112.666666666667,-0.06467352337060814,offset_candidate
蒲田1,machine_name,七つの魔剣が支配する,転生したら剣でした,14,3688.947307396777,-420.57650212703226,4109.523809523809,-0.1311823158288004,offset_candidate
蒲田1,machine_name,シャーマンキング,戦国乙女5 業火を穿つ宿焔の双刃,9,2449.554682009128,-1590.7230957686493,4040.2777777777774,-0.5912125557310067,offset_candidate
蒲田1,machine_name, サラリーマン金太郎,一方通行 とある魔術の禁書目録,5,3691.493157872632,-328.50684212736815,4020.0,-0.475209132523875,offset_candidate
蒲田1,machine_name,七つの魔剣が支配する,ラブ嬢3～Wご指名はいかがですか?～,10,3281.4616201783515,-713.5383798216486,3995.0,0.37297409844355967,offset_candidate
蒲田1,machine_name,スーパービンゴネオ,戦姫絶唱シンフォギア 正義の歌,12,3441.905109957588,-521.9837789313007,3963.8888888888887,-0.0553663635913524,offset_candidate
蒲田1,machine_name,七つの魔剣が支配する,アイドルマスター ミリオンライブ！ ネクストプロローグ,12,3224.7331223351316,-703.0446554426467,3927.7777777777783,-0.2212195179152,offset_candidate
蒲田1,machine_name,スーパービンゴネオ,沖ドキ!GOLD‐30,12,3441.905109957588,-477.5393344868562,3919.4444444444443,0.22211832917027866,offset_candidate
蒲田1,machine_name,七つの魔剣が支配する,咲‐Saki‐ 頂上決戦,14,3688.947307396777,-212.24316879369903,3901.190476190476,-0.02662005603475487,offset_candidate
蒲田1,machine_name,七つの魔剣が支配する,わたしの幸せな結婚,20,3469.8096443052427,-408.94035569475744,3878.75,-0.033506086822006585,offset_candidate
蒲田1,machine_name,七つの魔剣が支配する,絶対衝激～PLATONIC HEART～,12,3348.368138765161,-522.4651945681727,3870.8333333333335,-0.2054249144063443,offset_candidate
蒲田1,machine_name,シャーマンキング,麻雀物語,8,2849.231697647446,-1017.4349690192211,3866.666666666667,0.5082465129294081,offset_candidate
蒲田1,machine_name,スーパービンゴネオ, サラリーマン金太郎,27,2586.755742798816,-1253.9849979419253,3840.740740740741,-0.2504296648109786,offset_candidate
蒲田1,machine_name,新鬼武者3,ソードアート・オンラインII,8,2847.7764061184935,-984.5152605481736,3832.291666666667,-0.1325960680202279,offset_candidate
蒲田1,machine_name,緑ドン VIVA!情熱南米編 REVIVAL,ダーリン・イン・ザ・フランキス,10,2299.8787295811367,-1531.621270418864,3831.500000000001,-0.32099851136780055,offset_candidate
蒲田1,machine_name, サラリーマン金太郎,仮面ライダー電王,7,2723.69450835581,-1062.019777358476,3785.714285714286,-0.31073222301621345,offset_candidate
蒲田1,machine_name,スーパービンゴネオ,A‐SLOT+ この素晴らしい世界に祝福を！,12,3441.905109957588,-333.0948900424118,3775.0,-0.21390740062621666,offset_candidate
蒲田1,machine_name,かぐや様は告らせたい,戦国乙女5 業火を穿つ宿焔の双刃,6,2574.8687715992933,-1190.4090061784848,3765.2777777777783,0.41102206127820473,offset_candidate
蒲田1,machine_name,七つの魔剣が支配する,ダーリン・イン・ザ・フランキス,14,3688.947307396777,-65.33840688893716,3754.285714285714,0.5437480732000755,offset_candidate
蒲田1,machine_name,アズールレーン THE ANIMATION,花笠,7,2128.326905655656,-1624.054046725296,3752.3809523809523,0.3702491692355002,offset_candidate
