hall,axis,axis_level,n_days,budget_index_sum,budget_index_mean,budget_abs_sum,budget_abs_share,under_budget_days,balanced_days,over_budget_days,dominant_regime
ヒロキ,day_of_week,水,79,-171.48424108290348,-2.17068659598612,410.27051232681595,0.16263502566716115,20,37,22,balanced
ヒロキ,day_of_week,金,78,-273.9007379474542,-3.5115479224032593,403.74991706255577,0.16005020139560014,26,37,15,balanced
ヒロキ,day_of_week,火,77,-242.34098895610543,-3.147285570858512,397.8479462507568,0.1577106055786355,21,41,15,balanced
ヒロキ,day_of_week,月,78,-196.39937096844304,-2.5179406534415776,386.29218099067384,0.15312979335057997,17,44,17,balanced
ヒロキ,day_of_week,木,79,-155.22928818978806,-1.9649276986049122,364.27433810468426,0.14440171678814362,19,41,19,balanced
ヒロキ,day_of_week,日,77,-93.84940351692629,-1.218823422297744,288.4119835647937,0.11432917779967691,8,52,17,balanced
ヒロキ,day_of_week,土,79,-86.01948795992563,-1.088854277973742,271.7986013176859,0.10774347942020278,7,53,19,balanced
ヒロキ,dd,3,19,-60.283323512075,-3.1728065006355264,112.96649916696461,0.04478096509386347,6,9,4,balanced
ヒロキ,dd,28,17,-75.69740102167736,-4.452788295392786,112.71966417113067,0.044683117418544735,6,7,4,balanced
ヒロキ,dd,4,19,-97.59695631231651,-5.136681911174553,112.2032114874334,0.04447839079807031,7,10,2,balanced
ヒロキ,dd,5,18,-101.07061134430083,-5.615033963572269,110.01509899483125,0.04361100276820988,9,8,1,under_budget
ヒロキ,dd,24,18,-58.860117937914694,-3.2700065521063717,101.13479059021226,0.04009076638288798,6,8,4,balanced
ヒロキ,dd,14,18,-27.555263117415453,-1.5308479509675252,97.87940734989914,0.03880030235747679,6,4,8,over_budget
ヒロキ,dd,25,18,-71.28172619664122,-3.960095899813401,96.82106782235942,0.03838076678020654,6,10,2,balanced
ヒロキ,dd,17,18,-73.43847020984937,-4.079915011658298,95.33309199423314,0.037790919399689316,6,9,3,balanced
