hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
ARROW,logistic_regression,538,377,161,120,418,0.22304832713754646,0.7763975155279503,0.5714285714285714,-0.20496894409937894,0.5361111111111111,0.5537777777777778,weekday_nth_Thu2:-1.3897,weekday_nth_Wed2:-1.1208,weekday_nth_Thu5:1.0746,trained
