hall,date,n_machines,active_machine_count,total_games,avg_games,total_diff,avg_diff_per_machine,plus_rate,hit104_rate,budget_zscore,budget_regime
みとや,20250101,266,266,1035731,3893.7255639097743,-27364,-102.87218045112782,0.34962406015037595,0.2706766917293233,-0.6023840943254284,normal
みとや,20250102,263,263,929465,3534.0874524714827,-17177,-65.31178707224335,0.38783269961977185,0.2813688212927757,-0.4051656805894301,normal
みとや,20250103,259,259,1001984,3868.6640926640925,52240,201.6988416988417,0.4092664092664093,0.305019305019305,0.9968274275681838,strong
みとや,20250104,266,266,1494823,5619.6353383458645,210371,790.8684210526316,0.5225563909774437,0.39097744360902253,4.090381019767296,strong
みとや,20250105,265,265,1072480,4047.0943396226417,-12545,-47.339622641509436,0.37358490566037733,0.27169811320754716,-0.31079920991171694,normal
みとや,20250106,256,256,682941,2667.73828125,-17122,-66.8828125,0.34375,0.2578125,-0.4134146661545085,normal
みとや,20250107,266,266,964142,3624.593984962406,115683,434.8984962406015,0.4548872180451128,0.33458646616541354,2.2212892027306297,strong
みとや,20250108,245,245,594024,2424.587755102041,-19287,-78.72244897959183,0.35918367346938773,0.2857142857142857,-0.4755810631398137,normal
みとや,20250109,261,261,709297,2717.6130268199236,-29432,-112.76628352490421,0.31800766283524906,0.2260536398467433,-0.6543350761446874,normal
みとや,20250110,254,254,667152,2626.582677165354,-25883,-101.9015748031496,0.36220472440944884,0.2677165354330709,-0.5972877337967584,normal
みとや,20250111,266,266,1141365,4290.845864661655,4596,17.278195488721803,0.4323308270676692,0.31954887218045114,0.028489664466518412,normal
みとや,20250112,266,266,1060620,3987.2932330827066,-55021,-206.84586466165413,0.33458646616541354,0.24812030075187969,-1.1483188736404746,recovery
みとや,20250113,264,264,882891,3344.284090909091,-76063,-288.11742424242425,0.3522727272727273,0.20833333333333334,-1.575051573180859,recovery
みとや,20250114,266,266,1212645,4558.815789473684,54569,205.14661654135338,0.45112781954887216,0.30451127819548873,1.0149306640944895,strong
みとや,20250115,256,256,618752,2417.0,-35885,-140.17578125,0.3671875,0.2890625,-0.7982541668771815,recovery
みとや,20250116,254,254,589027,2319.003937007874,-33322,-131.18897637795277,0.3188976377952756,0.25196850393700787,-0.7510671370838121,recovery
みとや,20250117,265,265,962057,3630.4037735849056,953,3.5962264150943395,0.37358490566037733,0.2679245283018868,-0.04335027102794669,normal
みとや,20250118,263,263,1071962,4075.9011406844106,-7708,-29.307984790874524,0.40304182509505704,0.3041825095057034,-0.21612046205910804,normal
みとや,20250119,265,265,1051013,3966.08679245283,-26645,-100.54716981132076,0.4037735849056604,0.2792452830188679,-0.5901761574788499,normal
