hall,date,n_machines,active_machine_count,total_games,avg_games,total_diff,avg_diff_per_machine,plus_rate,hit104_rate,budget_zscore,budget_regime
楽園,20250101,463,463,1234107,2665.4578833693304,54072,116.78617710583153,0.38444924406047515,0.31533477321814257,0.5962723511203543,normal
楽園,20250102,457,457,1054114,2306.5951859956235,-76773,-167.99343544857769,0.3150984682713348,0.2713347921225383,-1.5345479686478478,recovery
楽園,20250103,521,521,1551144,2977.243761996161,-44045,-84.53934740882917,0.32245681381957775,0.2648752399232246,-0.9101153943923936,recovery
楽園,20250104,489,489,1359405,2779.969325153374,-63582,-130.0245398773006,0.34355828220858897,0.278118609406953,-1.2504514580980395,recovery
楽園,20250105,465,465,1254590,2698.043010752688,-33643,-72.3505376344086,0.3913978494623656,0.31827956989247314,-0.8189144713060809,recovery
楽園,20250106,397,397,865895,2181.095717884131,-26760,-67.40554156171285,0.3602015113350126,0.3148614609571788,-0.7819142871343263,recovery
楽園,20250107,392,392,884704,2256.8979591836733,41673,106.30867346938776,0.3979591836734694,0.3239795918367347,0.5178760170263392,normal
楽園,20250108,360,360,606508,1684.7444444444445,-12395,-34.43055555555556,0.35,0.3055555555555556,-0.5351839485551638,normal
楽園,20250109,333,333,577097,1733.0240240240241,10743,32.26126126126126,0.35435435435435436,0.3183183183183183,-0.03617253000292759,normal
楽園,20250110,392,392,810226,2066.9030612244896,-51239,-130.71173469387756,0.3494897959183674,0.29591836734693877,-1.2555932892342896,recovery
楽園,20250111,558,558,2728598,4889.960573476703,125491,224.8942652329749,0.4265232974910394,0.32974910394265233,1.40517474706907,strong
楽園,20250112,498,498,1290360,2591.0843373493976,36580,73.45381526104417,0.357429718875502,0.29518072289156627,0.27204451650041545,normal
楽園,20250113,519,519,1772951,3416.0905587668594,71196,137.17919075144508,0.3583815028901734,0.28709055876685935,0.7488599871088026,normal
楽園,20250114,338,338,630087,1864.1627218934912,3024,8.946745562130177,0.3757396449704142,0.3254437869822485,-0.21061986263202065,normal
楽園,20250115,379,379,732510,1932.7440633245383,-5722,-15.097625329815303,0.3720316622691293,0.31398416886543534,-0.3905282262014522,normal
楽園,20250116,415,415,786593,1895.4048192771083,-40694,-98.05783132530121,0.3180722891566265,0.25783132530120484,-1.0112654028613979,recovery
楽園,20250117,405,405,871530,2151.925925925926,12715,31.395061728395063,0.37037037037037035,0.30864197530864196,-0.042653736817732074,normal
楽園,20250118,495,495,1266210,2558.0,-11868,-23.975757575757576,0.3474747474747475,0.2828282828282828,-0.4569575060981258,normal
楽園,20250119,476,476,1146324,2408.2436974789916,-45109,-94.76680672268908,0.3445378151260504,0.2710084033613445,-0.986640809713027,recovery
楽園,20250120,384,384,800936,2085.7708333333335,7522,19.588541666666668,0.3723958333333333,0.3229166666666667,-0.13099423502834487,normal
楽園,20250121,364,364,684294,1879.9285714285713,-3102,-8.521978021978022,0.37362637362637363,0.3324175824175824,-0.34132694113231216,normal
楽園,20250122,487,487,1549642,3182.016427104723,53412,109.67556468172485,0.3675564681724846,0.30390143737166325,0.5430682705916333,normal
楽園,20250123,389,389,760431,1954.8354755784062,32845,84.43444730077121,0.3676092544987147,0.3161953727506427,0.35420543267090787,normal
楽園,20250124,449,449,942399,2098.8841870824053,59546,132.61915367483297,0.38084632516703787,0.3273942093541203,0.7147402003214495,normal
楽園,20250125,563,563,2701727,4798.804618117229,82969,147.3694493783304,0.4191829484902309,0.3108348134991119,0.8251070539233623,strong
楽園,20250126,518,518,1564772,3020.7953667953666,-368,-0.7104247104247104,0.3687258687258687,0.305019305019305,-0.2828781765739636,normal
楽園,20250127,398,398,908752,2283.2964824120604,56712,142.4924623115578,0.3793969849246231,0.3065326633165829,0.7886157368381538,strong
楽園,20250128,395,395,805528,2039.3113924050633,-22094,-55.93417721518988,0.3569620253164557,0.28607594936708863,-0.6960815408018775,normal
楽園,20250129,409,409,839911,2053.5721271393645,-47089,-115.1320293398533,0.33251833740831294,0.2787286063569682,-1.1390205035401813,recovery
楽園,20250130,520,520,1887113,3629.0634615384615,40247,77.39807692307693,0.3403846153846154,0.2826923076923077,0.3015568570101714,normal
