hall,date,n_machines,active_machine_count,total_games,avg_games,total_diff,avg_diff_per_machine,plus_rate,hit104_rate,budget_zscore,budget_regime
ヒロキ,20250501,242,242,653904,2702.0826446280994,-42748,-176.64462809917356,0.32644628099173556,0.22727272727272727,-0.7968583673513949,recovery
ヒロキ,20250502,246,246,597407,2428.4837398373984,-15777,-64.13414634146342,0.33739837398373984,0.2682926829268293,-0.08077869836259545,normal
ヒロキ,20250503,258,258,1041842,4038.1472868217056,-22699,-87.98062015503876,0.4069767441860465,0.32170542635658916,-0.23255100266885553,normal
ヒロキ,20250504,249,249,820714,3296.0401606425703,-20010,-80.36144578313252,0.321285140562249,0.2289156626506024,-0.18405831312592164,normal
ヒロキ,20250505,258,258,1206154,4675.015503875969,-27333,-105.94186046511628,0.38372093023255816,0.28294573643410853,-0.346866387466212,normal
ヒロキ,20250506,258,258,1151108,4461.658914728682,48056,186.26356589147287,0.40310077519379844,0.3062015503875969,1.512892469781934,strong
ヒロキ,20250507,240,240,588072,2450.3,-32109,-133.7875,0.32916666666666666,0.24583333333333332,-0.524091620434824,normal
ヒロキ,20250508,231,231,526898,2280.943722943723,-3053,-13.216450216450216,0.3852813852813853,0.30735930735930733,0.24329001432312838,normal
ヒロキ,20250509,239,239,469202,1963.1882845188284,-26699,-111.7112970711297,0.37656903765690375,0.301255230125523,-0.38358631071729915,normal
ヒロキ,20250510,257,257,1361636,5298.194552529183,-18755,-72.97665369649805,0.39299610894941633,0.2529182879377432,-0.13705736361140286,normal
ヒロキ,20250511,259,259,1387937,5358.830115830116,37881,146.25868725868725,0.4092664092664093,0.26640926640926643,1.2582790346444641,strong
ヒロキ,20250512,206,206,404599,1964.0728155339805,-4409,-21.402912621359224,0.4174757281553398,0.3300970873786408,0.19118678627260255,normal
ヒロキ,20250513,231,231,483299,2092.2034632034633,-17841,-77.23376623376623,0.2943722943722944,0.2510822510822511,-0.16415201016264444,normal
ヒロキ,20250514,227,227,454928,2004.0881057268723,23787,104.7885462555066,0.4008810572687225,0.31277533039647576,0.9943398497921031,strong
ヒロキ,20250515,213,213,450406,2114.582159624413,-34640,-162.62910798122067,0.3474178403755869,0.26291079812206575,-0.7076557539594938,normal
ヒロキ,20250516,255,255,896798,3516.8549019607844,-38448,-150.7764705882353,0.36470588235294116,0.27058823529411763,-0.6322189366210808,normal
ヒロキ,20250517,258,258,1106742,4289.697674418605,-57950,-224.6124031007752,0.31007751937984496,0.24031007751937986,-1.1021521311737354,recovery
ヒロキ,20250518,255,255,825398,3236.8549019607844,-102708,-402.77647058823527,0.28627450980392155,0.19607843137254902,-2.236087960787013,recovery
ヒロキ,20250519,206,206,437666,2124.5922330097087,-12441,-60.39320388349515,0.3737864077669903,0.28640776699029125,-0.05696924705496656,normal
ヒロキ,20250520,229,229,495179,2162.353711790393,-16663,-72.76419213973799,0.34934497816593885,0.2838427947598253,-0.13570513936650788,normal
ヒロキ,20250521,217,217,497056,2290.5806451612902,-17239,-79.44239631336406,0.3686635944700461,0.2672811059907834,-0.17820896798212096,normal
ヒロキ,20250522,232,232,543157,2341.1939655172414,-12864,-55.44827586206897,0.3448275862068966,0.25,-0.02549695784744442,normal
ヒロキ,20250523,222,222,488066,2198.4954954954956,2292,10.324324324324325,0.4144144144144144,0.33783783783783783,0.39311667738194694,normal
ヒロキ,20250524,256,256,1140871,4456.52734375,-10372,-40.515625,0.33984375,0.19921875,0.06954278884444892,normal
