hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
楽園,logistic_regression,548,384,164,125,423,0.2281021897810219,0.7926829268292683,0.6097560975609756,-0.18292682926829273,0.5909502262443439,0.6273755656108597,weekday_nth_Thu1:-0.9166,weekday_nth_Wed1:0.9028,weekday_nth_Thu4:0.8502,trained
