hall,axis,focus_value,offset_value,n_days,focus_mean_excess,offset_mean_excess,offset_gap,corr_excess,verdict
楽園,floor,unknown,2F,267,101.50370132969894,-59.66221442609006,161.165915755789,-0.5385726168068702,offset_candidate
楽園,floor,2F,unknown,282,90.94574176286483,-66.79473595964346,157.74047772250827,-0.5161705969983251,offset_candidate
楽園,floor,2F,3F,282,90.94574176286483,-60.39475972781555,151.34050149068037,-0.389726615987124,offset_candidate
楽園,floor,unknown,3F,267,101.50370132969894,-45.44091664297328,146.94461797267223,-0.2818937365886912,offset_candidate
楽園,floor,3F,2F,268,102.84284419397457,-38.9873767240359,141.83022091801047,-0.2710384550925188,offset_candidate
楽園,floor,3F,unknown,268,102.84284419397457,-26.3016555599619,129.1444997539365,-0.28669348268200023,offset_candidate
楽園,machine_category,at_smart,hana_oki,335,373.4777256914664,-92.93909044469324,466.41681613615964,-0.009481563442635815,offset_candidate
楽園,machine_category,at_smart,juggler,335,373.4777256914664,-41.27931019838471,414.75703588985107,-0.11852655666303999,offset_candidate
楽園,machine_category,at_smart,other,335,373.4777256914664,-19.480212415766516,392.9579381072329,-0.4479702559943512,offset_candidate
楽園,machine_category,hana_oki,juggler,191,177.86794650670583,-57.15041792926269,235.01836443596852,-0.11280885717117893,offset_candidate
楽園,machine_category,juggler,hana_oki,195,122.67748376008937,-100.01508886375493,222.69257262384428,-0.08362225297345605,offset_candidate
楽園,machine_category,hana_oki,other,191,177.86794650670583,-18.119740673659674,195.9876871803655,-0.2648561691633332,offset_candidate
楽園,machine_category,other,hana_oki,296,43.415022318894884,-148.4416031290917,191.85662544798657,-0.30752464485586045,offset_candidate
楽園,machine_category,other,juggler,296,43.415022318894884,-120.44497046026353,163.8599927791584,-0.5137434780014544,offset_candidate
楽園,machine_category,juggler,other,195,122.67748376008937,-35.260986714076154,157.9384704741655,-0.4298595187159306,offset_candidate
楽園,machine_category,other,at_smart,296,43.415022318894884,-23.544101892915442,66.95912421181032,-0.38426256439001516,offset_candidate
楽園,machine_category,hana_oki,at_smart,191,177.86794650670583,135.8150664312444,42.052880075461445,0.07866173979635749,no_offset
楽園,machine_category,juggler,at_smart,195,122.67748376008937,152.6243708928276,-29.94688713273824,-0.01722097494374166,no_offset
