hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
金時,logistic_regression,547,383,164,121,426,0.22120658135283364,0.7317073170731707,0.5609756097560976,-0.1707317073170731,0.5776515151515151,0.5831439393939394,weekday_nth_Tue4:1.2677,is_x_day:1.1953,weekday_nth_Sun4:-1.1043,trained
