hall,n_source_rows,n_days,mean_budget_index,median_budget_index,under_budget_days,balanced_days,over_budget_days,top_axis,top_axis_level,top_axis_budget_abs_share,n_offset_pairs,best_offset_days,best_offset_same_regime_rate,best_offset_expected_same_regime_rate,best_offset_same_regime_uplift,model_baseline_accuracy,model_accuracy,model_accuracy_delta,model_roc_auc,model_status,model_metric,note
みとや,138418,547,-0.3791644440586566,-0.6042577614209894,126,296,125,is_x_day,0,0.777001340911402,1611,7,0.409683426443203,0.3981063403841463,0.011577086059056718,0.75,0.7926829268292683,0.04268292682926833,0.72655165576046,trained_above_baseline,0.72655165576046,
蒲田7,253313,360,4.059799138655259,3.824087427671143,65,234,61,is_x_day,0,0.6608167916277642,1049,7,0.5628571428571428,0.4838117283950618,0.07904541446208102,0.962962962962963,0.7037037037037037,-0.2592592592592593,0.8509615384615384,trained_above_baseline,0.8509615384615384,
蒲田1,183997,535,1.038455176520519,1.0575933192231644,118,299,118,is_x_day,0,0.7277604255408424,1558,1,0.4323308270676692,0.4096392698052232,0.022691557262445983,0.8385093167701864,0.639751552795031,-0.19875776397515532,0.5478632478632479,trained_below_baseline,0.5478632478632479,
楽園,257362,548,1.1150393683394226,1.1533261033445665,129,294,125,is_x_day,0,0.9203800097631017,1616,14,0.43045112781954886,0.39527279023922424,0.035178337580324626,0.7926829268292683,0.6097560975609756,-0.18292682926829273,0.6273755656108597,trained_above_baseline,0.6273755656108597,
レイトギャップ,172310,469,-1.7993826344010126,-1.8560144701754953,94,265,110,is_x_day,0,0.8973215941014169,1376,7,0.46187363834422657,0.41444165101995356,0.047431987324273006,0.7801418439716312,0.5886524822695035,-0.19148936170212771,0.7266862170087977,trained_above_baseline,0.7266862170087977,
ARROW,167779,538,-0.8128180236044038,-0.8482147797921211,128,290,120,is_x_day,0,0.8313284567271015,1575,1,0.45746691871455575,0.3969127015933997,0.06055421712115605,0.7763975155279503,0.5714285714285714,-0.20496894409937894,0.5537777777777778,trained_near_baseline,0.5537777777777778,
ヒロキ,121335,547,-2.2289278219772326,-2.1240576725667113,118,305,124,is_x_day,0,0.9150561193289563,1610,7,0.4227188081936685,0.40882794300973563,0.013890865183932899,0.7682926829268293,0.6646341463414634,-0.10365853658536583,0.6276106934001671,trained_above_baseline,0.6276106934001671,
ザシティ,61711,548,-5.1822982125694415,-5.6364035237274255,127,285,136,is_x_day,0,0.8507127833536698,1616,7,0.41187384044526903,0.38577574724279395,0.02609809320247508,0.75,0.6524390243902439,-0.09756097560975607,0.5599841364267301,trained_near_baseline,0.5599841364267301,
金時,70550,547,-0.7534600699274574,-0.7614037858002882,123,303,121,is_x_day,0,0.8651655159891402,1610,7,0.43202979515828677,0.40633470249892223,0.025695092659364538,0.7317073170731707,0.5609756097560976,-0.1707317073170731,0.5831439393939394,trained_near_baseline,0.5831439393939394,
