hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
ザシティ,logistic_regression,548,384,164,136,412,0.24817518248175183,0.75,0.6524390243902439,-0.09756097560975607,0.573170731707317,0.5599841364267301,is_x_day:1.0020,weekday_nth_Mon2:-0.9704,dd_bucket_22-28:-0.8097,trained
