condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,high_anomaly,33,11,1.0,1.0,1721.2121212121212,0.0,0.0,9059.999999999998,1.0,,0.0
anomaly_direction,low_anomaly,24,8,0.9583333333333334,1.0,241.66666666666666,0.0,0.0,849.9999999999978,0.5,0.0,0.041666666666666664
anomaly_direction,normal,375,125,0.9946666666666667,0.9973333333333333,826.6666666666666,0.0,0.0,3700.0,0.8125,0.0,0.008
difficulty_failure,hit_day,423,141,1.0,1.0,834.0425531914893,0.0,0.0,3679.9999999999955,0.9473684210526315,0.0,0.002364066193853428
difficulty_failure,miss_day,9,3,0.6666666666666666,0.8888888888888888,2200.0,0.0,3600.0,7739.999999999998,0.0,0.0,0.3333333333333333
pred_span_quartile,Q1,108,80,0.9722222222222222,0.9907407407407407,3020.3703703703704,0.0,2325.0,13564.999999999965,0.6666666666666666,0.0,0.037037037037037035
pred_span_quartile,Q2,108,87,1.0,1.0,325.0,0.0,0.0,1600.0,1.0,,0.0
pred_span_quartile,Q3,108,76,1.0,1.0,92.5925925925926,0.0,0.0,464.99999999999915,1.0,,0.0
pred_span_quartile,Q4,108,85,1.0,1.0,12.037037037037036,0.0,0.0,0.0,,,0.0
weekday,Friday,63,21,1.0,1.0,350.7936507936508,0.0,0.0,1689.9999999999998,1.0,,0.0
weekday,Monday,60,20,1.0,1.0,656.6666666666666,0.0,0.0,2399.9999999999886,1.0,,0.0
weekday,Saturday,63,21,1.0,1.0,177.77777777777777,0.0,0.0,1269.9999999999995,1.0,,0.0
weekday,Sunday,63,21,0.9841269841269841,1.0,2185.714285714286,0.0,0.0,8440.0,0.6,0.0,0.031746031746031744
weekday,Thursday,63,21,0.9682539682539683,0.9841269841269841,920.6349206349206,0.0,0.0,7649.999999999994,0.6,0.0,0.031746031746031744
weekday,Tuesday,60,20,1.0,1.0,1246.6666666666667,0.0,0.0,6119.999999999999,1.0,,0.0
weekday,Wednesday,60,20,1.0,1.0,490.0,0.0,0.0,3739.9999999999977,1.0,,0.0
