date,month,weekday,expert,precision,recall,f1,hit_at_2,hit_at_3,pred_span,n_items,status,window,lambda
2026-01-01,2026-01,Thursday,2F_N,0.5,0.5,0.5,1.0,1.0,0.03834597551053748,10,ok,full_2025,1.0
2026-01-01,2026-01,Thursday,3F_A,0.0,0.0,0.0,0.0,0.0,0.009965320098145103,10,ok,full_2025,1.0
2026-01-01,2026-01,Thursday,3F_N,1.0,1.0,1.0,1.0,1.0,0.359801065871777,10,ok,recent_60d,0.75
2026-01-02,2026-01,Friday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9969234076936789,10,ok,full_2025,1.0
2026-01-02,2026-01,Friday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9598848818656576,10,ok,full_2025,1.0
2026-01-02,2026-01,Friday,3F_N,1.0,1.0,1.0,1.0,1.0,0.5631971455049891,10,ok,recent_60d,0.75
2026-01-03,2026-01,Saturday,2F_N,0.5,0.5,0.5,1.0,1.0,0.9845393669684587,10,ok,full_2025,1.0
2026-01-03,2026-01,Saturday,3F_A,0.5,0.5,0.5,1.0,1.0,0.002618310886153911,10,ok,full_2025,1.0
2026-01-03,2026-01,Saturday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9320988236271959,10,ok,recent_60d,1.0
2026-01-04,2026-01,Sunday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9862127760994283,10,ok,full_2025,1.0
2026-01-04,2026-01,Sunday,3F_A,0.0,0.0,0.0,0.0,0.0,0.0010223185200995987,10,ok,full_2025,1.0
2026-01-04,2026-01,Sunday,3F_N,0.5,0.5,0.5,1.0,1.0,0.8105084480178399,10,ok,recent_60d,0.75
2026-01-05,2026-01,Monday,2F_N,1.0,1.0,1.0,1.0,1.0,0.993930964363509,10,ok,full_2025,1.0
2026-01-05,2026-01,Monday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9869750621046499,10,ok,full_2025,1.0
2026-01-05,2026-01,Monday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9940268201502482,10,ok,full_2025,0.75
2026-01-06,2026-01,Tuesday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9987966752717683,10,ok,full_2025,1.0
2026-01-06,2026-01,Tuesday,3F_A,1.0,1.0,1.0,1.0,1.0,0.816989470942451,10,ok,full_2025,1.0
2026-01-06,2026-01,Tuesday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9929923093747369,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,2F_N,0.5,0.5,0.5,1.0,1.0,0.9396262128723664,10,ok,full_2025,1.0
2026-01-07,2026-01,Wednesday,3F_A,0.5,0.5,0.5,1.0,1.0,0.9514482590192249,10,ok,full_2025,0.75
2026-01-07,2026-01,Wednesday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9913768680208794,10,ok,full_2025,0.75
2026-01-08,2026-01,Thursday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9978756348363479,10,ok,full_2025,1.0
2026-01-08,2026-01,Thursday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9735562076093833,10,ok,full_2025,1.0
2026-01-08,2026-01,Thursday,3F_N,1.0,1.0,1.0,1.0,1.0,0.8229586674680247,10,ok,full_2025,0.75
2026-01-09,2026-01,Friday,2F_N,1.0,1.0,1.0,1.0,1.0,0.5577969028703788,10,ok,recent_60d,1.0
2026-01-09,2026-01,Friday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9179649189910855,10,ok,full_2025,1.0
2026-01-09,2026-01,Friday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9933382441258849,10,ok,recent_60d,0.75
2026-01-10,2026-01,Saturday,2F_N,0.5,0.5,0.5,1.0,1.0,0.9931193529629937,10,ok,recent_60d,1.0
2026-01-10,2026-01,Saturday,3F_A,1.0,1.0,1.0,1.0,1.0,0.86529037701298,10,ok,full_2025,1.0
2026-01-10,2026-01,Saturday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9950418542834881,10,ok,recent_60d,0.75
2026-01-11,2026-01,Sunday,2F_N,0.5,0.5,0.5,1.0,1.0,0.9923156600052995,10,ok,recent_60d,1.25
2026-01-11,2026-01,Sunday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9956880091166749,10,ok,full_2025,1.0
2026-01-11,2026-01,Sunday,3F_N,0.5,0.5,0.5,1.0,1.0,0.0011758279153143247,10,ok,full_2025,0.75
2026-01-12,2026-01,Monday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9261284539184587,10,ok,recent_60d,1.25
2026-01-12,2026-01,Monday,3F_A,1.0,1.0,1.0,1.0,1.0,0.33818549046378815,10,ok,full_2025,1.0
2026-01-12,2026-01,Monday,3F_N,1.0,1.0,1.0,1.0,1.0,0.10910357649985744,10,ok,full_2025,0.75
2026-01-13,2026-01,Tuesday,2F_N,1.0,1.0,1.0,1.0,1.0,0.858532101452605,10,ok,recent_60d,1.25
2026-01-13,2026-01,Tuesday,3F_A,0.5,0.5,0.5,1.0,1.0,0.46585235684419024,10,ok,recent_60d,1.0
2026-01-13,2026-01,Tuesday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9378803430516074,10,ok,full_2025,0.75
