seed,date,weekday,excess
42,2026-02-26 00:00:00,Thursday,875.2817182817183
42,2026-02-27 00:00:00,Friday,1177.9950049950048
42,2026-02-28 00:00:00,Saturday,781.2794248005516
42,2026-03-01 00:00:00,Sunday,608.9200529200529
42,2026-03-02 00:00:00,Monday,777.3712041383274
42,2026-03-03 00:00:00,Tuesday,554.2787212787214
42,2026-03-04 00:00:00,Wednesday,555.7042147042147
42,2026-03-05 00:00:00,Thursday,546.5924075924075
42,2026-03-06 00:00:00,Friday,809.0929070929071
42,2026-03-07 00:00:00,Saturday,713.2470543155475
42,2026-03-08 00:00:00,Sunday,1359.7846941790604
42,2026-03-09 00:00:00,Monday,480.19738008470404
42,2026-03-10 00:00:00,Tuesday,933.0809190809191
42,2026-03-11 00:00:00,Wednesday,720.9817404817404
42,2026-03-12 00:00:00,Thursday,0.0
42,2026-03-13 00:00:00,Friday,596.3350733773268
42,2026-03-14 00:00:00,Saturday,728.020979020979
42,2026-03-15 00:00:00,Sunday,960.0670562314399
42,2026-03-16 00:00:00,Monday,577.9190809190809
42,2026-03-17 00:00:00,Tuesday,794.1928071928072
42,2026-03-18 00:00:00,Wednesday,647.5762046173005
42,2026-03-19 00:00:00,Thursday,550.4516891559144
42,2026-03-20 00:00:00,Friday,950.2543090712105
42,2026-03-21 00:00:00,Saturday,939.3228438228438
42,2026-03-22 00:00:00,Sunday,643.0891362158968
42,2026-03-23 00:00:00,Monday,663.6023698523699
42,2026-03-24 00:00:00,Tuesday,698.1168831168831
42,2026-03-25 00:00:00,Wednesday,0.0
42,2026-03-26 00:00:00,Thursday,652.981018981019
42,2026-03-27 00:00:00,Friday,653.3156303156304
42,2026-03-28 00:00:00,Saturday,1034.241594022416
42,2026-03-29 00:00:00,Sunday,1081.8723529991134
42,2026-03-30 00:00:00,Monday,864.6894513936768
42,2026-03-31 00:00:00,Tuesday,761.5843045843046
42,2026-04-01 00:00:00,Wednesday,676.8496503496503
42,2026-04-02 00:00:00,Thursday,749.6826553727963
42,2026-04-03 00:00:00,Friday,440.414982277996
42,2026-04-04 00:00:00,Saturday,0.0
42,2026-04-05 00:00:00,Sunday,817.7590859844381
42,2026-04-06 00:00:00,Monday,417.9578503688093
42,2026-04-07 00:00:00,Tuesday,830.7536907536908
42,2026-04-08 00:00:00,Wednesday,0.0
42,2026-04-09 00:00:00,Thursday,806.8331128331129
42,2026-04-10 00:00:00,Friday,962.4694179060376
42,2026-04-11 00:00:00,Saturday,658.0516103614694
42,2026-04-12 00:00:00,Sunday,766.1218781218781
42,2026-04-13 00:00:00,Monday,691.3036963036963
42,2026-04-14 00:00:00,Tuesday,748.7712287712288
42,2026-04-15 00:00:00,Wednesday,0.0
42,2026-04-16 00:00:00,Thursday,663.2470862470863
42,2026-04-17 00:00:00,Friday,592.2519372519372
42,2026-04-18 00:00:00,Saturday,709.8719590268886
42,2026-04-19 00:00:00,Sunday,927.3643069259508
42,2026-04-20 00:00:00,Monday,687.222027972028
42,2026-04-21 00:00:00,Tuesday,906.9887334887335
42,2026-04-22 00:00:00,Wednesday,961.7552447552448
42,2026-04-23 00:00:00,Thursday,0.0
42,2026-04-24 00:00:00,Friday,694.6128593628594
42,2026-04-25 00:00:00,Saturday,705.8632916379395
42,2026-04-26 00:00:00,Sunday,1023.2005292005291
42,2026-04-27 00:00:00,Monday,638.5813060179257
42,2026-04-28 00:00:00,Tuesday,888.4375624375625
42,2026-04-29 00:00:00,Wednesday,932.5145277257953
42,2026-04-30 00:00:00,Thursday,1078.4282478085297
42,2026-05-01 00:00:00,Friday,0.0
42,2026-05-02 00:00:00,Saturday,537.7282717282717
42,2026-05-03 00:00:00,Sunday,700.1193735841623
42,2026-05-04 00:00:00,Monday,606.5263468925441
42,2026-05-05 00:00:00,Tuesday,995.5274725274725
42,2026-05-06 00:00:00,Wednesday,688.3841229193342
42,2026-05-07 00:00:00,Thursday,690.5048562548562
42,2026-05-08 00:00:00,Friday,836.6623376623377
42,2026-05-09 00:00:00,Saturday,797.1223776223776
42,2026-05-10 00:00:00,Sunday,1258.5862306707377
42,2026-05-11 00:00:00,Monday,614.5369841426179
42,2026-05-12 00:00:00,Tuesday,455.0408746183394
42,2026-05-13 00:00:00,Wednesday,475.86813186813185
42,2026-05-14 00:00:00,Thursday,694.0
42,2026-05-15 00:00:00,Friday,736.4120949473062
42,2026-05-16 00:00:00,Saturday,479.68331668331666
42,2026-05-17 00:00:00,Sunday,852.1768231768231
42,2026-05-18 00:00:00,Monday,838.074854722742
42,2026-05-19 00:00:00,Tuesday,708.084915084915
42,2026-05-20 00:00:00,Wednesday,1333.4764109130306
77,2026-02-26 00:00:00,Thursday,875.2817182817183
77,2026-02-27 00:00:00,Friday,1177.9950049950048
77,2026-02-28 00:00:00,Saturday,829.8709740963261
77,2026-03-01 00:00:00,Sunday,608.9200529200529
77,2026-03-02 00:00:00,Monday,777.3712041383274
77,2026-03-03 00:00:00,Tuesday,554.2787212787214
77,2026-03-04 00:00:00,Wednesday,555.7042147042147
77,2026-03-05 00:00:00,Thursday,546.5924075924075
77,2026-03-06 00:00:00,Friday,809.0929070929071
77,2026-03-07 00:00:00,Saturday,713.2470543155475
77,2026-03-08 00:00:00,Sunday,1359.7846941790604
77,2026-03-09 00:00:00,Monday,524.5434565434565
77,2026-03-10 00:00:00,Tuesday,933.0809190809191
77,2026-03-11 00:00:00,Wednesday,768.6382350044322
77,2026-03-12 00:00:00,Thursday,945.7532467532467
77,2026-03-13 00:00:00,Friday,602.5322564759184
77,2026-03-14 00:00:00,Saturday,728.020979020979
77,2026-03-15 00:00:00,Sunday,960.0670562314399
77,2026-03-16 00:00:00,Monday,0.0
77,2026-03-17 00:00:00,Tuesday,794.1928071928072
77,2026-03-18 00:00:00,Wednesday,647.5762046173005
77,2026-03-19 00:00:00,Thursday,550.4516891559144
77,2026-03-20 00:00:00,Friday,950.2543090712105
77,2026-03-21 00:00:00,Saturday,939.3228438228438
77,2026-03-22 00:00:00,Sunday,643.0891362158968
77,2026-03-23 00:00:00,Monday,663.6023698523699
77,2026-03-24 00:00:00,Tuesday,698.1168831168831
77,2026-03-25 00:00:00,Wednesday,0.0
77,2026-03-26 00:00:00,Thursday,652.981018981019
77,2026-03-27 00:00:00,Friday,653.3156303156304
77,2026-03-28 00:00:00,Saturday,1034.241594022416
77,2026-03-29 00:00:00,Sunday,1081.8723529991134
77,2026-03-30 00:00:00,Monday,864.6894513936768
77,2026-03-31 00:00:00,Tuesday,762.8343045843046
77,2026-04-01 00:00:00,Wednesday,676.8496503496503
77,2026-04-02 00:00:00,Thursday,749.6826553727963
77,2026-04-03 00:00:00,Friday,440.414982277996
77,2026-04-04 00:00:00,Saturday,1106.8271728271727
77,2026-04-05 00:00:00,Sunday,817.7590859844381
77,2026-04-06 00:00:00,Monday,417.9578503688093
77,2026-04-07 00:00:00,Tuesday,830.7536907536908
77,2026-04-08 00:00:00,Wednesday,0.0
77,2026-04-09 00:00:00,Thursday,806.8331128331129
77,2026-04-10 00:00:00,Friday,962.4694179060376
77,2026-04-11 00:00:00,Saturday,658.0516103614694
77,2026-04-12 00:00:00,Sunday,710.697330838176
77,2026-04-13 00:00:00,Monday,691.3036963036963
77,2026-04-14 00:00:00,Tuesday,748.7712287712288
77,2026-04-15 00:00:00,Wednesday,0.0
77,2026-04-16 00:00:00,Thursday,663.2470862470863
77,2026-04-17 00:00:00,Friday,619.9176166299453
77,2026-04-18 00:00:00,Saturday,754.4318181818182
77,2026-04-19 00:00:00,Sunday,927.3643069259508
77,2026-04-20 00:00:00,Monday,687.222027972028
77,2026-04-21 00:00:00,Tuesday,906.9887334887335
77,2026-04-22 00:00:00,Wednesday,961.7552447552448
77,2026-04-23 00:00:00,Thursday,1127.6663336663337
77,2026-04-24 00:00:00,Friday,694.6128593628594
77,2026-04-25 00:00:00,Saturday,705.8632916379395
77,2026-04-26 00:00:00,Sunday,1023.2005292005291
77,2026-04-27 00:00:00,Monday,638.5813060179257
77,2026-04-28 00:00:00,Tuesday,888.4375624375625
77,2026-04-29 00:00:00,Wednesday,1017.9370629370629
77,2026-04-30 00:00:00,Thursday,1231.4745254745253
77,2026-05-01 00:00:00,Friday,974.9480941593617
77,2026-05-02 00:00:00,Saturday,471.14074657736626
77,2026-05-03 00:00:00,Sunday,700.1193735841623
77,2026-05-04 00:00:00,Monday,409.5642968142968
77,2026-05-05 00:00:00,Tuesday,935.6623931623932
77,2026-05-06 00:00:00,Wednesday,688.3841229193342
77,2026-05-07 00:00:00,Thursday,690.5048562548562
77,2026-05-08 00:00:00,Friday,836.6623376623377
77,2026-05-09 00:00:00,Saturday,771.9834887334887
77,2026-05-10 00:00:00,Sunday,1258.5862306707377
77,2026-05-11 00:00:00,Monday,614.5369841426179
77,2026-05-12 00:00:00,Tuesday,455.1817196887619
77,2026-05-13 00:00:00,Wednesday,475.86813186813185
77,2026-05-14 00:00:00,Thursday,694.0
77,2026-05-15 00:00:00,Friday,716.1968031968031
77,2026-05-16 00:00:00,Saturday,479.68331668331666
77,2026-05-17 00:00:00,Sunday,852.1768231768231
77,2026-05-18 00:00:00,Monday,838.074854722742
77,2026-05-19 00:00:00,Tuesday,708.084915084915
77,2026-05-20 00:00:00,Wednesday,1333.4764109130306
123,2026-02-26 00:00:00,Thursday,875.2817182817183
123,2026-02-27 00:00:00,Friday,1177.9950049950048
123,2026-02-28 00:00:00,Saturday,829.8709740963261
123,2026-03-01 00:00:00,Sunday,608.9200529200529
123,2026-03-02 00:00:00,Monday,777.3712041383274
123,2026-03-03 00:00:00,Tuesday,613.8501498501498
123,2026-03-04 00:00:00,Wednesday,277.6831114091388
123,2026-03-05 00:00:00,Thursday,546.5924075924075
123,2026-03-06 00:00:00,Friday,809.0929070929071
123,2026-03-07 00:00:00,Saturday,713.2470543155475
123,2026-03-08 00:00:00,Sunday,1359.7846941790604
123,2026-03-09 00:00:00,Monday,480.19738008470404
123,2026-03-10 00:00:00,Tuesday,933.0809190809191
123,2026-03-11 00:00:00,Wednesday,768.6382350044322
123,2026-03-12 00:00:00,Thursday,945.7532467532467
123,2026-03-13 00:00:00,Friday,596.3350733773268
123,2026-03-14 00:00:00,Saturday,726.6320901320901
123,2026-03-15 00:00:00,Sunday,960.0670562314399
123,2026-03-16 00:00:00,Monday,577.9190809190809
123,2026-03-17 00:00:00,Tuesday,794.1928071928072
123,2026-03-18 00:00:00,Wednesday,647.5762046173005
123,2026-03-19 00:00:00,Thursday,550.4516891559144
123,2026-03-20 00:00:00,Friday,950.2543090712105
123,2026-03-21 00:00:00,Saturday,939.3228438228438
123,2026-03-22 00:00:00,Sunday,643.0891362158968
123,2026-03-23 00:00:00,Monday,663.6023698523699
123,2026-03-24 00:00:00,Tuesday,698.1168831168831
123,2026-03-25 00:00:00,Wednesday,0.0
123,2026-03-26 00:00:00,Thursday,652.981018981019
123,2026-03-27 00:00:00,Friday,653.3156303156304
123,2026-03-28 00:00:00,Saturday,1034.241594022416
123,2026-03-29 00:00:00,Sunday,1081.8723529991134
123,2026-03-30 00:00:00,Monday,864.6894513936768
123,2026-03-31 00:00:00,Tuesday,762.8343045843046
123,2026-04-01 00:00:00,Wednesday,676.8496503496503
123,2026-04-02 00:00:00,Thursday,749.6826553727963
123,2026-04-03 00:00:00,Friday,440.414982277996
123,2026-04-04 00:00:00,Saturday,0.0
123,2026-04-05 00:00:00,Sunday,817.7590859844381
123,2026-04-06 00:00:00,Monday,417.9578503688093
123,2026-04-07 00:00:00,Tuesday,830.7536907536908
123,2026-04-08 00:00:00,Wednesday,0.0
123,2026-04-09 00:00:00,Thursday,806.8331128331129
123,2026-04-10 00:00:00,Friday,962.4694179060376
123,2026-04-11 00:00:00,Saturday,658.0516103614694
123,2026-04-12 00:00:00,Sunday,766.1218781218781
123,2026-04-13 00:00:00,Monday,691.3036963036963
123,2026-04-14 00:00:00,Tuesday,748.7712287712288
123,2026-04-15 00:00:00,Wednesday,0.0
123,2026-04-16 00:00:00,Thursday,663.2470862470863
123,2026-04-17 00:00:00,Friday,592.2519372519372
123,2026-04-18 00:00:00,Saturday,709.8719590268886
123,2026-04-19 00:00:00,Sunday,999.9361764995568
123,2026-04-20 00:00:00,Monday,687.222027972028
123,2026-04-21 00:00:00,Tuesday,906.9887334887335
123,2026-04-22 00:00:00,Wednesday,794.5580616566533
123,2026-04-23 00:00:00,Thursday,0.0
123,2026-04-24 00:00:00,Friday,694.6128593628594
123,2026-04-25 00:00:00,Saturday,705.8632916379395
123,2026-04-26 00:00:00,Sunday,1023.2005292005291
123,2026-04-27 00:00:00,Monday,638.5813060179257
123,2026-04-28 00:00:00,Tuesday,0.0
123,2026-04-29 00:00:00,Wednesday,932.5145277257953
123,2026-04-30 00:00:00,Thursday,1078.4282478085297
123,2026-05-01 00:00:00,Friday,0.0
123,2026-05-02 00:00:00,Saturday,537.7282717282717
123,2026-05-03 00:00:00,Sunday,700.1193735841623
123,2026-05-04 00:00:00,Monday,606.5263468925441
123,2026-05-05 00:00:00,Tuesday,995.5274725274725
123,2026-05-06 00:00:00,Wednesday,688.3841229193342
123,2026-05-07 00:00:00,Thursday,690.5048562548562
123,2026-05-08 00:00:00,Friday,836.6623376623377
123,2026-05-09 00:00:00,Saturday,771.9834887334887
123,2026-05-10 00:00:00,Sunday,0.0
123,2026-05-11 00:00:00,Monday,614.5369841426179
123,2026-05-12 00:00:00,Tuesday,455.0408746183394
123,2026-05-13 00:00:00,Wednesday,475.86813186813185
123,2026-05-14 00:00:00,Thursday,694.0
123,2026-05-15 00:00:00,Friday,736.4120949473062
123,2026-05-16 00:00:00,Saturday,478.1118881118881
123,2026-05-17 00:00:00,Sunday,852.1768231768231
123,2026-05-18 00:00:00,Monday,838.074854722742
123,2026-05-19 00:00:00,Tuesday,636.8984071484072
123,2026-05-20 00:00:00,Wednesday,1333.4764109130306
202,2026-02-26 00:00:00,Thursday,875.2817182817183
202,2026-02-27 00:00:00,Friday,1177.9950049950048
202,2026-02-28 00:00:00,Saturday,829.8709740963261
202,2026-03-01 00:00:00,Sunday,608.9200529200529
202,2026-03-02 00:00:00,Monday,777.3712041383274
202,2026-03-03 00:00:00,Tuesday,554.2787212787214
202,2026-03-04 00:00:00,Wednesday,555.7042147042147
202,2026-03-05 00:00:00,Thursday,546.5924075924075
202,2026-03-06 00:00:00,Friday,809.0929070929071
202,2026-03-07 00:00:00,Saturday,713.2470543155475
202,2026-03-08 00:00:00,Sunday,1359.7846941790604
202,2026-03-09 00:00:00,Monday,480.19738008470404
202,2026-03-10 00:00:00,Tuesday,933.0809190809191
202,2026-03-11 00:00:00,Wednesday,720.9817404817404
202,2026-03-12 00:00:00,Thursday,0.0
202,2026-03-13 00:00:00,Friday,602.5322564759184
202,2026-03-14 00:00:00,Saturday,710.6598679098679
202,2026-03-15 00:00:00,Sunday,960.0670562314399
202,2026-03-16 00:00:00,Monday,0.0
202,2026-03-17 00:00:00,Tuesday,794.1928071928072
202,2026-03-18 00:00:00,Wednesday,647.5762046173005
202,2026-03-19 00:00:00,Thursday,550.4516891559144
