date,month,weekday,expert,precision,recall,f1,hit_at_2,hit_at_3,pred_span,n_items,status,window,lambda
2026-01-01,2026-01,Thursday,2F_N,0.0,0.0,0.0,0.0,0.0,0.0008336703116021667,10,ok,full_2025,1.25
2026-01-01,2026-01,Thursday,3F_A,0.0,0.0,0.0,0.0,0.0,0.36082884893795764,10,ok,recent_60d,0.5
2026-01-01,2026-01,Thursday,3F_N,0.0,0.0,0.0,0.0,0.0,0.003288058575986772,10,ok,recent_60d,1.25
2026-01-02,2026-01,Friday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9919113327040162,10,ok,full_2025,1.25
2026-01-02,2026-01,Friday,3F_A,0.5,0.5,0.5,1.0,1.0,0.6228566396269176,10,ok,full_2025,1.25
2026-01-02,2026-01,Friday,3F_N,0.5,0.5,0.5,1.0,1.0,0.013820921813936186,10,ok,full_2025,0.5
2026-01-03,2026-01,Saturday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9847081173212925,10,ok,full_2025,1.25
2026-01-03,2026-01,Saturday,3F_A,0.0,0.0,0.0,0.0,0.0,0.0061848423662873055,10,ok,full_2025,1.25
2026-01-03,2026-01,Saturday,3F_N,0.5,0.5,0.5,1.0,1.0,0.019735314407133636,10,ok,full_2025,0.5
2026-01-04,2026-01,Sunday,2F_N,1.0,1.0,1.0,1.0,1.0,0.957238514857311,10,ok,full_2025,1.25
2026-01-04,2026-01,Sunday,3F_A,0.5,0.5,0.5,1.0,1.0,0.0041812915121576,10,ok,full_2025,1.25
2026-01-04,2026-01,Sunday,3F_N,0.5,0.5,0.5,1.0,1.0,0.009460464508712102,10,ok,full_2025,0.5
2026-01-05,2026-01,Monday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9907635855383513,10,ok,full_2025,1.25
2026-01-05,2026-01,Monday,3F_A,0.5,0.5,0.5,1.0,1.0,0.23265135717740257,10,ok,full_2025,1.25
2026-01-05,2026-01,Monday,3F_N,1.0,1.0,1.0,1.0,1.0,0.9844016612665359,10,ok,full_2025,0.5
2026-01-06,2026-01,Tuesday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9980918586666282,10,ok,full_2025,1.25
