date,month,weekday,expert,precision,recall,f1,hit_at_2,hit_at_3,pred_span,n_items,status,window,lambda
2026-01-01,2026-01,Thursday,2F_N,0.5,0.5,0.5,1.0,1.0,0.09322929565993132,10,ok,full_2025,1.25
2026-01-01,2026-01,Thursday,3F_A,0.0,0.0,0.0,0.0,0.0,0.13506948043660394,10,ok,recent_60d,1.0
2026-01-01,2026-01,Thursday,3F_N,1.0,1.0,1.0,1.0,1.0,0.3315737426655482,10,ok,recent_60d,0.75
2026-01-02,2026-01,Friday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9962160603728691,10,ok,full_2025,1.25
2026-01-02,2026-01,Friday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9731802541027198,10,ok,full_2025,0.75
2026-01-02,2026-01,Friday,3F_N,0.5,0.5,0.5,1.0,1.0,0.6568907166069123,10,ok,recent_60d,0.75
2026-01-03,2026-01,Saturday,2F_N,0.5,0.5,0.5,1.0,1.0,0.9887980837743633,10,ok,full_2025,1.25
2026-01-03,2026-01,Saturday,3F_A,0.5,0.5,0.5,1.0,1.0,0.006083089608403859,10,ok,full_2025,0.75
2026-01-03,2026-01,Saturday,3F_N,1.0,1.0,1.0,1.0,1.0,0.8221846528896187,10,ok,recent_60d,0.75
2026-01-04,2026-01,Sunday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9763907472507775,10,ok,full_2025,1.25
2026-01-04,2026-01,Sunday,3F_A,0.5,0.5,0.5,1.0,1.0,0.0010203475456506991,10,ok,full_2025,0.75
2026-01-04,2026-01,Sunday,3F_N,1.0,1.0,1.0,1.0,1.0,0.8264045942106114,10,ok,recent_60d,0.75
2026-01-05,2026-01,Monday,2F_N,1.0,1.0,1.0,1.0,1.0,0.9958943115677568,10,ok,full_2025,1.25
2026-01-05,2026-01,Monday,3F_A,1.0,1.0,1.0,1.0,1.0,0.9863890010823896,10,ok,full_2025,0.75
2026-01-05,2026-01,Monday,3F_N,0.5,0.5,0.5,1.0,1.0,0.9908434648340253,10,ok,full_2025,1.0
