date,month,weekday,expert,model,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,hit_at_2,hit_at_3
2026-01-01,2026-01,Thursday,2F_N,xgb_ranker_ndcg,recent_60d,0.75,8,0.0108180149209258,12600.0,0.5,0.0108180149209258,0,0.004224434583532403,8400.0,0.5,0.004224434583532403,0.006593580337393397,1.0,1.0
2026-01-01,2026-01,Thursday,3F_A,xgb_ranker_ndcg,full_2025,1.25,1,0.998626290985216,39400.0,0.5,0.998626290985216,9,0.9978758051424375,42300.0,0.5,0.9978758051424375,0.0007504858427785921,0.0,0.0
2026-01-01,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,6,0.2882830000226357,10200.0,0.5,0.2882830000226357,7,0.005198703739468291,5700.0,0.5,0.005198703739468291,0.2830842962831674,1.0,1.0
2026-01-02,2026-01,Friday,2F_N,xgb_ranker_ndcg,recent_60d,1.25,9,0.9943421603970672,35300.0,0.5,0.9943421603970672,6,0.9884916990525706,33900.0,0.5,0.9884916990525706,0.005850461344496627,1.0,1.0
2026-01-02,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,1.25,4,0.9603388187709491,16400.0,0.5,0.9603388187709491,0,0.02746487591412035,4900.0,0.5,0.02746487591412035,0.9328739428568287,1.0,1.0
2026-01-02,2026-01,Friday,3F_N,xgb_ranker_ndcg,recent_60d,1.0,5,0.7267345326195227,15200.0,0.5,0.7267345326195227,6,0.0036335311075436335,2000.0,0.5,0.0036335311075436335,0.7231010015119791,1.0,1.0
2026-01-03,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,0.75,0,0.974616263700317,38800.0,0.5,0.974616263700317,7,0.7717414143336856,28200.0,0.5,0.7717414143336856,0.20287484936663136,1.0,1.0
2026-01-03,2026-01,Saturday,3F_A,xgb_ranker_ndcg,full_2025,1.25,5,0.0036505298437269143,500.0,0.5,0.0036505298437269143,1,0.00143988185835617,-3500.0,0.5,0.00143988185835617,0.0022106479853707442,1.0,1.0
2026-01-03,2026-01,Saturday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,2,0.9469712306829473,13000.0,0.5,0.9469712306829473,9,0.21848596370402895,7000.0,0.5,0.21848596370402895,0.7284852669789184,1.0,1.0
2026-01-04,2026-01,Sunday,2F_N,xgb_ranker_ndcg,recent_60d,0.75,8,0.9825423494498745,33700.0,0.5,0.9825423494498745,7,0.08233068393822092,13400.0,0.5,0.08233068393822092,0.9002116655116535,1.0,1.0
