model,seed,backend_used,date,picked_store,oracle_store,picked_actual_avg_diff_per_machine,oracle_actual_avg_diff_per_machine,top1_hit,top2_inclusion,spearman_daily_rho,regret_vs_oracle,pred_top2_stores
catboost_ranker_depth4,42,gpu,2026-01-20 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,106.0,402.0,0,0,0.3666666666666667,296.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-01-21 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,231.0,316.0,0,0,0.39999999999999997,85.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-01-22 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田1,464.0,464.0,1,1,0.5666666666666667,0.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-01-23 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,-18.0,225.0,0,0,-0.016666666666666666,243.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-01-24 00:00:00,マルハンメガシティ2000-蒲田1,ヒロキ東口店,132.0,362.0,0,0,0.5499999999999999,230.0,"マルハンメガシティ2000-蒲田1,みとや大森町店"
catboost_ranker_depth4,42,gpu,2026-01-25 00:00:00,金時京急蒲田店,金時京急蒲田店,151.0,151.0,1,1,0.43333333333333335,0.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-01-26 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,-37.0,240.0,0,0,0.21666666666666667,277.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-01-27 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,42.0,333.0,0,1,0.31666666666666665,291.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-01-28 00:00:00,マルハンメガシティ2000-蒲田1,ARROW池上店,-235.0,87.0,0,0,-0.65,322.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-01-29 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田1,83.0,83.0,1,1,0.18333333333333335,0.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-01-30 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,170.0,487.0,0,0,0.6333333333333333,317.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-01-31 00:00:00,金時京急蒲田店,マルハンメガシティ2000-蒲田1,-244.0,42.0,0,1,0.19999999999999998,286.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-02-01 00:00:00,マルハンメガシティ2000-蒲田1,ARROW池上店,-47.0,221.0,0,0,0.31666666666666665,268.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-02 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,-7.0,312.0,0,0,0.5333333333333333,319.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-03 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,90.0,286.0,0,0,0.3,196.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-04 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,8.0,130.0,0,1,0.5,122.0,"マルハンメガシティ2000-蒲田1,みとや大森町店"
catboost_ranker_depth4,42,gpu,2026-02-05 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,-46.0,433.0,0,0,0.38333333333333336,479.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-06 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,-13.0,228.0,0,0,0.3666666666666667,241.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-07 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田1,289.0,289.0,1,1,0.9166666666666666,0.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-08 00:00:00,金時京急蒲田店,マルハンメガシティ2000-蒲田7,-196.0,211.0,0,0,0.03333333333333333,407.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-02-09 00:00:00,マルハンメガシティ2000-蒲田7,ARROW池上店,150.0,155.0,0,0,0.26666666666666666,5.0,"マルハンメガシティ2000-蒲田7,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-02-10 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,-148.0,313.0,0,1,0.0,461.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-11 00:00:00,マルハンメガシティ2000-蒲田1,ARROW池上店,142.0,443.0,0,0,0.03333333333333333,301.0,"マルハンメガシティ2000-蒲田1,みとや大森町店"
catboost_ranker_depth4,42,gpu,2026-02-12 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,17.0,219.0,0,0,0.19999999999999998,202.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-02-13 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,-81.0,70.0,0,1,0.13333333333333333,151.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-14 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,-38.0,459.0,0,0,0.41666666666666663,497.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-02-15 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,150.0,539.0,0,0,-0.049999999999999996,389.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-02-16 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,-52.0,105.0,0,0,0.3666666666666667,157.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-17 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田1,456.0,456.0,1,1,0.5666666666666667,0.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-18 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田1,121.0,121.0,1,1,0.6333333333333333,0.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-19 00:00:00,マルハンメガシティ2000-蒲田1,レイトギャップ平和島,-14.0,228.0,0,0,0.08333333333333334,242.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-02-20 00:00:00,金時京急蒲田店,楽園蒲田店,-73.0,50.0,0,0,-0.16666666666666669,123.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-02-21 00:00:00,マルハンメガシティ2000-蒲田1,レイトギャップ平和島,-30.0,142.0,0,0,0.049999999999999996,172.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-02-22 00:00:00,楽園蒲田店,マルハンメガシティ2000-蒲田7,299.0,655.0,0,0,-0.11666666666666665,356.0,"楽園蒲田店,金時京急蒲田店"
catboost_ranker_depth4,42,gpu,2026-02-23 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,-335.0,12.0,0,0,0.26666666666666666,347.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-24 00:00:00,楽園蒲田店,みとや大森町店,74.0,180.0,0,0,0.8166666666666667,106.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-02-25 00:00:00,金時京急蒲田店,ザ-シティ-ベルシティ雑色店,59.0,139.0,0,0,0.5499999999999999,80.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-02-26 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,-113.0,463.0,0,0,0.2833333333333333,576.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-02-27 00:00:00,マルハンメガシティ2000-蒲田1,ヒロキ東口店,19.0,50.0,0,0,0.19999999999999998,31.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-02-28 00:00:00,楽園蒲田店,マルハンメガシティ2000-蒲田7,149.0,516.0,0,1,0.2333333333333333,367.0,"楽園蒲田店,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-03-01 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,48.0,275.0,0,0,0.5833333333333334,227.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-02 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,-17.0,97.0,0,1,0.7833333333333333,114.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-03-03 00:00:00,楽園蒲田店,ARROW池上店,208.0,375.0,0,0,0.33333333333333337,167.0,"楽園蒲田店,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-03-04 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,65.0,220.0,0,0,0.5166666666666667,155.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-03-05 00:00:00,金時京急蒲田店,マルハンメガシティ2000-蒲田1,50.0,143.0,0,1,0.5833333333333334,93.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-03-06 00:00:00,マルハンメガシティ2000-蒲田1,レイトギャップ平和島,174.0,227.0,0,0,0.65,53.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-07 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田1,120.0,120.0,1,1,0.6333333333333333,0.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-08 00:00:00,金時京急蒲田店,ARROW池上店,160.0,268.0,0,0,-0.26666666666666666,108.0,"金時京急蒲田店,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-09 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,48.0,106.0,0,0,0.39999999999999997,58.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-03-10 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,40.0,175.0,0,1,0.3666666666666667,135.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-11 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田1,269.0,269.0,1,1,0.7999999999999999,0.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-12 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,-58.0,173.0,0,0,0.19999999999999998,231.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-13 00:00:00,楽園蒲田店,レイトギャップ平和島,-32.0,69.0,0,0,0.09999999999999999,101.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-03-14 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,145.0,302.0,0,0,0.65,157.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-15 00:00:00,楽園蒲田店,ヒロキ東口店,5.0,301.0,0,0,0.26666666666666666,296.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-03-16 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,-49.0,266.0,0,0,0.3,315.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-17 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,-110.0,179.0,0,1,0.26666666666666666,289.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-03-18 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,17.0,92.0,0,0,0.3,75.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-19 00:00:00,マルハンメガシティ2000-蒲田1,レイトギャップ平和島,45.0,69.0,0,0,0.7333333333333334,24.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-20 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,76.0,691.0,0,0,0.16666666666666669,615.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-21 00:00:00,楽園蒲田店,レイトギャップ平和島,-16.0,292.0,0,0,0.21666666666666667,308.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-03-22 00:00:00,楽園蒲田店,ARROW池上店,170.0,553.0,0,0,0.15,383.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-03-23 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,72.0,159.0,0,1,0.6666666666666667,87.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-24 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,42.0,362.0,0,0,0.33333333333333337,320.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-25 00:00:00,金時京急蒲田店,楽園蒲田店,-26.0,111.0,0,0,0.4666666666666666,137.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-03-26 00:00:00,マルハンメガシティ2000-蒲田1,レイトギャップ平和島,-82.0,219.0,0,0,0.4666666666666666,301.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-03-27 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,60.0,174.0,0,0,0.65,114.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-03-28 00:00:00,楽園蒲田店,ザ-シティ-ベルシティ雑色店,-103.0,1061.0,0,0,-0.13333333333333333,1164.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-03-29 00:00:00,楽園蒲田店,金時京急蒲田店,-153.0,333.0,0,1,0.4666666666666666,486.0,"楽園蒲田店,金時京急蒲田店"
catboost_ranker_depth4,42,gpu,2026-03-30 00:00:00,楽園蒲田店,みとや大森町店,176.0,366.0,0,0,0.15,190.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-03-31 00:00:00,マルハンメガシティ2000-蒲田1,ARROW池上店,75.0,246.0,0,0,0.6333333333333333,171.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-01 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,196.0,255.0,0,1,0.4666666666666666,59.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-02 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,-3.0,217.0,0,0,0.7666666666666667,220.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-03 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,-51.0,121.0,0,0,0.33333333333333337,172.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-04 00:00:00,楽園蒲田店,マルハンメガシティ2000-蒲田7,216.0,338.0,0,0,0.13333333333333333,122.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-04-05 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,62.0,375.0,0,0,0.39999999999999997,313.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-06 00:00:00,マルハンメガシティ2000-蒲田1,レイトギャップ平和島,-111.0,205.0,0,0,0.31666666666666665,316.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-07 00:00:00,マルハンメガシティ2000-蒲田7,マルハンメガシティ2000-蒲田7,180.0,180.0,1,1,0.5333333333333333,0.0,"マルハンメガシティ2000-蒲田7,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-04-08 00:00:00,楽園蒲田店,ザ-シティ-ベルシティ雑色店,-23.0,225.0,0,0,0.19999999999999998,248.0,"楽園蒲田店,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-09 00:00:00,マルハンメガシティ2000-蒲田1,金時京急蒲田店,62.0,224.0,0,0,0.5166666666666667,162.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-10 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,-22.0,76.0,0,0,0.5666666666666667,98.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-11 00:00:00,マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7,239.0,269.0,0,0,0.13333333333333333,30.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-12 00:00:00,楽園蒲田店,マルハンメガシティ2000-蒲田7,-15.0,183.0,0,0,0.7666666666666667,198.0,"楽園蒲田店,金時京急蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-13 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,-150.0,99.0,0,1,-0.09999999999999999,249.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-14 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,210.0,417.0,0,0,0.5166666666666667,207.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-15 00:00:00,金時京急蒲田店,金時京急蒲田店,159.0,159.0,1,1,0.21666666666666667,0.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-04-16 00:00:00,マルハンメガシティ2000-蒲田7,レイトギャップ平和島,-17.0,206.0,0,0,0.43333333333333335,223.0,"マルハンメガシティ2000-蒲田7,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-04-17 00:00:00,マルハンメガシティ2000-蒲田1,ザ-シティ-ベルシティ雑色店,-5.0,138.0,0,0,-0.049999999999999996,143.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-18 00:00:00,楽園蒲田店,レイトギャップ平和島,-83.0,351.0,0,0,-0.2833333333333333,434.0,"楽園蒲田店,金時京急蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-19 00:00:00,楽園蒲田店,マルハンメガシティ2000-蒲田1,-189.0,229.0,0,0,-0.5166666666666667,418.0,"楽園蒲田店,金時京急蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-20 00:00:00,金時京急蒲田店,ARROW池上店,-139.0,81.0,0,0,0.06666666666666667,220.0,"金時京急蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-04-21 00:00:00,マルハンメガシティ2000-蒲田1,ARROW池上店,-70.0,95.0,0,0,0.5833333333333334,165.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-22 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,77.0,307.0,0,1,0.6,230.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-23 00:00:00,マルハンメガシティ2000-蒲田1,ARROW池上店,-72.0,118.0,0,0,0.21666666666666667,190.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-24 00:00:00,マルハンメガシティ2000-蒲田1,みとや大森町店,8.0,200.0,0,0,0.03333333333333333,192.0,"マルハンメガシティ2000-蒲田1,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-25 00:00:00,マルハンメガシティ2000-蒲田1,レイトギャップ平和島,32.0,163.0,0,0,0.6333333333333333,131.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-26 00:00:00,楽園蒲田店,ARROW池上店,-13.0,504.0,0,0,0.19999999999999998,517.0,"楽園蒲田店,マルハンメガシティ2000-蒲田1"
catboost_ranker_depth4,42,gpu,2026-04-27 00:00:00,ARROW池上店,みとや大森町店,-365.0,414.0,0,0,0.15,779.0,"ARROW池上店,マルハンメガシティ2000-蒲田7"
catboost_ranker_depth4,42,gpu,2026-04-28 00:00:00,マルハンメガシティ2000-蒲田1,楽園蒲田店,-23.0,86.0,0,1,0.5499999999999999,109.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
catboost_ranker_depth4,42,gpu,2026-04-29 00:00:00,マルハンメガシティ2000-蒲田1,ARROW池上店,106.0,406.0,0,0,0.31666666666666665,300.0,"マルハンメガシティ2000-蒲田1,楽園蒲田店"
