seed,date,weekday,excess
42,2026-02-26 00:00:00,Thursday,869.4705294705295
42,2026-02-27 00:00:00,Friday,1159.2907092907094
42,2026-02-28 00:00:00,Saturday,801.8063626514331
42,2026-03-01 00:00:00,Sunday,686.2181062181062
42,2026-03-02 00:00:00,Monday,804.0272056710412
42,2026-03-03 00:00:00,Tuesday,606.1238761238761
42,2026-03-04 00:00:00,Wednesday,700.6029106029106
42,2026-03-05 00:00:00,Thursday,538.1918081918081
42,2026-03-06 00:00:00,Friday,819.5104895104895
42,2026-03-07 00:00:00,Saturday,803.1631382316314
42,2026-03-08 00:00:00,Sunday,1383.6068157194918
42,2026-03-09 00:00:00,Monday,521.048951048951
42,2026-03-10 00:00:00,Tuesday,994.7952047952048
42,2026-03-11 00:00:00,Wednesday,763.6519036519037
42,2026-03-12 00:00:00,Thursday,0.0
42,2026-03-13 00:00:00,Friday,546.3015857382054
42,2026-03-14 00:00:00,Saturday,722.0629370629371
42,2026-03-15 00:00:00,Sunday,975.1776990133154
42,2026-03-16 00:00:00,Monday,572.1378621378622
42,2026-03-17 00:00:00,Tuesday,813.1368631368632
42,2026-03-18 00:00:00,Wednesday,636.4211131334418
42,2026-03-19 00:00:00,Thursday,572.6740864769034
42,2026-03-20 00:00:00,Friday,995.124593716143
42,2026-03-21 00:00:00,Saturday,980.5011655011654
42,2026-03-22 00:00:00,Sunday,648.3226632522408
42,2026-03-23 00:00:00,Monday,657.1600621600621
42,2026-03-24 00:00:00,Tuesday,702.6573426573426
42,2026-03-25 00:00:00,Wednesday,0.0
42,2026-03-26 00:00:00,Thursday,663.7162837162837
42,2026-03-27 00:00:00,Friday,692.0922320922322
42,2026-03-28 00:00:00,Saturday,1026.2994539706867
42,2026-03-29 00:00:00,Sunday,1108.5807150595883
42,2026-03-30 00:00:00,Monday,879.3558554121935
42,2026-03-31 00:00:00,Tuesday,771.6414141414142
42,2026-04-01 00:00:00,Wednesday,740.5885780885781
42,2026-04-02 00:00:00,Thursday,748.2950851964936
42,2026-04-03 00:00:00,Friday,458.0534533959192
42,2026-04-04 00:00:00,Saturday,0.0
42,2026-04-05 00:00:00,Sunday,781.3572343149808
42,2026-04-06 00:00:00,Monday,455.0895679662803
42,2026-04-07 00:00:00,Tuesday,879.3026418026418
42,2026-04-08 00:00:00,Wednesday,0.0
42,2026-04-09 00:00:00,Thursday,828.9302589302589
42,2026-04-10 00:00:00,Friday,973.2118585639713
42,2026-04-11 00:00:00,Saturday,629.5006402048655
42,2026-04-12 00:00:00,Sunday,743.9260739260739
42,2026-04-13 00:00:00,Monday,691.3786213786213
42,2026-04-14 00:00:00,Tuesday,715.8341658341658
42,2026-04-15 00:00:00,Wednesday,0.0
42,2026-04-16 00:00:00,Thursday,638.7354312354313
42,2026-04-17 00:00:00,Friday,631.4345114345115
42,2026-04-18 00:00:00,Saturday,687.2175711612331
42,2026-04-19 00:00:00,Sunday,924.803142063416
42,2026-04-20 00:00:00,Monday,680.7692307692307
42,2026-04-21 00:00:00,Tuesday,911.0586635586635
42,2026-04-22 00:00:00,Wednesday,958.5814185814186
42,2026-04-23 00:00:00,Thursday,0.0
42,2026-04-24 00:00:00,Friday,685.9770784770785
42,2026-04-25 00:00:00,Saturday,708.5255589480942
42,2026-04-26 00:00:00,Sunday,1029.4670194670196
42,2026-04-27 00:00:00,Monday,649.3686595095046
42,2026-04-28 00:00:00,Tuesday,885.7942057942058
42,2026-04-29 00:00:00,Wednesday,940.403821530582
42,2026-04-30 00:00:00,Thursday,1056.1745296956565
42,2026-05-01 00:00:00,Friday,0.0
42,2026-05-02 00:00:00,Saturday,481.85814185814183
42,2026-05-03 00:00:00,Sunday,676.8935290062051
42,2026-05-04 00:00:00,Monday,603.0946518270462
42,2026-05-05 00:00:00,Tuesday,930.7292707292706
42,2026-05-06 00:00:00,Wednesday,658.5679109622772
42,2026-05-07 00:00:00,Thursday,691.033411033411
42,2026-05-08 00:00:00,Friday,840.3096903096903
42,2026-05-09 00:00:00,Saturday,845.6468531468531
42,2026-05-10 00:00:00,Sunday,1302.2101841820152
42,2026-05-11 00:00:00,Monday,624.7670639219936
42,2026-05-12 00:00:00,Tuesday,466.97527824288386
42,2026-05-13 00:00:00,Wednesday,427.4725274725275
42,2026-05-14 00:00:00,Thursday,692.9144095341279
42,2026-05-15 00:00:00,Friday,724.3156843156843
